’’	''	ἀεί	a)ei/	d--------
Οἱ	*oi(	ἕ	e(/	n-s---md-
Οἱ	*oi(	ἕ	e(/	n-s---fd-
Οἱ	*oi(	ὁ	o(	l-p---mn-
Οἱ	*oi(	ὁ	o(	l-p---mv-
Οἴηθεν	*oi)/hqen	οἴομαι	oi)/omai	v3paip---
Οἴηθεν	*oi)/hqen	οἰάω	oi)a/w	v3paip---
Οὐ	*ou)	οὐ	ou)	d--------
Παναθηναίοις	*panaqhnai/ois	Παναθήναια	*panaqh/naia	n-p---nd-
Παναθηναίοις	*panaqhnai/ois	Παναθήναιος	*panaqh/naios	n-p---md-
Παρθενῶνα	*parqenw=na	Παρθενών	*parqenw/n	n-s---ma-
Παρθενῶνα	*parqenw=na	παρθενών	parqenw/n	n-s---ma-
Παρμενίδης	*parmeni/dhs	Παρμενίδης	*parmeni/dhs	n-s---mn-
Πειραιῶς	*peiraiw=s	Πειραιεύς	*peiraieu/s	n-s---mg-
Πειραιῶς	*peiraiw=s	Πειραιεύς	*peiraieu/s	n-s---mg-
Πεισιστρατίδας	*peisistrati/das	Πεισιστρατίδης	*peisistrati/dhs	n-p---ma-
Πεισιστρατίδας	*peisistrati/das	Πεισιστρατίδης	*peisistrati/dhs	n-s---mn-
Πεισιστράτῳ	*peisistra/tw|	Πεισίστρατος	*peisi/stratos	n-s---md-
Πελοποννησιακοῦ	*peloponnhsiakou=	Πελοποννησιακός	*peloponnhsiako/s	a-s---mg-
Πελοποννησιακοῦ	*peloponnhsiakou=	Πελοποννησιακός	*peloponnhsiako/s	a-s---ng-
Πελοποννησίους	*peloponnhsi/ous	Πελοποννήσιοι	*peloponnh/sioi	n-p---ma-
Πελοποννησίους	*peloponnhsi/ous	Πελοποννήσιος	*peloponnh/sios	a-p---ma-
Πελοποννησίων	*peloponnhsi/wn	Πελοποννήσιοι	*peloponnh/sioi	n-p---mg-
Πελοποννησίων	*peloponnhsi/wn	Πελοποννήσιος	*peloponnh/sios	a-p---fg-
Πελοποννησίων	*peloponnhsi/wn	Πελοποννήσιος	*peloponnh/sios	a-p---mg-
Πελοποννησίων	*peloponnhsi/wn	Πελοποννήσιος	*peloponnh/sios	a-p---ng-
Πελοποννήσιοι	*peloponnh/sioi	Πελοποννήσιοι	*peloponnh/sioi	n-p---mn-
Πελοποννήσιοι	*peloponnh/sioi	Πελοποννήσιοι	*peloponnh/sioi	n-p---mv-
Πελοποννήσιοι	*peloponnh/sioi	Πελοποννήσιος	*peloponnh/sios	a-p---mn-
Πελοποννήσιοι	*peloponnh/sioi	Πελοποννήσιος	*peloponnh/sios	a-p---mv-
Πελοποννήσου	*peloponnh/sou	Πελοπόννησος	*pelopo/nnhsos	n-s---fg-
Πελοποννήσῳ	*peloponnh/sw|	Πελοπόννησος	*pelopo/nnhsos	n-s---fd-
Πελοπόννησον	*pelopo/nnhson	Πελοπόννησος	*pelopo/nnhsos	n-s---fa-
Περικλεῖ	*periklei=	Περικλῆς	*periklh=s	n-s---md-
Περικλεῖ	*periklei=	περικλάω	perikla/w	v2spie---
Περικλεῖ	*periklei=	περικλάω	perikla/w	v3spia---
Περικλέα	*perikle/a	Περικλῆς	*periklh=s	n-s---ma-
Περικλέης	*perikle/hs	Περικλῆς	*periklh=s	n-s---mn-
Περικλέους	*perikle/ous	Περικλῆς	*periklh=s	n-s---mg-
Περικλῆς	*periklh=s	Περικλῆς	*periklh=s	n-s---mn-
Περικλῆς	*periklh=s	περικλάω	perikla/w	v2spia---
Περικλῆς	*periklh=s	περικλάω	perikla/w	v2spia---
Περικλῆς	*periklh=s	περικλάω	perikla/w	v2spia---
Περικλῆς	*periklh=s	περικλάζω	perikla/zw	v2sfia---
Περιφόρητον	*perifo/rhton	περιφόρητος	perifo/rhtos	n-s---ma-
Περιφόρητον	*perifo/rhton	περιφόρητος	perifo/rhtos	n-s---fa-
Περιφόρητον	*perifo/rhton	περιφόρητος	perifo/rhtos	n-s---nn-
Περιφόρητον	*perifo/rhton	περιφόρητος	perifo/rhtos	n-s---nv-
Περιφόρητον	*perifo/rhton	περιφόρητος	perifo/rhtos	n-s---na-
Περσῶν	*persw=n	Πέρσης	*pe/rshs	n-p---mg-
Περσῶν	*persw=n	πέρθω	pe/rqw	v-sfpamn-
Περί	*peri/	περί	peri/	r--------
Περίκλεις	*peri/kleis	Περικλῆς	*periklh=s	n-s---mv-
Περίκλεις	*peri/kleis	περικλάω	perikla/w	v2siia---
Πηγῶν	*phgw=n	Πηγαί	*phgai/	n-p---fg-
Πηγῶν	*phgw=n	πηγάζω	phga/zw	v-sfpamv-
Πηγῶν	*phgw=n	πηγάζω	phga/zw	v-sfpann-
Πηγῶν	*phgw=n	πηγάζω	phga/zw	v-sfpanv-
Πηγῶν	*phgw=n	πηγάζω	phga/zw	v-sfpana-
Πηγῶν	*phgw=n	πηγάζω	phga/zw	v-sfpamn-
Πηγῶν	*phgw=n	πηγή	phgh/	n-p---fg-
Πηγῶν	*phgw=n	πηγός	phgo/s	a-p---fg-
Πηγῶν	*phgw=n	πηγός	phgo/s	a-p---mg-
Πηγῶν	*phgw=n	πηγός	phgo/s	a-p---ng-
Πισσούθνης	*pissou/qnhs	Πισσούθνης	*pissou/qnhs	n-s---mn-
Πισσούθνου	*pissou/qnou	Πισσούθνης	*pissou/qnhs	n-s---mg-
Πλειστώνακτα	*pleistw/nakta	Πλειστώναξ	*pleistw/nac	n-s---ma-
Πλειστώνακτος	*pleistw/naktos	Πλειστώναξ	*pleistw/nac	n-s---mg-
Πλάτων	*pla/twn	Πλάτων	*pla/twn	n-s---mn-
Πλάτων	*pla/twn	Πλάτων	*pla/twn	n-s---mv-
Πλάτωνα	*pla/twna	Πλάτων	*pla/twn	n-s---ma-
Πλάτωνος	*pla/twnos	Πλάτων	*pla/twn	n-s---mg-
Πλήν	*plh/n	πλήν	plh/n	r--------
Πολυκράτους	*polukra/tous	Πολυκράτης	*polukra/ths	n-s---mg-
Πολυκράτους	*polukra/tous	πολύκρατος	polu/kratos	n-p---ma-
Πολυκράτους	*polukra/tous	πολύκρατος	polu/kratos	n-p---fa-
Πολύκλειτος	*polu/kleitos	Πολύκλειτος	*polu/kleitos	n-s---mn-
Πολύκλειτος	*polu/kleitos	πολύκλειτος	polu/kleitos	a-s---mn-
Ποντικός	*pontiko/s	Ποντικός	*pontiko/s	a-s---mn-
Ποντικός	*pontiko/s	ποντικός	pontiko/s	a-s---mn-
Ποτείδαια	*potei/daia	Ποτείδαια	*potei/daia	n-s---fn-
Ποτείδαια	*potei/daia	Ποτείδαια	*potei/daia	n-s---fv-
Ποτείδαια	*potei/daia	Ποτείδαιος	*potei/daios	a-p---nn-
Ποτείδαια	*potei/daia	Ποτείδαιος	*potei/daios	a-p---nv-
Ποτείδαια	*potei/daia	Ποτείδαιος	*potei/daios	a-p---na-
Ποτείδαια	*potei/daia	Ποτειδαία	*poteidai/a	n-s---fn-
Ποτείδαια	*potei/daia	Ποτειδαία	*poteidai/a	n-s---fv-
Πριήνης	*prih/nhs	Πριήνη	*prih/nh	n-s---fg-
Προπύλαια	*propu/laia	προπύλαιος	propu/laios	a-p---nn-
Προπύλαια	*propu/laia	προπύλαιος	propu/laios	a-p---nv-
Προπύλαια	*propu/laia	προπύλαιος	propu/laios	a-p---na-
Πρωταγόρου	*prwtago/rou	Πρωταγόρας	*prwtago/ras	n-s---mg-
Πυθοκλείδῃ	*puqoklei/dh|	Πυθοκλείδης	*puqoklei/dhs	n-s---md-
Πυθόμενος	*puqo/menos	πύθω	pu/qw	v-spppmn-
Πυθόμενος	*puqo/menos	πυνθάνομαι	punqa/nomai	v-sapmmn-
Πυριλάμπους	*purila/mpous	Πυριλάμπης	*purila/mphs	n-s---mg-
Πάντα	*pa/nta	πᾶς	pa=s	n-s---ma-
Πάντα	*pa/nta	πᾶς	pa=s	n-p---nn-
Πάντα	*pa/nta	πᾶς	pa=s	n-p---nv-
Πάντα	*pa/nta	πᾶς	pa=s	n-p---na-
Πάραλον	*pa/ralon	Πάραλος	*pa/ralos	n-s---ma-
Πάραλον	*pa/ralon	πάραλος	pa/ralos	n-s---ma-
Πάραλον	*pa/ralon	πάραλος	pa/ralos	n-s---fa-
Πάραλον	*pa/ralon	πάραλος	pa/ralos	n-s---nn-
Πάραλον	*pa/ralon	πάραλος	pa/ralos	n-s---nv-
Πάραλον	*pa/ralon	πάραλος	pa/ralos	n-s---na-
Πέρσης	*pe/rshs	Πέρσης	*pe/rshs	n-s---mn-
Πέρσης	*pe/rshs	πέρσις	pe/rsis	n-p---fn-
Πέρσης	*pe/rshs	πέρσις	pe/rsis	n-p---fv-
Πίσῃ	*pi/sh|	Πῖσα	*pi=sa	n-s---fd-
Πίσῃ	*pi/sh|	Πῖσα	*pi=sa	n-s---fd-
Πίσῃ	*pi/sh|	πίσα	pi/sa	n-s---fd-
Πίσῃ	*pi/sh|	πιπίσκω	pipi/skw	v2sasm---
Πίσῃ	*pi/sh|	πιπίσκω	pipi/skw	v3sasa---
Πίσῃ	*pi/sh|	πιπίσκω	pipi/skw	v2sfim---
Πόντον	*po/nton	Πόντος	*po/ntos	n-s---ma-
Πόντον	*po/nton	πόντος	po/ntos	n-s---ma-
Σαλαμινίαν	*salamini/an	Σαλαμίνιος	*salami/nios	a-s---fa-
Σαμίοις	*sami/ois	Σάμιος	*sa/mios	a-p---md-
Σαμίοις	*sami/ois	Σάμιος	*sa/mios	a-p---nd-
Σαμίοις	*sami/ois	Σάμιος	*sa/mios	n-p---md-
Σαμίοις	*sami/ois	Σάμος	*sa/mos	a-p---md-
Σαμίοις	*sami/ois	Σάμος	*sa/mos	a-p---nd-
Σαμίους	*sami/ous	Σάμιος	*sa/mios	a-p---ma-
Σαμίους	*sami/ous	Σάμιος	*sa/mios	n-p---ma-
Σαμίους	*sami/ous	Σάμος	*sa/mos	a-p---ma-
Σαμίων	*sami/wn	Σάμιος	*sa/mios	a-p---fg-
Σαμίων	*sami/wn	Σάμιος	*sa/mios	a-p---mg-
Σαμίων	*sami/wn	Σάμιος	*sa/mios	a-p---ng-
Σαμίων	*sami/wn	Σάμιος	*sa/mios	n-p---mg-
Σαμίων	*sami/wn	Σάμος	*sa/mos	a-p---fg-
Σαμίων	*sami/wn	Σάμος	*sa/mos	a-p---mg-
Σαμίων	*sami/wn	Σάμος	*sa/mos	a-p---ng-
Σικελίαν	*sikeli/an	Σικελία	*sikeli/a	n-s---fa-
Σικελίας	*sikeli/as	Σικελία	*sikeli/a	n-p---fa-
Σικελίας	*sikeli/as	Σικελία	*sikeli/a	n-s---fg-
Σικυωνίους	*sikuwni/ous	Σικυών	*sikuw/n	a-p---ma-
Σικυωνίους	*sikuwni/ous	Σικυώνιος	*sikuw/nios	a-p---ma-
Σιμμίας	*simmi/as	Σιμμίας	*simmi/as	n-s---mn-
Σινωπεῦσι	*sinwpeu=si	Σινωπεύς	*sinwpeu/s	n-p---md-
Σινώπην	*sinw/phn	Σινώπη	*sinw/ph	n-s---fa-
Σοφοκλέους	*sofokle/ous	Σοφοκλῆς	*sofoklh=s	n-s---mg-
Σοφόκλεις	*sofo/kleis	Σοφοκλῆς	*sofoklh=s	n-s---mv-
Σπάρτην	*spa/rthn	Σπάρτη	*spa/rth	n-s---fa-
Σπάρτην	*spa/rthn	σπάρτη	spa/rth	n-s---fa-
Σπάρτης	*spa/rths	Σπάρτη	*spa/rth	n-s---fg-
Σπάρτης	*spa/rths	σπάρτη	spa/rth	n-s---fg-
Στησίμβροτος	*sthsi/mbrotos	Στησίμβροτος	*sthsi/mbrotos	n-s---mn-
Στησίμβροτός	*sthsi/mbroto/s	Στησίμβροτος	*sthsi/mbrotos	n-s---mn-
Στάσις	*sta/sis	στάσις	sta/sis	n-p---fa-
Στάσις	*sta/sis	στάσις	sta/sis	n-s---fn-
Συβάρεως	*suba/rews	Σύβαρις	*su/baris	n-s---fg-
Σωκράτης	*swkra/ths	Σωκράτης	*swkra/ths	n-p---ma-
Σωκράτης	*swkra/ths	Σωκράτης	*swkra/ths	n-p---mn-
Σωκράτης	*swkra/ths	Σωκράτης	*swkra/ths	n-p---mv-
Σωκράτης	*swkra/ths	Σωκράτης	*swkra/ths	n-s---mn-
Σωκράτης	*swkra/ths	Σωκράτης	*swkra/ths	n-s---mn-
Σωκράτης	*swkra/ths	Σωκρατέω	*swkrate/w	v2siia---
Σωκράτης	*swkra/ths	σωκρατέω	swkrate/w	v2siia---
Σάμιοι	*sa/mioi	Σάμιος	*sa/mios	a-p---mn-
Σάμιοι	*sa/mioi	Σάμιος	*sa/mios	a-p---mv-
Σάμιοι	*sa/mioi	Σάμιος	*sa/mios	n-p---mn-
Σάμιοι	*sa/mioi	Σάμιος	*sa/mios	n-p---mv-
Σάμιοι	*sa/mioi	Σάμος	*sa/mos	a-p---mn-
Σάμιοι	*sa/mioi	Σάμος	*sa/mos	a-p---mv-
Σάμιος	*sa/mios	Σάμιος	*sa/mios	a-s---mn-
Σάμιος	*sa/mios	Σάμιος	*sa/mios	n-s---mn-
Σάμιος	*sa/mios	Σάμος	*sa/mos	a-s---mn-
Σάμον	*sa/mon	Σάμος	*sa/mos	n-s---fa-
Σάμου	*sa/mou	Σάμος	*sa/mos	n-s---fg-
Σάμῳ	*sa/mw|	Σάμος	*sa/mos	n-s---fd-
Ταναγρικοῦ	*tanagrikou=	Ταναγρικός	*tanagriko/s	a-s---mg-
Ταναγρικοῦ	*tanagrikou=	Ταναγρικός	*tanagriko/s	a-s---ng-
Ταναγρικήν	*tanagrikh/n	Ταναγρικός	*tanagriko/s	a-s---fa-
Ταναγρικήν	*tanagrikh/n	ταναγρική	tanagrikh/	n-s---fa-
Ταῦτα	*tau=ta	οὗτος	ou(=tos	n-p---nn-
Ταῦτα	*tau=ta	οὗτος	ou(=tos	n-p---nv-
Ταῦτα	*tau=ta	οὗτος	ou(=tos	n-p---na-
Τεισάνδρου	*teisa/ndrou	Τείσανδρος	*tei/sandros	n-s---mg-
Τηλεκλείδης	*thleklei/dhs	Τηλεκλείδης	*thleklei/dhs	n-s---mn-
Τολμαίου	*tolmai/ou	Τόλμαιος	*to/lmaios	n-s---mg-
Τολμίδαις	*tolmi/dais	Τολμίδης	*tolmi/dhs	n-p---md-
Τολμίδην	*tolmi/dhn	Τολμίδης	*tolmi/dhs	n-s---ma-
Τολμίδης	*tolmi/dhs	Τολμίδης	*tolmi/dhs	n-s---mn-
Τοῦ	*tou=	ὁ	o(	l-s---mg-
Τοῦ	*tou=	ὁ	o(	l-s---ng-
Τοῦ	*tou=	τίς	ti/s	n-s----g-
Τοῦ	*tou=	τις	tis	p-s----g-
Τοῦτον	*tou=ton	οὗτος	ou(=tos	n-s---ma-
Τραγίας	*tragi/as	Τραγίαι	*tragi/ai	n-p---fa-
Τραγίας	*tragi/as	Τραγίη	*tragi/h	n-s---fg-
Τυρρηνία	*turrhni/a	Τυρρήνιος	*turrh/nios	a-d---fn-
Τυρρηνία	*turrhni/a	Τυρρήνιος	*turrh/nios	a-d---fv-
Τυρρηνία	*turrhni/a	Τυρρήνιος	*turrh/nios	a-d---fa-
Τυρρηνία	*turrhni/a	Τυρρήνιος	*turrh/nios	a-s---fn-
Τυρρηνία	*turrhni/a	Τυρρήνιος	*turrh/nios	a-s---fv-
Τυρρηνία	*turrhni/a	Τυρρηνία	*turrhni/a	n-d---fn-
Τυρρηνία	*turrhni/a	Τυρρηνία	*turrhni/a	n-d---fv-
Τυρρηνία	*turrhni/a	Τυρρηνία	*turrhni/a	n-d---fa-
Τυρρηνία	*turrhni/a	Τυρρηνία	*turrhni/a	n-s---fn-
Τυρρηνία	*turrhni/a	Τυρρηνία	*turrhni/a	n-s---fv-
Τά	*ta/	ὁ	o(	l-p---na-
Τά	*ta/	ὁ	o(	l-p---nn-
Τά	*ta/	ὁ	o(	l-p---nv-
Τά	*ta/	ὁ	o(	l-p---na-
Τά	*ta/	ὁ	o(	l-d---fa-
Τά	*ta/	ὁ	o(	l-d---fn-
Τά	*ta/	ὁ	o(	l-d---fv-
Τά	*ta/	ὁ	o(	l-d---fa-
Τά	*ta/	τίς	ti/s	n-p---nn-
Τά	*ta/	τίς	ti/s	n-p---nv-
Τά	*ta/	τίς	ti/s	n-p---na-
Τήν	*th/n	ὁ	o(	l-s---fa-
Τίμων	*ti/mwn	Τίμων	*ti/mwn	n-s---mn-
Τίμων	*ti/mwn	Τίμων	*ti/mwn	n-s---mv-
Τίμων	*ti/mwn	τῖμος	ti=mos	n-p---mg-
Τίμων	*ti/mwn	τιμάω	tima/w	v3piia---
Τίμων	*ti/mwn	τιμάω	tima/w	v1siia---
Τόν	*to/n	ὁ	o(	l-s---ma-
Τότε	*to/te	τότε	to/te	d--------
Τῆς	*th=s	ὁ	o(	l-s---fg-
Τῇ	*th=|	ὁ	o(	l-s---fd-
Τῇ	*th=|	τῇ	th=|	d--------
Τῶν	*tw=n	ὁ	o(	l-p---fg-
Τῶν	*tw=n	ὁ	o(	l-p---mg-
Τῶν	*tw=n	ὁ	o(	l-p---ng-
Φαβίου	*fabi/ou	Φάβιος	*fa/bios	n-s---mg-
Φαρσάλιον	*farsa/lion	Φαρσάλιος	*farsa/lios	a-s---ma-
Φαρσάλιον	*farsa/lion	Φαρσάλιος	*farsa/lios	a-s---nn-
Φαρσάλιον	*farsa/lion	Φαρσάλιος	*farsa/lios	a-s---nv-
Φαρσάλιον	*farsa/lion	Φαρσάλιος	*farsa/lios	a-s---na-
Φειδίαν	*feidi/an	Φειδίας	*feidi/as	n-s---ma-
Φειδίας	*feidi/as	Φειδίας	*feidi/as	n-p---ma-
Φειδίας	*feidi/as	Φειδίας	*feidi/as	n-s---mn-
Φειδίου	*feidi/ou	Φειδίας	*feidi/as	n-s---mg-
Φθιώτας	*fqiw/tas	Φθιώτης	*fqiw/ths	n-s---mn-
Φθιώτας	*fqiw/tas	φθιώτης	fqiw/ths	n-p---ma-
Φθιώτας	*fqiw/tas	φθιώτης	fqiw/ths	n-s---mn-
Φιλήμων	*filh/mwn	Φιλήμων	*filh/mwn	n-s---mn-
Φιλήμων	*filh/mwn	Φιλήμων	*filh/mwn	n-s---mv-
Φιλήμων	*filh/mwn	φιλήμων	filh/mwn	n-s---mn-
Φιλήμων	*filh/mwn	φιλήμων	filh/mwn	n-s---fn-
Φλειάσιος	*fleia/sios	Φλιάσιος	*flia/sios	a-s---mn-
Φοινισσῶν	*foinissw=n	Φοῖνιξ	*foi=nic	n-p---fg-
Φοινισσῶν	*foinissw=n	φοῖνιξ	foi=nic	n-p---fg-
Φοινισσῶν	*foinissw=n	φοινίζω	foini/zw	v-sfpamn-
Φοίνιξι	*foi/nici	Φοῖνιξ	*foi=nic	n-p---md-
Φοίνιξι	*foi/nici	Φοῖνιξ	*foi=nic	n-p---fd-
Φοίνιξι	*foi/nici	Φοῖνιξ	*foi=nic	n-p---md-
Φοίνιξι	*foi/nici	φοίνιξις	foi/nicis	n-s---fv-
Φοίνιξι	*foi/nici	φοῖνιξ	foi=nic	n-p---md-
Φωκαΐς	*fwkai+/s	Φώκαια	*fw/kaia	n-s---fn-
Φωκαΐς	*fwkai+/s	Φώκαια	*fw/kaia	n-s---mn-
Φωκαΐς	*fwkai+/s	Φώκαια	*fw/kaia	n-s---fn-
Φωκέας	*fwke/as	Φωκᾶς	*fwka=s	n-s---mn-
Φωκέας	*fwke/as	Φωκεύς	*fwkeu/s	n-p---ma-
Φωκέας	*fwke/as	φωκεύς	fwkeu/s	n-p---ma-
Φωκέων	*fwke/wn	Φωκεύς	*fwkeu/s	n-p---mg-
Φωκέων	*fwke/wn	Φωκεύς	*fwkeu/s	n-p---mg-
Φωκέων	*fwke/wn	φώκη	fw/kh	n-p---fg-
Φωκέων	*fwke/wn	φωκεύς	fwkeu/s	n-p---mg-
Φωκέων	*fwke/wn	φωκεύς	fwkeu/s	n-p---mg-
Φωκίδα	*fwki/da	Φωκίδης	*fwki/dhs	n-d---mn-
Φωκίδα	*fwki/da	Φωκίδης	*fwki/dhs	n-d---mv-
Φωκίδα	*fwki/da	Φωκίδης	*fwki/dhs	n-d---ma-
Φωκίδα	*fwki/da	Φωκίδης	*fwki/dhs	n-s---mv-
Φωκίδα	*fwki/da	Φωκίδης	*fwki/dhs	n-s---mg-
Φωκίδα	*fwki/da	Φωκίδης	*fwki/dhs	n-s---mn-
Φωκίδα	*fwki/da	Φωκίς	*fwki/s	n-s---fa-
Φωκίδα	*fwki/da	φωκίς	fwki/s	n-s---fa-
Φάβιος	*fa/bios	Φάβιος	*fa/bios	n-s---mn-
Φίλιππος	*fi/lippos	Φίλιππος	*fi/lippos	n-s---mn-
Φίλιππος	*fi/lippos	φίλιππος	fi/lippos	n-s---mn-
Φίλιππος	*fi/lippos	φίλιππος	fi/lippos	n-s---fn-
Χαλκιδέων	*xalkide/wn	Χαλκιδεύς	*xalkideu/s	n-p---mg-
Χαλκιδέων	*xalkide/wn	Χαλκιδεύς	*xalkideu/s	n-p---mg-
Χαρῖνος	*xari=nos	Χαρῖνος	*xari=nos	n-s---mn-
Χερρονήσῳ	*xerronh/sw|	Χερσόνησος	*xerso/nhsos	n-s---fd-
Χερρονήσῳ	*xerronh/sw|	χερρόνησος	xerro/nhsos	n-s---fd-
Χερρονήσῳ	*xerronh/sw|	χερσόνησος	xerso/nhsos	n-s---fd-
Χερρόνησον	*xerro/nhson	Χερσόνησος	*xerso/nhsos	n-s---fa-
Χερρόνησον	*xerro/nhson	χερρόνησος	xerro/nhsos	n-s---fa-
Χερρόνησον	*xerro/nhson	χερσόνησος	xerso/nhsos	n-s---fa-
Χείρων	*xei/rwn	Χείρων	*xei/rwn	n-s---mn-
Χείρων	*xei/rwn	Χείρων	*xei/rwn	n-s---mv-
Χείρων	*xei/rwn	Χείρωνες	*xei/rwnes	n-s---mn-
Χείρων	*xei/rwn	Χείρωνες	*xei/rwnes	n-s---mv-
Χείρων	*xei/rwn	χείρων	xei/rwn	a-s---mn-
Χείρων	*xei/rwn	χείρων	xei/rwn	a-s---fn-
Χείρων	*xei/rwn	χειρόω	xeiro/w	v3piia---
Χείρων	*xei/rwn	χειρόω	xeiro/w	v1siia---
Χείρωσι	*xei/rwsi	Χείρωνες	*xei/rwnes	n-p---md-
Χείρωσι	*xei/rwsi	χείρωσις	xei/rwsis	n-s---fv-
Χολαργεύς	*xolargeu/s	Χολαργεύς	*xolargeu/s	n-s---mn-
Χολαργεύς	*xolargeu/s	χολαργεύς	xolargeu/s	n-s---mn-
αἰσθήσει	ai)sqh/sei	αἴσθησις	ai)/sqhsis	n-d---fn-
αἰσθήσει	ai)sqh/sei	αἴσθησις	ai)/sqhsis	n-d---fv-
αἰσθήσει	ai)sqh/sei	αἴσθησις	ai)/sqhsis	n-d---fa-
αἰσθήσει	ai)sqh/sei	αἴσθησις	ai)/sqhsis	n-s---fd-
αἰσθήσει	ai)sqh/sei	αἴσθησις	ai)/sqhsis	n-s---fd-
αἰσθήσει	ai)sqh/sei	αἰσθάνομαι	ai)sqa/nomai	v2sfim---
αἰσθόμενος	ai)sqo/menos	αἰσθάνομαι	ai)sqa/nomai	v-sapmmn-
αἰσθόμενος	ai)sqo/menos	αἰσθάνομαι	ai)sqa/nomai	v-sppemn-
αἰσχρῶς	ai)sxrw=s	αἰσχρός	ai)sxro/s	x--------
αἰσχρῶς	ai)sxrw=s	αἰσχρός	ai)sxro/s	x--------
αἰσχύνην	ai)sxu/nhn	αἰσχύνη	ai)sxu/nh	n-s---fa-
αἰσχύνην	ai)sxu/nhn	αἰσχύνω	ai)sxu/nw	v--pna---
αἰσχύνῃ	ai)sxu/nh|	αἰσχύνη	ai)sxu/nh	n-s---fd-
αἰσχύνῃ	ai)sxu/nh|	αἰσχύνω	ai)sxu/nw	v2sasm---
αἰσχύνῃ	ai)sxu/nh|	αἰσχύνω	ai)sxu/nw	v3sasa---
αἰσχύνῃ	ai)sxu/nh|	αἰσχύνω	ai)sxu/nw	v2spse---
αἰσχύνῃ	ai)sxu/nh|	αἰσχύνω	ai)sxu/nw	v2spie---
αἰσχύνῃ	ai)sxu/nh|	αἰσχύνω	ai)sxu/nw	v3spsa---
αἰτιώμενοι	ai)tiw/menoi	αἰτιάομαι	ai)tia/omai	v-pppemn-
αἰτιώμενοι	ai)tiw/menoi	αἰτιάομαι	ai)tia/omai	v-pppemv-
αἰτιῶν	ai)tiw=n	αἰτία	ai)ti/a	n-p---fg-
αἰτιῶνται	ai)tiw=ntai	αἰτιάομαι	ai)tia/omai	v3ppse---
αἰτιῶνται	ai)tiw=ntai	αἰτιάομαι	ai)tia/omai	v3ppie---
αἰτιῶνται	ai)tiw=ntai	αἰτιάομαι	ai)tia/omai	v3ppse---
αἰτούμενον	ai)tou/menon	αἰτέω	ai)te/w	v-sppema-
αἰτούμενον	ai)tou/menon	αἰτέω	ai)te/w	v-sppenn-
αἰτούμενον	ai)tou/menon	αἰτέω	ai)te/w	v-sppenv-
αἰτούμενον	ai)tou/menon	αἰτέω	ai)te/w	v-sppena-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-d---fn-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-d---fv-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-d---fa-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-s---fn-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-s---fv-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-d---fn-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-d---fv-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-d---fa-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-s---fn-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-s---fv-
αἰτίαι	ai)ti/ai	αἴτιος	ai)/tios	a-s---fd-
αἰτίαι	ai)ti/ai	αἰτία	ai)ti/a	n-p---fn-
αἰτίαι	ai)ti/ai	αἰτία	ai)ti/a	n-p---fv-
αἰτίαι	ai)ti/ai	αἰτία	ai)ti/a	n-s---fd-
αἰτίαν	ai)ti/an	αἴτιος	ai)/tios	a-s---fa-
αἰτίαν	ai)ti/an	αἰτία	ai)ti/a	n-s---fa-
αἰτίας	ai)ti/as	αἴτιος	ai)/tios	a-p---fa-
αἰτίας	ai)ti/as	αἴτιος	ai)/tios	a-s---fg-
αἰτίας	ai)ti/as	αἰτία	ai)ti/a	n-p---fa-
αἰτίας	ai)ti/as	αἰτία	ai)ti/a	n-s---fg-
αἰτίους	ai)ti/ous	αἴτιος	ai)/tios	a-p---ma-
αἰτίους	ai)ti/ous	αἴτιος	ai)/tios	n-p---ma-
αἰτίους	ai)ti/ous	αἴτιος	ai)/tios	n-p---fa-
αἰτίᾳ	ai)ti/a|	αἴτιος	ai)/tios	a-s---fd-
αἰτίᾳ	ai)ti/a|	αἰτία	ai)ti/a	n-p---fn-
αἰτίᾳ	ai)ti/a|	αἰτία	ai)ti/a	n-p---fv-
αἰτίᾳ	ai)ti/a|	αἰτία	ai)ti/a	n-s---fd-
αἰχμαλώτους	ai)xmalw/tous	αἰχμάλωτος	ai)xma/lwtos	n-p---ma-
αἰχμαλώτους	ai)xmalw/tous	αἰχμάλωτος	ai)xma/lwtos	n-p---fa-
αἰχμάλωτον	ai)xma/lwton	αἰχμάλωτος	ai)xma/lwtos	n-s---ma-
αἰχμάλωτον	ai)xma/lwton	αἰχμάλωτος	ai)xma/lwtos	n-s---fa-
αἰχμάλωτον	ai)xma/lwton	αἰχμάλωτος	ai)xma/lwtos	n-s---nn-
αἰχμάλωτον	ai)xma/lwton	αἰχμάλωτος	ai)xma/lwtos	n-s---nv-
αἰχμάλωτον	ai)xma/lwton	αἰχμάλωτος	ai)xma/lwtos	n-s---na-
