Αἰσχύνης	*ai)sxu/nhs	αἰσχύνη	ai)sxu/nh	urn:cite2:hmt:lsj.chicago_md:n2739	n-s---fg-
αἰθερία	ai)qeri/a	αἰθέριος	ai)qe/rios	urn:cite2:hmt:lsj.chicago_md:n2309	a-s---fn-
αἰθερία	ai)qeri/a	αἰθέριος	ai)qe/rios	urn:cite2:hmt:lsj.chicago_md:n2309	a-s---fv-
αἰθήρ	ai)qh/r	αἰθήρ	ai)qh/r	urn:cite2:hmt:lsj.chicago_md:n2324	n-s---mn-
αἰνομόροις	ai)nomo/rois	αἰνόμορος	ai)no/moros	urn:cite2:hmt:lsj.chicago_md:n2556	n-p---md-
αἰνομόροις	ai)nomo/rois	αἰνόμορος	ai)no/moros	urn:cite2:hmt:lsj.chicago_md:n2556	n-p---fd-
αἰνομόροις	ai)nomo/rois	αἰνόμορος	ai)no/moros	urn:cite2:hmt:lsj.chicago_md:n2556	n-p---nd-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---fg-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---mg-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---ng-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-p---mg-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-p---fg-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-p---ng-
αἰσχύνης	ai)sxu/nhs	αἰσχύνη	ai)sxu/nh	urn:cite2:hmt:lsj.chicago_md:n2739	n-s---fg-
αἰσχύνομαι	ai)sxu/nomai	αἰσχύνω	ai)sxu/nw	urn:cite2:hmt:lsj.chicago_md:n2749	v1sasm---
αἰσχύνομαι	ai)sxu/nomai	αἰσχύνω	ai)sxu/nw	urn:cite2:hmt:lsj.chicago_md:n2749	v1spie---
αἰτουμένῳ	ai)toume/nw|	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v-sppemd-
αἰτουμένῳ	ai)toume/nw|	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v-sppend-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-d---fn-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-d---fv-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-d---fa-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---fn-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---fv-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	urn:cite2:hmt:lsj.chicago_md:n2764	n-d---fn-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	urn:cite2:hmt:lsj.chicago_md:n2764	n-d---fv-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	urn:cite2:hmt:lsj.chicago_md:n2764	n-d---fa-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	urn:cite2:hmt:lsj.chicago_md:n2764	n-s---fn-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	urn:cite2:hmt:lsj.chicago_md:n2764	n-s---fv-
αἰχμάλωτον	ai)xma/lwton	αἰχμάλωτος	ai)xma/lwtos	urn:cite2:hmt:lsj.chicago_md:n2800	n-s---ma-
αἰχμάλωτον	ai)xma/lwton	αἰχμάλωτος	ai)xma/lwtos	urn:cite2:hmt:lsj.chicago_md:n2800	n-s---fa-
αἰχμάλωτον	ai)xma/lwton	αἰχμάλωτος	ai)xma/lwtos	urn:cite2:hmt:lsj.chicago_md:n2800	n-s---nn-
αἰχμάλωτον	ai)xma/lwton	αἰχμάλωτος	ai)xma/lwtos	urn:cite2:hmt:lsj.chicago_md:n2800	n-s---nv-
αἰχμάλωτον	ai)xma/lwton	αἰχμάλωτος	ai)xma/lwtos	urn:cite2:hmt:lsj.chicago_md:n2800	n-s---na-
αἰχμήν	ai)xmh/n	αἰχμή	ai)xmh/	urn:cite2:hmt:lsj.chicago_md:n2801	n-s---fa-
αἰχμᾷ	ai)xma=|	αἰχμάζω	ai)xma/zw	urn:cite2:hmt:lsj.chicago_md:n2792	v2sfim---
αἰχμᾷ	ai)xma=|	αἰχμάζω	ai)xma/zw	urn:cite2:hmt:lsj.chicago_md:n2792	v3sfia---
αἰχμᾷ	ai)xma=|	αἰχμή	ai)xmh/	urn:cite2:hmt:lsj.chicago_md:n2801	n-s---fd-
αἰχμῆς	ai)xmh=s	αἰχμάζω	ai)xma/zw	urn:cite2:hmt:lsj.chicago_md:n2792	v2sfia---
αἰχμῆς	ai)xmh=s	αἰχμή	ai)xmh/	urn:cite2:hmt:lsj.chicago_md:n2801	n-s---fg-
αἰέν	ai)e/n	ἀεί	a)ei/	urn:cite2:hmt:lsj.chicago_md:n1564	d--------
αἰόλην	ai)o/lhn	αἰόλος	ai)o/los	urn:cite2:hmt:lsj.chicago_md:n2609	a-s---fa-
αἰῶνα	ai)w=na	αἰών	ai)w/n	urn:cite2:hmt:lsj.chicago_md:n2815	n-s---ma-
αἱματοσταγεῖς	ai(matostagei=s	αἱματοσταγής	ai(matostagh/s	urn:cite2:hmt:lsj.chicago_md:n2434	n-p---ma-
αἱματοσταγεῖς	ai(matostagei=s	αἱματοσταγής	ai(matostagh/s	urn:cite2:hmt:lsj.chicago_md:n2434	n-p---fa-
αἱματοσταγεῖς	ai(matostagei=s	αἱματοσταγής	ai(matostagh/s	urn:cite2:hmt:lsj.chicago_md:n2434	n-p---mn-
αἱματοσταγεῖς	ai(matostagei=s	αἱματοσταγής	ai(matostagh/s	urn:cite2:hmt:lsj.chicago_md:n2434	n-p---mv-
αἱματοσταγεῖς	ai(matostagei=s	αἱματοσταγής	ai(matostagh/s	urn:cite2:hmt:lsj.chicago_md:n2434	n-p---fn-
αἱματοσταγεῖς	ai(matostagei=s	αἱματοσταγής	ai(matostagh/s	urn:cite2:hmt:lsj.chicago_md:n2434	n-p---fv-
αἱματόεσσαι	ai(mato/essai	αἱματόεις	ai(mato/eis	urn:cite2:hmt:lsj.chicago_md:n2424	n-p---fn-
αἱματόεσσαι	ai(mato/essai	αἱματόεις	ai(mato/eis	urn:cite2:hmt:lsj.chicago_md:n2424	n-p---fv-
αἱματόεσσαν	ai(mato/essan	αἱματόεις	ai(mato/eis	urn:cite2:hmt:lsj.chicago_md:n2424	n-s---fa-
αἱμάσσοντας	ai(ma/ssontas	αἱμάσσω	ai(ma/ssw	urn:cite2:hmt:lsj.chicago_md:n2408	v-pppama-
αἱροῦμαι	ai(rou=mai	αἱρέω	ai(re/w	urn:cite2:hmt:lsj.chicago_md:n2654	v1spie---
αἴθων	ai)/qwn	αἴθω	ai)/qw	urn:cite2:hmt:lsj.chicago_md:n2361	v-sppamn-
αἴθων	ai)/qwn	αἴθων	ai)/qwn	urn:cite2:hmt:lsj.chicago_md:n2362	n-s---mn-
αἴθων	ai)/qwn	αἴθων	ai)/qwn	urn:cite2:hmt:lsj.chicago_md:n2362	n-s---fn-
αἴθων	ai)/qwn	αἴθων	ai)/qwn	urn:cite2:hmt:lsj.chicago_md:n2362	n-s----n-
αἴθων	ai)/qwn	αἴθων	ai)/qwn	urn:cite2:hmt:lsj.chicago_md:n2362	n-s----v-
αἴθων	ai)/qwn	αἶθος	ai)=qos	urn:cite2:hmt:lsj.chicago_md:n2330	n-p---mg-
αἴθων	ai)/qwn	αἰθος	ai)qos	urn:cite2:hmt:lsj.chicago_md:n2330	n-p---mg-
αἴθων	ai)/qwn	αἰθος	ai)qos	urn:cite2:hmt:lsj.chicago_md:n2331	n-p---mg-
αἵδε	ai(/de	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-p---fn-
αἵδ’	ai(/d'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-p---fn-
αἵματος	ai(/matos	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---ng-
αἵτ’	ai(/t'	ὅστε	o(/ste	urn:cite2:hmt:lsj.chicago_md:n75588	p-p---fn-
αἶαν	ai)=an	αἶα	ai)=a	urn:cite2:hmt:lsj.chicago_md:n2100	n-s---fa-
αἶαν	ai)=an	αἶα	ai)=a	urn:cite2:hmt:lsj.chicago_md:n2101	n-s---fa-
αἶαν	ai)=an	αἶα	ai)=a	urn:cite2:hmt:lsj.chicago_md:n2102	n-s---fa-
αἷμα	ai(=ma	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nn-
αἷμα	ai(=ma	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nv-
αἷμα	ai(=ma	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---na-
αἷμά	ai(=ma/	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nn-
αἷμά	ai(=ma/	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nv-
αἷμά	ai(=ma/	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---na-
αἷς	ai(=s	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75512	p-p---fd-
αἷς	ai(=s	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75513	p-p---fd-
αὐδωμένῳ	au)dwme/nw|	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v-sppemd-
αὐδωμένῳ	au)dwme/nw|	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v-sppend-
αὐδωμένῳ	au)dwme/nw|	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v-sppemd-
αὐδωμένῳ	au)dwme/nw|	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v-sppend-
αὐδωμένῳ	au)dwme/nw|	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v-sfpmmd-
αὐδωμένῳ	au)dwme/nw|	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v-sfpmnd-
αὐδᾷ	au)da=|	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v2spse---
αὐδᾷ	au)da=|	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v2spie---
αὐδᾷ	au)da=|	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2spse---
αὐδᾷ	au)da=|	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2spie---
αὐδᾷ	au)da=|	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v3spsa---
αὐδᾷ	au)da=|	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v3spia---
αὐδᾷ	au)da=|	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v2sfim---
αὐδᾷ	au)da=|	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v3sfia---
αὐδᾷ	au)da=|	αὐδή	au)dh/	urn:cite2:hmt:lsj.chicago_md:n17336	n-s---fd-
αὐδῶ	au)dw=	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v2siie---
αὐδῶ	au)dw=	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v2spme---
αὐδῶ	au)dw=	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v2siie---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2siie---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2spme---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v1spsa---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v1spia---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v1spsa---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v1spia---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2siie---
αὐδῶ	au)dw=	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v1sfia---
αὐτοδάικτοι	au)toda/iktoi	αὐτοδάικτος	au)toda/iktos	urn:cite2:hmt:lsj.chicago_md:n17650	n-p---mn-
αὐτοδάικτοι	au)toda/iktoi	αὐτοδάικτος	au)toda/iktos	urn:cite2:hmt:lsj.chicago_md:n17650	n-p---mv-
αὐτοδάικτοι	au)toda/iktoi	αὐτοδάικτος	au)toda/iktos	urn:cite2:hmt:lsj.chicago_md:n17650	n-p---fn-
αὐτοδάικτοι	au)toda/iktoi	αὐτοδάικτος	au)toda/iktos	urn:cite2:hmt:lsj.chicago_md:n17650	n-p---fv-
αὐτοκτόνος	au)tokto/nos	αὐτοκτόνος	au)tokto/nos	urn:cite2:hmt:lsj.chicago_md:n17782	n-s---mn-
αὐτοκτόνος	au)tokto/nos	αὐτοκτόνος	au)tokto/nos	urn:cite2:hmt:lsj.chicago_md:n17782	n-s---fn-
αὐτοκτόνων	au)tokto/nwn	αὐτοκτόνος	au)tokto/nos	urn:cite2:hmt:lsj.chicago_md:n17782	n-p---mg-
αὐτοκτόνων	au)tokto/nwn	αὐτοκτόνος	au)tokto/nos	urn:cite2:hmt:lsj.chicago_md:n17782	n-p---fg-
αὐτοκτόνων	au)tokto/nwn	αὐτοκτόνος	au)tokto/nos	urn:cite2:hmt:lsj.chicago_md:n17782	n-p---ng-
αὐτοκτόνως	au)tokto/nws	αὐτοκτόνος	au)tokto/nos	urn:cite2:hmt:lsj.chicago_md:n17782	x--------
αὐτοκτόνως	au)tokto/nws	αὐτοκτόνος	au)tokto/nos	urn:cite2:hmt:lsj.chicago_md:n17782	n-p---ma-
αὐτοκτόνως	au)tokto/nws	αὐτοκτόνος	au)tokto/nos	urn:cite2:hmt:lsj.chicago_md:n17782	n-p---fa-
αὐτοπήμων	au)toph/mwn	αὐτοπήμων	au)toph/mwn	urn:cite2:hmt:lsj.chicago_md:n17861	n-s---mn-
αὐτοπήμων	au)toph/mwn	αὐτοπήμων	au)toph/mwn	urn:cite2:hmt:lsj.chicago_md:n17861	n-s---fn-
αὐτοφόνα	au)tofo/na	αὐτοφόνος	au)tofo/nos	urn:cite2:hmt:lsj.chicago_md:n17999	n-p---nn-
αὐτοφόνα	au)tofo/na	αὐτοφόνος	au)tofo/nos	urn:cite2:hmt:lsj.chicago_md:n17999	n-p---nv-
αὐτοφόνα	au)tofo/na	αὐτοφόνος	au)tofo/nos	urn:cite2:hmt:lsj.chicago_md:n17999	n-p---na-
αὐτοί	au)toi/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---mn-
αὐτοί	au)toi/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---mv-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---nd-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---md-
αὐτοῦ	au)tou=	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---ng-
αὐτοῦ	au)tou=	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---mg-
αὐτοῦ	au)tou=	αὐτοῦ	au)tou=	urn:cite2:hmt:lsj.chicago_md:n17975	d--------
αὐτάδελφον	au)ta/delfon	αὐτάδελφος	au)ta/delfos	urn:cite2:hmt:lsj.chicago_md:n17547	n-s---ma-
αὐτάδελφον	au)ta/delfon	αὐτάδελφος	au)ta/delfos	urn:cite2:hmt:lsj.chicago_md:n17547	n-s---fa-
αὐτάδελφον	au)ta/delfon	αὐτάδελφος	au)ta/delfos	urn:cite2:hmt:lsj.chicago_md:n17547	n-s---nn-
αὐτάδελφον	au)ta/delfon	αὐτάδελφος	au)ta/delfos	urn:cite2:hmt:lsj.chicago_md:n17547	n-s---nv-
αὐτάδελφον	au)ta/delfon	αὐτάδελφος	au)ta/delfos	urn:cite2:hmt:lsj.chicago_md:n17547	n-s---na-
αὐτή	au)th/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---fn-
αὐτή	au)th/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---fv-
αὐτόβουλος	au)to/boulos	αὐτόβουλος	au)to/boulos	urn:cite2:hmt:lsj.chicago_md:n17628	n-s---mn-
αὐτόβουλος	au)to/boulos	αὐτόβουλος	au)to/boulos	urn:cite2:hmt:lsj.chicago_md:n17628	n-s---fn-
αὐτόδηλα	au)to/dhla	αὐτόδηλος	au)to/dhlos	urn:cite2:hmt:lsj.chicago_md:n17665	n-p---nn-
αὐτόδηλα	au)to/dhla	αὐτόδηλος	au)to/dhlos	urn:cite2:hmt:lsj.chicago_md:n17665	n-p---nv-
αὐτόδηλα	au)to/dhla	αὐτόδηλος	au)to/dhlos	urn:cite2:hmt:lsj.chicago_md:n17665	n-p---na-
αὐτόν	au)to/n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---ma-
αὐτός	au)to/s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---mn-
αὐτῶν	au)tw=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---ng-
αὐτῶν	au)tw=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---fg-
αὐτῶν	au)tw=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---mg-
αὐτῷ	au)tw=|	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---nd-
αὐτῷ	au)tw=|	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---md-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---ng-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---mg-
αὑτᾶς	au(ta=s	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---fg-
αὑτᾷ	au(ta=|	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---fd-
αὑτῇ	au(th=|	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---fd-
αὑτῶν	au(tw=n	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-p---ng-
αὑτῶν	au(tw=n	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-p---fg-
αὑτῶν	au(tw=n	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-p---mg-
αὑτῷ	au(tw=|	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---nd-
αὑτῷ	au(tw=|	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---md-
αὔειν	au)/ein	αὔω1	au)/w	urn:cite2:hmt:lsj.chicago_md:n18080	v--pna---
αὔειν	au)/ein	αὔω1	au)/w	urn:cite2:hmt:lsj.chicago_md:n18081	v--pna---
αὔειν	au)/ein	αὔω1	au)/w	urn:cite2:hmt:lsj.chicago_md:n18082	v--pna---
αὔειν	au)/ein	αὔω2	au)/w	urn:cite2:hmt:lsj.chicago_md:n18080	v--pna---
αὔειν	au)/ein	αὔω2	au)/w	urn:cite2:hmt:lsj.chicago_md:n18081	v--pna---
αὔειν	au)/ein	αὔω2	au)/w	urn:cite2:hmt:lsj.chicago_md:n18082	v--pna---
αὖ	au)=	αὗ	au(=	urn:cite2:hmt:lsj.chicago_md:n17306	x--------
αὖ	au)=	αὖ	au)=	urn:cite2:hmt:lsj.chicago_md:n17306	d--------
αὖθις	au)=qis	αὖθις	au)=qis	urn:cite2:hmt:lsj.chicago_md:n17381	d--------
αὖθ’	au)=q'	αὖθι	au)=qi	urn:cite2:hmt:lsj.chicago_md:n17378	d--------
αὖθ’	au)=q'	αὖτε	au)=te	urn:cite2:hmt:lsj.chicago_md:n17568	d--------
αὖτε	au)=te	αὖτε	au)=te	urn:cite2:hmt:lsj.chicago_md:n17568	d--------
βαθεῖαν	baqei=an	βαθύς	baqu/s	urn:cite2:hmt:lsj.chicago_md:n19082	a-s---fa-
βαθυκόλπων	baquko/lpwn	βαθύκολπος	baqu/kolpos	urn:cite2:hmt:lsj.chicago_md:n19040	n-p---mg-
βαθυκόλπων	baquko/lpwn	βαθύκολπος	baqu/kolpos	urn:cite2:hmt:lsj.chicago_md:n19040	n-p---fg-
βαθυκόλπων	baquko/lpwn	βαθύκολπος	baqu/kolpos	urn:cite2:hmt:lsj.chicago_md:n19040	n-p---ng-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	urn:cite2:hmt:lsj.chicago_md:n19116	n-p---nn-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	urn:cite2:hmt:lsj.chicago_md:n19116	n-p---nv-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	urn:cite2:hmt:lsj.chicago_md:n19116	n-p---na-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	urn:cite2:hmt:lsj.chicago_md:n19116	n-s---ma-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	urn:cite2:hmt:lsj.chicago_md:n19116	n-s---fa-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	urn:cite2:hmt:lsj.chicago_md:n19116	n-s----d-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	urn:cite2:hmt:lsj.chicago_md:n19116	n-d----n-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	urn:cite2:hmt:lsj.chicago_md:n19116	n-d----v-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	urn:cite2:hmt:lsj.chicago_md:n19116	n-d----a-
βακχᾷ	bakxa=|	Βακχάω	*bakxa/w	urn:cite2:hmt:lsj.chicago_md:n19167	v2spse---
βακχᾷ	bakxa=|	Βακχάω	*bakxa/w	urn:cite2:hmt:lsj.chicago_md:n19167	v2spie---
βακχᾷ	bakxa=|	Βακχάω	*bakxa/w	urn:cite2:hmt:lsj.chicago_md:n19167	v3spsa---
βακχᾷ	bakxa=|	Βακχάω	*bakxa/w	urn:cite2:hmt:lsj.chicago_md:n19167	v3spia---
βαλεῖν	balei=n	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v--ana---
βαλεῖν	balei=n	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v--fna---
βαλών	balw/n	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v-sapamn-
βαλῶ	balw=	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v1sfia---
βαλῶ	balw=	βηλός	bhlo/s	urn:cite2:hmt:lsj.chicago_md:n19840	n-s---mg-
βαρείας	barei/as	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-p---fa-
βαρείας	barei/as	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-s---fg-
βαρεῖαι	barei=ai	βαρέω	bare/w	urn:cite2:hmt:lsj.chicago_md:n19363	v2spie---
βαρεῖαι	barei=ai	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-p---fn-
βαρεῖαι	barei=ai	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-p---fv-
βαρυδότειρα	barudo/teira	βαρυδότειρα	barudo/teira	urn:cite2:hmt:lsj.chicago_md:n19411	n-s---fn-
βαρυδότειρα	barudo/teira	βαρυδότειρα	barudo/teira	urn:cite2:hmt:lsj.chicago_md:n19411	n-s---fv-
βαρέα	bare/a	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-p---nn-
βαρέα	bare/a	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-p---nv-
βαρέα	bare/a	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-p---na-
βαρέα	bare/a	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-d---fn-
βαρέα	bare/a	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-d---fv-
βαρέα	bare/a	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-d---fa-
βαρέα	bare/a	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-s---fn-
βαρέα	bare/a	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-s---fv-
βασιλεῦσι	basileu=si	βασιλεύς	basileu/s	urn:cite2:hmt:lsj.chicago_md:n19546	n-p---md-
βασιλέες	basile/es	βασιλεύς	basileu/s	urn:cite2:hmt:lsj.chicago_md:n19546	n-p---mn-
βασιλέες	basile/es	βασιλεύς	basileu/s	urn:cite2:hmt:lsj.chicago_md:n19546	n-p---mn-
βασιλέες	basile/es	βασιλεύς	basileu/s	urn:cite2:hmt:lsj.chicago_md:n19546	n-p---mv-
βασιλέοιν	basile/oin	βασιλεύς	basileu/s	urn:cite2:hmt:lsj.chicago_md:n19546	n-d---mg-
βασιλέοιν	basile/oin	βασιλεύς	basileu/s	urn:cite2:hmt:lsj.chicago_md:n19546	n-d---md-
βιάζεσθαι	bia/zesqai	βιάζω	bia/zw	urn:cite2:hmt:lsj.chicago_md:n19871	v--pne---
βλαστημόν	blasthmo/n	βλαστημός	blasthmo/s	urn:cite2:hmt:lsj.chicago_md:n20055	n-s---ma-
βλαστάνει	blasta/nei	βλαστάνω	blasta/nw	urn:cite2:hmt:lsj.chicago_md:n20049	v2spie---
βλαστάνει	blasta/nei	βλαστάνω	blasta/nw	urn:cite2:hmt:lsj.chicago_md:n20049	v3spia---
βλαχαί	blaxai/	βληχή	blhxh/	urn:cite2:hmt:lsj.chicago_md:n20132	n-p---fn-
βλαχαί	blaxai/	βληχή	blhxh/	urn:cite2:hmt:lsj.chicago_md:n20132	n-p---fv-
βλαψίφρονος	blayi/fronos	βλαψίφρων	blayi/frwn	urn:cite2:hmt:lsj.chicago_md:n20079	n-s----g-
βλάβην	bla/bhn	βλάβη	bla/bh	urn:cite2:hmt:lsj.chicago_md:n20020	n-s---fa-
βλάβην	bla/bhn	βλάβος	bla/bos	urn:cite2:hmt:lsj.chicago_md:n20023	n-s---na-
βλάβην	bla/bhn	βλάπτω	bla/ptw	urn:cite2:hmt:lsj.chicago_md:n20046	v3paip---
