Αἰτωλίς	*ai)twli/s	Αἰτωλίς	*ai)twli/s	n-s---fn-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fn-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fv-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fa-
αὐτά	au)ta/	αὐτός	au)to/s	n-s---fn-
αὐτά	au)ta/	αὐτός	au)to/s	n-s---fv-
αὐτή	au)th/	αὐτός	au)to/s	n-s---fn-
αὐτή	au)th/	αὐτός	au)to/s	n-s---fv-
αὐτήν	au)th/n	αὐτός	au)to/s	n-s---fa-
αὐτίκα	au)ti/ka	αὐτίκα	au)ti/ka	d--------
αὐτίκ’	au)ti/k'	αὐτίκα	au)ti/ka	d--------
αὐτόκλητος	au)to/klhtos	αὐτόκλητος	au)to/klhtos	n-s---mn-
αὐτόκλητος	au)to/klhtos	αὐτόκλητος	au)to/klhtos	n-s---fn-
αὐτόν	au)to/n	αὐτός	au)to/s	n-s---ma-
αὐτόπαιδι	au)to/paidi	αὐτόπαις	au)to/pais	n-s---md-
αὐτόπαιδι	au)to/paidi	αὐτόπαις	au)to/pais	n-s---fd-
αὐτός	au)to/s	αὐτός	au)to/s	n-s---mn-
αὐτόχειρα	au)to/xeira	αὐτόχειρ	au)to/xeir	n-s---ma-
αὐτόχειρα	au)to/xeira	αὐτόχειρ	au)to/xeir	n-s---fa-
αὐτόχειρα	au)to/xeira	αὐτόχειρος	au)to/xeiros	n-p---nn-
αὐτόχειρα	au)to/xeira	αὐτόχειρος	au)to/xeiros	n-p---nv-
αὐτόχειρα	au)to/xeira	αὐτόχειρος	au)to/xeiros	n-p---na-
αὐτῆς	au)th=s	αὐτός	au)to/s	n-s---fg-
αὐτῇ	au)th=|	αὐτός	au)to/s	n-s---fd-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---ng-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---fg-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---mg-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---nd-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---md-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	n-s---ng-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	n-s---mg-
αὑτήν	au(th/n	ἑαυτοῦ	e(autou=	n-s---fa-
αὑτόν	au(to/n	ἑαυτοῦ	e(autou=	n-s---ma-
αὑτῆς	au(th=s	ἑαυτοῦ	e(autou=	n-s---fg-
αὑτῷ	au(tw=|	ἑαυτοῦ	e(autou=	n-s---nd-
αὑτῷ	au(tw=|	ἑαυτοῦ	e(autou=	n-s---md-
αὔξει	au)/cei	αὖξις	au)=cis	n-d---fn-
αὔξει	au)/cei	αὖξις	au)=cis	n-d---fv-
αὔξει	au)/cei	αὖξις	au)=cis	n-d---fa-
αὔξει	au)/cei	αὖξις	au)=cis	n-s---fd-
αὔξει	au)/cei	αὖξις	au)=cis	n-s---fd-
αὔξει	au)/cei	αὐξάνω	au)ca/nw	v2spie---
αὔξει	au)/cei	αὐξάνω	au)ca/nw	v3spia---
αὔρα	au)/ra	αὔρα	au)/ra	n-d---fn-
αὔρα	au)/ra	αὔρα	au)/ra	n-d---fv-
αὔρα	au)/ra	αὔρα	au)/ra	n-d---fa-
αὔρα	au)/ra	αὔρα	au)/ra	n-s---fn-
αὔρα	au)/ra	αὔρα	au)/ra	n-s---fv-
αὔριον	au)/rion	αὔριον	au)/rion	d--------
αὕτη	au(/th	οὗτος	ou(=tos	n-s---fn-
αὕτη	au(/th	οὗτος	ou(=tos	n-s---fv-
αὖ	au)=	αὗ	au(=	x--------
αὖ	au)=	αὖ	au)=	d--------
αὖθις	au)=qis	αὖθις	au)=qis	d--------
αὖθ’	au)=q'	αὖθι	au)=qi	d--------
αὖθ’	au)=q'	αὖτε	au)=te	d--------
αὗται	au(=tai	οὗτος	ou(=tos	n-p---fn-
αὗται	au(=tai	οὗτος	ou(=tos	n-p---fv-
βαθυρρίζου	baqurri/zou	βαθύρριζος	baqu/rrizos	n-s---mg-
βαθυρρίζου	baqurri/zou	βαθύρριζος	baqu/rrizos	n-s---fg-
βαθυρρίζου	baqurri/zou	βαθύρριζος	baqu/rrizos	n-s---ng-
βαθύρρουν	baqu/rroun	βαθύρροος	baqu/rroos	n-s---ma-
βαθύρρουν	baqu/rroun	βαθύρροος	baqu/rroos	n-s---fa-
βαθύρρουν	baqu/rroun	βαθύρροος	baqu/rroos	n-s---nn-
βαθύρρουν	baqu/rroun	βαθύρροος	baqu/rroos	n-s---nv-
βαθύρρουν	baqu/rroun	βαθύρροος	baqu/rroos	n-s---na-
βαιόν	baio/n	βαιός	baio/s	a-s---ma-
βαιόν	baio/n	βαιός	baio/s	a-s---nn-
βαιόν	baio/n	βαιός	baio/s	a-s---nv-
βαιόν	baio/n	βαιός	baio/s	a-s---na-
βακχίαν	bakxi/an	Βάκχειος	*ba/kxeios	a-s---fa-
βαλόντ’	balo/nt'	βάλλω	ba/llw	v-papann-
βαλόντ’	balo/nt'	βάλλω	ba/llw	v-papanv-
βαλόντ’	balo/nt'	βάλλω	ba/llw	v-papana-
βαλόντ’	balo/nt'	βάλλω	ba/llw	v-sapama-
βαλόντ’	balo/nt'	βάλλω	ba/llw	v-sapamd-
βαλόντ’	balo/nt'	βάλλω	ba/llw	v-sapand-
βαλόντ’	balo/nt'	βάλλω	ba/llw	v-dapamn-
βαλόντ’	balo/nt'	βάλλω	ba/llw	v-dapamv-
βαλόντ’	balo/nt'	βάλλω	ba/llw	v-dapama-
βαλόντ’	balo/nt'	βάλλω	ba/llw	v-dapann-
βαλόντ’	balo/nt'	βάλλω	ba/llw	v-dapanv-
βαλόντ’	balo/nt'	βάλλω	ba/llw	v-dapana-
βαρβάρου	barba/rou	βάρβαρος	ba/rbaros	n-s---mg-
βαρβάρου	barba/rou	βάρβαρος	ba/rbaros	n-s---fg-
βαρβάρου	barba/rou	βάρβαρος	ba/rbaros	n-s---ng-
βαρβάρου	barba/rou	βαρβαρόομαι	barbaro/omai	v2spma---
βαρβάρου	barba/rou	βαρβαρόομαι	barbaro/omai	v3siia---
βαρβάρου	barba/rou	βαρβαρόω	barbaro/w	v2spma---
βαρβάρου	barba/rou	βαρβαρόω	barbaro/w	v3siia---
βαρβάρῳ	barba/rw|	βάρβαρος	ba/rbaros	n-s---md-
βαρβάρῳ	barba/rw|	βάρβαρος	ba/rbaros	n-s---fd-
βαρβάρῳ	barba/rw|	βάρβαρος	ba/rbaros	n-s---nd-
βαρεῖαν	barei=an	βαρύς	baru/s	a-s---fa-
βαρύ	baru/	βαρύς	baru/s	a-s---mv-
βαρύ	baru/	βαρύς	baru/s	a-s---nn-
βαρύ	baru/	βαρύς	baru/s	a-s---nv-
βαρύ	baru/	βαρύς	baru/s	a-s---na-
βαρύν	baru/n	βαρύς	baru/s	a-s---ma-
βαρύνομαι	baru/nomai	βαρύνω	baru/nw	v1spie---
βαρύνομαι	baru/nomai	βαρύνω	baru/nw	v1sasm---
βαρύς	baru/s	βαρύς	baru/s	a-s---mn-
βασιλεύς	basileu/s	βασιλεύς	basileu/s	n-s---mn-
βεβουλεῦσθαι	bebouleu=sqai	βουλεύω	bouleu/w	v--rne---
βεβουλεῦσθαι	bebouleu=sqai	βουλεύω	bouleu/w	v--rne---
βεβώς	bebw/s	βαίνω	bai/nw	v-srpamn-
βεβώς	bebw/s	βαίνω	bai/nw	v-srpamv-
βεβώς	bebw/s	βαίνω	bai/nw	v-srpamn-
βεβᾶσι	beba=si	βαίνω	bai/nw	v3pria---
βιότου	bio/tou	βίοτος	bi/otos	n-s---mg-
βλεφάρων	blefa/rwn	βλέφαρον	ble/faron	n-p---ng-
βλάβαν	bla/ban	βλάβη	bla/bh	n-s---fa-
βλάστας	bla/stas	βλάστη	bla/sth	n-p---fa-
βλάστας	bla/stas	βλάστη	bla/sth	n-s---fg-
βλάστας	bla/stas	βλαστάω	blasta/w	v2siia---
βλέπειν	ble/pein	βλέπω	ble/pw	v--pna---
βλέπουσ’	ble/pous'	βλέπω	ble/pw	v-sppafn-
βλέπουσ’	ble/pous'	βλέπω	ble/pw	v-sppafv-
βλέπουσ’	ble/pous'	βλέπω	ble/pw	v-pppamd-
βλέπουσ’	ble/pous'	βλέπω	ble/pw	v-pppand-
βλέπουσ’	ble/pous'	βλέπω	ble/pw	v3ppia---
βλέπουσ’	ble/pous'	βλέπω	ble/pw	v-pppafn-
βλέπουσ’	ble/pous'	βλέπω	ble/pw	v-pppafv-
βλέπω	ble/pw	βλέπω	ble/pw	v1spsa---
βλέπω	ble/pw	βλέπω	ble/pw	v1spia---
βλέφ’	ble/f'	βλέπω	ble/pw	v2spma---
βλέφ’	ble/f'	βλέπω	ble/pw	v3siia---
βλέψειας	ble/yeias	βλέπω	ble/pw	v2saoa---
βλέψειεν	ble/yeien	βλέπω	ble/pw	v3saoa---
βορέα	bore/a	Βορέας	*bore/as	n-d---mn-
βορέα	bore/a	Βορέας	*bore/as	n-d---mv-
βορέα	bore/a	Βορέας	*bore/as	n-d---ma-
βορέα	bore/a	Βορέας	*bore/as	n-s---mv-
βορέα	bore/a	Βορέας	*bore/as	n-s---mg-
βοσκήματα	boskh/mata	βόσκημα	bo/skhma	n-p---nn-
βοσκήματα	boskh/mata	βόσκημα	bo/skhma	n-p---nv-
βοσκήματα	boskh/mata	βόσκημα	bo/skhma	n-p---na-
βοτοῦ	botou=	βοτέω	bote/w	v2spme---
βοτοῦ	botou=	βοτέω	bote/w	v2siie---
βοτοῦ	botou=	βοτόν	boto/n	n-s---ng-
βουθερεῖ	bouqerei=	βουθερής	bouqerh/s	n-d---mn-
βουθερεῖ	bouqerei=	βουθερής	bouqerh/s	n-d---mv-
βουθερεῖ	bouqerei=	βουθερής	bouqerh/s	n-d---ma-
βουθερεῖ	bouqerei=	βουθερής	bouqerh/s	n-d---fn-
βουθερεῖ	bouqerei=	βουθερής	bouqerh/s	n-d---fv-
βουθερεῖ	bouqerei=	βουθερής	bouqerh/s	n-d---fa-
βουθερεῖ	bouqerei=	βουθερής	bouqerh/s	n-d---nn-
βουθερεῖ	bouqerei=	βουθερής	bouqerh/s	n-d---nv-
βουθερεῖ	bouqerei=	βουθερής	bouqerh/s	n-d---na-
βουθερεῖ	bouqerei=	βουθερής	bouqerh/s	n-s---md-
βουθερεῖ	bouqerei=	βουθερής	bouqerh/s	n-s---fd-
βουθερεῖ	bouqerei=	βουθερής	bouqerh/s	n-s---nd-
βουκόλων	bouko/lwn	βούκολος	bou/kolos	n-p---mg-
βουκόλων	bouko/lwn	βουκόλος	bouko/los	n-p---mg-
βουλεύμασιν	bouleu/masin	βούλευμα	bou/leuma	n-p---nd-
βουλεύσασ’	bouleu/sas'	βουλεύω	bouleu/w	v-sapafn-
βουλεύσασ’	bouleu/sas'	βουλεύω	bouleu/w	v-sapafv-
βουλεύσασ’	bouleu/sas'	βουλεύω	bouleu/w	v-papamd-
βουλεύσασ’	bouleu/sas'	βουλεύω	bouleu/w	v-papand-
βουλεύσασ’	bouleu/sas'	βουλεύω	bouleu/w	v-papafn-
βουλεύσασ’	bouleu/sas'	βουλεύω	bouleu/w	v-papafv-
βοήν	boh/n	βοή	boh/	n-s---fa-
βούλει	bou/lei	βούλομαι	bou/lomai	v2spie---
βούλομαι	bou/lomai	βούλομαι	bou/lomai	v1spie---
βούλου	bou/lou	βούλομαι	bou/lomai	v2spme---
βούλου	bou/lou	βούλομαι	bou/lomai	v2siie---
βούπρῳρος	bou/prw|ros	βούπρῳρος	bou/prw|ros	n-s---mn-
βούπρῳρος	bou/prw|ros	βούπρῳρος	bou/prw|ros	n-s---fn-
βοᾶτε	boa=te	βοάω	boa/w	v2ppma---
βοᾶτε	boa=te	βοάω	boa/w	v2ppsa---
βοᾶτε	boa=te	βοάω	boa/w	v2ppia---
βοᾶτε	boa=te	βοάω	boa/w	v2piia---
βοῦς	bou=s	βοῦς	bou=s	n-p---ma-
βοῦς	bou=s	βοῦς	bou=s	n-p---fa-
βοῦς	bou=s	βοῦς	bou=s	n-p---mn-
βοῦς	bou=s	βοῦς	bou=s	n-p---mv-
βοῦς	bou=s	βοῦς	bou=s	n-p---fn-
βοῦς	bou=s	βοῦς	bou=s	n-p---fv-
βοῦς	bou=s	βοῦς	bou=s	n-s---mn-
βοῦς	bou=s	βοῦς	bou=s	n-s---mv-
βοῦς	bou=s	βοῦς	bou=s	n-s---fn-
βοῦς	bou=s	βοῦς	bou=s	n-s---fv-
βοῶν	bow=n	βόα	bo/a	n-p---fg-
βοῶν	bow=n	βόειος	bo/eios	a-p---fg-
βοῶν	bow=n	βόειος	bo/eios	a-p---mg-
βοῶν	bow=n	βόειος	bo/eios	a-p---ng-
βοῶν	bow=n	βοάω	boa/w	v-sppamv-
βοῶν	bow=n	βοάω	boa/w	v-sppann-
βοῶν	bow=n	βοάω	boa/w	v-sppanv-
βοῶν	bow=n	βοάω	boa/w	v-sppana-
βοῶν	bow=n	βοάω	boa/w	v-sppamn-
βοῶν	bow=n	βοάω	boa/w	v-sppamn-
βοῶν	bow=n	βοή	boh/	n-p---fg-
βοῶν	bow=n	βοόω	boo/w	v-sppamv-
βοῶν	bow=n	βοόω	boo/w	v-sppann-
βοῶν	bow=n	βοόω	boo/w	v-sppanv-
βοῶν	bow=n	βοόω	boo/w	v-sppana-
βοῶν	bow=n	βοόω	boo/w	v-sppamn-
βοῶν	bow=n	βοόω	boo/w	v--pna---
βοῶν	bow=n	βοῦς	bou=s	n-p---mg-
βοῶν	bow=n	βοῦς	bou=s	n-p---fg-
βραδεῖ	bradei=	βραδύς	bradu/s	a-s---md-
βραδεῖ	bradei=	βραδύς	bradu/s	a-s---nd-
βραδεῖς	bradei=s	βραδύς	bradu/s	a-p---mn-
βραχεῖαν	braxei=an	βραχύς	braxu/s	a-s---fa-
βραχίονες	braxi/ones	βραχίων	braxi/wn	n-p---mn-
βραχίονες	braxi/ones	βραχίων	braxi/wn	n-p---mv-
βραχίονες	braxi/ones	βραχύς	braxu/s	a-p---mn-
βραχίονες	braxi/ones	βραχύς	braxu/s	a-p---mv-
βραχίονες	braxi/ones	βραχύς	braxu/s	a-p---fn-
βραχίονες	braxi/ones	βραχύς	braxu/s	a-p---fv-
βραχίονες	braxi/ones	βραχύς	braxu/s	a-p---mn-
βραχίονες	braxi/ones	βραχύς	braxu/s	a-p---mv-
βραχίονες	braxi/ones	βραχύς	braxu/s	a-p---fn-
βραχίονες	braxi/ones	βραχύς	braxu/s	a-p---fv-
βραχύ	braxu/	βραχύς	braxu/s	a-s---mv-
βραχύ	braxu/	βραχύς	braxu/s	a-s---nn-
βραχύ	braxu/	βραχύς	braxu/s	a-s---nv-
βραχύ	braxu/	βραχύς	braxu/s	a-s---na-
βροτούς	brotou/s	βροτός	broto/s	n-p---ma-
βροτοῖσιν	brotoi=sin	βροτός	broto/s	n-p---md-
βροτῶν	brotw=n	βροτός	broto/s	n-p---mg-
βρυχώμενον	bruxw/menon	βρυχάομαι	bruxa/omai	v-sppema-
βρυχώμενον	bruxw/menon	βρυχάομαι	bruxa/omai	v-sppenn-
βρυχώμενον	bruxw/menon	βρυχάομαι	bruxa/omai	v-sppenv-
βρυχώμενον	bruxw/menon	βρυχάομαι	bruxa/omai	v-sppena-
βρυχᾶτο	bruxa=to	βρυχάομαι	bruxa/omai	v3siie---
βρύκει	bru/kei	βρύκω	bru/kw	v2spie---
βρύκει	bru/kei	βρύκω	bru/kw	v3spia---
βωμούς	bwmou/s	βωμός	bwmo/s	n-p---ma-
βωμοῖσι	bwmoi=si	βωμός	bwmo/s	n-p---md-
βωμῶν	bwmw=n	βωμός	bwmo/s	n-p---mg-
βάλλουσαν	ba/llousan	βάλλω	ba/llw	v-sppafa-
βάλοι	ba/loi	βάλλω	ba/llw	v3saoa---
βάντ’	ba/nt'	βαίνω	bai/nw	v-papann-
βάντ’	ba/nt'	βαίνω	bai/nw	v-papanv-
βάντ’	ba/nt'	βαίνω	bai/nw	v-papana-
βάντ’	ba/nt'	βαίνω	bai/nw	v-sapama-
βάντ’	ba/nt'	βαίνω	bai/nw	v-sapamd-
βάντ’	ba/nt'	βαίνω	bai/nw	v-sapand-
βάντ’	ba/nt'	βαίνω	bai/nw	v-dapamn-
βάντ’	ba/nt'	βαίνω	bai/nw	v-dapamv-
βάντ’	ba/nt'	βαίνω	bai/nw	v-dapama-
βάντ’	ba/nt'	βαίνω	bai/nw	v-dapann-
βάντ’	ba/nt'	βαίνω	bai/nw	v-dapanv-
βάντ’	ba/nt'	βαίνω	bai/nw	v-dapana-
βάξιν	ba/cin	βάξις	ba/cis	n-s---fa-
βάρος	ba/ros	βάρος	ba/ros	n-s---nn-
βάρος	ba/ros	βάρος	ba/ros	n-s---nv-
βάρος	ba/ros	βάρος	ba/ros	n-s---na-
βάσιν	ba/sin	βάσις	ba/sis	n-s---fa-
βάσις	ba/sis	βάσις	ba/sis	n-p---fa-
βάσις	ba/sis	βάσις	ba/sis	n-s---fn-
βέβαιον	be/baion	βέβαιος	be/baios	a-s---ma-
βέβαιον	be/baion	βέβαιος	be/baios	a-s---nn-
βέβαιον	be/baion	βέβαιος	be/baios	a-s---nv-
βέβαιον	be/baion	βέβαιος	be/baios	a-s---na-
βέβαιον	be/baion	βέβαιος	be/baios	n-s---ma-
βέβαιον	be/baion	βέβαιος	be/baios	n-s---fa-
βέβαιον	be/baion	βέβαιος	be/baios	n-s---nn-
βέβαιον	be/baion	βέβαιος	be/baios	n-s---nv-
βέβαιον	be/baion	βέβαιος	be/baios	n-s---na-
βέβακε	be/bake	βάζω	ba/zw	v2srma---
βέβακε	be/bake	βάζω	ba/zw	v3sria---
βέβακε	be/bake	βαίνω	bai/nw	v2srma---
βέβακε	be/bake	βαίνω	bai/nw	v3sria---
βέβακεν	be/baken	βάζω	ba/zw	v3sria---
βέβακεν	be/baken	βάζω	ba/zw	v3plia---
βέβακεν	be/baken	βαίνω	bai/nw	v3sria---
βέβηκε	be/bhke	βαίνω	bai/nw	v2srma---
βέβηκε	be/bhke	βαίνω	bai/nw	v3sria---
βέβηκεν	be/bhken	βαίνω	bai/nw	v3sria---
βέβηκεν	be/bhken	βαίνω	bai/nw	v3plia---
βέβρυχα	be/bruxa	βρυχάομαι	bruxa/omai	v1sria---
βέβρωκε	be/brwke	βιβρώσκω	bibrw/skw	v2srma---
βέβρωκε	be/brwke	βιβρώσκω	bibrw/skw	v3sria---
βέλεος	be/leos	βέλος	be/los	n-s---ng-
βέλη	be/lh	βέλος	be/los	n-p---nn-
βέλη	be/lh	βέλος	be/los	n-p---nv-
βέλη	be/lh	βέλος	be/los	n-p---na-
βέλη	be/lh	βέλος	be/los	n-d---nn-
βέλη	be/lh	βέλος	be/los	n-d---nv-
βέλη	be/lh	βέλος	be/los	n-d---na-
βέλος	be/los	βέλος	be/los	n-s---nn-
βέλος	be/los	βέλος	be/los	n-s---nv-
βέλος	be/los	βέλος	be/los	n-s---na-
βία	bi/a	βία	bi/a	n-d---fn-
βία	bi/a	βία	bi/a	n-d---fv-
βία	bi/a	βία	bi/a	n-d---fa-
βία	bi/a	βία	bi/a	n-s---fn-
βία	bi/a	βία	bi/a	n-s---fv-
βία	bi/a	βιάω	bia/w	v2spma---
βία	bi/a	βιάω	bia/w	v3siia---
βίαν	bi/an	βία	bi/a	n-s---fa-
βίαν	bi/an	βιάω	bia/w	v3piia---
βίαν	bi/an	βιάω	bia/w	v1siia---
βίαν	bi/an	βιάω	bia/w	v3piia---
βίαν	bi/an	βιάω	bia/w	v1siia---
βίον	bi/on	βίος	bi/os	n-s---ma-
βίον	bi/on	βιόω	bio/w	v3paia---
βίοτον	bi/oton	βίοτος	bi/otos	n-s---ma-
βίου	bi/ou	βίος	bi/os	n-s---mg-
βίου	bi/ou	βιόω	bio/w	v2spma---
βίου	bi/ou	βιόω	bio/w	v2siie---
βίου	bi/ou	βιόω	bio/w	v3siia---
βίᾳ	bi/a|	βία	bi/a	n-p---fn-
βίᾳ	bi/a|	βία	bi/a	n-p---fv-
βίᾳ	bi/a|	βία	bi/a	n-s---fd-
βίῳ	bi/w|	βίος	bi/os	n-s---md-
βόσκεται	bo/sketai	βόσκω	bo/skw	v3sfim---
βόσκεται	bo/sketai	βόσκω	bo/skw	v3spie---
βᾶσ’	ba=s'	βάζω	ba/zw	v-sfpafn-
βᾶσ’	ba=s'	βάζω	ba/zw	v-sfpafv-
βᾶσ’	ba=s'	βάζω	ba/zw	v-pfpamd-
βᾶσ’	ba=s'	βάζω	ba/zw	v-pfpand-
βᾶσ’	ba=s'	βάζω	ba/zw	v-pfpafn-
βᾶσ’	ba=s'	βάζω	ba/zw	v-pfpafv-
βᾶσ’	ba=s'	βαίνω	bai/nw	v-sapafn-
βᾶσ’	ba=s'	βαίνω	bai/nw	v-sapafv-
βᾶσ’	ba=s'	βαίνω	bai/nw	v-papamd-
βᾶσ’	ba=s'	βαίνω	bai/nw	v-papand-
βᾶσ’	ba=s'	βαίνω	bai/nw	v-papafn-
βᾶσ’	ba=s'	βαίνω	bai/nw	v-papafv-
βᾶσ’	ba=s'	βαίνω	bai/nw	v--ana---
βᾶσ’	ba=s'	βαίνω	bai/nw	v1saia---
βᾶσ’	ba=s'	βαίνω	bai/nw	v3saia---
βῆναι	bh=nai	βαίνω	bai/nw	v--ana---
γαίας	gai/as	γαῖα	gai=a	n-p---fa-
γαίας	gai/as	γαῖα	gai=a	n-s---fg-
γαίας	gai/as	γαῖα	gai=a	n-p---fa-
γαίας	gai/as	γαῖα	gai=a	n-s---fg-
γαῖαν	gai=an	γαῖα	gai=a	n-s---fa-
γε	ge	γε	ge	g--------
γεγώς	gegw/s	γίγνομαι	gi/gnomai	v-srpamn-
γεγώς	gegw/s	γίγνομαι	gi/gnomai	v-srpamv-
γενειάδος	geneia/dos	γενειάς	geneia/s	n-s---fg-
γενναία	gennai/a	γενναῖος	gennai=os	a-d---fn-
γενναία	gennai/a	γενναῖος	gennai=os	a-d---fv-
γενναία	gennai/a	γενναῖος	gennai=os	a-d---fa-
γενναία	gennai/a	γενναῖος	gennai=os	a-s---fn-
γενναία	gennai/a	γενναῖος	gennai=os	a-s---fv-
γενοῦ	genou=	γίγνομαι	gi/gnomai	v2samm---
γενέσθαι	gene/sqai	γίγνομαι	gi/gnomai	v--anm---
γενήσεται	genh/setai	γίγνομαι	gi/gnomai	v3sfim---
γεραιά	geraia/	γεραιός	geraio/s	a-p---nn-
γεραιά	geraia/	γεραιός	geraio/s	a-p---nv-
γεραιά	geraia/	γεραιός	geraio/s	a-p---na-
γεραιά	geraia/	γεραιός	geraio/s	a-d---fn-
γεραιά	geraia/	γεραιός	geraio/s	a-d---fv-
γεραιά	geraia/	γεραιός	geraio/s	a-d---fa-
γεραιά	geraia/	γεραιός	geraio/s	a-s---fn-
γεραιά	geraia/	γεραιός	geraio/s	a-s---fv-
γεραιέ	geraie/	γεραιός	geraio/s	a-s---mv-
γείτονάς	gei/tona/s	γείτων	gei/twn	n-p---ma-
γείτονάς	gei/tona/s	γείτων	gei/twn	n-p---fa-
γηγενής	ghgenh/s	γηγενής	ghgenh/s	n-s---mn-
γηγενής	ghgenh/s	γηγενής	ghgenh/s	n-s---fn-
γλαυκῆς	glaukh=s	γλαυκός	glauko/s	a-s---fg-
γλωχῖνι	glwxi=ni	γλωχίν	glwxi/n	n-s---fd-
γλώσσης	glw/sshs	γλῶσσα	glw=ssa	n-s---fg-
γλώσσης	glw/sshs	γλῶσσα	glw=ssa	n-s---fg-
γλῶσσαν	glw=ssan	γλῶσσα	glw=ssa	n-s---fa-
γνοίης	gnoi/hs	γιγνώσκω	gignw/skw	v2saoa---
γνώμαισι	gnw/maisi	γνώμη	gnw/mh	n-p---fd-
γνώμας	gnw/mas	γνώμη	gnw/mh	n-p---fa-
γνώμας	gnw/mas	γνώμη	gnw/mh	n-s---fg-
γνώμης	gnw/mhs	γνώμη	gnw/mh	n-s---fg-
γνῶμα	gnw=ma	γνῶμα	gnw=ma	n-s---nn-
γνῶμα	gnw=ma	γνῶμα	gnw=ma	n-s---nv-
γνῶμα	gnw=ma	γνῶμα	gnw=ma	n-s---na-
γοωμένην	gowme/nhn	γοάω	goa/w	v-sppefa-
γοώμενος	gow/menos	γοάω	goa/w	v-sppemn-
γοῦν	gou=n	γοῦν	gou=n	g--------
γραφήν	grafh/n	γραφή	grafh/	n-s---fa-
γραφήν	grafh/n	γραφής	grafh/s	n-s---ma-
γραῖα	grai=a	γραῖα	grai=a	n-s---fn-
γραῖα	grai=a	γραῖα	grai=a	n-s---fv-
γραῖα	grai=a	γραῖος	grai=os	a-p---nn-
γραῖα	grai=a	γραῖος	grai=os	a-p---nv-
γραῖα	grai=a	γραῖος	grai=os	a-p---na-
γυναικεία	gunaikei/a	γυναικεῖος	gunaikei=os	a-d---fn-
γυναικεία	gunaikei/a	γυναικεῖος	gunaikei=os	a-d---fv-
γυναικεία	gunaikei/a	γυναικεῖος	gunaikei=os	a-d---fa-
γυναικεία	gunaikei/a	γυναικεῖος	gunaikei=os	a-s---fn-
γυναικεία	gunaikei/a	γυναικεῖος	gunaikei=os	a-s---fv-
γυναικί	gunaiki/	γυνή	gunh/	n-s---fd-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppamv-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppann-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppanv-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppana-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppamn-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v--pna---
γυναικῶν	gunaikw=n	γυνή	gunh/	n-p---fg-
γυναῖκα	gunai=ka	γυνή	gunh/	n-s---fa-
γυναῖκες	gunai=kes	γυνή	gunh/	n-p---fn-
γυναῖκες	gunai=kes	γυνή	gunh/	n-p---fv-
γυνή	gunh/	γυνή	gunh/	n-s---fn-
γάμον	ga/mon	γάμος	ga/mos	n-s---ma-
γάμους	ga/mous	γάμος	ga/mos	n-p---ma-
γάμων	ga/mwn	γάμος	ga/mos	n-p---mg-
γάρ	ga/r	γάρ	ga/r	g--------
γέ	ge/	γε	ge	g--------
γένεσιν	ge/nesin	γένεσις	ge/nesis	n-s---fa-
γένεσιν	ge/nesin	γένος	ge/nos	n-p---nd-
γέννημα	ge/nnhma	γέννημα	ge/nnhma	n-s---nn-
γέννημα	ge/nnhma	γέννημα	ge/nnhma	n-s---nv-
γέννημα	ge/nnhma	γέννημα	ge/nnhma	n-s---na-
γένοιντ’	ge/noint'	γίγνομαι	gi/gnomai	v3paom---
γένοιτ’	ge/noit'	γίγνομαι	gi/gnomai	v3saom---
γέρον	ge/ron	γέρων	ge/rwn	n-s---mv-
γέροντος	ge/rontos	γέρων	ge/rwn	n-s---mg-
γίγνεται	gi/gnetai	γίγνομαι	gi/gnomai	v3spie---
γόνον	go/non	γόνος	go/nos	n-s---ma-
γόνον	go/non	γόνος	go/nos	n-s---fa-
γόνος	go/nos	γόνος	go/nos	n-s---mn-
γόνος	go/nos	γόνος	go/nos	n-s---fn-
γόου	go/ou	γόος	go/os	n-s---mg-
γόου	go/ou	γοάω	goa/w	v2saim---
γύναι	gu/nai	γυνή	gunh/	n-s---fv-
γᾶς	ga=s	Γαῖα	*gai=a	n-p---fa-
γᾶς	ga=s	Γαῖα	*gai=a	n-s---fg-
γᾶς	ga=s	γῆ	gh=	n-p---fa-
γᾶς	ga=s	γῆ	gh=	n-s---fg-
γῄτης	gh/|ths	γηίτης	ghi/ths	n-s---mn-
γῆν	gh=n	Γαῖα	*gai=a	n-s---fa-
