Αἰσχύλῳ	*ai)sxu/lw|	Αἰσχύλος	*ai)sxu/los	n-s---md-
Πελοποννησίους	*peloponnhsi/ous	Πελοποννήσιος	*peloponnh/sios	a-p---ma-
Πελοποννησίων	*peloponnhsi/wn	Πελοποννήσιοι	*peloponnh/sioi	n-p---mg-
Πελοποννησίων	*peloponnhsi/wn	Πελοποννήσιος	*peloponnh/sios	a-p---fg-
Πελοποννησίων	*peloponnhsi/wn	Πελοποννήσιος	*peloponnh/sios	a-p---mg-
Πελοποννησίων	*peloponnhsi/wn	Πελοποννήσιος	*peloponnh/sios	a-p---ng-
Περικλείδας	*periklei/das	Περικλείδης	*periklei/dhs	n-s---mn-
Περσικά	*persika/	Περσικός	*persiko/s	a-p---nn-
Περσικά	*persika/	Περσικός	*persiko/s	a-p---nv-
Περσικά	*persika/	Περσικός	*persiko/s	a-p---na-
Περσικά	*persika/	Περσικός	*persiko/s	a-d---fn-
Περσικά	*persika/	Περσικός	*persiko/s	a-d---fv-
Περσικά	*persika/	Περσικός	*persiko/s	a-d---fa-
Περσικά	*persika/	Περσικός	*persiko/s	a-s---fn-
Περσικά	*persika/	Περσικός	*persiko/s	a-s---fv-
Περσικά	*persika/	Περσικός	*persiko/s	a-p---nn-
Περσικά	*persika/	Περσικός	*persiko/s	a-p---nv-
Περσικά	*persika/	Περσικός	*persiko/s	a-p---na-
Περσικά	*persika/	Περσικός	*persiko/s	a-d---fn-
Περσικά	*persika/	Περσικός	*persiko/s	a-d---fv-
Περσικά	*persika/	Περσικός	*persiko/s	a-d---fa-
Περσικά	*persika/	Περσικός	*persiko/s	a-s---fn-
Περσικά	*persika/	Περσικός	*persiko/s	a-s---fv-
Περσικά	*persika/	περσική	persikh/	n-d---fn-
Περσικά	*persika/	περσική	persikh/	n-d---fv-
Περσικά	*persika/	περσική	persikh/	n-d---fa-
Περσικά	*persika/	περσική	persikh/	n-s---fn-
Περσικά	*persika/	περσική	persikh/	n-s---fv-
Πείσανδρος	*pei/sandros	Πείσανδρος	*pei/sandros	n-s---mn-
Πολυχαρείδα	*poluxarei/da	Πολυχαρείς	*poluxarei/s	n-s---fa-
Ποσειδῶ	*poseidw=	Ποσειδῶν	*poseidw=n	n-s---ma-
Ποσειδῶν	*poseidw=n	Ποσειδῶν	*poseidw=n	n-s---mn-
Πυθοῖ	*puqoi=	Πυθώ	*puqw/	d--------
Πυθοῖ	*puqoi=	Πυθώ	*puqw/	n-s---fd-
Πάνδροσον	*pa/ndroson	Πάνδροσος	*pa/ndrosos	n-s---ma-
Πάφου	*pa/fou	Πάφος	*pa/fos	n-s---fg-
Πέρσαι	*pe/rsai	Πέρσης	*pe/rshs	n-p---mn-
Πέρσαι	*pe/rsai	Πέρσης	*pe/rshs	n-p---mv-
Πέρσαι	*pe/rsai	Πέρσης	*pe/rshs	n-s---md-
Πέρσαι	*pe/rsai	πέρθω	pe/rqw	v2samm---
Πέρσαι	*pe/rsai	πέρθω	pe/rqw	v--ana---
Πέρσαι	*pe/rsai	πέρθω	pe/rqw	v3saoa---
Πύλαις	*pu/lais	Πύλαι	*pu/lai	n-p---fd-
Πύλαις	*pu/lais	Πύλης	*pu/lhs	n-p---md-
Πύλαις	*pu/lais	πύλη	pu/lh	n-p---fd-
Πύλον	*pu/lon	Πύλος	*pu/los	n-s---ma-
Πύλον	*pu/lon	Πύλος	*pu/los	n-s---fa-
Πύλον	*pu/lon	πύλος	pu/los	n-s---ma-
Πύλῳ	*pu/lw|	Πύλος	*pu/los	n-s---md-
Πύλῳ	*pu/lw|	Πύλος	*pu/los	n-s---fd-
Πύλῳ	*pu/lw|	πύλος	pu/los	n-s---md-
Σαβάζιοι	*saba/zioi	Σαβάζιος	*saba/zios	n-p---mn-
Σαβάζιοι	*saba/zioi	Σαβάζιος	*saba/zios	n-p---mv-
Σαλαμῖνα	*salami=na	Σαλαμίς	*salami/s	n-s---fa-
Σαλαμῖνος	*salami=nos	Σαλαμίς	*salami/s	n-s---fg-
Σικελίαν	*sikeli/an	Σικελία	*sikeli/a	n-s---fa-
Σκύθαι	*sku/qai	Σκύθης	*sku/qhs	n-p---mn-
Σκύθαι	*sku/qai	Σκύθης	*sku/qhs	n-p---mv-
Σκύθαι	*sku/qai	Σκύθης	*sku/qhs	n-s---md-
Σκύθαινα	*sku/qaina	Σκύθαινα	*sku/qaina	n-s---fn-
Σκύθαινα	*sku/qaina	Σκύθαινα	*sku/qaina	n-s---fv-
Σπάρταν	*spa/rtan	Σπάρτη	*spa/rth	n-s---fa-
Σπάρταν	*spa/rtan	σπάρτη	spa/rth	n-s---fa-
Σπάρτας	*spa/rtas	Σπάρτη	*spa/rth	n-p---fa-
Σπάρτας	*spa/rtas	Σπάρτη	*spa/rth	n-s---fg-
Σπάρτας	*spa/rtas	σπάρτη	spa/rth	n-p---fa-
Σπάρτας	*spa/rtas	σπάρτη	spa/rth	n-s---fg-
Σπάρτης	*spa/rths	Σπάρτη	*spa/rth	n-s---fg-
Σπάρτης	*spa/rths	σπάρτη	spa/rth	n-s---fg-
Στρατυλλίδος	*stratulli/dos	Στρατυλλίς	*stratulli/s	n-s---fg-
Στρυμόδωρ’	*strumo/dwr'	Στρυμόδωρος	*strumo/dwros	n-s---mv-
Σάμῳ	*sa/mw|	Σάμος	*sa/mos	n-s---fd-
Ταυροπόλον	*tauropo/lon	ταυροπόλος	tauropo/los	n-s---fa-
Ταΰγετον	*tau+/geton	Ταύγετον	*tau/geton	n-s---nn-
Ταΰγετον	*tau+/geton	Ταύγετον	*tau/geton	n-s---nv-
Ταΰγετον	*tau+/geton	Ταύγετον	*tau/geton	n-s---na-
Ταΰγετόν	*tau+/geto/n	Ταύγετον	*tau/geton	n-s---nn-
Ταΰγετόν	*tau+/geto/n	Ταύγετον	*tau/geton	n-s---nv-
Ταΰγετόν	*tau+/geto/n	Ταύγετον	*tau/geton	n-s---na-
Τελαμῶνος	*telamw=nos	Τελαμών	*telamw/n	n-s---mg-
Τελαμῶνος	*telamw=nos	τελαμών	telamw/n	n-s---mg-
Τελαμῶνος	*telamw=nos	τελαμών	telamw/n	n-s---fg-
Τηρεύς	*threu/s	Τηρεύς	*threu/s	n-s---mn-
Τριτογένει’	*tritoge/nei'	Τριτογένεια	*tritoge/neia	n-s---fn-
Τριτογένει’	*tritoge/nei'	Τριτογένεια	*tritoge/neia	n-s---fv-
Τυνδαρίδας	*tundari/das	Τυνδάρεως	*tunda/rews	n-p---fa-
Τυνδαρίδας	*tundari/das	Τυνδαρίδης	*tundari/dhs	n-p---ma-
Τυνδαρίδας	*tundari/das	Τυνδαρίδης	*tundari/dhs	n-s---mn-
Τυνδαρίδας	*tundari/das	Τυνδαρίς	*tundari/s	n-p---fa-
Τίμων	*ti/mwn	Τίμων	*ti/mwn	n-s---mn-
Τίμων	*ti/mwn	Τίμων	*ti/mwn	n-s---mv-
Τίμων	*ti/mwn	τῖμος	ti=mos	n-p---mg-
Τίμων	*ti/mwn	τιμάω	tima/w	v3piia---
Τίμων	*ti/mwn	τιμάω	tima/w	v1siia---
Φαιδρία	*faidri/a	Φαιδρίας	*faidri/as	n-d---mn-
Φαιδρία	*faidri/a	Φαιδρίας	*faidri/as	n-d---mv-
Φαιδρία	*faidri/a	Φαιδρίας	*faidri/as	n-d---ma-
Φαιδρία	*faidri/a	Φαιδρίας	*faidri/as	n-s---mv-
Φαιδρία	*faidri/a	Φαιδρίας	*faidri/as	n-s---mg-
Φερεκράτους	*ferekra/tous	Φερεκράτης	*ferekra/ths	n-s---mg-
Φορμίων	*formi/wn	Φορμίων	*formi/wn	n-s---mn-
Φορμίων	*formi/wn	Φορμίων	*formi/wn	n-s---mv-
Φορμίων	*formi/wn	φορμίον	formi/on	n-p---ng-
Φωσφόρον	*fwsfo/ron	Φωσφόρος	*fwsfo/ros	n-s---ma-
Φωσφόρον	*fwsfo/ron	φωσφόρος	fwsfo/ros	n-s---ma-
Φωσφόρον	*fwsfo/ron	φωσφόρος	fwsfo/ros	n-s---fa-
Φωσφόρον	*fwsfo/ron	φωσφόρος	fwsfo/ros	n-s---nn-
Φωσφόρον	*fwsfo/ron	φωσφόρος	fwsfo/ros	n-s---nv-
Φωσφόρον	*fwsfo/ron	φωσφόρος	fwsfo/ros	n-s---na-
Χαλκίοικον	*xalki/oikon	Χαλκίοικον	*xalki/oikon	n-s---nn-
Χαλκίοικον	*xalki/oikon	Χαλκίοικον	*xalki/oikon	n-s---nv-
Χαλκίοικον	*xalki/oikon	Χαλκίοικον	*xalki/oikon	n-s---na-
Χαλκίοικον	*xalki/oikon	Χαλκίοικος	*xalki/oikos	n-s---ma-
Χαλκίοικον	*xalki/oikon	χαλκίοικος	xalki/oikos	n-s---ma-
Χαλκίοικον	*xalki/oikon	χαλκίοικος	xalki/oikos	n-s---fa-
Χαλκίοικον	*xalki/oikon	χαλκίοικος	xalki/oikos	n-s---nn-
Χαλκίοικον	*xalki/oikon	χαλκίοικος	xalki/oikos	n-s---nv-
Χαλκίοικον	*xalki/oikon	χαλκίοικος	xalki/oikos	n-s---na-
Χλόης	*xlo/hs	Χλόη	*xlo/h	n-s---fg-
Χλόης	*xlo/hs	χλόη	xlo/h	n-s---fg-
Χλόης	*xlo/hs	χλοάω	xloa/w	v2spia---
Χλόης	*xlo/hs	χλοάω	xloa/w	v2siia---
Χάριτας	*xa/ritas	Χάρις	*xa/ris	n-p---fa-
Χάριτας	*xa/ritas	χάρις	xa/ris	n-p---fa-
Χάρων	*xa/rwn	Χάρων	*xa/rwn	n-s---mn-
Χάρων	*xa/rwn	Χάρων	*xa/rwn	n-s---mv-
Χάρων	*xa/rwn	Χάρων	*xa/rwn	n-s---fn-
Χάρων	*xa/rwn	Χάρων	*xa/rwn	n-s---fv-
Χάρων	*xa/rwn	χάρων	xa/rwn	n-s---mn-
Χάρων	*xa/rwn	χάρων	xa/rwn	n-s---mv-
αἰ	ai)	εἰ	ei)	c--------
αἰαῖ	ai)ai=	αἰαῖ	ai)ai=	x--------
αἰετόν	ai)eto/n	ἀετός	a)eto/s	n-s---ma-
αἰρώμεθ’	ai)rw/meq'	αἴρω	ai)/rw	v1ppse---
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-p---nn-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-p---nv-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-p---na-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-d---fn-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-d---fv-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-d---fa-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-s---fn-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	a-s---fv-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	n-p---nn-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	n-p---nv-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	n-p---na-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---ma-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---nn-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---nv-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---na-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---ma-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---fa-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---nn-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---nv-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---na-
αἰτήσεις	ai)th/seis	αἴτησις	ai)/thsis	n-p---fn-
αἰτήσεις	ai)th/seis	αἴτησις	ai)/thsis	n-p---fv-
αἰτήσεις	ai)th/seis	αἴτησις	ai)/thsis	n-p---fn-
αἰτήσεις	ai)th/seis	αἴτησις	ai)/thsis	n-p---fa-
αἰτήσεις	ai)th/seis	αἰτέω	ai)te/w	v2sasa---
αἰτήσεις	ai)th/seis	αἰτέω	ai)te/w	v2sfia---
αἱ	ai(	ὁ	o(	l-p---fn-
αἱ	ai(	ὁ	o(	l-p---fv-
αἱμυλᾶν	ai(mula=n	αἱμύλος	ai(mu/los	a-p---mg-
αἱμυλᾶν	ai(mula=n	αἱμύλος	ai(mu/los	a-p---fg-
αἴ	ai)/	αἴ	ai)/	x--------
αἴ	ai)/	εἰ	ei)	c--------
αἴρεσθ’	ai)/resq'	αἴρω	ai)/rw	v2ppme---
αἴρεσθ’	ai)/resq'	αἴρω	ai)/rw	v2ppie---
αἴρεσθ’	ai)/resq'	αἴρω	ai)/rw	v--pne---
αἴρεσθ’	ai)/resq'	αἴρω	ai)/rw	v2piie---
αἵ	ai(/	ὁ	o(	l-p---fn-
αἵ	ai(/	ὁ	o(	l-p---fv-
αἵ	ai(/	ὅς	o(/s	p-p---fn-
αἵδε	ai(/de	ὅδε	o(/de	n-p---fn-
αἵδ’	ai(/d'	ὅδε	o(/de	n-p---fn-
αἷς	ai(=s	ὅς	o(/s	p-p---fd-
αὐθαδικῇ	au)qadikh=|	αὐθαδικός	au)qadiko/s	a-s---fd-
αὐθημερόν	au)qhmero/n	αὐθήμερος	au)qh/meros	d--------
αὐταῖς	au)tai=s	αὐτός	au)to/s	n-p---fd-
αὐτοδάξ	au)toda/c	αὐτοδάξ	au)toda/c	d--------
αὐτοκράτορας	au)tokra/toras	αὐτοκράτωρ	au)tokra/twr	n-p---ma-
αὐτοκράτορας	au)tokra/toras	αὐτοκράτωρ	au)tokra/twr	n-p---ma-
αὐτοκράτορας	au)tokra/toras	αὐτοκράτωρ	au)tokra/twr	n-p---fa-
αὐτομολοῦσαν	au)tomolou=san	αὐτομολέω	au)tomole/w	v-sppafa-
αὐτομάτη	au)toma/th	αὐτόματος	au)to/matos	a-s---fn-
αὐτομάτη	au)toma/th	αὐτόματος	au)to/matos	a-s---fv-
αὐτομάτη	au)toma/th	αὐτοματέω	au)tomate/w	v3siia---
αὐτομάτη	au)toma/th	αὐτοματέω	au)tomate/w	v2spma---
αὐτομάτη	au)toma/th	αὐτοματέω	au)tomate/w	v3siia---
αὐτοί	au)toi/	αὐτός	au)to/s	n-p---mn-
αὐτοί	au)toi/	αὐτός	au)to/s	n-p---mv-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	n-p---nd-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	n-p---md-
αὐτοῦ	au)tou=	αὐτός	au)to/s	n-s---ng-
αὐτοῦ	au)tou=	αὐτός	au)to/s	n-s---mg-
αὐτοῦ	au)tou=	αὐτοῦ	au)tou=	d--------
αὐτά	au)ta/	αὐτός	au)to/s	n-p---nn-
αὐτά	au)ta/	αὐτός	au)to/s	n-p---nv-
αὐτά	au)ta/	αὐτός	au)to/s	n-p---na-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fn-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fv-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fa-
αὐτά	au)ta/	αὐτός	au)to/s	n-s---fn-
αὐτά	au)ta/	αὐτός	au)to/s	n-s---fv-
αὐτάς	au)ta/s	αὐτός	au)to/s	n-p---fa-
αὐτή	au)th/	αὐτός	au)to/s	n-s---fn-
αὐτή	au)th/	αὐτός	au)to/s	n-s---fv-
αὐτήν	au)th/n	αὐτός	au)to/s	n-s---fa-
αὐτίκα	au)ti/ka	αὐτίκα	au)ti/ka	d--------
αὐτό	au)to/	αὐτός	au)to/s	n-s---nn-
αὐτό	au)to/	αὐτός	au)to/s	n-s---nv-
αὐτό	au)to/	αὐτός	au)to/s	n-s---na-
αὐτόν	au)to/n	αὐτός	au)to/s	n-s---ma-
αὐτός	au)to/s	αὐτός	au)to/s	n-s---mn-
αὐτόσ’	au)to/s'	αὐτόσε	au)to/se	d--------
αὐτόχειρες	au)to/xeires	αὐτόχειρ	au)to/xeir	n-p---mn-
αὐτόχειρες	au)to/xeires	αὐτόχειρ	au)to/xeir	n-p---mv-
αὐτόχειρες	au)to/xeires	αὐτόχειρ	au)to/xeir	n-p---fn-
αὐτόχειρες	au)to/xeires	αὐτόχειρ	au)to/xeir	n-p---fv-
αὐτόχθονας	au)to/xqonas	αὐτόχθων	au)to/xqwn	n-p---ma-
αὐτόχθονας	au)to/xqonas	αὐτόχθων	au)to/xqwn	n-p---fa-
αὐτῆς	au)th=s	αὐτός	au)to/s	n-s---fg-
αὐτῇ	au)th=|	αὐτός	au)to/s	n-s---fd-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---ng-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---fg-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---mg-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---nd-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---md-
αὐχένα	au)xe/na	αὐχήν	au)xh/n	n-s---ma-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	n-s---ng-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	n-s---mg-
αὕτη	au(/th	οὗτος	ou(=tos	n-s---fn-
αὕτη	au(/th	οὗτος	ou(=tos	n-s---fv-
αὖ	au)=	αὗ	au(=	x--------
αὖ	au)=	αὖ	au)=	d--------
αὖθις	au)=qis	αὖθις	au)=qis	d--------
αὖτ’	au)=t'	αὖτε	au)=te	d--------
αὖός	au)=o/s	αὖος	au)=os	a-s---mn-
αὗται	au(=tai	οὗτος	ou(=tos	n-p---fn-
αὗται	au(=tai	οὗτος	ou(=tos	n-p---fv-
βαβαιάξ	babaia/c	βαβαί	babai/	x--------
βαβαί	babai/	βαβαί	babai/	x--------
βαδιεῖ	badiei=	βαδίζω	badi/zw	v2sfim---
βαδιεῖ	badiei=	βαδίζω	badi/zw	v3sfia---
βαδιστέον	badiste/on	βαδιστέον	badiste/on	n-s---ma-
βαδιστέον	badiste/on	βαδιστέον	badiste/on	n-s---nn-
βαδιστέον	badiste/on	βαδιστέον	badiste/on	n-s---nv-
βαδιστέον	badiste/on	βαδιστέον	badiste/on	n-s---na-
βαδιστέον	badiste/on	βαδιστέος	badiste/os	n-s---ma-
βαδιστέον	badiste/on	βαδιστέος	badiste/os	n-s---fa-
βαδιστέον	badiste/on	βαδιστέος	badiste/os	n-s---nn-
βαδιστέον	badiste/on	βαδιστέος	badiste/os	n-s---nv-
βαδιστέον	badiste/on	βαδιστέος	badiste/os	n-s---na-
βαδίζειν	badi/zein	βαδίζω	badi/zw	v--pna---
βαδίζετε	badi/zete	βαδίζω	badi/zw	v2ppma---
βαδίζετε	badi/zete	βαδίζω	badi/zw	v2ppia---
βαδίζετε	badi/zete	βαδίζω	badi/zw	v2piia---
βαδίζων	badi/zwn	βαδίζω	badi/zw	v-sppamn-
βαλανείῳ	balanei/w|	βαλανεῖον	balanei=on	n-s---nd-
βαλανεύσοντας	balaneu/sontas	βαλανεύω	balaneu/w	v-pfpama-
βαλλάντια	balla/ntia	βαλλάντιον	balla/ntion	n-p---nn-
βαλλάντια	balla/ntia	βαλλάντιον	balla/ntion	n-p---nv-
βαλλάντια	balla/ntia	βαλλάντιον	balla/ntion	n-p---na-
βαρβάρων	barba/rwn	βάρβαρος	ba/rbaros	n-p---mg-
βαρβάρων	barba/rwn	βάρβαρος	ba/rbaros	n-p---fg-
βαρβάρων	barba/rwn	βάρβαρος	ba/rbaros	n-p---ng-
βαρβάρων	barba/rwn	βαρβαρόομαι	barbaro/omai	v3piia---
βαρβάρων	barba/rwn	βαρβαρόομαι	barbaro/omai	v1siia---
βαρβάρων	barba/rwn	βαρβαρόω	barbaro/w	v3piia---
βαρβάρων	barba/rwn	βαρβαρόω	barbaro/w	v1siia---
βαρύ	baru/	βαρύς	baru/s	a-s---mv-
βαρύ	baru/	βαρύς	baru/s	a-s---nn-
βαρύ	baru/	βαρύς	baru/s	a-s---nv-
βαρύ	baru/	βαρύς	baru/s	a-s---na-
βασανιστέον	basaniste/on	βασανιστέος	basaniste/os	n-s---ma-
βασανιστέον	basaniste/on	βασανιστέος	basaniste/os	n-s---nn-
βασανιστέον	basaniste/on	βασανιστέος	basaniste/os	n-s---nv-
βασανιστέον	basaniste/on	βασανιστέος	basaniste/os	n-s---na-
βδύλλεθ’	bdu/lleq'	βδύλλω	bdu/llw	v2ppma---
βδύλλεθ’	bdu/lleq'	βδύλλω	bdu/llw	v2ppia---
βδύλλεθ’	bdu/lleq'	βδύλλω	bdu/llw	v3spie---
βδύλλεθ’	bdu/lleq'	βδύλλω	bdu/llw	v3siie---
βδύλλεθ’	bdu/lleq'	βδύλλω	bdu/llw	v2piia---
βεβούλευται	bebou/leutai	βουλεύω	bouleu/w	v3srie---
βινεῖν	binei=n	βινέω	bine/w	v--pna---
βινητιῶμεν	binhtiw=men	βινητιάω	binhtia/w	v1ppsa---
βινητιῶμεν	binhtiw=men	βινητιάω	binhtia/w	v1ppia---
βινητιῶμεν	binhtiw=men	βινητιάω	binhtia/w	v1piia---
βινήσομεν	binh/somen	βινέω	bine/w	v1pasa---
βινήσομεν	binh/somen	βινέω	bine/w	v1pfia---
βινήσω	binh/sw	βινέω	bine/w	v1sasa---
βινήσω	binh/sw	βινέω	bine/w	v1sfia---
βινήσω	binh/sw	βινέω	bine/w	v2saim---
βινῶν	binw=n	βινέω	bine/w	v-sppamn-
βιάζηται	bia/zhtai	βιάζω	bia/zw	v3spse---
βλαστάνει	blasta/nei	βλαστάνω	blasta/nw	v2spie---
βλαστάνει	blasta/nei	βλαστάνω	blasta/nw	v3spia---
βλαστάνῃς	blasta/nh|s	βλαστάνω	blasta/nw	v2spsa---
βληχώ	blhxw/	βλήχων	blh/xwn	n-s---fn-
βλιμάττομες	blima/ttomes	βλιμάζω	blima/zw	v1pfia---
βλέπει	ble/pei	βλέπος	ble/pos	n-d---nn-
βλέπει	ble/pei	βλέπος	ble/pos	n-d---nv-
βλέπει	ble/pei	βλέπος	ble/pos	n-d---na-
βλέπει	ble/pei	βλέπος	ble/pos	n-s---nd-
βλέπει	ble/pei	βλέπος	ble/pos	n-s---nd-
βλέπει	ble/pei	βλέπω	ble/pw	v2spie---
βλέπει	ble/pei	βλέπω	ble/pw	v3spia---
βλέπειν	ble/pein	βλέπω	ble/pw	v--pna---
βλέπεις	ble/peis	βλέπω	ble/pw	v2spia---
βλέπομεν	ble/pomen	βλέπω	ble/pw	v1ppia---
βλέπομεν	ble/pomen	βλέπω	ble/pw	v1piia---
βλίττῃ	bli/tth|	βλίσσω	bli/ssw	v2spse---
βλίττῃ	bli/tth|	βλίσσω	bli/ssw	v2spie---
βλίττῃ	bli/tth|	βλίσσω	bli/ssw	v3spsa---
βλίττῃ	bli/tth|	βλίττω	bli/ttw	v2spse---
βλίττῃ	bli/tth|	βλίττω	bli/ttw	v2spie---
βλίττῃ	bli/tth|	βλίττω	bli/ttw	v3spsa---
βοηθεῖ	bohqei=	βοηθέω	bohqe/w	v2spie---
βοηθεῖ	bohqei=	βοηθέω	bohqe/w	v3spia---
βοηθῶ	bohqw=	βοάω	boa/w	v1sasp---
βοηθῶ	bohqw=	βοηθέω	bohqe/w	v1spsa---
βοηθῶ	bohqw=	βοηθέω	bohqe/w	v1spia---
βοηθῶ	bohqw=	βοηθός	bohqo/s	n-s---mg-
βοηθῶ	bohqw=	βοηθός	bohqo/s	n-s---fg-
βοηθῶ	bohqw=	βοηθός	bohqo/s	n-s---ng-
βουβωνιᾷς	boubwnia=|s	βουβωνιάω	boubwnia/w	v2spsa---
βουβωνιᾷς	boubwnia=|s	βουβωνιάω	boubwnia/w	v2spia---
βουλευομένοις	bouleuome/nois	βουλεύω	bouleu/w	v-pppemd-
βουλευομένοις	bouleuome/nois	βουλεύω	bouleu/w	v-pppend-
βουλευσαμένους	bouleusame/nous	βουλεύω	bouleu/w	v-papmma-
βουλευσομέναισιν	bouleusome/naisin	βουλεύω	bouleu/w	v-pfpmfd-
βουλεύματα	bouleu/mata	βούλευμα	bou/leuma	n-p---nn-
βουλεύματα	bouleu/mata	βούλευμα	bou/leuma	n-p---nv-
βουλεύματα	bouleu/mata	βούλευμα	bou/leuma	n-p---na-
βουλεύματος	bouleu/matos	βούλευμα	bou/leuma	n-s---ng-
βουλεύσασθε	bouleu/sasqe	βουλεύω	bouleu/w	v2pamm---
βουλεύσασθε	bouleu/sasqe	βουλεύω	bouleu/w	v2paim---
βουλεύσομαι	bouleu/somai	βουλεύω	bouleu/w	v1sasm---
βουλεύσομαι	bouleu/somai	βουλεύω	bouleu/w	v1sfim---
βουλήσεται	boulh/setai	βούλομαι	bou/lomai	v3sfim---
βουλόμεναι	boulo/menai	βούλομαι	bou/lomai	v-pppefn-
βουλόμεναι	boulo/menai	βούλομαι	bou/lomai	v-pppefv-
βουλόμεναί	boulo/menai/	βούλομαι	bou/lomai	v-pppefn-
βουλόμεναί	boulo/menai/	βούλομαι	bou/lomai	v-pppefv-
βουλῇ	boulh=|	βουλεύς	bouleu/s	n-s---md-
βουλῇ	boulh=|	βουλή	boulh/	n-s---fd-
βοή	boh/	βοή	boh/	n-s---fn-
βοή	boh/	βοή	boh/	n-s---fv-
βοήθει	boh/qei	βοηθέω	bohqe/w	v2spma---
βοήθει	boh/qei	βοηθέω	bohqe/w	v3siia---
βούλει	bou/lei	βούλομαι	bou/lomai	v2spie---
βούλεται	bou/letai	βούλομαι	bou/lomai	v3spie---
βούλευμ’	bou/leum'	βούλευμα	bou/leuma	n-s---nn-
βούλευμ’	bou/leum'	βούλευμα	bou/leuma	n-s---nv-
βούλευμ’	bou/leum'	βούλευμα	bou/leuma	n-s---na-
βούλομαι	bou/lomai	βούλομαι	bou/lomai	v1spie---
βούλομαί	bou/lomai/	βούλομαι	bou/lomai	v1spie---
βούλονται	bou/lontai	βούλομαι	bou/lomai	v3ppie---
βούλῃ	bou/lh|	βούλομαι	bou/lomai	v2spse---
βούλῃ	bou/lh|	βούλομαι	bou/lomai	v2spie---
βοῆς	boh=s	βόειος	bo/eios	a-s---fg-
βοῆς	boh=s	βοάω	boa/w	v2spia---
βοῆς	boh=s	βοάω	boa/w	v2spia---
βοῆς	boh=s	βοείη	boei/h	n-s---fg-
βοῆς	boh=s	βοεύς	boeu/s	n-p---mn-
βοῆς	boh=s	βοεύς	boeu/s	n-p---mn-
βοῆς	boh=s	βοεύς	boeu/s	n-p---mv-
βοῆς	boh=s	βοή	boh/	n-s---fg-
βρενθύεται	brenqu/etai	βρενθύομαι	brenqu/omai	v3spie---
βράχιστον	bra/xiston	βραχύς	braxu/s	a-s---ma-
βράχιστον	bra/xiston	βραχύς	braxu/s	a-s---nn-
