Γαιηόχου	*gaiho/xou	Γαιήοχος	*gaih/oxos	n-s---mg-
γλυκεροῖο	glukeroi=o	γλυκύς	gluku/s	a-s---ng-
γλυκύς	gluku/s	γλυκύς	gluku/s	a-s---mn-
γλυφάνῳ	glufa/nw|	γλύφανος	glu/fanos	n-s---md-
γνῶ	gnw=	γιγνώσκω	gignw/skw	v1sasa---
γνῶ	gnw=	γιγνώσκω	gignw/skw	v3saia---
γουνόν	gouno/n	γουνός	gouno/s	n-s---ma-
γούνων	gou/nwn	γόνυ	go/nu	n-p---ng-
γυναικός	gunaiko/s	γυνή	gunh/	n-s---fg-
γυίων	gui/wn	ἐγγυάω	e)ggua/w	v-sppamn-
γυίων	gui/wn	γυῖον	gui=on	n-p---ng-
γυίων	gui/wn	γυιόω	guio/w	v3piia---
γυίων	gui/wn	γυιόω	guio/w	v1siia---
γάλα	ga/la	γάλα	ga/la	n-s---nn-
γάλα	ga/la	γάλα	ga/la	n-s---nv-
γάλα	ga/la	γάλα	ga/la	n-s---na-
γάρ	ga/r	γάρ	ga/r	g--------
γέ	ge/	γε	ge	g--------
γέλασσε	ge/lasse	γελάω	gela/w	v3saia---
γένετ’	ge/net'	γενέτης	gene/ths	n-s---mv-
γένετ’	ge/net'	γενέτης	gene/ths	n-s---mn-
γένετ’	ge/net'	γενέτης	gene/ths	n-p---mn-
γένετ’	ge/net'	γενέτης	gene/ths	n-p---mv-
γένετ’	ge/net'	γίγνομαι	gi/gnomai	v3saim---
γένοιτο	ge/noito	γίγνομαι	gi/gnomai	v3saom---
γένοντο	ge/nonto	γίγνομαι	gi/gnomai	v3paim---
γένος	ge/nos	γένος	ge/nos	n-s---nn-
γένος	ge/nos	γένος	ge/nos	n-s---nv-
γένος	ge/nos	γένος	ge/nos	n-s---na-
γέραιρε	ge/raire	γεραίρω	gerai/rw	v2spma---
γέραιρε	ge/raire	γεραίρω	gerai/rw	v3siia---
γέρας	ge/ras	γέρας	ge/ras	n-s---ng-
γέρας	ge/ras	γέρας	ge/ras	n-s---nn-
γέρας	ge/ras	γέρας	ge/ras	n-s---nv-
γέρας	ge/ras	γέρας	ge/ras	n-s---na-
γέρον	ge/ron	γέρων	ge/rwn	n-s---mv-
γέροντα	ge/ronta	γέρων	ge/rwn	n-s---ma-
γέρων	ge/rwn	γέρων	ge/rwn	n-s---mn-
γίγνεται	gi/gnetai	γίγνομαι	gi/gnomai	v3spie---
γόνον	go/non	γόνος	go/nos	n-s---ma-
γόνον	go/non	γόνος	go/nos	n-s---fa-
δαείῃς	daei/h|s	δάω	da/w	v2sasa---
δαιμονίη	daimoni/h	δαιμόνιος	daimo/nios	a-s---fn-
δαιμονίη	daimoni/h	δαιμόνιος	daimo/nios	a-s---fv-
δαιμονίη	daimoni/h	δαιμονιάω	daimonia/w	v2spma---
δαιμονίη	daimoni/h	δαιμονιάω	daimonia/w	v3siia---
δαιομένοιο	daiome/noio	δαίω1	dai/w1	v-sppemg-
δαιομένοιο	daiome/noio	δαίω1	dai/w1	v-sppeng-
δαιομένοιο	daiome/noio	δαίω2	dai/w2	v-sppemg-
δαιομένοιο	daiome/noio	δαίω2	dai/w2	v-sppeng-
δαιτός	daito/s	δαίσ3	dai/s3	n-s---fg-
δαήμεναι	dah/menai	δάω	da/w	v--ana---
δαήμεναί	dah/menai/	δάω	da/w	v--ana---
δαίμονας	dai/monas	δαίμων	dai/mwn	n-p---ma-
δαίμονας	dai/monas	δαίμων	dai/mwn	n-p---fa-
δαίμονος	dai/monos	δαίμων	dai/mwn	n-s---mg-
δαίμονος	dai/monos	δαίμων	dai/mwn	n-s---fg-
δαίμων	dai/mwn	δαίμων	dai/mwn	n-s---mn-
δαίμων	dai/mwn	δαίμων	dai/mwn	n-s---mv-
δαίμων	dai/mwn	δαίμων	dai/mwn	n-s---fn-
δαίμων	dai/mwn	δαίμων	dai/mwn	n-s---fv-
δαῖμον	dai=mon	δαίμων	dai/mwn	n-s---mv-
δαῖμον	dai=mon	δαίμων	dai/mwn	n-s---fv-
δαῖτα	dai=ta	δαίσ3	dai/s3	n-s---fa-
δαῖτα	dai=ta	δαίτης	dai/ths	n-s---mv-
δαῖτα	dai=ta	δαίτης	dai/ths	n-s---mn-
δεδαημένος	dedahme/nos	δάω	da/w	v-srpemn-
δεδαώς	dedaw/s	δάω	da/w	v-srpamn-
δεδαώς	dedaw/s	δάω	da/w	v-srpamv-
δεδαώς	dedaw/s	δαίω1	dai/w1	v-srpamn-
δεδαώς	dedaw/s	δαίω1	dai/w1	v-srpamv-
δεδάηκα	deda/hka	δάω	da/w	v1sria---
δεδίσκεαι	dedi/skeai	δεδίσκομαι	dedi/skomai	v2spie---
δειροτομῆσαι	deirotomh=sai	δειροτομέω	deirotome/w	v--ana---
δειρῆς	deirh=s	δειρή	deirh/	n-s---fg-
δεσμά	desma/	δεσμός	desmo/s	n-p---nn-
δεσμά	desma/	δεσμός	desmo/s	n-p---nv-
δεσμά	desma/	δεσμός	desmo/s	n-p---na-
δεχοίμην	dexoi/mhn	δέχομαι	de/xomai	v1spoe---
δείδια	dei/dia	δείδω	dei/dw	v1sria---
δείξατο	dei/cato	δείκνυμι	dei/knumi	v3saim---
δεῖξαι	dei=cai	δείκνυμι	dei/knumi	v2samm---
δεῖξαι	dei=cai	δείκνυμι	dei/knumi	v--ana---
δηλήσομαι	dhlh/somai	δηλέομαι	dhle/omai	v1sase---
δηλήσομαι	dhlh/somai	δηλέομαι	dhle/omai	v1sfie---
δημιοεργός	dhmioergo/s	δημιουργός	dhmiourgo/s	n-s---mn-
δημόν	dhmo/n	δημός	dhmo/s	n-s---ma-
δημῷ	dhmw=|	δημός	dhmo/s	n-s---md-
δηρόν	dhro/n	δηρός	dhro/s	a-s---ma-
δηρόν	dhro/n	δηρός	dhro/s	a-s---nn-
δηρόν	dhro/n	δηρός	dhro/s	a-s---nv-
δηρόν	dhro/n	δηρός	dhro/s	a-s---na-
διακρινέεσθαι	diakrine/esqai	διακρίνω	diakri/nw	v--fnm---
διαμπερές	diampere/s	διαμπερές	diampere/s	d--------
διαμπερές	diampere/s	διαμπερής	diamperh/s	n-s---mv-
διαμπερές	diampere/s	διαμπερής	diamperh/s	n-s---fv-
διαμπερές	diampere/s	διαμπερής	diamperh/s	n-s---nn-
διαμπερές	diampere/s	διαμπερής	diamperh/s	n-s---nv-
διαμπερές	diampere/s	διαμπερής	diamperh/s	n-s---na-
διαπρήσσοντα	diaprh/ssonta	διαπράσσω	diapra/ssw	v-pppann-
διαπρήσσοντα	diaprh/ssonta	διαπράσσω	diapra/ssw	v-pppanv-
διαπρήσσοντα	diaprh/ssonta	διαπράσσω	diapra/ssw	v-pppana-
διαπρήσσοντα	diaprh/ssonta	διαπράσσω	diapra/ssw	v-sppama-
διαπρύσιον	diapru/sion	διαπρύσιος	diapru/sios	a-s---ma-
διαπρύσιον	diapru/sion	διαπρύσιος	diapru/sios	a-s---nn-
διαπρύσιον	diapru/sion	διαπρύσιος	diapru/sios	a-s---nv-
διαπρύσιον	diapru/sion	διαπρύσιος	diapru/sios	a-s---na-
διαπυρπαλάμησεν	diapurpala/mhsen	διαπυρπαλαμάω	diapurpalama/w	v3saia---
διαρρήδην	diarrh/dhn	διαρρήδην	diarrh/dhn	d--------
διδάσκαλοι	dida/skaloi	διδάσκαλος	dida/skalos	n-p---mn-
διδάσκαλοι	dida/skaloi	διδάσκαλος	dida/skalos	n-p---mv-
διδάσκαλοι	dida/skaloi	διδάσκαλος	dida/skalos	n-p---fn-
διδάσκαλοι	dida/skaloi	διδάσκαλος	dida/skalos	n-p---fv-
διδάσκει	dida/skei	διδάσκω	dida/skw	v2spie---
διδάσκει	dida/skei	διδάσκω	dida/skw	v3spia---
διζήμενος	dizh/menos	δίζημαι	di/zhmai	v-srpemn-
διζήμενος	dizh/menos	δίζημαι	di/zhmai	v-sppemn-
δινηθῶσιν	dinhqw=sin	δινέω	dine/w	v3pasp---
δινηθῶσιν	dinhqw=sin	δινεύω	dineu/w	v3pasp---
διοισόμεθ’	dioiso/meq'	διαφέρω	diafe/rw	v1pfim---
διοτρεφές	diotrefe/s	Διοτρεφής	*diotrefh/s	n-s---mv-
διοτρεφές	diotrefe/s	Διοτρεφής	*diotrefh/s	n-s---fv-
διοτρεφές	diotrefe/s	Διοτρεφής	*diotrefh/s	n-s---nn-
διοτρεφές	diotrefe/s	Διοτρεφής	*diotrefh/s	n-s---nv-
διοτρεφές	diotrefe/s	Διοτρεφής	*diotrefh/s	n-s---na-
διά	dia/	διά	dia/	r--------
διάκτορε	dia/ktore	διάκτορος	dia/ktoros	n-d---mn-
διάκτορε	dia/ktore	διάκτορος	dia/ktoros	n-d---mv-
διάκτορε	dia/ktore	διάκτορος	dia/ktoros	n-d---ma-
διάκτορε	dia/ktore	διάκτορος	dia/ktoros	n-s---mv-
διάκτορε	dia/ktore	διάκτωρ	dia/ktwr	n-d---mn-
διάκτορε	dia/ktore	διάκτωρ	dia/ktwr	n-d---mv-
διάκτορε	dia/ktore	διάκτωρ	dia/ktwr	n-d---ma-
διάκτορον	dia/ktoron	διάκτορος	dia/ktoros	n-s---ma-
διέκ	die/k	διέκ	die/k	r--------
διέπλεκε	die/pleke	διαπλέκω	diaple/kw	v3siia---
διέπουσι	die/pousi	διέπω	die/pw	v3ppia---
διέπουσι	die/pousi	διέπω	die/pw	v-pppamd-
διέπουσι	die/pousi	διέπω	die/pw	v-pppand-
διέπρεπεν	die/prepen	διαπρέπω	diapre/pw	v3siia---
διέτριβε	die/tribe	διατρίβω	diatri/bw	v3siia---
διήλασε	dih/lase	διελαύνω	dielau/nw	v3saia---
δοιά	doia/	δοιάς	doia/s	n-s---fv-
δοιά	doia/	δοιή	doih/	n-d---fn-
δοιά	doia/	δοιή	doih/	n-d---fv-
δοιά	doia/	δοιή	doih/	n-d---fa-
δοιά	doia/	δοιή	doih/	n-s---fn-
δοιά	doia/	δοιή	doih/	n-s---fv-
δοιά	doia/	δοιοί	doioi/	a-p---nn-
δοιά	doia/	δοιοί	doioi/	a-p---nv-
δοιά	doia/	δοιοί	doioi/	a-p---na-
δοιάς	doia/s	δοιάς	doia/s	n-s---fn-
δοιάς	doia/s	δοιή	doih/	n-p---fa-
δοιάς	doia/s	δοιοί	doioi/	a-p---fa-
δολιχήν	dolixh/n	δολιχός	dolixo/s	a-s---fa-
δολιχῆς	dolixh=s	δολιχός	dolixo/s	a-s---fg-
δολομῆτα	dolomh=ta	δολομήτης	dolomh/ths	n-s---mv-
δολομῆτα	dolomh=ta	δολομήτης	dolomh/ths	n-s---mn-
δολοφραδές	dolofrade/s	δολοφραδής	dolofradh/s	n-s---mv-
δολοφραδές	dolofrade/s	δολοφραδής	dolofradh/s	n-s---fv-
δολοφραδές	dolofrade/s	δολοφραδής	dolofradh/s	n-s---nn-
δολοφραδές	dolofrade/s	δολοφραδής	dolofradh/s	n-s---nv-
δολοφραδές	dolofrade/s	δολοφραδής	dolofradh/s	n-s---na-
δολοφροσύνην	dolofrosu/nhn	δολοφροσύνη	dolofrosu/nh	n-s---fa-
δολίης	doli/hs	δόλιος	do/lios	a-s---fg-
δολίης	doli/hs	δολία	doli/a	n-s---fg-
δολίῃς	doli/h|s	δόλιος	do/lios	a-p---fd-
δολίῃς	doli/h|s	δολία	doli/a	n-p---fd-
δονέουσαι	done/ousai	δονέω	done/w	v-pppafn-
δονέουσαι	done/ousai	δονέω	done/w	v-pppafv-
δουρατέοισι	dourate/oisi	δουράτεος	doura/teos	a-p---md-
δουρατέοισι	dourate/oisi	δουράτεος	doura/teos	a-p---nd-
δοχμωθείς	doxmwqei/s	δοχμόομαι	doxmo/omai	v-sappmn-
δοχμωθείς	doxmwqei/s	δοχμόομαι	doxmo/omai	v-sappmv-
δρυσί	drusi/	δρῦς	dru=s	n-p---fd-
δυήπαθον	duh/paqon	δυήπαθος	duh/paqos	n-s---ma-
δυήπαθον	duh/paqon	δυήπαθος	duh/paqos	n-s---fa-
δυήπαθον	duh/paqon	δυήπαθος	duh/paqos	n-s---nn-
δυήπαθον	duh/paqon	δυήπαθος	duh/paqos	n-s---nv-
δυήπαθον	duh/paqon	δυήπαθος	duh/paqos	n-s---na-
δάφνης	da/fnhs	δάφνη	da/fnh	n-s---fg-
δέ	de/	δέ	de/	g--------
δέγμενος	de/gmenos	δέχομαι	de/xomai	v-sapemn-
δέκατος	de/katos	δέκατος	de/katos	a-s---mn-
δέμων	de/mwn	δέμω	de/mw	v-sppamn-
δέξο	de/co	δέχομαι	de/xomai	v2samm---
δέρμα	de/rma	δέρμα	de/rma	n-s---nn-
δέρμα	de/rma	δέρμα	de/rma	n-s---nv-
δέρμα	de/rma	δέρμα	de/rma	n-s---na-
δή	dh/	δή	dh/	g--------
δίδωμι	di/dwmi	δίδωμι	di/dwmi	v1spia---
δίκην	di/khn	δίκη	di/kh	n-s---fa-
δίκης	di/khs	δίκη	di/kh	n-s---fg-
δόλον	do/lon	δόλος	do/los	n-s---ma-
δόμοι	do/moi	δόμος	do/mos	n-p---mn-
δόμοι	do/moi	δόμος	do/mos	n-p---mv-
δόμοιο	do/moio	δόμος	do/mos	n-s---mg-
δόμον	do/mon	δόμος	do/mos	n-s---ma-
δόμους	do/mous	δόμος	do/mos	n-p---ma-
δόμους	do/mous	δομόω	domo/w	v2siia---
δόμων	do/mwn	δόμος	do/mos	n-p---mg-
δόμων	do/mwn	δομάω	doma/w	v3piia---
δόμων	do/mwn	δομάω	doma/w	v1siia---
δόμῳ	do/mw|	δόμος	do/mos	n-s---md-
δόνακας	do/nakas	δόναξ	do/nac	n-p---ma-
δός	do/s	δίδωμι	di/dwmi	v2sama---
δύναμαι	du/namai	δύναμαι	du/namai	v1spie---
δύναμις	du/namis	δύναμις	du/namis	n-s---fn-
δύω	du/w	δύο	du/o	m--------
δύω	du/w	δύω2	du/w2	v1sasa---
δύω	du/w	δύω2	du/w2	v1spsa---
δύω	du/w	δύω2	du/w2	v1spia---
δώδεκα	dw/deka	δώδεκα	dw/deka	m--------
δώματα	dw/mata	δῶμα	dw=ma	n-p---nn-
δώματα	dw/mata	δῶμα	dw=ma	n-p---nv-
δώματα	dw/mata	δῶμα	dw=ma	n-p---na-
δώματ’	dw/mat'	δῶμα	dw=ma	n-p---nn-
δώματ’	dw/mat'	δῶμα	dw=ma	n-p---nv-
δώματ’	dw/mat'	δῶμα	dw=ma	n-p---na-
δώματ’	dw/mat'	δῶμα	dw=ma	n-s---nd-
δώματ’	dw/mat'	δῶμα	dw=ma	n-d---nn-
δώματ’	dw/mat'	δῶμα	dw=ma	n-d---nv-
δώματ’	dw/mat'	δῶμα	dw=ma	n-d---na-
δώσει	dw/sei	δίδωμι	di/dwmi	v2sfim---
δώσει	dw/sei	δίδωμι	di/dwmi	v3sfia---
δώσω	dw/sw	δίδωμι	di/dwmi	v1sfia---
δώῃσι	dw/h|si	δίδωμι	di/dwmi	v3sasa---
δώῃσι	dw/h|si	δίδωμι	di/dwmi	v3sasa---
δῖα	di=a	δῖος	di=os	n-s---fn-
δῖα	di=a	δῖος	di=os	n-s---fv-
δῖα	di=a	δῖος	di=os	a-p---nn-
δῖα	di=a	δῖος	di=os	a-p---nv-
δῖα	di=a	δῖος	di=os	a-p---na-
δῖα	di=a	δῖος	di=os	n-p---nn-
δῖα	di=a	δῖος	di=os	n-p---nv-
δῖα	di=a	δῖος	di=os	n-p---na-
δῶμα	dw=ma	δῶμα	dw=ma	n-s---nn-
δῶμα	dw=ma	δῶμα	dw=ma	n-s---nv-
δῶμα	dw=ma	δῶμα	dw=ma	n-s---na-
δῶρα	dw=ra	δῶρον	dw=ron	n-p---nn-
δῶρα	dw=ra	δῶρον	dw=ron	n-p---nv-
δῶρα	dw=ra	δῶρον	dw=ron	n-p---na-
δῶρον	dw=ron	δῶρον	dw=ron	n-s---nn-
δῶρον	dw=ron	δῶρον	dw=ron	n-s---nv-
δῶρον	dw=ron	δῶρον	dw=ron	n-s---na-
εἰ	ei)	εἰ	ei)	c--------
εἰδήσεις	ei)dh/seis	εἴδησις	ei)/dhsis	n-p---fn-
εἰδήσεις	ei)dh/seis	εἴδησις	ei)/dhsis	n-p---fv-
εἰδήσεις	ei)dh/seis	εἴδησις	ei)/dhsis	n-p---fn-
εἰδήσεις	ei)dh/seis	εἴδησις	ei)/dhsis	n-p---fa-
εἰδήσεις	ei)dh/seis	εἶδον	ei)=don	v2sfia---
εἰλυμένον	ei)lume/non	εἰλύω	ei)lu/w	v-srpema-
εἰλυμένον	ei)lume/non	εἰλύω	ei)lu/w	v-srpenn-
εἰλυμένον	ei)lume/non	εἰλύω	ei)lu/w	v-srpenv-
εἰλυμένον	ei)lume/non	εἰλύω	ei)lu/w	v-srpena-
εἰλυμένος	ei)lume/nos	εἰλύω	ei)lu/w	v-srpemn-
εἰλίποδας	ei)li/podas	εἰλίπους	ei)li/pous	n-p---ma-
εἰλίποδας	ei)li/podas	εἰλίπους	ei)li/pous	n-p---fa-
εἰμι	ei)mi	εἰμί	ei)mi/	v1spia---
εἰπέ	ei)pe/	εἶπον	ei)=pon	v2sama---
εἰπών	ei)pw/n	εἶπον	ei)=pon	v-sapamn-
εἰροπόκοις	ei)ropo/kois	εἰροπόκος	ei)ropo/kos	n-p---md-
εἰροπόκοις	ei)ropo/kois	εἰροπόκος	ei)ropo/kos	n-p---fd-
εἰροπόκοις	ei)ropo/kois	εἰροπόκος	ei)ropo/kos	n-p---nd-
εἰρωτᾷς	ei)rwta=|s	ἐρωτάω	e)rwta/w	v2spsa---
εἰρωτᾷς	ei)rwta=|s	ἐρωτάω	e)rwta/w	v2spia---
εἰρύσατο	ei)ru/sato	ἐρύω	e)ru/w	v3saim---
εἰρύσατο	ei)ru/sato	ἐρύω	e)ru/w	v3saim---
εἰρύσατο	ei)ru/sato	ἐρύω	e)ru/w	v3saim---
εἰς	ei)s	εἰς	ei)s	r--------
εἰσενόησεν	ei)seno/hsen	εἰσνοέω	ei)snoe/w	v3saia---
εἰσί	ei)si/	εἰμί	ei)mi/	v3ppia---
εἰσ’	ei)s'	εἰμί	ei)mi/	v3ppia---
εἴ	ei)/	εἰ	ei)	c--------
εἴην	ei)/hn	εἰμί	ei)mi/	v1spoa---
εἴρετο	ei)/reto	ἔρομαι	e)/romai	v3siie---
εἴρετο	ei)/reto	ἔρομαι	e)/romai	v3siie---
εἴρετο	ei)/reto	εἴρω	ei)/rw	v3siie---
εἴρετο	ei)/reto	εἴρω	ei)/rw	v3siie---
εἴρετο	ei)/reto	εἴρω2	ei)/rw2	v3siim---
εἴς	ei)/s	εἰς	ei)s	r--------
εἴσεσθαι	ei)/sesqai	εἶμι	ei)=mi	v--fnm---
εἴσεσθαι	ei)/sesqai	οἶδα	oi)=da	v--fnm---
εἴσω	ei)/sw	εἴδομαι	ei)/domai	v1sasa---
εἴσω	ei)/sw	εἴσω	ei)/sw	d--------
εἴτε	ei)/te	εἴτε	ei)/te	d--------
εἵματα	ei(/mata	εἷμα	ei(=ma	n-p---nn-
εἵματα	ei(/mata	εἷμα	ei(=ma	n-p---nv-
εἵματα	ei(/mata	εἷμα	ei(=ma	n-p---na-
εἵσω	ei(/sw	ἵζω	i(/zw	v2saim---
εἵσω	ei(/sw	ἵζω	i(/zw	v1sasa---
εἵσω	ei(/sw	ἵζω	i(/zw	v2saim---
εἶμι	ei)=mi	εἶμι	ei)=mi	v1spia---
εἶναι	ei)=nai	εἰμί	ei)mi/	v--pna---
εἶπε	ei)=pe	εἶπον	ei)=pon	v3saia---
εἶπε	ei)=pe	εἶπον	ei)=pon	v2sama---
εἶπε	ei)=pe	εἶπον	ei)=pon	v3saia---
εἶπε	ei)=pe	εἶπον	ei)=pon	v3saia---
εἶπε	ei)=pe	εἶπον	ei)=pon	v3saia---
εἶπε	ei)=pe	εἶπος	ei)=pos	n-s---mv-
εἶπέ	ei)=pe/	εἶπον	ei)=pon	v3saia---
εἶπέ	ei)=pe/	εἶπον	ei)=pon	v2sama---
εἶπέ	ei)=pe/	εἶπον	ei)=pon	v3saia---
εἶπέ	ei)=pe/	εἶπον	ei)=pon	v3saia---
εἶπέ	ei)=pe/	εἶπον	ei)=pon	v3saia---
εἶπέ	ei)=pe/	εἶπος	ei)=pos	n-s---mv-
εἶσιν	ei)=sin	εἴσειμι	ei)/seimi	v3piia---
εἶσιν	ei)=sin	εἶμι	ei)=mi	v3spia---
εἶχε	ei)=xe	ἔχω	e)/xw	v3siia---
εἶχεν	ei)=xen	ἔχω	e)/xw	v3siia---
εἷλκε	ei(=lke	ἕλκω	e(/lkw	v3siia---
εὐθύ	eu)qu/	εὐθύσ1	eu)qu/s1	a-s---mv-
εὐθύ	eu)qu/	εὐθύσ1	eu)qu/s1	a-s---nn-
εὐθύ	eu)qu/	εὐθύσ1	eu)qu/s1	a-s---nv-
εὐθύ	eu)qu/	εὐθύσ1	eu)qu/s1	a-s---na-
εὐθύ	eu)qu/	εὐθύσ2	eu)qu/s2	d--------
εὐθύς	eu)qu/s	εὐθύσ1	eu)qu/s1	a-s---mn-
εὐθύς	eu)qu/s	εὐθύσ2	eu)qu/s2	d--------
εὐκόσμητα	eu)ko/smhta	εὐκόσμητος	eu)ko/smhtos	n-p---nn-
εὐκόσμητα	eu)ko/smhta	εὐκόσμητος	eu)ko/smhtos	n-p---nv-
εὐκόσμητα	eu)ko/smhta	εὐκόσμητος	eu)ko/smhtos	n-p---na-
εὐμόλπει	eu)mo/lpei	εὐμολπέω	eu)molpe/w	v2spma---
εὐμόλπει	eu)mo/lpei	εὐμολπέω	eu)molpe/w	v3siia---
εὐρεῖα	eu)rei=a	εὐρύς	eu)ru/s	a-s---fn-
εὐρεῖα	eu)rei=a	εὐρύς	eu)ru/s	a-s---fv-
εὐρυμετώπους	eu)rumetw/pous	εὐρυμέτωπος	eu)rume/twpos	n-p---ma-
εὐρυμετώπους	eu)rumetw/pous	εὐρυμέτωπος	eu)rume/twpos	n-p---fa-
εὐρυμετώπων	eu)rumetw/pwn	εὐρυμέτωπος	eu)rume/twpos	n-p---mg-
εὐρυμετώπων	eu)rumetw/pwn	εὐρυμέτωπος	eu)rume/twpos	n-p---fg-
εὐρυμετώπων	eu)rumetw/pwn	εὐρυμέτωπος	eu)rume/twpos	n-p---ng-
εὐρέας	eu)re/as	εὐρύς	eu)ru/s	a-p---fa-
εὐρέας	eu)re/as	εὐρύς	eu)ru/s	a-p---ma-
εὐρύν	eu)ru/n	εὐρύς	eu)ru/s	a-s---ma-
εὐρύοπα	eu)ru/opa	εὐρύοπα	eu)ru/opa	n-s---mn-
εὐρύοπα	eu)ru/opa	εὐρύοπα	eu)ru/opa	n-s---mv-
εὐρύοπα	eu)ru/opa	εὐρύοπα	eu)ru/opa	n-s---ma-
εὐφροσύνην	eu)frosu/nhn	εὐφρόσυνος	eu)fro/sunos	a-s---fa-
εὐφροσύνην	eu)frosu/nhn	εὐφροσύνη	eu)frosu/nh	n-s---fa-
εὐώδεος	eu)w/deos	εὐώδης	eu)w/dhs	n-s---mg-
εὐώδεος	eu)w/deos	εὐώδης	eu)w/dhs	n-s---fg-
εὐώδεος	eu)w/deos	εὐώδης	eu)w/dhs	n-s---ng-
εὑρήσω	eu(rh/sw	εὑρίσκω	eu(ri/skw	v1sfia---
εὑρών	eu(rw/n	εὑρίσκω	eu(ri/skw	v-sapamn-
εὔκηλος	eu)/khlos	εὔκηλος	eu)/khlos	n-s---mn-
εὔκηλος	eu)/khlos	εὔκηλος	eu)/khlos	n-s---fn-
εὔχεαι	eu)/xeai	εὔχομαι	eu)/xomai	v2spie---
εὖ	eu)=	εὖ	eu)=	d--------
εὖτ’	eu)=t'	εὖτε	eu)=te	c--------
εὗρε	eu(=re	εὑρίσκω	eu(ri/skw	v3saia---
εὗρε	eu(=re	εὑρίσκω	eu(ri/skw	v2sama---
εὗρε	eu(=re	εὑρίσκω	eu(ri/skw	v3saia---
εὗρε	eu(=re	εὑρίσκω	eu(ri/skw	v3saia---
εὗρε	eu(=re	εὑρίσκω	eu(ri/skw	v3saia---
εὗρεν	eu(=ren	εὑρίσκω	eu(ri/skw	v3saia---
εὗρεν	eu(=ren	εὑρίσκω	eu(ri/skw	v3saia---
εὗρεν	eu(=ren	εὑρίσκω	eu(ri/skw	v3saia---
εὗρεν	eu(=ren	εὑρίσκω	eu(ri/skw	v3saia---
εὗρον	eu(=ron	εὑρίσκω	eu(ri/skw	v2sama---
εὗρον	eu(=ron	εὑρίσκω	eu(ri/skw	v3paia---
εὗρον	eu(=ron	εὑρίσκω	eu(ri/skw	v1saia---
εὗρον	eu(=ron	εὑρίσκω	eu(ri/skw	v3paia---
εὗρον	eu(=ron	εὑρίσκω	eu(ri/skw	v1saia---
ζαμενέστατε	zamene/state	ζαμενής	zamenh/s	a-s---mvs
ζεῦ	zeu=	ζέω	ze/w	v2spme---
ζεῦ	zeu=	ζέω	ze/w	v2siie---
ζητεύειν	zhteu/ein	ζητεύω	zhteu/w	v--pna---
ζυγόν	zugo/n	ζυγόν	zugo/n	n-s---ma-
ζυγόν	zugo/n	ζυγόν	zugo/n	n-s---nn-
ζυγόν	zugo/n	ζυγόν	zugo/n	n-s---nv-
ζυγόν	zugo/n	ζυγόν	zugo/n	n-s---na-
ζυγόν	zugo/n	ζυγός	zugo/s	n-s---ma-
ζάθεον	za/qeon	ζάθεος	za/qeos	a-s---ma-
ζάθεον	za/qeon	ζάθεος	za/qeos	a-s---nn-
ζάθεον	za/qeon	ζάθεος	za/qeos	a-s---nv-
ζάθεον	za/qeon	ζάθεος	za/qeos	a-s---na-
ζάθεον	za/qeon	ζάθεος	za/qeos	n-s---ma-
ζάθεον	za/qeon	ζάθεος	za/qeos	n-s---fa-
ζάθεον	za/qeon	ζάθεος	za/qeos	n-s---nn-
ζάθεον	za/qeon	ζάθεος	za/qeos	n-s---nv-
ζάθεον	za/qeon	ζάθεος	za/qeos	n-s---na-
ζήτει	zh/tei	ζητέω	zhte/w	v2spma---
ζήτει	zh/tei	ζητέω	zhte/w	v3siia---
ζόφον	zo/fon	ζόφος	zo/fos	n-s---ma-
ζώουσα	zw/ousa	ζώω	zw/w	v-sppafn-
ζώουσα	zw/ousa	ζώω	zw/w	v-sppafv-
ζώουσ’	zw/ous'	ζώω	zw/w	v-sppafn-
ζώουσ’	zw/ous'	ζώω	zw/w	v-sppafv-
ζώουσ’	zw/ous'	ζώω	zw/w	v-pppamd-
ζώουσ’	zw/ous'	ζώω	zw/w	v-pppand-
ζώουσ’	zw/ous'	ζώω	zw/w	v3ppia---
ζώουσ’	zw/ous'	ζώω	zw/w	v-pppafn-
ζώουσ’	zw/ous'	ζώω	zw/w	v-pppafv-
ηὔδα	hu)/da	αὐδάω	au)da/w	v3siia---
θαασσέμεν	qaasse/men	θαάσσω	qaa/ssw	v--pna---
θαλάσσης	qala/sshs	θάλασσα	qa/lassa	n-s---fg-
θαλίῃς	qali/h|s	θαλία	qali/a	n-p---fd-
θαλίῃσι	qali/h|si	θαλία	qali/a	n-p---fd-
θαμειαί	qameiai/	θαμέες	qame/es	a-p---fn-
θαμειαί	qameiai/	θαμέες	qame/es	a-p---fn-
θαμειαί	qameiai/	θαμέες	qame/es	a-p---fv-
θαρσήσας	qarsh/sas	θαρσέω	qarse/w	v-sapamn-
θαρσήσας	qarsh/sas	θαρσέω	qarse/w	v-sapamv-
θαυμασίην	qaumasi/hn	θαυμάσιος	qauma/sios	a-s---fa-
θαυματά	qaumata/	θαυματός	qaumato/s	a-p---nn-
θαυματά	qaumata/	θαυματός	qaumato/s	a-p---nv-
θαυματά	qaumata/	θαυματός	qaumato/s	a-p---na-
θαυματά	qaumata/	θαυματός	qaumato/s	a-d---fn-
θαυματά	qaumata/	θαυματός	qaumato/s	a-d---fv-
