Αἰγεΐδη	*ai)gei+/dh	Αἰγεΐδης	*ai)gei/+dhs	n-s---mv-
αἰσχύνομαί	ai)sxu/nomai/	αἰσχύνω	ai)sxu/nw	v1spie---
αἰτεῖ	ai)tei=	αἰτέω	ai)te/w	v2spie---
αἰτεῖ	ai)tei=	αἰτέω	ai)te/w	v3spia---
αἰτεῖσθαί	ai)tei=sqai/	αἰτέω	ai)te/w	v--pne---
αἰτοίη	ai)toi/h	αἰτέω	ai)te/w	v3spoa---
αἰτοῦμεν	ai)tou=men	αἰτέω	ai)te/w	v1ppia---
αἰτοῦμεν	ai)tou=men	αἰτέω	ai)te/w	v1piia---
αἰτῶ	ai)tw=	αἰτέω	ai)te/w	v1spsa---
αἰτῶ	ai)tw=	αἰτέω	ai)te/w	v1spia---
αἱ	ai(	ὁ	o(	l-p---fn-
αἱ	ai(	ὁ	o(	l-p---fv-
αἱματοπώτην	ai(matopw/thn	αἱματοπώτης	ai(matopw/ths	n-s---ma-
αἱματοπώτης	ai(matopw/ths	αἱματοπώτης	ai(matopw/ths	n-s---mn-
αἱμύλοις	ai(mu/lois	αἱμύλος	ai(mu/los	a-p---md-
αἱμύλοις	ai(mu/lois	αἱμύλος	ai(mu/los	a-p---nd-
αἱμύλοις	ai(mu/lois	αἱμύλος	ai(mu/los	n-p---md-
αἱμύλοις	ai(mu/lois	αἱμύλος	ai(mu/los	n-p---fd-
αἱμύλοις	ai(mu/lois	αἱμύλος	ai(mu/los	n-p---nd-
αἱρετώτερος	ai(retw/teros	αἱρετός	ai(reto/s	a-s---mn-
αἱροῦσι	ai(rou=si	αἱρέω	ai(re/w	v-pppamd-
αἱροῦσι	ai(rou=si	αἱρέω	ai(re/w	v-pppand-
αἱροῦσι	ai(rou=si	αἱρέω	ai(re/w	v3ppia---
αἱρήσω	ai(rh/sw	αἱρέω	ai(re/w	v1sasa---
αἱρήσω	ai(rh/sw	αἱρέω	ai(re/w	v1sfia---
αἱρήσω	ai(rh/sw	αἱρέω	ai(re/w	v2saim---
αἴ	ai)/	αἴ	ai)/	x--------
αἴ	ai)/	εἰ	ei)	c--------
αἴρεσθ’	ai)/resq'	αἴρω	ai)/rw	v2ppme---
αἴρεσθ’	ai)/resq'	αἴρω	ai)/rw	v2ppie---
αἴρεσθ’	ai)/resq'	αἴρω	ai)/rw	v--pne---
αἴρεσθ’	ai)/resq'	αἴρω	ai)/rw	v2piie---
αἴτιος	ai)/tios	αἴτιος	ai)/tios	a-s---mn-
αἴτιος	ai)/tios	αἴτιος	ai)/tios	n-s---mn-
αἴτιος	ai)/tios	αἴτιος	ai)/tios	n-s---fn-
αἵ	ai(/	ὁ	o(	l-p---fn-
αἵ	ai(/	ὁ	o(	l-p---fv-
αἵ	ai(/	ὅς	o(/s	p-p---fn-
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---nn-
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---nv-
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---na-
αἷς	ai(=s	ὅς	o(/s	p-p---fd-
αὐταῖς	au)tai=s	αὐτός	au)to/s	n-p---fd-
αὐταῖσι	au)tai=si	αὐτός	au)to/s	n-p---fd-
αὐτομολῶμεν	au)tomolw=men	αὐτομολέω	au)tomole/w	v1ppsa---
αὐτούς	au)tou/s	αὐτός	au)to/s	n-p---ma-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	n-p---nd-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	n-p---md-
αὐτοῖσι	au)toi=si	αὐτός	au)to/s	n-p---nd-
αὐτοῖσι	au)toi=si	αὐτός	au)to/s	n-p---md-
αὐτοῦ	au)tou=	αὐτός	au)to/s	n-s---ng-
αὐτοῦ	au)tou=	αὐτός	au)to/s	n-s---mg-
αὐτοῦ	au)tou=	αὐτοῦ	au)tou=	d--------
αὐτά	au)ta/	αὐτός	au)to/s	n-p---nn-
αὐτά	au)ta/	αὐτός	au)to/s	n-p---nv-
αὐτά	au)ta/	αὐτός	au)to/s	n-p---na-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fn-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fv-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fa-
αὐτά	au)ta/	αὐτός	au)to/s	n-s---fn-
αὐτά	au)ta/	αὐτός	au)to/s	n-s---fv-
αὐτάς	au)ta/s	αὐτός	au)to/s	n-p---fa-
αὐτή	au)th/	αὐτός	au)to/s	n-s---fn-
αὐτή	au)th/	αὐτός	au)to/s	n-s---fv-
αὐτήν	au)th/n	αὐτός	au)to/s	n-s---fa-
αὐτίκα	au)ti/ka	αὐτίκα	au)ti/ka	d--------
αὐτό	au)to/	αὐτός	au)to/s	n-s---nn-
αὐτό	au)to/	αὐτός	au)to/s	n-s---nv-
αὐτό	au)to/	αὐτός	au)to/s	n-s---na-
αὐτόθεν	au)to/qen	αὐτόθεν	au)to/qen	d--------
αὐτόθι	au)to/qi	αὐτόθι	au)to/qi	d--------
αὐτόν	au)to/n	αὐτός	au)to/s	n-s---ma-
αὐτός	au)to/s	αὐτός	au)to/s	n-s---mn-
αὐτόχρημ’	au)to/xrhm'	αὐτόχρημα	au)to/xrhma	d--------
αὐτῇ	au)th=|	αὐτός	au)to/s	n-s---fd-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---ng-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---fg-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---mg-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---nd-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---md-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	n-s---ng-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	n-s---mg-
αὔριον	au)/rion	αὔριον	au)/rion	d--------
αὕτη	au(/th	οὗτος	ou(=tos	n-s---fn-
αὕτη	au(/th	οὗτος	ou(=tos	n-s---fv-
αὖ	au)=	αὗ	au(=	x--------
αὖ	au)=	αὖ	au)=	d--------
αὖθις	au)=qis	αὖθις	au)=qis	d--------
αὖον	au)=on	αὔω1	au)/w1	v3piia---
αὖον	au)=on	αὔω1	au)/w1	v1siia---
αὖον	au)=on	αὔω1	au)/w1	v-sppamv-
αὖον	au)=on	αὔω1	au)/w1	v-sppann-
αὖον	au)=on	αὔω1	au)/w1	v-sppanv-
αὖον	au)=on	αὔω1	au)/w1	v-sppana-
αὖον	au)=on	αὔω1	au)/w1	v3piia---
αὖον	au)=on	αὔω1	au)/w1	v1siia---
αὖον	au)=on	αὔω2	au)/w2	v3piia---
αὖον	au)=on	αὔω2	au)/w2	v1siia---
αὖον	au)=on	αὔω2	au)/w2	v-sppamv-
αὖον	au)=on	αὔω2	au)/w2	v-sppann-
αὖον	au)=on	αὔω2	au)/w2	v-sppanv-
αὖον	au)=on	αὔω2	au)/w2	v-sppana-
αὖον	au)=on	αὔω2	au)/w2	v3piia---
αὖον	au)=on	αὔω2	au)/w2	v1siia---
αὖον	au)=on	αὖος	au)=os	a-s---ma-
αὖον	au)=on	αὖος	au)=os	a-s---nn-
αὖον	au)=on	αὖος	au)=os	a-s---nv-
αὖον	au)=on	αὖος	au)=os	a-s---na-
βακχέβακχον	bakxe/bakxon	Βακχέβακχον	*bakxe/bakxon	n-s---ma-
βαλανείων	balanei/wn	βαλανεῖον	balanei=on	n-p---ng-
βαλανείῳ	balanei/w|	βαλανεῖον	balanei=on	n-s---nd-
βαλανεῦσι	balaneu=si	βαλανεύς	balaneu/s	n-p---md-
βαλανεῦσι	balaneu=si	βαλανόω	balano/w	v-pppamd-
βαλανεῦσι	balaneu=si	βαλανόω	balano/w	v-pppand-
βαλανεῦσι	balaneu=si	βαλανόω	balano/w	v3ppia---
βαλβίδων	balbi/dwn	βαλβίς	balbi/s	n-p---fg-
βαλλαντίῳ	ballanti/w|	βαλλάντιον	balla/ntion	n-s---nd-
βαλλάντια	balla/ntia	βαλλάντιον	balla/ntion	n-p---nn-
βαλλάντια	balla/ntia	βαλλάντιον	balla/ntion	n-p---nv-
βαλλάντια	balla/ntia	βαλλάντιον	balla/ntion	n-p---na-
βαπτόμενος	bapto/menos	βάπτω	ba/ptw	v-sppemn-
βαρυδαιμονούντων	barudaimonou/ntwn	βαρυδαιμονέω	barudaimone/w	v-pppamg-
βαρυδαιμονούντων	barudaimonou/ntwn	βαρυδαιμονέω	barudaimone/w	v-pppang-
βαρυδαιμονούντων	barudaimonou/ntwn	βαρυδαιμονέω	barudaimone/w	v3ppma---
βασανίζειν	basani/zein	βασανίζω	basani/zw	v--pna---
βασιλεύεις	basileu/eis	βασιλεύω	basileu/w	v2spia---
βασιλεῖ	basilei=	βασιλεύς	basileu/s	n-s---md-
βασιλεῦ	basileu=	βασιλεύς	basileu/s	n-s---mv-
βασάνισον	basa/nison	βασανίζω	basani/zw	v2sama---
βατραχείοις	batraxei/ois	βατράχειος	batra/xeios	n-p---md-
βατραχείοις	batraxei/ois	βατράχειος	batra/xeios	n-p---fd-
βατραχείοις	batraxei/ois	βατράχειος	batra/xeios	n-p---nd-
βατραχίδα	batraxi/da	βατραχίς	batraxi/s	n-s---fa-
βδελυρέ	bdelure/	βδελυρός	bdeluro/s	a-s---mv-
βδελυρόν	bdeluro/n	βδελυρός	bdeluro/s	a-s---ma-
βδελυρόν	bdeluro/n	βδελυρός	bdeluro/s	a-s---nn-
βδελυρόν	bdeluro/n	βδελυρός	bdeluro/s	a-s---nv-
βδελυρόν	bdeluro/n	βδελυρός	bdeluro/s	a-s---na-
βδελυρώτερος	bdelurw/teros	βδελυρός	bdeluro/s	a-s---mn-
βδελύττεται	bdelu/ttetai	βδελύσσομαι	bdelu/ssomai	v3spie---
βδελύττομαί	bdelu/ttomai/	βδελύσσομαι	bdelu/ssomai	v1spie---
βδελύττου	bdelu/ttou	βδελύσσομαι	bdelu/ssomai	v2spme---
βδελύττου	bdelu/ttou	βδελύσσομαι	bdelu/ssomai	v2siie---
βδεόμενοι	bdeo/menoi	βδέω	bde/w	v-pppemn-
βδεόμενοι	bdeo/menoi	βδέω	bde/w	v-pppemv-
βδέοντες	bde/ontes	βδέω	bde/w	v-pppamn-
βδέοντες	bde/ontes	βδέω	bde/w	v-pppamv-
βδύλλει	bdu/llei	βδύλλω	bdu/llw	v2spie---
βδύλλει	bdu/llei	βδύλλω	bdu/llw	v3spia---
βεβηκώς	bebhkw/s	βαίνω	bai/nw	v-srpamn-
βεβηκώς	bebhkw/s	βαίνω	bai/nw	v-srpamv-
βελτίον’	belti/on'	βελτίων	belti/wn	a-p---nn-
βελτίον’	belti/on'	βελτίων	belti/wn	a-p---nv-
βελτίον’	belti/on'	βελτίων	belti/wn	a-p---na-
βελτίον’	belti/on'	βελτίων	belti/wn	a-s---ma-
βελτίον’	belti/on'	βελτίων	belti/wn	a-s---fa-
βελτίον’	belti/on'	βελτίων	belti/wn	a-s----d-
βελτίον’	belti/on'	βελτίων	belti/wn	a-d----n-
βελτίον’	belti/on'	βελτίων	belti/wn	a-d----v-
βελτίον’	belti/on'	βελτίων	belti/wn	a-d----a-
βινεσκόμην	binesko/mhn	βινέω	bine/w	v1siie---
βινουμένους	binoume/nous	βινέω	bine/w	v-pppema-
βιώσομαι	biw/somai	βιόω	bio/w	v1sasm---
βιώσομαι	biw/somai	βιόω	bio/w	v1sfim---
βιώσομαι	biw/somai	βιώσκομαι	biw/skomai	v1sasm---
βιώσομαι	biw/somai	βιώσκομαι	biw/skomai	v1sfim---
βλαυτίοισι	blauti/oisi	βλαυτίον	blauti/on	n-p---nd-
βλεπόντων	blepo/ntwn	βλέπω	ble/pw	v-pppamg-
βλεπόντων	blepo/ntwn	βλέπω	ble/pw	v-pppang-
βλεπόντων	blepo/ntwn	βλέπω	ble/pw	v3ppma---
βλεφαρίδας	blefari/das	βλεφαρίς	blefari/s	n-p---fa-
βλέπε	ble/pe	βλέπω	ble/pw	v2spma---
βλέπε	ble/pe	βλέπω	ble/pw	v3siia---
βλέπειν	ble/pein	βλέπω	ble/pw	v--pna---
βλέψειας	ble/yeias	βλέπω	ble/pw	v2saoa---
βλέψον	ble/yon	βλέπω	ble/pw	v2sama---
βλίττεις	bli/tteis	βλίσσω	bli/ssw	v2spia---
βλίττεις	bli/tteis	βλίττω	bli/ttw	v2spia---
βοείου	boei/ou	βόειος	bo/eios	a-s---mg-
βοείου	boei/ou	βόειος	bo/eios	a-s---ng-
βοηθήσουσί	bohqh/sousi/	βοηθέω	bohqe/w	v3pasa---
βοηθήσουσί	bohqh/sousi/	βοηθέω	bohqe/w	v-pfpamd-
βοηθήσουσί	bohqh/sousi/	βοηθέω	bohqe/w	v-pfpand-
βοηθήσουσί	bohqh/sousi/	βοηθέω	bohqe/w	v3pfia---
βολίτοις	boli/tois	βόλιτον	bo/liton	n-p---md-
βολίτοις	boli/tois	βόλιτον	bo/liton	n-p---nd-
βολίτοις	boli/tois	βόλιτος	bo/litos	n-p---md-
βορβοροτάραξι	borborota/raci	βορβοροτάραξις	borborota/racis	n-s---fv-
βοράν	bora/n	βορά	bora/	n-s---fa-
βοράν	bora/n	βορός	boro/s	a-s---fa-
βουλαῖς	boulai=s	βουλή	boulh/	n-p---fd-
βουλευματίων	bouleumati/wn	βούλευμα	bou/leuma	n-p---ng-
βουλευματίων	bouleumati/wn	βουλευμάτιον	bouleuma/tion	n-p---ng-
βουλευσαίμεθα	bouleusai/meqa	βουλεύω	bouleu/w	v1paom---
βουλευτήριον	bouleuth/rion	βουλευτήριον	bouleuth/rion	n-s---nn-
βουλευτήριον	bouleuth/rion	βουλευτήριον	bouleuth/rion	n-s---nv-
βουλευτήριον	bouleuth/rion	βουλευτήριον	bouleuth/rion	n-s---na-
βουλευτήριον	bouleuth/rion	βουλευτήριος	bouleuth/rios	n-s---ma-
βουλευτήριον	bouleuth/rion	βουλευτήριος	bouleuth/rios	n-s---fa-
βουλευτήριον	bouleuth/rion	βουλευτήριος	bouleuth/rios	n-s---nn-
βουλευτήριον	bouleuth/rion	βουλευτήριος	bouleuth/rios	n-s---nv-
βουλευτήριον	bouleuth/rion	βουλευτήριος	bouleuth/rios	n-s---na-
βουλεύσαιτ’	bouleu/sait'	βουλεύω	bouleu/w	v3saom---
βουλεύσαιτ’	bouleu/sait'	βουλεύω	bouleu/w	v2paoa---
βουλή	boulh/	βουλή	boulh/	n-s---fn-
βουλή	boulh/	βουλή	boulh/	n-s---fv-
βουλήν	boulh/n	βουλή	boulh/	n-s---fa-
βουλόμενος	boulo/menos	βούλομαι	bou/lomai	v-sppemn-
βουλόμενός	boulo/meno/s	βούλομαι	bou/lomai	v-sppemn-
βουλόμεσθα	boulo/mesqa	βούλομαι	bou/lomai	v1ppie---
βουλόμεσθα	boulo/mesqa	βούλομαι	bou/lomai	v1piie---
βουλόμεσθ’	boulo/mesq'	βούλομαι	bou/lomai	v1ppie---
βουλόμεσθ’	boulo/mesq'	βούλομαι	bou/lomai	v1piie---
βουλῇ	boulh=|	βουλεύς	bouleu/s	n-s---md-
βουλῇ	boulh=|	βουλή	boulh/	n-s---fd-
βουσίν	bousi/n	βοῦς	bou=s	n-p---md-
βουσίν	bousi/n	βοῦς	bou=s	n-p---fd-
βοός	boo/s	βοῦς	bou=s	n-s---mg-
βοός	boo/s	βοῦς	bou=s	n-s---fg-
βούλει	bou/lei	βούλομαι	bou/lomai	v2spie---
βούλεται	bou/letai	βούλομαι	bou/lomai	v3spie---
βούλευμ’	bou/leum'	βούλευμα	bou/leuma	n-s---nn-
βούλευμ’	bou/leum'	βούλευμα	bou/leuma	n-s---nv-
βούλευμ’	bou/leum'	βούλευμα	bou/leuma	n-s---na-
βούλομαι	bou/lomai	βούλομαι	bou/lomai	v1spie---
βούλῃ	bou/lh|	βούλομαι	bou/lomai	v2spse---
βούλῃ	bou/lh|	βούλομαι	bou/lomai	v2spie---
βοῇ	boh=|	βόειος	bo/eios	a-s---fd-
βοῇ	boh=|	βοάω	boa/w	v2spse---
βοῇ	boh=|	βοάω	boa/w	v2spie---
βοῇ	boh=|	βοάω	boa/w	v3spsa---
βοῇ	boh=|	βοάω	boa/w	v3spia---
βοῇ	boh=|	βοάω	boa/w	v2spse---
βοῇ	boh=|	βοάω	boa/w	v2spie---
βοῇ	boh=|	βοάω	boa/w	v3spsa---
βοῇ	boh=|	βοείη	boei/h	n-s---fd-
βοῇ	boh=|	βοεύς	boeu/s	n-s---md-
βοῇ	boh=|	βοή	boh/	n-s---fd-
βοῦς	bou=s	βοῦς	bou=s	n-p---ma-
βοῦς	bou=s	βοῦς	bou=s	n-p---fa-
βοῦς	bou=s	βοῦς	bou=s	n-p---mn-
βοῦς	bou=s	βοῦς	bou=s	n-p---mv-
βοῦς	bou=s	βοῦς	bou=s	n-p---fn-
βοῦς	bou=s	βοῦς	bou=s	n-p---fv-
βοῦς	bou=s	βοῦς	bou=s	n-s---mn-
βοῦς	bou=s	βοῦς	bou=s	n-s---mv-
βοῦς	bou=s	βοῦς	bou=s	n-s---fn-
βοῦς	bou=s	βοῦς	bou=s	n-s---fv-
βοῶν	bow=n	βόα	bo/a	n-p---fg-
βοῶν	bow=n	βόειος	bo/eios	a-p---fg-
βοῶν	bow=n	βόειος	bo/eios	a-p---mg-
βοῶν	bow=n	βόειος	bo/eios	a-p---ng-
βοῶν	bow=n	βοάω	boa/w	v-sppamv-
βοῶν	bow=n	βοάω	boa/w	v-sppann-
βοῶν	bow=n	βοάω	boa/w	v-sppanv-
βοῶν	bow=n	βοάω	boa/w	v-sppana-
βοῶν	bow=n	βοάω	boa/w	v-sppamn-
βοῶν	bow=n	βοάω	boa/w	v-sppamn-
βοῶν	bow=n	βοή	boh/	n-p---fg-
βοῶν	bow=n	βοόω	boo/w	v-sppamv-
βοῶν	bow=n	βοόω	boo/w	v-sppann-
βοῶν	bow=n	βοόω	boo/w	v-sppanv-
βοῶν	bow=n	βοόω	boo/w	v-sppana-
βοῶν	bow=n	βοόω	boo/w	v-sppamn-
βοῶν	bow=n	βοόω	boo/w	v--pna---
βοῶν	bow=n	βοῦς	bou=s	n-p---mg-
βοῶν	bow=n	βοῦς	bou=s	n-p---fg-
βοῶντες	bow=ntes	βοάω	boa/w	v-pppamn-
βοῶντες	bow=ntes	βοάω	boa/w	v-pppamv-
βοῶντες	bow=ntes	βοόω	boo/w	v-pppamn-
βοῶντες	bow=ntes	βοόω	boo/w	v-pppamv-
βραχύ	braxu/	βραχύς	braxu/s	a-s---mv-
βραχύ	braxu/	βραχύς	braxu/s	a-s---nn-
βραχύ	braxu/	βραχύς	braxu/s	a-s---nv-
βραχύ	braxu/	βραχύς	braxu/s	a-s---na-
βριμήσαιο	brimh/saio	βριμάομαι	brima/omai	v2saoe---
βροτοί	brotoi/	βροτόομαι	broto/omai	v2spse---
βροτοί	brotoi/	βροτόομαι	broto/omai	v2spie---
βροτοί	brotoi/	βροτός	broto/s	n-p---mn-
βροτοί	brotoi/	βροτός	broto/s	n-p---mv-
βρέτας	bre/tas	βρέτας	bre/tas	n-s---nn-
βρέτας	bre/tas	βρέτας	bre/tas	n-s---nv-
βρέτας	bre/tas	βρέτας	bre/tas	n-s---na-
βρύλλων	bru/llwn	βρύλλω	bru/llw	v-sppamn-
βυθοῦ	buqou=	βυθάω	buqa/w	v2spme---
βυθοῦ	buqou=	βυθάω	buqa/w	v2siie---
βυθοῦ	buqou=	βυθός	buqo/s	n-s---mg-
βυθῷ	buqw=|	βυθάω	buqa/w	v3spoa---
βυθῷ	buqw=|	βυθός	buqo/s	n-s---md-
βυρσαίετον	bursai/eton	βυρσαίετος	bursai/etos	n-s---ma-
βυρσαίετος	bursai/etos	βυρσαίετος	bursai/etos	n-s---mn-
βυρσοδέψην	bursode/yhn	βυρσοδέψης	bursode/yhs	n-s---ma-
βυρσοπαφλαγών	bursopaflagw/n	βυρσοπαφλαγών	bursopaflagw/n	n-s---mn-
βυρσοπαφλαγών	bursopaflagw/n	βυρσοπαφλαγών	bursopaflagw/n	n-s---mv-
βυρσοπωλῶν	bursopwlw=n	βυρσοπώλης	bursopw/lhs	n-p---mg-
βυρσοπώλαισιν	bursopw/laisin	βυρσοπώλης	bursopw/lhs	n-p---md-
βυρσοπώλης	bursopw/lhs	βυρσοπώλης	bursopw/lhs	n-s---mn-
βυρσοπώλου	bursopw/lou	βυρσοπώλης	bursopw/lhs	n-s---mg-
βυρσίνην	bursi/nhn	βύρσινος	bu/rsinos	a-s---fa-
βυρσίνην	bursi/nhn	βυρσίνη	bursi/nh	n-s---fa-
βωμολοχεύμασιν	bwmoloxeu/masin	βωμολόχευμα	bwmolo/xeuma	n-p---nd-
βωμολόχον	bwmolo/xon	βωμολόχος	bwmolo/xos	n-s---ma-
βωμολόχον	bwmolo/xon	βωμολόχος	bwmolo/xos	n-s---fa-
βωμολόχον	bwmolo/xon	βωμολόχος	bwmolo/xos	n-s---nn-
βωμολόχον	bwmolo/xon	βωμολόχος	bwmolo/xos	n-s---nv-
βωμολόχον	bwmolo/xon	βωμολόχος	bwmolo/xos	n-s---na-
βωμολόχον	bwmolo/xon	βωμολόχος	bwmolo/xos	n-s---ma-
βωμολόχος	bwmolo/xos	βωμολόχος	bwmolo/xos	n-s---mn-
βωμολόχος	bwmolo/xos	βωμολόχος	bwmolo/xos	n-s---fn-
βωμολόχος	bwmolo/xos	βωμολόχος	bwmolo/xos	n-s---mn-
βάδιζε	ba/dize	βαδίζω	badi/zw	v2spma---
βάδιζε	ba/dize	βαδίζω	badi/zw	v3siia---
βάδιζέ	ba/dize/	βαδίζω	badi/zw	v2spma---
βάδιζέ	ba/dize/	βαδίζω	badi/zw	v3siia---
βάραθρον	ba/raqron	βάραθρον	ba/raqron	n-s---nn-
βάραθρον	ba/raqron	βάραθρον	ba/raqron	n-s---nv-
βάραθρον	ba/raqron	βάραθρον	ba/raqron	n-s---na-
βάραθρον	ba/raqron	βάραθρος	ba/raqros	n-s---ma-
βάσκανος	ba/skanos	βάσκανος	ba/skanos	n-s---mn-
βάσκανος	ba/skanos	βάσκανος	ba/skanos	n-s---fn-
βέλτιστε	be/ltiste	βέλτιστος	be/ltistos	a-s---mv-
βέλτιστον	be/ltiston	βέλτιστος	be/ltistos	a-s---ma-
βέλτιστον	be/ltiston	βέλτιστος	be/ltistos	a-s---nn-
βέλτιστον	be/ltiston	βέλτιστος	be/ltistos	a-s---nv-
βέλτιστον	be/ltiston	βέλτιστος	be/ltistos	a-s---na-
βέλτιστος	be/ltistos	βέλτιστος	be/ltistos	a-s---mn-
βίον	bi/on	βίος	bi/os	n-s---ma-
βίον	bi/on	βιόω	bio/w	v3paia---
βίᾳ	bi/a|	βία	bi/a	n-p---fn-
βίᾳ	bi/a|	βία	bi/a	n-p---fv-
βίᾳ	bi/a|	βία	bi/a	n-s---fd-
βόα	bo/a	βόα	bo/a	n-d---fn-
βόα	bo/a	βόα	bo/a	n-d---fv-
βόα	bo/a	βόα	bo/a	n-d---fa-
βόα	bo/a	βόα	bo/a	n-s---fn-
βόα	bo/a	βόα	bo/a	n-s---fv-
βόα	bo/a	βοάω	boa/w	v2spma---
βόα	bo/a	βοάω	boa/w	v3siia---
βόα	bo/a	βοῦς	bou=s	n-s---ma-
βόα	bo/a	βοῦς	bou=s	n-s---fa-
βόα	bo/a	βοῦς	bou=s	n-p---nn-
βόα	bo/a	βοῦς	bou=s	n-p---nv-
βόα	bo/a	βοῦς	bou=s	n-p---na-
βόρβορον	bo/rboron	βόρβορος	bo/rboros	n-s---ma-
βόσκω	bo/skw	βόσκω	bo/skw	v1spsa---
βόσκω	bo/skw	βόσκω	bo/skw	v1spia---
βότρυς	bo/trus	βότρυς	bo/trus	n-p---fa-
βότρυς	bo/trus	βότρυς	bo/trus	n-s---fn-
βύρσα	bu/rsa	βύρσα	bu/rsa	n-d---fn-
βύρσα	bu/rsa	βύρσα	bu/rsa	n-d---fv-
βύρσα	bu/rsa	βύρσα	bu/rsa	n-d---fa-
βύρσα	bu/rsa	βύρσα	bu/rsa	n-s---fn-
βύρσα	bu/rsa	βύρσα	bu/rsa	n-s---fv-
βύρσαις	bu/rsais	βύρσα	bu/rsa	n-p---fd-
βύρσης	bu/rshs	βύρσα	bu/rsa	n-s---fg-
βῆμα	bh=ma	βῆμα	bh=ma	n-s---nn-
βῆμα	bh=ma	βῆμα	bh=ma	n-s---nv-
βῆμα	bh=ma	βῆμα	bh=ma	n-s---na-
γαμφηλῇσι	gamfhlh=|si	γαμφηλαί	gamfhlai/	n-p---fd-
γαστρίζομαι	gastri/zomai	γαστρίζω	gastri/zw	v1spie---
γαστρός	gastro/s	γαστήρ	gasth/r	n-s---fg-
γαστέρα	gaste/ra	γαστήρ	gasth/r	n-s---fa-
γε	ge	γε	ge	g--------
γεγενημένος	gegenhme/nos	γίγνομαι	gi/gnomai	v-srpemn-
γεγονέναι	gegone/nai	γίγνομαι	gi/gnomai	v--rna---
γεγένημαι	gege/nhmai	γίγνομαι	gi/gnomai	v1srie---
γεγένησαι	gege/nhsai	γίγνομαι	gi/gnomai	v2srie---
γεγένηται	gege/nhtai	γίγνομαι	gi/gnomai	v3srie---
γενναίως	gennai/ws	γενναῖος	gennai=os	x--------
γενναίως	gennai/ws	γενναῖος	gennai=os	a-p---ma-
γενναίως	gennai/ws	γενναῖος	gennai=os	x--------
γενναίως	gennai/ws	γενναῖος	gennai=os	n-p---ma-
γενναίως	gennai/ws	γενναῖος	gennai=os	n-p---fa-
γενναῖον	gennai=on	γενναῖος	gennai=os	a-s---ma-
γενναῖον	gennai=on	γενναῖος	gennai=os	a-s---nn-
γενναῖον	gennai=on	γενναῖος	gennai=os	a-s---nv-
γενναῖον	gennai=on	γενναῖος	gennai=os	a-s---na-
γενναῖον	gennai=on	γενναῖος	gennai=os	n-s---ma-
γενναῖον	gennai=on	γενναῖος	gennai=os	n-s---fa-
γενναῖον	gennai=on	γενναῖος	gennai=os	n-s---nn-
γενναῖον	gennai=on	γενναῖος	gennai=os	n-s---nv-
γενναῖον	gennai=on	γενναῖος	gennai=os	n-s---na-
γεννικώτατον	gennikw/taton	γεννικός	genniko/s	a-s---mas
γεννικώτατον	gennikw/taton	γεννικός	genniko/s	a-s---nns
γεννικώτατον	gennikw/taton	γεννικός	genniko/s	a-s---nvs
γεννικώτατον	gennikw/taton	γεννικός	genniko/s	a-s---nas
γεννάδα	genna/da	γεννάδας	genna/das	n-d---mn-
γεννάδα	genna/da	γεννάδας	genna/das	n-d---mv-
γεννάδα	genna/da	γεννάδας	genna/das	n-d---ma-
γεννάδα	genna/da	γεννάδας	genna/das	n-s---mv-
γεννάδα	genna/da	γεννάδας	genna/das	n-s---mg-
