Αἰγαίαις	*ai)gai/ais	Αἰγαῖος	*ai)gai=os	urn:cite2:hmt:lsj.chicago_md:n2118	a-p---fd-
Πῖσαν	*pi=san	Πῖσα	*pi=sa	urn:cite2:hmt:lsj.chicago_md:n83256	n-s---fa-
Πῖσαν	*pi=san	Πῖσα	*pi=sa	urn:cite2:hmt:lsj.chicago_md:n83257	n-s---fa-
Πῖσαν	*pi=san	πιπίσκω	pipi/skw	urn:cite2:hmt:lsj.chicago_md:n83246	v-sapann-
Πῖσαν	*pi=san	πιπίσκω	pipi/skw	urn:cite2:hmt:lsj.chicago_md:n83246	v-sapanv-
Πῖσαν	*pi=san	πιπίσκω	pipi/skw	urn:cite2:hmt:lsj.chicago_md:n83246	v-sapana-
Πῖσαν	*pi=san	πιπίσκω	pipi/skw	urn:cite2:hmt:lsj.chicago_md:n83246	v3paia---
Σαλαμίς	*salami/s	Σαλαμίς	*salami/s	urn:cite2:hmt:lsj.chicago_md:n93132	n-s---fn-
Σαλαμίς	*salami/s	Σαλαμίς	*salami/s	urn:cite2:hmt:lsj.chicago_md:n93132	n-s---fv-
Σαλαμῖνα	*salami=na	Σαλαμίς	*salami/s	urn:cite2:hmt:lsj.chicago_md:n93132	n-s---fa-
Σειρῆνες	*seirh=nes	Σειρήν	*seirh/n	urn:cite2:hmt:lsj.chicago_md:n93560	n-p---fn-
Σειρῆνες	*seirh=nes	Σειρήν	*seirh/n	urn:cite2:hmt:lsj.chicago_md:n93560	n-p---fv-
Σιμουντίοις	*simounti/ois	Σιμόεις	*simo/eis	urn:cite2:hmt:lsj.chicago_md:n94182	n-p---md-
Σιμουντίοις	*simounti/ois	Σιμόεις	*simo/eis	urn:cite2:hmt:lsj.chicago_md:n94182	n-p---fd-
Σιμουντίοις	*simounti/ois	Σιμόεις	*simo/eis	urn:cite2:hmt:lsj.chicago_md:n94182	n-p---nd-
Σπάρτη	*spa/rth	Σπάρτη	*spa/rth	urn:cite2:hmt:lsj.chicago_md:n95769	n-s---fn-
Σπάρτη	*spa/rth	Σπάρτη	*spa/rth	urn:cite2:hmt:lsj.chicago_md:n95770	n-s---fn-
Σπάρτη	*spa/rth	Σπάρτη	*spa/rth	urn:cite2:hmt:lsj.chicago_md:n95769	n-s---fv-
Σπάρτη	*spa/rth	Σπάρτη	*spa/rth	urn:cite2:hmt:lsj.chicago_md:n95770	n-s---fv-
Σπάρτη	*spa/rth	σπάρτη	spa/rth	urn:cite2:hmt:lsj.chicago_md:n95769	n-s---fn-
Σπάρτη	*spa/rth	σπάρτη	spa/rth	urn:cite2:hmt:lsj.chicago_md:n95770	n-s---fn-
Σπάρτη	*spa/rth	σπάρτη	spa/rth	urn:cite2:hmt:lsj.chicago_md:n95769	n-s---fv-
Σπάρτη	*spa/rth	σπάρτη	spa/rth	urn:cite2:hmt:lsj.chicago_md:n95770	n-s---fv-
Σπάρτην	*spa/rthn	Σπάρτη	*spa/rth	urn:cite2:hmt:lsj.chicago_md:n95769	n-s---fa-
Σπάρτην	*spa/rthn	Σπάρτη	*spa/rth	urn:cite2:hmt:lsj.chicago_md:n95770	n-s---fa-
Σπάρτην	*spa/rthn	σπάρτη	spa/rth	urn:cite2:hmt:lsj.chicago_md:n95769	n-s---fa-
Σπάρτην	*spa/rthn	σπάρτη	spa/rth	urn:cite2:hmt:lsj.chicago_md:n95770	n-s---fa-
Σπάρτης	*spa/rths	Σπάρτη	*spa/rth	urn:cite2:hmt:lsj.chicago_md:n95769	n-s---fg-
Σπάρτης	*spa/rths	Σπάρτη	*spa/rth	urn:cite2:hmt:lsj.chicago_md:n95770	n-s---fg-
Σπάρτης	*spa/rths	σπάρτη	spa/rth	urn:cite2:hmt:lsj.chicago_md:n95769	n-s---fg-
Σπάρτης	*spa/rths	σπάρτη	spa/rth	urn:cite2:hmt:lsj.chicago_md:n95770	n-s---fg-
Ταντάλειον	*tanta/leion	Ταντάλειος	*tanta/leios	urn:cite2:hmt:lsj.chicago_md:n102316	a-s---ma-
Ταντάλειον	*tanta/leion	Ταντάλειος	*tanta/leios	urn:cite2:hmt:lsj.chicago_md:n102316	a-s---nn-
Ταντάλειον	*tanta/leion	Ταντάλειος	*tanta/leios	urn:cite2:hmt:lsj.chicago_md:n102316	a-s---nv-
Ταντάλειον	*tanta/leion	Ταντάλειος	*tanta/leios	urn:cite2:hmt:lsj.chicago_md:n102316	a-s---na-
Τελαμωνίου	*telamwni/ou	Τελαμών	*telamw/n	urn:cite2:hmt:lsj.chicago_md:n102911	a-s---mg-
Τελαμωνίου	*telamwni/ou	Τελαμών	*telamw/n	urn:cite2:hmt:lsj.chicago_md:n102911	a-s---ng-
Τελαμών	*telamw/n	Τελαμών	*telamw/n	urn:cite2:hmt:lsj.chicago_md:n102911	n-s---mn-
Τελαμών	*telamw/n	Τελαμών	*telamw/n	urn:cite2:hmt:lsj.chicago_md:n102911	n-s---mv-
Τελαμών	*telamw/n	τελαμών	telamw/n	urn:cite2:hmt:lsj.chicago_md:n102911	n-s---mn-
Τελαμών	*telamw/n	τελαμών	telamw/n	urn:cite2:hmt:lsj.chicago_md:n102911	n-s---mv-
Τελαμών	*telamw/n	τελαμών	telamw/n	urn:cite2:hmt:lsj.chicago_md:n102911	n-s---fn-
Τελαμών	*telamw/n	τελαμών	telamw/n	urn:cite2:hmt:lsj.chicago_md:n102911	n-s---fv-
Τιτανίδα	*titani/da	Τιτανίς	*titani/s	urn:cite2:hmt:lsj.chicago_md:n104060	n-s---fa-
Τιτανίδα	*titani/da	Τιτανίς	*titani/s	urn:cite2:hmt:lsj.chicago_md:n104061	n-s---fa-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-d---fn-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-d---fn-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-d---fv-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-d---fv-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-d---fa-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-d---fa-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-s---fn-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-s---fn-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-s---fv-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-s---fv-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-d---fn-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-d---fn-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-d---fv-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-d---fv-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-d---fa-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-d---fa-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-s---fn-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-s---fn-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-s---fv-
Τροία	*troi/a	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-s---fv-
Τροίαν	*troi/an	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-s---fa-
Τροίαν	*troi/an	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-s---fa-
Τροίαν	*troi/an	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-s---fa-
Τροίαν	*troi/an	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-s---fa-
Τροίας	*troi/as	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-p---fa-
Τροίας	*troi/as	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-p---fa-
Τροίας	*troi/as	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-s---fg-
Τροίας	*troi/as	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-s---fg-
Τροίας	*troi/as	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-p---fa-
Τροίας	*troi/as	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-p---fa-
Τροίας	*troi/as	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-s---fg-
Τροίας	*troi/as	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-s---fg-
Τροίᾳ	*troi/a|	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-s---fd-
Τροίᾳ	*troi/a|	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-s---fd-
Τροίᾳ	*troi/a|	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-s---fd-
Τροίᾳ	*troi/a|	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-s---fd-
Τρωικόν	*trwiko/n	Τρωικός	*trwiko/s	urn:cite2:hmt:lsj.chicago_md:n105795	a-s---ma-
Τρωικόν	*trwiko/n	Τρωικός	*trwiko/s	urn:cite2:hmt:lsj.chicago_md:n105795	a-s---ma-
Τρωικόν	*trwiko/n	Τρωικός	*trwiko/s	urn:cite2:hmt:lsj.chicago_md:n105795	a-s---nn-
Τρωικόν	*trwiko/n	Τρωικός	*trwiko/s	urn:cite2:hmt:lsj.chicago_md:n105795	a-s---nn-
Τρωικόν	*trwiko/n	Τρωικός	*trwiko/s	urn:cite2:hmt:lsj.chicago_md:n105795	a-s---nv-
Τρωικόν	*trwiko/n	Τρωικός	*trwiko/s	urn:cite2:hmt:lsj.chicago_md:n105795	a-s---nv-
Τρωικόν	*trwiko/n	Τρωικός	*trwiko/s	urn:cite2:hmt:lsj.chicago_md:n105795	a-s---na-
Τρωικόν	*trwiko/n	Τρωικός	*trwiko/s	urn:cite2:hmt:lsj.chicago_md:n105795	a-s---na-
Τρῳάδος	*trw|a/dos	Τρῳάς	*trw|a/s	urn:cite2:hmt:lsj.chicago_md:n105774	n-s---fg-
Τρῳάδ’	*trw|a/d'	Τρῳάς	*trw|a/s	urn:cite2:hmt:lsj.chicago_md:n105774	n-s---fa-
Τρῳάδ’	*trw|a/d'	Τρῳάς	*trw|a/s	urn:cite2:hmt:lsj.chicago_md:n105774	n-s---fd-
Τρῳάδ’	*trw|a/d'	Τρῳάς	*trw|a/s	urn:cite2:hmt:lsj.chicago_md:n105774	n-d---fn-
Τρῳάδ’	*trw|a/d'	Τρῳάς	*trw|a/s	urn:cite2:hmt:lsj.chicago_md:n105774	n-d---fv-
Τρῳάδ’	*trw|a/d'	Τρῳάς	*trw|a/s	urn:cite2:hmt:lsj.chicago_md:n105774	n-d---fa-
Τρῳάς	*trw|a/s	Τρωιός	*trwio/s	urn:cite2:hmt:lsj.chicago_md:n105796	a-p---fa-
Τρῳάς	*trw|a/s	Τρωιός	*trwio/s	urn:cite2:hmt:lsj.chicago_md:n105796	a-p---fa-
Τρῳάς	*trw|a/s	Τρῳάς	*trw|a/s	urn:cite2:hmt:lsj.chicago_md:n105774	n-s---fn-
Φερσέφασσα	*ferse/fassa	Φερσέφασσα	*ferse/fassa	urn:cite2:hmt:lsj.chicago_md:n110590	n-s---fn-
Φερσέφασσα	*ferse/fassa	Φερσέφασσα	*ferse/fassa	urn:cite2:hmt:lsj.chicago_md:n110590	n-s---fv-
Φερσέφασσα	*ferse/fassa	Περσεφόνη	*persefo/nh	urn:cite2:hmt:lsj.chicago_md:n82662	n-s---fn-
Φερσέφασσα	*ferse/fassa	Περσεφόνη	*persefo/nh	urn:cite2:hmt:lsj.chicago_md:n82662	n-s---fv-
Φερσέφασσα	*ferse/fassa	φερσέφασσα	ferse/fassa	urn:cite2:hmt:lsj.chicago_md:n110590	n-s---fn-
Φερσέφασσα	*ferse/fassa	φερσέφασσα	ferse/fassa	urn:cite2:hmt:lsj.chicago_md:n110590	n-s---fv-
Φοιβείους	*foibei/ous	Φοίβειος	*foi/beios	urn:cite2:hmt:lsj.chicago_md:n111916	a-p---ma-
Φοιβείους	*foibei/ous	Φοίβειος	*foi/beios	urn:cite2:hmt:lsj.chicago_md:n111916	n-p---ma-
Φοιβείους	*foibei/ous	Φοίβειος	*foi/beios	urn:cite2:hmt:lsj.chicago_md:n111916	n-p---fa-
Φοιβείους	*foibei/ous	φοίβειος	foi/beios	urn:cite2:hmt:lsj.chicago_md:n111916	a-p---ma-
Φοίνισσα	*foi/nissa	Φοῖνιξ	*foi=nic	urn:cite2:hmt:lsj.chicago_md:n112002	n-s---fn-
Φοίνισσα	*foi/nissa	Φοῖνιξ	*foi=nic	urn:cite2:hmt:lsj.chicago_md:n112002	n-s---fv-
Φοίνισσα	*foi/nissa	φοῖνιξ	foi=nic	urn:cite2:hmt:lsj.chicago_md:n112002	n-s---fn-
Φοίνισσα	*foi/nissa	φοῖνιξ	foi=nic	urn:cite2:hmt:lsj.chicago_md:n112002	n-s---fv-
Φοίνισσα	*foi/nissa	φοινίζω	foini/zw	urn:cite2:hmt:lsj.chicago_md:n111935	v1saia---
Φοῖβος	*foi=bos	Φοῖβος	*foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	n-s---mn-
Φοῖβος	*foi=bos	φοῖβος	foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	a-s---mn-
Φρυγῶν	*frugw=n	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112443	n-p---mg-
Φρυγῶν	*frugw=n	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112444	n-p---mg-
Φρυγῶν	*frugw=n	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112443	n-p---fg-
Φρυγῶν	*frugw=n	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112444	n-p---fg-
Φρυξί	*fruci/	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112443	n-p---md-
Φρυξί	*fruci/	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112444	n-p---md-
Φρυξί	*fruci/	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112443	n-p---fd-
Φρυξί	*fruci/	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112444	n-p---fd-
Φρύγες	*fru/ges	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112443	n-p---mn-
Φρύγες	*fru/ges	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112444	n-p---mn-
Φρύγες	*fru/ges	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112443	n-p---mv-
Φρύγες	*fru/ges	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112444	n-p---mv-
Φρύγες	*fru/ges	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112443	n-p---fn-
Φρύγες	*fru/ges	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112444	n-p---fn-
Φρύγες	*fru/ges	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112443	n-p---fv-
Φρύγες	*fru/ges	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112444	n-p---fv-
Φρύγες	*fru/ges	φρύγω	fru/gw	urn:cite2:hmt:lsj.chicago_md:n112429	v2spia---
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112424	a-s---ma-
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	a-s---ma-
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112424	a-s---nn-
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	a-s---nn-
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112424	a-s---nv-
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	a-s---nv-
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112424	a-s---na-
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	a-s---na-
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112424	n-s---ma-
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	n-s---ma-
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112424	n-s---fa-
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	n-s---fa-
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112424	n-s---nn-
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	n-s---nn-
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112424	n-s---nv-
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	n-s---nv-
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112424	n-s---na-
Φρύγιον	*fru/gion	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	n-s---na-
Φρύγιον	*fru/gion	φρύγιον	fru/gion	urn:cite2:hmt:lsj.chicago_md:n112423	n-s---nn-
Φρύγιον	*fru/gion	φρύγιον	fru/gion	urn:cite2:hmt:lsj.chicago_md:n112423	n-s---nv-
Φρύγιον	*fru/gion	φρύγιον	fru/gion	urn:cite2:hmt:lsj.chicago_md:n112423	n-s---na-
Φρύγιον	*fru/gion	φρύγιος	fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	a-s---ma-
Φρύγιον	*fru/gion	φρύγιος	fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	a-s---nn-
Φρύγιον	*fru/gion	φρύγιος	fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	a-s---nv-
Φρύγιον	*fru/gion	φρύγιος	fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	a-s---na-
Φάρον	*fa/ron	Φάρος	*fa/ros	urn:cite2:hmt:lsj.chicago_md:n110368	n-s---fa-
Φάρον	*fa/ron	Φάρος	*fa/ros	urn:cite2:hmt:lsj.chicago_md:n110369	n-s---fa-
Φάρον	*fa/ron	Φάρος	*fa/ros	urn:cite2:hmt:lsj.chicago_md:n110370	n-s---fa-
Φάρον	*fa/ron	Φάρος	*fa/ros	urn:cite2:hmt:lsj.chicago_md:n110371	n-s---fa-
Φάρον	*fa/ron	φάρος	fa/ros	urn:cite2:hmt:lsj.chicago_md:n110369	n-s---ma-
Φάρον	*fa/ron	φάρος	fa/ros	urn:cite2:hmt:lsj.chicago_md:n110370	n-s---ma-
Φάρον	*fa/ron	φάρος	fa/ros	urn:cite2:hmt:lsj.chicago_md:n110371	n-s---ma-
Χαλκίοικον	*xalki/oikon	Χαλκίοικος	*xalki/oikos	urn:cite2:hmt:lsj.chicago_md:n113097	n-s---ma-
Χαλκίοικον	*xalki/oikon	χαλκίοικος	xalki/oikos	urn:cite2:hmt:lsj.chicago_md:n113097	n-s---ma-
Χαλκίοικον	*xalki/oikon	χαλκίοικος	xalki/oikos	urn:cite2:hmt:lsj.chicago_md:n113097	n-s---fa-
Χαλκίοικον	*xalki/oikon	χαλκίοικος	xalki/oikos	urn:cite2:hmt:lsj.chicago_md:n113097	n-s---nn-
Χαλκίοικον	*xalki/oikon	χαλκίοικος	xalki/oikos	urn:cite2:hmt:lsj.chicago_md:n113097	n-s---nv-
Χαλκίοικον	*xalki/oikon	χαλκίοικος	xalki/oikos	urn:cite2:hmt:lsj.chicago_md:n113097	n-s---na-
Χθονός	*xqono/s	Χθών	*xqw/n	urn:cite2:hmt:lsj.chicago_md:n113963	n-s---fg-
Χθονός	*xqono/s	χθών	xqw/n	urn:cite2:hmt:lsj.chicago_md:n113963	n-s---fg-
Χάριτες	*xa/rites	Χάρις	*xa/ris	urn:cite2:hmt:lsj.chicago_md:n113388	n-p---fn-
Χάριτες	*xa/rites	Χάρις	*xa/ris	urn:cite2:hmt:lsj.chicago_md:n113388	n-p---fv-
Χάριτες	*xa/rites	χάρις	xa/ris	urn:cite2:hmt:lsj.chicago_md:n113388	n-p---fn-
Χάριτες	*xa/rites	χάρις	xa/ris	urn:cite2:hmt:lsj.chicago_md:n113388	n-p---fv-
αἰαῖ	ai)ai=	αἰαῖ	ai)ai=	urn:cite2:hmt:lsj.chicago_md:n2105	x--------
αἰδοῦς	ai)dou=s	αἰδώ	ai)dw/	urn:cite2:hmt:lsj.chicago_md:n2268	n-p---fn-
αἰδοῦς	ai)dou=s	αἰδώ	ai)dw/	urn:cite2:hmt:lsj.chicago_md:n2268	n-p---fv-
αἰδοῦς	ai)dou=s	αἰδώ	ai)dw/	urn:cite2:hmt:lsj.chicago_md:n2268	n-s---fg-
αἰδοῦς	ai)dou=s	αἰδώς	ai)dw/s	urn:cite2:hmt:lsj.chicago_md:n2271	n-p---fn-
αἰδοῦς	ai)dou=s	αἰδώς	ai)dw/s	urn:cite2:hmt:lsj.chicago_md:n2271	n-p---fv-
αἰδοῦς	ai)dou=s	αἰδώς	ai)dw/s	urn:cite2:hmt:lsj.chicago_md:n2271	n-s---fg-
αἰετοῦ	ai)etou=	ἀετός	a)eto/s	urn:cite2:hmt:lsj.chicago_md:n1789	n-s---mg-
αἰεί	ai)ei/	ἀεί	a)ei/	urn:cite2:hmt:lsj.chicago_md:n1564	d--------
αἰθερία	ai)qeri/a	αἰθέριος	ai)qe/rios	urn:cite2:hmt:lsj.chicago_md:n2309	a-d---fn-
αἰθερία	ai)qeri/a	αἰθέριος	ai)qe/rios	urn:cite2:hmt:lsj.chicago_md:n2309	a-d---fv-
αἰθερία	ai)qeri/a	αἰθέριος	ai)qe/rios	urn:cite2:hmt:lsj.chicago_md:n2309	a-d---fa-
αἰθερία	ai)qeri/a	αἰθέριος	ai)qe/rios	urn:cite2:hmt:lsj.chicago_md:n2309	a-s---fn-
αἰθερία	ai)qeri/a	αἰθέριος	ai)qe/rios	urn:cite2:hmt:lsj.chicago_md:n2309	a-s---fv-
αἰθέρος	ai)qe/ros	αἰθήρ	ai)qh/r	urn:cite2:hmt:lsj.chicago_md:n2324	n-s---mg-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	urn:cite2:hmt:lsj.chicago_md:n2324	n-s---ma-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	urn:cite2:hmt:lsj.chicago_md:n2324	n-s---md-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	urn:cite2:hmt:lsj.chicago_md:n2324	n-d---mn-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	urn:cite2:hmt:lsj.chicago_md:n2324	n-d---mv-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	urn:cite2:hmt:lsj.chicago_md:n2324	n-d---ma-
αἰθήρ	ai)qh/r	αἰθήρ	ai)qh/r	urn:cite2:hmt:lsj.chicago_md:n2324	n-s---mn-
αἰλίνοις	ai)li/nois	αἴλινον	ai)/linon	urn:cite2:hmt:lsj.chicago_md:n2382	n-p---nd-
αἰλίνοις	ai)li/nois	αἴλινος	ai)/linos	urn:cite2:hmt:lsj.chicago_md:n2383	a-p---md-
αἰλίνοις	ai)li/nois	αἴλινος	ai)/linos	urn:cite2:hmt:lsj.chicago_md:n2383	a-p---nd-
αἰνόγαμος	ai)no/gamos	αἰνόγαμος	ai)no/gamos	urn:cite2:hmt:lsj.chicago_md:n2537	n-s---mn-
αἰνόγαμος	ai)no/gamos	αἰνόγαμος	ai)no/gamos	urn:cite2:hmt:lsj.chicago_md:n2537	n-s---fn-
αἰνῶ	ai)nw=	αἰνέω	ai)ne/w	urn:cite2:hmt:lsj.chicago_md:n2515	v1spsa---
αἰνῶ	ai)nw=	αἰνέω	ai)ne/w	urn:cite2:hmt:lsj.chicago_md:n2515	v1spia---
αἰνῶ	ai)nw=	αἰνός	ai)no/s	urn:cite2:hmt:lsj.chicago_md:n2565	a-s---mg-
αἰνῶ	ai)nw=	αἰνός	ai)no/s	urn:cite2:hmt:lsj.chicago_md:n2565	a-s---ng-
αἰσθέσθαι	ai)sqe/sqai	αἰσθάνομαι	ai)sqa/nomai	urn:cite2:hmt:lsj.chicago_md:n2665	v--anm---
αἰσχροῖς	ai)sxroi=s	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---md-
αἰσχροῖς	ai)sxroi=s	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---nd-
αἰσχροῖς	ai)sxroi=s	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-p---md-
αἰσχροῖς	ai)sxroi=s	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-p---fd-
αἰσχροῖς	ai)sxroi=s	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-p---nd-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-s---ma-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-s---nn-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-s---nv-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-s---na-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-s---ma-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-s---fa-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-s---nn-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-s---nv-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-s---na-
αἰσχύναν	ai)sxu/nan	αἰσχύνη	ai)sxu/nh	urn:cite2:hmt:lsj.chicago_md:n2739	n-s---fa-
αἰσχύνας	ai)sxu/nas	αἰσχύνη	ai)sxu/nh	urn:cite2:hmt:lsj.chicago_md:n2739	n-p---fa-
