Αἰγίσθου	*ai)gi/sqou	Αἴγισθος	*ai)/gisqos	n-s---mg-
βαδιστέον	badiste/on	βαδιστέος	badiste/os	n-s---nv-
βαδιστέον	badiste/on	βαδιστέος	badiste/os	n-s---na-
βαθυσκαφεῖ	baquskafei=	βαθυσκαφής	baquskafh/s	n-d---mn-
βαθυσκαφεῖ	baquskafei=	βαθυσκαφής	baquskafh/s	n-d---mv-
βαθυσκαφεῖ	baquskafei=	βαθυσκαφής	baquskafh/s	n-d---ma-
βαθυσκαφεῖ	baquskafei=	βαθυσκαφής	baquskafh/s	n-d---fn-
βαθυσκαφεῖ	baquskafei=	βαθυσκαφής	baquskafh/s	n-d---fv-
βαθυσκαφεῖ	baquskafei=	βαθυσκαφής	baquskafh/s	n-d---fa-
βαθυσκαφεῖ	baquskafei=	βαθυσκαφής	baquskafh/s	n-d---nn-
βαθυσκαφεῖ	baquskafei=	βαθυσκαφής	baquskafh/s	n-d---nv-
βαθυσκαφεῖ	baquskafei=	βαθυσκαφής	baquskafh/s	n-d---na-
βαθυσκαφεῖ	baquskafei=	βαθυσκαφής	baquskafh/s	n-s---md-
βαθυσκαφεῖ	baquskafei=	βαθυσκαφής	baquskafh/s	n-s---fd-
βαθυσκαφεῖ	baquskafei=	βαθυσκαφής	baquskafh/s	n-s---nd-
βαλών	balw/n	βάλλω	ba/llw	v-sapamn-
βαρύνεται	baru/netai	βαρύνω	baru/nw	v3spie---
βαρύνεται	baru/netai	βαρύνω	baru/nw	v3sasm---
βαστάζω	basta/zw	βαστάζω	basta/zw	v1spsa---
βαστάζω	basta/zw	βαστάζω	basta/zw	v1spia---
βαστάσασα	basta/sasa	βαστάζω	basta/zw	v-sapafn-
βαστάσασα	basta/sasa	βαστάζω	basta/zw	v-sapafv-
βεβηκόσιν	bebhko/sin	βαίνω	bai/nw	v-prpamd-
βεβηκόσιν	bebhko/sin	βαίνω	bai/nw	v-prpand-
βεβούλευμαι	bebou/leumai	βουλεύω	bouleu/w	v1srie---
βεβούλευνται	bebou/leuntai	βουλεύω	bouleu/w	v3prie---
βεβήκῃς	bebh/kh|s	βαίνω	bai/nw	v2srsa---
βεβᾶσιν	beba=sin	βαίνω	bai/nw	v3pria---
βεβῶσαν	bebw=san	βαίνω	bai/nw	v-srpafa-
βεβῶτος	bebw=tos	βαίνω	bai/nw	v-srpamg-
βεβῶτος	bebw=tos	βαίνω	bai/nw	v-srpang-
βιασθείς	biasqei/s	βιάζω	bia/zw	v-sappmn-
βιασθείς	biasqei/s	βιάζω	bia/zw	v-sappmv-
βλαστεῖν	blastei=n	βλαστάνω	blasta/nw	v--ana---
βλαστεῖν	blastei=n	βλαστάω	blasta/w	v--pna---
βλαστόντας	blasto/ntas	βλαστάνω	blasta/nw	v-papama-
βλάβη	bla/bh	βλάβη	bla/bh	n-s---fn-
βλάβη	bla/bh	βλάβη	bla/bh	n-s---fv-
βλάβη	bla/bh	βλάβος	bla/bos	n-p---nn-
βλάβη	bla/bh	βλάβος	bla/bos	n-p---nv-
βλάβη	bla/bh	βλάβος	bla/bos	n-p---na-
βλάβη	bla/bh	βλάβος	bla/bos	n-d---nn-
βλάβη	bla/bh	βλάβος	bla/bos	n-d---nv-
βλάβη	bla/bh	βλάβος	bla/bos	n-d---na-
βλάβη	bla/bh	βλάπτω	bla/ptw	v3saip---
βλάβην	bla/bhn	βλάβη	bla/bh	n-s---fa-
βλάβην	bla/bhn	βλάβος	bla/bos	n-s---na-
βλάβην	bla/bhn	βλάπτω	bla/ptw	v3paip---
βλάβην	bla/bhn	βλάπτω	bla/ptw	v1saip---
βλάπτῃ	bla/pth|	βλάπτω	bla/ptw	v2spse---
βλάπτῃ	bla/pth|	βλάπτω	bla/ptw	v2spie---
βλάπτῃ	bla/pth|	βλάπτω	bla/ptw	v3spsa---
βλάστοι	bla/stoi	βλαστάνω	blasta/nw	v3saoa---
βλάστωσιν	bla/stwsin	βλαστάνω	blasta/nw	v3pasa---
βλέπειν	ble/pein	βλέπω	ble/pw	v--pna---
βλέπω	ble/pw	βλέπω	ble/pw	v1spsa---
βλέπω	ble/pw	βλέπω	ble/pw	v1spia---
βλέψασα	ble/yasa	βλέπω	ble/pw	v-sapafn-
βλέψασα	ble/yasa	βλέπω	ble/pw	v-sapafv-
βλέψασ’	ble/yas'	βλέπω	ble/pw	v-sapafn-
βλέψασ’	ble/yas'	βλέπω	ble/pw	v-sapafv-
βλέψασ’	ble/yas'	βλέπω	ble/pw	v-papamd-
βλέψασ’	ble/yas'	βλέπω	ble/pw	v-papand-
βλέψασ’	ble/yas'	βλέπω	ble/pw	v-papafn-
βλέψασ’	ble/yas'	βλέπω	ble/pw	v-papafv-
βοστρύχων	bostru/xwn	βόστρυχος	bo/struxos	n-p---mg-
βοστρύχων	bostru/xwn	βόστρυχος	bo/struxos	n-p---ng-
βουλευμάτων	bouleuma/twn	βούλευμα	bou/leuma	n-p---ng-
βουλευτέον	bouleute/on	βουλευτέον	bouleute/on	n-s---ma-
βουλευτέον	bouleute/on	βουλευτέον	bouleute/on	n-s---nn-
βουλευτέον	bouleute/on	βουλευτέον	bouleute/on	n-s---nv-
βουλευτέον	bouleute/on	βουλευτέον	bouleute/on	n-s---na-
βουλευτέον	bouleute/on	βουλευτέος	bouleute/os	n-s---ma-
βουλευτέον	bouleute/on	βουλευτέος	bouleute/os	n-s---fa-
βουλευτέον	bouleute/on	βουλευτέος	bouleute/os	n-s---nn-
βουλευτέον	bouleute/on	βουλευτέος	bouleute/os	n-s---nv-
βουλευτέον	bouleute/on	βουλευτέος	bouleute/os	n-s---na-
βουλεύμασιν	bouleu/masin	βούλευμα	bou/leuma	n-p---nd-
βουλεύουσιν	bouleu/ousin	βουλεύω	bouleu/w	v-pppamd-
βουλεύουσιν	bouleu/ousin	βουλεύω	bouleu/w	v-pppand-
βουλεύουσιν	bouleu/ousin	βουλεύω	bouleu/w	v3ppia---
βουλεύσει	bouleu/sei	βούλευσις	bou/leusis	n-d---fn-
βουλεύσει	bouleu/sei	βούλευσις	bou/leusis	n-d---fv-
βουλεύσει	bouleu/sei	βούλευσις	bou/leusis	n-d---fa-
βουλεύσει	bouleu/sei	βούλευσις	bou/leusis	n-s---fd-
βουλεύσει	bouleu/sei	βούλευσις	bou/leusis	n-s---fd-
βουλεύσει	bouleu/sei	βουλεύω	bouleu/w	v3sasa---
βουλεύσει	bouleu/sei	βουλεύω	bouleu/w	v2sfim---
βουλεύσει	bouleu/sei	βουλεύω	bouleu/w	v3sfia---
βουλεύων	bouleu/wn	βουλεύω	bouleu/w	v-sppamn-
βουληθείς	boulhqei/s	βούλομαι	bou/lomai	v-sappmn-
βουληθείς	boulhqei/s	βούλομαι	bou/lomai	v-sappmv-
βουλῆς	boulh=s	βουλεύς	bouleu/s	n-p---mn-
βουλῆς	boulh=s	βουλεύς	bouleu/s	n-p---mn-
βουλῆς	boulh=s	βουλεύς	bouleu/s	n-p---mv-
βουλῆς	boulh=s	βουλή	boulh/	n-s---fg-
βούλομαι	bou/lomai	βούλομαι	bou/lomai	v1spie---
βούλου	bou/lou	βούλομαι	bou/lomai	v2spme---
βούλου	bou/lou	βούλομαι	bou/lomai	v2siie---
βούνομον	bou/nomon	βούνομος	bou/nomos	n-s---ma-
βούνομον	bou/nomon	βούνομος	bou/nomos	n-s---fa-
βούνομον	bou/nomon	βούνομος	bou/nomos	n-s---nn-
βούνομον	bou/nomon	βούνομος	bou/nomos	n-s---nv-
βούνομον	bou/nomon	βούνομος	bou/nomos	n-s---na-
βοᾶν	boa=n	βόα	bo/a	n-p---fg-
βοᾶν	boa=n	βοάω	boa/w	v-sppamv-
βοᾶν	boa=n	βοάω	boa/w	v-sppann-
βοᾶν	boa=n	βοάω	boa/w	v-sppanv-
βοᾶν	boa=n	βοάω	boa/w	v-sppana-
βοᾶν	boa=n	βοάω	boa/w	v-sppamn-
βοᾶν	boa=n	βοάω	boa/w	v--pna---
βοᾶν	boa=n	βοάω	boa/w	v--pna---
βοᾶν	boa=n	βοείη	boei/h	n-s---fa-
βοᾶν	boa=n	βοή	boh/	n-p---fg-
βοᾷ	boa=|	βοάω	boa/w	v2spse---
βοᾷ	boa=|	βοάω	boa/w	v2spie---
βοᾷ	boa=|	βοάω	boa/w	v3spsa---
βοᾷ	boa=|	βοάω	boa/w	v3spia---
βοᾷ	boa=|	βοείη	boei/h	n-s---fd-
βοᾷ	boa=|	βοή	boh/	n-s---fd-
βοῆς	boh=s	βόειος	bo/eios	a-s---fg-
βοῆς	boh=s	βοάω	boa/w	v2spia---
βοῆς	boh=s	βοάω	boa/w	v2spia---
βοῆς	boh=s	βοείη	boei/h	n-s---fg-
βοῆς	boh=s	βοεύς	boeu/s	n-p---mn-
βοῆς	boh=s	βοεύς	boeu/s	n-p---mn-
βοῆς	boh=s	βοεύς	boeu/s	n-p---mv-
βοῆς	boh=s	βοή	boh/	n-s---fg-
βοῇ	boh=|	βόειος	bo/eios	a-s---fd-
βοῇ	boh=|	βοάω	boa/w	v2spse---
βοῇ	boh=|	βοάω	boa/w	v2spie---
βοῇ	boh=|	βοάω	boa/w	v3spsa---
βοῇ	boh=|	βοάω	boa/w	v3spia---
βοῇ	boh=|	βοάω	boa/w	v2spse---
βοῇ	boh=|	βοάω	boa/w	v2spie---
βοῇ	boh=|	βοάω	boa/w	v3spsa---
βοῇ	boh=|	βοείη	boei/h	n-s---fd-
βοῇ	boh=|	βοεύς	boeu/s	n-s---md-
βοῇ	boh=|	βοή	boh/	n-s---fd-
βραβῆς	brabh=s	βραβεύς	brabeu/s	n-p---mn-
βραβῆς	brabh=s	βραβεύς	brabeu/s	n-p---mn-
βραβῆς	brabh=s	βραβεύς	brabeu/s	n-p---mv-
βραδύνεται	bradu/netai	βραδύνω	bradu/nw	v3spie---
βραδύνεται	bradu/netai	βραδύνω	bradu/nw	v3sasm---
βραχεῖ	braxei=	βραχύς	braxu/s	a-s---md-
βραχεῖ	braxei=	βραχύς	braxu/s	a-s---nd-
βραχύ	braxu/	βραχύς	braxu/s	a-s---mv-
βραχύ	braxu/	βραχύς	braxu/s	a-s---nn-
βραχύ	braxu/	βραχύς	braxu/s	a-s---nv-
βραχύ	braxu/	βραχύς	braxu/s	a-s---na-
βροτούς	brotou/s	βροτός	broto/s	n-p---ma-
βροτοῖς	brotoi=s	βροτός	broto/s	n-p---md-
βροτοῖσι	brotoi=si	βροτός	broto/s	n-p---md-
βροτῶν	brotw=n	βροτός	broto/s	n-p---mg-
βρύοντα	bru/onta	βρύω	bru/w	v-pppann-
βρύοντα	bru/onta	βρύω	bru/w	v-pppanv-
βρύοντα	bru/onta	βρύω	bru/w	v-pppana-
βρύοντα	bru/onta	βρύω	bru/w	v-sppama-
βάντι	ba/nti	βαίνω	bai/nw	v-sapamd-
βάντι	ba/nti	βαίνω	bai/nw	v-sapand-
βάξιν	ba/cin	βάξις	ba/cis	n-s---fa-
βάρβαρον	ba/rbaron	βάρβαρος	ba/rbaros	n-s---ma-
βάρβαρον	ba/rbaron	βάρβαρος	ba/rbaros	n-s---fa-
βάρβαρον	ba/rbaron	βάρβαρος	ba/rbaros	n-s---nn-
βάρβαρον	ba/rbaron	βάρβαρος	ba/rbaros	n-s---nv-
βάρβαρον	ba/rbaron	βάρβαρος	ba/rbaros	n-s---na-
βάρος	ba/ros	βάρος	ba/ros	n-s---nn-
βάρος	ba/ros	βάρος	ba/ros	n-s---nv-
βάρος	ba/ros	βάρος	ba/ros	n-s---na-
βάσεις	ba/seis	βάσις	ba/sis	n-p---fn-
βάσεις	ba/seis	βάσις	ba/sis	n-p---fv-
βάσεις	ba/seis	βάσις	ba/sis	n-p---fn-
βάσεις	ba/seis	βάσις	ba/sis	n-p---fa-
βάσεις	ba/seis	βάζω	ba/zw	v2sasa---
βάσεις	ba/seis	βάζω	ba/zw	v2sfia---
βάσεις	ba/seis	βαίνω	bai/nw	v2sasa---
βάσταζ’	ba/staz'	βαστάζω	basta/zw	v2spma---
βάσταζ’	ba/staz'	βαστάζω	basta/zw	v3siia---
βέβηκα	be/bhka	βαίνω	bai/nw	v1sria---
βέβηκας	be/bhkas	βαίνω	bai/nw	v2sria---
βήματι	bh/mati	βῆμα	bh=ma	n-s---nd-
βία	bi/a	βία	bi/a	n-d---fn-
βία	bi/a	βία	bi/a	n-d---fv-
βία	bi/a	βία	bi/a	n-d---fa-
βία	bi/a	βία	bi/a	n-s---fn-
βία	bi/a	βία	bi/a	n-s---fv-
βία	bi/a	βιάω	bia/w	v2spma---
βία	bi/a	βιάω	bia/w	v3siia---
βίαν	bi/an	βία	bi/a	n-s---fa-
βίαν	bi/an	βιάω	bia/w	v3piia---
βίαν	bi/an	βιάω	bia/w	v1siia---
βίαν	bi/an	βιάω	bia/w	v3piia---
βίαν	bi/an	βιάω	bia/w	v1siia---
βίον	bi/on	βίος	bi/os	n-s---ma-
βίον	bi/on	βιόω	bio/w	v3paia---
βίος	bi/os	βίος	bi/os	n-s---mn-
βίοτος	bi/otos	βίοτος	bi/otos	n-s---mn-
βίου	bi/ou	βίος	bi/os	n-s---mg-
βίου	bi/ou	βιόω	bio/w	v2spma---
βίου	bi/ou	βιόω	bio/w	v2siie---
βίου	bi/ou	βιόω	bio/w	v3siia---
βίᾳ	bi/a|	βία	bi/a	n-p---fn-
βίᾳ	bi/a|	βία	bi/a	n-p---fv-
βίᾳ	bi/a|	βία	bi/a	n-s---fd-
βίῳ	bi/w|	βίος	bi/os	n-s---md-
βόασον	bo/ason	βοάω	boa/w	v2sama---
βόσκημα	bo/skhma	βόσκημα	bo/skhma	n-s---nn-
βόσκημα	bo/skhma	βόσκημα	bo/skhma	n-s---nv-
βόσκημα	bo/skhma	βόσκημα	bo/skhma	n-s---na-
βόστρυχον	bo/struxon	βόστρυχος	bo/struxos	n-s---ma-
βᾶτε	ba=te	βάζω	ba/zw	v2pfia---
βᾶτε	ba=te	βαίνω	bai/nw	v2pama---
βᾶτε	ba=te	βαίνω	bai/nw	v2paia---
γαλήνῃ	galh/nh|	γαλήνη	galh/nh	n-s---fd-
γαμεῖσθαι	gamei=sqai	γαμέω	game/w	v--fnm---
γαμεῖσθαι	gamei=sqai	γαμέω	game/w	v--pne---
γαίας	gai/as	γαῖα	gai=a	n-p---fa-
γαίας	gai/as	γαῖα	gai=a	n-s---fg-
γαίας	gai/as	γαῖα	gai=a	n-p---fa-
γαίας	gai/as	γαῖα	gai=a	n-s---fg-
γαῖαν	gai=an	γαῖα	gai=a	n-s---fa-
γε	ge	γε	ge	g--------
γεγηθός	geghqo/s	γηθέω	ghqe/w	v-srpann-
γεγηθός	geghqo/s	γηθέω	ghqe/w	v-srpanv-
γεγηθός	geghqo/s	γηθέω	ghqe/w	v-srpana-
γεγηθώς	geghqw/s	γηθέω	ghqe/w	v-srpamn-
γεγηθώς	geghqw/s	γηθέω	ghqe/w	v-srpamv-
γεγώς	gegw/s	γίγνομαι	gi/gnomai	v-srpamn-
γεγώς	gegw/s	γίγνομαι	gi/gnomai	v-srpamv-
γελᾶν	gela=n	γελάω	gela/w	v-sppamv-
γελᾶν	gela=n	γελάω	gela/w	v-sppann-
γελᾶν	gela=n	γελάω	gela/w	v-sppanv-
γελᾶν	gela=n	γελάω	gela/w	v-sppana-
γελᾶν	gela=n	γελάω	gela/w	v-sppamn-
γελᾶν	gela=n	γελάω	gela/w	v--pna---
γελᾶν	gela=n	γελάω	gela/w	v--pna---
γελᾶν	gela=n	γελάω	gela/w	v-sfpamv-
γελᾶν	gela=n	γελάω	gela/w	v-sfpann-
γελᾶν	gela=n	γελάω	gela/w	v-sfpanv-
γελᾶν	gela=n	γελάω	gela/w	v-sfpana-
γελᾶν	gela=n	γελάω	gela/w	v-sfpamn-
γελᾶν	gela=n	γελάω	gela/w	v--fna---
γελᾷς	gela=|s	γελάω	gela/w	v2spsa---
γελᾷς	gela=|s	γελάω	gela/w	v2spia---
γελᾷς	gela=|s	γελάω	gela/w	v2sfia---
γελῶντας	gelw=ntas	γελάω	gela/w	v-pppama-
γελῶντας	gelw=ntas	γελάω	gela/w	v-pfpama-
γελῶσι	gelw=si	γελάω	gela/w	v-pppamd-
γελῶσι	gelw=si	γελάω	gela/w	v-pppand-
γελῶσι	gelw=si	γελάω	gela/w	v3ppsa---
γελῶσι	gelw=si	γελάω	gela/w	v3ppia---
γελῶσι	gelw=si	γελάω	gela/w	v-pfpamd-
γελῶσι	gelw=si	γελάω	gela/w	v-pfpand-
γελῶσι	gelw=si	γελάω	gela/w	v3pfia---
γενεά	genea/	γενεά	genea/	n-d---fn-
γενεά	genea/	γενεά	genea/	n-d---fv-
γενεά	genea/	γενεά	genea/	n-d---fa-
γενεά	genea/	γενεά	genea/	n-s---fn-
γενεά	genea/	γενεά	genea/	n-s---fv-
γενείου	genei/ou	γένειον	ge/neion	n-s---ng-
γενναία	gennai/a	γενναῖος	gennai=os	a-d---fn-
γενναία	gennai/a	γενναῖος	gennai=os	a-d---fv-
γενναία	gennai/a	γενναῖος	gennai=os	a-d---fa-
γενναία	gennai/a	γενναῖος	gennai=os	a-s---fn-
γενναία	gennai/a	γενναῖος	gennai=os	a-s---fv-
γενναίων	gennai/wn	γενναῖος	gennai=os	a-p---fg-
γενναίων	gennai/wn	γενναῖος	gennai=os	a-p---mg-
γενναίων	gennai/wn	γενναῖος	gennai=os	a-p---ng-
γενναίων	gennai/wn	γενναῖος	gennai=os	n-p---mg-
γενναίων	gennai/wn	γενναῖος	gennai=os	n-p---fg-
γενναίων	gennai/wn	γενναῖος	gennai=os	n-p---ng-
γεννήσας	gennh/sas	γεννάω	genna/w	v-sapamn-
γεννήσας	gennh/sas	γεννάω	genna/w	v-sapamv-
γενοῦ	genou=	γίγνομαι	gi/gnomai	v2samm---
γενέθλα	gene/qla	γενέθλη	gene/qlh	n-d---fn-
γενέθλα	gene/qla	γενέθλη	gene/qlh	n-d---fv-
γενέθλα	gene/qla	γενέθλη	gene/qlh	n-d---fa-
γενέθλα	gene/qla	γενέθλη	gene/qlh	n-s---fn-
γενέθλα	gene/qla	γενέθλη	gene/qlh	n-s---fv-
γενέσθαι	gene/sqai	γίγνομαι	gi/gnomai	v--anm---
γενύων	genu/wn	γένυς	ge/nus	n-p---fg-
γηράσκουσαν	ghra/skousan	γηράσκω	ghra/skw	v-sppafa-
γιγνώσκετε	gignw/skete	γιγνώσκω	gignw/skw	v2ppma---
γιγνώσκετε	gignw/skete	γιγνώσκω	gignw/skw	v2ppia---
γιγνώσκετε	gignw/skete	γιγνώσκω	gignw/skw	v2piia---
γιγνώσκουσ’	gignw/skous'	γιγνώσκω	gignw/skw	v-sppafn-
γιγνώσκουσ’	gignw/skous'	γιγνώσκω	gignw/skw	v-sppafv-
γιγνώσκουσ’	gignw/skous'	γιγνώσκω	gignw/skw	v-pppamd-
γιγνώσκουσ’	gignw/skous'	γιγνώσκω	gignw/skw	v-pppand-
γιγνώσκουσ’	gignw/skous'	γιγνώσκω	gignw/skw	v3ppia---
γιγνώσκουσ’	gignw/skous'	γιγνώσκω	gignw/skw	v-pppafn-
γιγνώσκουσ’	gignw/skous'	γιγνώσκω	gignw/skw	v-pppafv-
γλυκεῖ	glukei=	γλυκύς	gluku/s	a-s---md-
γλυκεῖ	glukei=	γλυκύς	gluku/s	a-s---nd-
γλώσσης	glw/sshs	γλῶσσα	glw=ssa	n-s---fg-
γλώσσης	glw/sshs	γλῶσσα	glw=ssa	n-s---fg-
γλῶσσαν	glw=ssan	γλῶσσα	glw=ssa	n-s---fa-
γνούς	gnou/s	γιγνώσκω	gignw/skw	v-sapamn-
γνούς	gnou/s	γιγνώσκω	gignw/skw	v-sapamv-
γνώμαν	gnw/man	γνώμη	gnw/mh	n-s---fa-
γνώμας	gnw/mas	γνώμη	gnw/mh	n-p---fa-
γνώμας	gnw/mas	γνώμη	gnw/mh	n-s---fg-
γνώμην	gnw/mhn	γνώμη	gnw/mh	n-s---fa-
γνώμης	gnw/mhs	γνώμη	gnw/mh	n-s---fg-
γνῶναι	gnw=nai	γιγνώσκω	gignw/skw	v--ana---
γνῶναί	gnw=nai/	γιγνώσκω	gignw/skw	v--ana---
γνῶσ’	gnw=s'	γιγνώσκω	gignw/skw	v3pasa---
γνῶσ’	gnw=s'	γνῶσις	gnw=sis	n-s---fv-
γοναί	gonai/	γονή	gonh/	n-p---fn-
γοναί	gonai/	γονή	gonh/	n-p---fv-
γονέων	gone/wn	γονάω	gona/w	v-sppamn-
γονέων	gone/wn	γονεύς	goneu/s	n-p---mg-
γονέων	gone/wn	γονεύς	goneu/s	n-p---mg-
γονέων	gone/wn	γονή	gonh/	n-p---fg-
γονᾷ	gona=|	γονάω	gona/w	v2spse---
γονᾷ	gona=|	γονάω	gona/w	v2spie---
γονᾷ	gona=|	γονάω	gona/w	v3spsa---
γονᾷ	gona=|	γονάω	gona/w	v3spia---
γονᾷ	gona=|	γονή	gonh/	n-s---fd-
γοῦν	gou=n	γοῦν	gou=n	g--------
γυναικός	gunaiko/s	γυνή	gunh/	n-s---fg-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppamv-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppann-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppanv-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppana-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppamn-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v--pna---
γυναικῶν	gunaikw=n	γυνή	gunh/	n-p---fg-
γυναιξί	gunaici/	γυνή	gunh/	n-p---fd-
γυναιξίν	gunaici/n	γυνή	gunh/	n-p---fd-
γυναῖκες	gunai=kes	γυνή	gunh/	n-p---fn-
γυναῖκες	gunai=kes	γυνή	gunh/	n-p---fv-
γυνή	gunh/	γυνή	gunh/	n-s---fn-
γάλακτος	ga/laktos	γάλα	ga/la	n-s---ng-
γάμων	ga/mwn	γάμος	ga/mos	n-p---mg-
γάρ	ga/r	γάρ	ga/r	g--------
γέ	ge/	γε	ge	g--------
γέλωτι	ge/lwti	γέλως	ge/lws	n-s---md-
γένοιτο	ge/noito	γίγνομαι	gi/gnomai	v3saom---
γένοιτ’	ge/noit'	γίγνομαι	gi/gnomai	v3saom---
γένος	ge/nos	γένος	ge/nos	n-s---nn-
γένος	ge/nos	γένος	ge/nos	n-s---nv-
γένος	ge/nos	γένος	ge/nos	n-s---na-
γένυς	ge/nus	γένυς	ge/nus	n-p---fa-
γένυς	ge/nus	γένυς	ge/nus	n-s---fn-
γέρα	ge/ra	γέρας	ge/ras	n-p---nn-
γέρα	ge/ra	γέρας	ge/ras	n-p---nv-
γέρα	ge/ra	γέρας	ge/ras	n-p---na-
γέρα	ge/ra	γέρας	ge/ras	n-d---nn-
γέρα	ge/ra	γέρας	ge/ras	n-d---nv-
γέρα	ge/ra	γέρας	ge/ras	n-d---na-
γέρας	ge/ras	γέρας	ge/ras	n-s---ng-
γέρας	ge/ras	γέρας	ge/ras	n-s---nn-
γέρας	ge/ras	γέρας	ge/ras	n-s---nv-
γέρας	ge/ras	γέρας	ge/ras	n-s---na-
γέρον	ge/ron	γέρων	ge/rwn	n-s---mv-
γέρων	ge/rwn	γέρων	ge/rwn	n-s---mn-
γήρᾳ	gh/ra|	γῆρας	gh=ras	n-s---nd-
γήρᾳ	gh/ra|	γῆρας	gh=ras	n-s---nd-
γόοισιν	go/oisin	γόος	go/os	n-p---md-
γόων	go/wn	γόος	go/os	n-p---mg-
γόων	go/wn	γοάω	goa/w	v3piia---
γόων	go/wn	γοάω	goa/w	v1siia---
γύναι	gu/nai	γυνή	gunh/	n-s---fv-
γᾶ	ga=	Γαῖα	*gai=a	n-d---fn-
γᾶ	ga=	Γαῖα	*gai=a	n-d---fv-
γᾶ	ga=	Γαῖα	*gai=a	n-d---fa-
γᾶ	ga=	Γαῖα	*gai=a	n-s---fn-
γᾶ	ga=	Γαῖα	*gai=a	n-s---fv-
γᾶ	ga=	γε	ge	g--------
γᾶ	ga=	γῆ	gh=	n-d---fn-
γᾶ	ga=	γῆ	gh=	n-d---fv-
γᾶ	ga=	γῆ	gh=	n-d---fa-
γᾶ	ga=	γῆ	gh=	n-s---fn-
γᾶ	ga=	γῆ	gh=	n-s---fv-
γᾶν	ga=n	Γαῖα	*gai=a	n-s---fa-
γᾶν	ga=n	γῆ	gh=	n-s---fa-
γᾶς	ga=s	Γαῖα	*gai=a	n-p---fa-
γᾶς	ga=s	Γαῖα	*gai=a	n-s---fg-
γᾶς	ga=s	γῆ	gh=	n-p---fa-
γᾶς	ga=s	γῆ	gh=	n-s---fg-
γᾷ	ga=|	Γαῖα	*gai=a	n-s---fd-
γᾷ	ga=|	γῆ	gh=	n-s---fd-
γῆ	gh=	Γαῖα	*gai=a	n-s---fn-
γῆ	gh=	Γαῖα	*gai=a	n-s---fv-
γῆ	gh=	γῆ	gh=	n-s---fn-
γῆ	gh=	γῆ	gh=	n-s---fv-
γῆθεν	gh=qen	γῆθεν	gh=qen	d--------
γῆς	gh=s	Γαῖα	*gai=a	n-s---fg-
γῆς	gh=s	γῆ	gh=	n-s---fg-
δαιμόνιον	daimo/nion	δαιμόνιον	daimo/nion	n-s---nn-
δαιμόνιον	daimo/nion	δαιμόνιον	daimo/nion	n-s---nv-
δαιμόνιον	daimo/nion	δαιμόνιον	daimo/nion	n-s---na-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	a-s---ma-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	a-s---nn-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	a-s---nv-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	a-s---na-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	n-s---ma-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	n-s---fa-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	n-s---nn-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	n-s---nv-
δαιμόνιον	daimo/nion	δαιμόνιος	daimo/nios	n-s---na-
δαιμόνιον	daimo/nion	δαιμονάω	daimona/w	v3piia---
δαιμόνιον	daimo/nion	δαιμονάω	daimona/w	v1siia---
δαιμόνων	daimo/nwn	δαίμων	dai/mwn	n-p---mg-
δαιμόνων	daimo/nwn	δαίμων	dai/mwn	n-p---fg-
δαιμόνων	daimo/nwn	δαιμονάω	daimona/w	v3piia---
δαιμόνων	daimo/nwn	δαιμονάω	daimona/w	v1siia---
δακρυρροοῦσα	dakrurroou=sa	δακρυρροέω	dakrurroe/w	v-sppafn-
δακρυρροοῦσα	dakrurroou=sa	δακρυρροέω	dakrurroe/w	v-sppafv-
δακρύεις	dakru/eis	δακρύω	dakru/w	v2spia---
δακρύων	dakru/wn	δάκρυον	da/kruon	n-p---ng-
δακρύων	dakru/wn	δάκρυον	da/kruon	n-p---ng-
δακρύων	dakru/wn	δακρύω	dakru/w	v-sppamn-
δακρῦσαι	dakru=sai	δακρύω	dakru/w	v--ana---
δαρόν	daro/n	δηρός	dhro/s	a-s---ma-
δαρόν	daro/n	δηρός	dhro/s	a-s---nn-
δαρόν	daro/n	δηρός	dhro/s	a-s---nv-
δαρόν	daro/n	δηρός	dhro/s	a-s---na-
δαίμονι	dai/moni	δαίμων	dai/mwn	n-s---md-
δαίμονι	dai/moni	δαίμων	dai/mwn	n-s---fd-
δαίμον’	dai/mon'	δαίμων	dai/mwn	n-s---ma-
δαίμον’	dai/mon'	δαίμων	dai/mwn	n-s---fa-
δαίμον’	dai/mon'	δαίμων	dai/mwn	n-s---md-
δαίμον’	dai/mon'	δαίμων	dai/mwn	n-s---fd-
