Αἰακιδᾶν	*ai)akida=n	Αἰακίδης	*ai)aki/dhs	n-p---mg-
τοὐπίτριπτον	tou)pi/tripton	ἐπίτριπτος	e)pi/triptos	n-s---fa-
τοὐπίτριπτον	tou)pi/tripton	ἐπίτριπτος	e)pi/triptos	n-s---nn-
τοὐπίτριπτον	tou)pi/tripton	ἐπίτριπτος	e)pi/triptos	n-s---nv-
τοὐπίτριπτον	tou)pi/tripton	ἐπίτριπτος	e)pi/triptos	n-s---na-
τοὔπος	tou)/pos	ἔπος	e)/pos	n-s---nn-
τοὔπος	tou)/pos	ἔπος	e)/pos	n-s---nv-
τοὔπος	tou)/pos	ἔπος	e)/pos	n-s---na-
τοὔργον	tou)/rgon	ἔργνυμι	e)/rgnumi	v-sppamv-
τοὔργον	tou)/rgon	ἔργνυμι	e)/rgnumi	v-sppann-
τοὔργον	tou)/rgon	ἔργνυμι	e)/rgnumi	v-sppanv-
τοὔργον	tou)/rgon	ἔργνυμι	e)/rgnumi	v-sppana-
τοὔργον	tou)/rgon	ἔργον	e)/rgon	n-s---nn-
τοὔργον	tou)/rgon	ἔργον	e)/rgon	n-s---nv-
τοὔργον	tou)/rgon	ἔργον	e)/rgon	n-s---na-
τοί	toi/	ὁ	o(	l-p---mn-
τοί	toi/	σύ	su/	p-s----d-
τοί	toi/	σύ	su/	p-s----d-
τοί	toi/	τοι	toi	g--------
τοίας	toi/as	τοῖος	toi=os	a-p---fa-
τοίας	toi/as	τοῖος	toi=os	a-s---fg-
τοίνυν	toi/nun	τοίνυν	toi/nun	g--------
τούς	tou/s	ὁ	o(	l-p---ma-
τούτοισιν	tou/toisin	οὗτος	ou(=tos	n-p---md-
τούτοισιν	tou/toisin	οὗτος	ou(=tos	n-p---nd-
τούτου	tou/tou	οὗτος	ou(=tos	n-s---mg-
τούτου	tou/tou	οὗτος	ou(=tos	n-s---ng-
τούτων	tou/twn	οὗτος	ou(=tos	n-p---mg-
τούτων	tou/twn	οὗτος	ou(=tos	n-p---fg-
τούτων	tou/twn	οὗτος	ou(=tos	n-p---ng-
τούτῳ	tou/tw|	οὗτος	ou(=tos	n-s---md-
τούτῳ	tou/tw|	οὗτος	ou(=tos	n-s---nd-
τοῖον	toi=on	τοῖος	toi=os	a-s---ma-
τοῖον	toi=on	τοῖος	toi=os	a-s---nn-
τοῖον	toi=on	τοῖος	toi=os	a-s---nv-
τοῖον	toi=on	τοῖος	toi=os	a-s---na-
τοῖς	toi=s	ὁ	o(	l-p---md-
τοῖς	toi=s	ὁ	o(	l-p---nd-
τοῖσδε	toi=sde	ὅδε	o(/de	n-p---md-
τοῖσδε	toi=sde	ὅδε	o(/de	n-p---nd-
τοῖσι	toi=si	ὁ	o(	l-p---md-
τοῖσι	toi=si	ὁ	o(	l-p---nd-
τοῖσι	toi=si	τίς	ti/s	n-p----d-
τοῖά	toi=a/	τοῖος	toi=os	a-p---nn-
τοῖά	toi=a/	τοῖος	toi=os	a-p---nv-
τοῖά	toi=a/	τοῖος	toi=os	a-p---na-
τοῦ	tou=	ὁ	o(	l-s---mg-
τοῦ	tou=	ὁ	o(	l-s---ng-
τοῦ	tou=	τίς	ti/s	n-s----g-
τοῦ	tou=	τις	tis	p-s----g-
τοῦδε	tou=de	ὅδε	o(/de	n-s---mg-
τοῦδε	tou=de	ὅδε	o(/de	n-s---ng-
τοῦδέ	tou=de/	ὅδε	o(/de	n-s---mg-
τοῦδέ	tou=de/	ὅδε	o(/de	n-s---ng-
τοῦτο	tou=to	οὗτος	ou(=tos	n-s---nn-
τοῦτο	tou=to	οὗτος	ou(=tos	n-s---nv-
τοῦτο	tou=to	οὗτος	ou(=tos	n-s---na-
τοῦτον	tou=ton	οὗτος	ou(=tos	n-s---ma-
τοῦτό	tou=to/	οὗτος	ou(=tos	n-s---nn-
τοῦτό	tou=to/	οὗτος	ou(=tos	n-s---nv-
τοῦτό	tou=to/	οὗτος	ou(=tos	n-s---na-
τρανές	trane/s	τρανής	tranh/s	n-s---mv-
τρανές	trane/s	τρανής	tranh/s	n-s---fv-
τρανές	trane/s	τρανής	tranh/s	n-s---nn-
τρανές	trane/s	τρανής	tranh/s	n-s---nv-
τρανές	trane/s	τρανής	tranh/s	n-s---na-
τραπείς	trapei/s	τέρπω	te/rpw	v-sappmn-
τραπείς	trapei/s	τέρπω	te/rpw	v-sappmv-
τραπείς	trapei/s	τρέπω	tre/pw	v-sappmn-
τραπείς	trapei/s	τρέπω	tre/pw	v-sappmv-
τραφείς	trafei/s	τρέφω	tre/fw	v-sappmn-
τραφείς	trafei/s	τρέφω	tre/fw	v-sappmv-
τρεῖς	trei=s	τρέω	tre/w	v2spia---
τρεῖς	trei=s	τρέω	tre/w	v2siia---
τρεῖς	trei=s	τρεῖς	trei=s	m-p---mn-
τρεῖς	trei=s	τρεῖς	trei=s	m-p---mv-
τρεῖς	trei=s	τρεῖς	trei=s	m-p---ma-
τρεῖς	trei=s	τρεῖς	trei=s	m-p---fn-
τρεῖς	trei=s	τρεῖς	trei=s	m-p---fv-
τρεῖς	trei=s	τρεῖς	trei=s	m-p---fa-
τροπῇ	troph=|	τροπάομαι	tropa/omai	v2spse---
τροπῇ	troph=|	τροπάομαι	tropa/omai	v2spie---
τροπῇ	troph=|	τροπάομαι	tropa/omai	v2spse---
τροπῇ	troph=|	τροπάομαι	tropa/omai	v2spie---
τροπῇ	troph=|	τροπέω	trope/w	v2spse---
τροπῇ	troph=|	τροπέω	trope/w	v2spie---
τροπῇ	troph=|	τροπέω	trope/w	v3spsa---
τροπῇ	troph=|	τροπή	troph/	n-s---fd-
τροφήν	trofh/n	τροφή	trofh/	n-s---fa-
τροφῆ	trofh=	τροφεύς	trofeu/s	n-d---mn-
τροφῆ	trofh=	τροφεύς	trofeu/s	n-d---mv-
τροφῆ	trofh=	τροφεύς	trofeu/s	n-d---ma-
τροφῆ	trofh=	τροφεύς	trofeu/s	n-s---ma-
τροφῆς	trofh=s	τρέφω	tre/fw	v2spia---
τροφῆς	trofh=s	τροφέω	trofe/w	v2spia---
τροφῆς	trofh=s	τροφεύς	trofeu/s	n-p---mn-
τροφῆς	trofh=s	τροφεύς	trofeu/s	n-p---mn-
τροφῆς	trofh=s	τροφεύς	trofeu/s	n-p---mv-
τροφῆς	trofh=s	τροφή	trofh/	n-s---fg-
τροφῷ	trofw=|	τροφός	trofo/s	n-s---md-
τροφῷ	trofw=|	τροφός	trofo/s	n-s---fd-
τρυχόμενος	truxo/menos	τρύχω	tru/xw	v-sppemn-
τρέπειν	tre/pein	τρέπω	tre/pw	v--pna---
τρέπων	tre/pwn	τρέπω	tre/pw	v-sppamn-
τρέφει	tre/fei	τρέφος	tre/fos	n-d---nn-
τρέφει	tre/fei	τρέφος	tre/fos	n-d---nv-
τρέφει	tre/fei	τρέφος	tre/fos	n-d---na-
τρέφει	tre/fei	τρέφος	tre/fos	n-s---nd-
τρέφει	tre/fei	τρέφος	tre/fos	n-s---nd-
τρέφει	tre/fei	τρέφω	tre/fw	v2spie---
τρέφει	tre/fei	τρέφω	tre/fw	v3spia---
τρίποδ’	tri/pod'	τρίπους	tri/pous	n-p---nn-
τρίποδ’	tri/pod'	τρίπους	tri/pous	n-p---nv-
τρίποδ’	tri/pod'	τρίπους	tri/pous	n-p---na-
τρίποδ’	tri/pod'	τρίπους	tri/pous	n-s---ma-
τρίποδ’	tri/pod'	τρίπους	tri/pous	n-s---fa-
τρίποδ’	tri/pod'	τρίπους	tri/pous	n-s---md-
τρίποδ’	tri/pod'	τρίπους	tri/pous	n-s---fd-
τρίποδ’	tri/pod'	τρίπους	tri/pous	n-s---nd-
τρίποδ’	tri/pod'	τρίπους	tri/pous	n-d---mn-
τρίποδ’	tri/pod'	τρίπους	tri/pous	n-d---mv-
τρίποδ’	tri/pod'	τρίπους	tri/pous	n-d---ma-
τρίποδ’	tri/pod'	τρίπους	tri/pous	n-d---fn-
τρίποδ’	tri/pod'	τρίπους	tri/pous	n-d---fv-
τρίποδ’	tri/pod'	τρίπους	tri/pous	n-d---fa-
τρίποδ’	tri/pod'	τρίπους	tri/pous	n-d---nn-
τρίποδ’	tri/pod'	τρίπους	tri/pous	n-d---nv-
τρίποδ’	tri/pod'	τρίπους	tri/pous	n-d---na-
τρίς	tri/s	τρίς	tri/s	d--------
τρίτου	tri/tou	τρίτος	tri/tos	a-s---mg-
τρίτου	tri/tou	τρίτος	tri/tos	a-s---ng-
τρόποις	tro/pois	τρόπος	tro/pos	n-p---md-
τρόπων	tro/pwn	τρόπος	tro/pos	n-p---mg-
τρόπων	tro/pwn	τροπόω	tropo/w	v3piia---
τρόπων	tro/pwn	τροπόω	tropo/w	v1siia---
τυγχάνει	tugxa/nei	τυγχάνω	tugxa/nw	v2spie---
τυγχάνει	tugxa/nei	τυγχάνω	tugxa/nw	v3spia---
τυμβεῦσαι	tumbeu=sai	τυμβεύω	tumbeu/w	v--ana---
τυμβεῦσαι	tumbeu=sai	τυμβόω	tumbo/w	v-pppafn-
τυμβεῦσαι	tumbeu=sai	τυμβόω	tumbo/w	v-pppafv-
τυπείς	tupei/s	τύπτω	tu/ptw	v-sappmn-
τυπείς	tupei/s	τύπτω	tu/ptw	v-sappmv-
τυραννικοῦ	turannikou=	τυραννικός	turanniko/s	a-s---mg-
τυραννικοῦ	turannikou=	τυραννικός	turanniko/s	a-s---ng-
τυχεῖν	tuxei=n	τυγχάνω	tugxa/nw	v--ana---
τἀγαθόν	ta)gaqo/n	ἀγαθός	a)gaqo/s	a-s---ma-
τἀγαθόν	ta)gaqo/n	ἀγαθός	a)gaqo/s	a-s---nn-
τἀγαθόν	ta)gaqo/n	ἀγαθός	a)gaqo/s	a-s---nv-
τἀγαθόν	ta)gaqo/n	ἀγαθός	a)gaqo/s	a-s---na-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-p---nn-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-p---nv-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-p---na-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---mn-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---mv-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---ma-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---fn-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---fv-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---fa-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---nn-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---nv-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-d---na-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-s---ma-
τἀληθῆ	ta)lhqh=	ἀληθής	a)lhqh/s	n-s---fa-
τἀμά	ta)ma/	ἁμόσ1	a(mo/s1	a-p---nn-
τἀμά	ta)ma/	ἁμόσ1	a(mo/s1	a-p---nv-
τἀμά	ta)ma/	ἁμόσ1	a(mo/s1	a-p---na-
τἀμά	ta)ma/	ἁμόσ1	a(mo/s1	a-d---fn-
τἀμά	ta)ma/	ἁμόσ1	a(mo/s1	a-d---fv-
τἀμά	ta)ma/	ἁμόσ1	a(mo/s1	a-d---fa-
τἀμά	ta)ma/	ἁμόσ1	a(mo/s1	a-s---fn-
τἀμά	ta)ma/	ἁμόσ1	a(mo/s1	a-s---fv-
τἀμά	ta)ma/	ἐμός	e)mo/s	a-p---nn-
τἀμά	ta)ma/	ἐμός	e)mo/s	a-p---nv-
τἀμά	ta)ma/	ἐμός	e)mo/s	a-p---na-
τἀμά	ta)ma/	ἐμός	e)mo/s	a-d---fn-
τἀμά	ta)ma/	ἐμός	e)mo/s	a-d---fv-
τἀμά	ta)ma/	ἐμός	e)mo/s	a-d---fa-
τἀμά	ta)ma/	ἐμός	e)mo/s	a-s---fn-
τἀμά	ta)ma/	ἐμός	e)mo/s	a-s---fv-
τἀμά	ta)ma/	ἡμός	h(mo/s	a-p---nn-
τἀμά	ta)ma/	ἡμός	h(mo/s	a-p---nv-
τἀμά	ta)ma/	ἡμός	h(mo/s	a-p---na-
τἀμά	ta)ma/	ἡμός	h(mo/s	a-d---fn-
τἀμά	ta)ma/	ἡμός	h(mo/s	a-d---fv-
τἀμά	ta)ma/	ἡμός	h(mo/s	a-d---fa-
τἀμά	ta)ma/	ἡμός	h(mo/s	a-s---fn-
τἀμά	ta)ma/	ἡμός	h(mo/s	a-s---fv-
τἀν	ta)n	ἐν	e)n	r--------
τἀν	ta)n	εἰς	ei)s	r--------
τἀνδρί	ta)ndri/	ἀνδρίς	a)ndri/s	n-s---fv-
τἀνδρί	ta)ndri/	ἀνήρ	a)nh/r	n-s---md-
τἀνδρός	ta)ndro/s	ἀνήρ	a)nh/r	n-s---mg-
τἀνθρώπεια	ta)nqrw/peia	ἀνθρώπειος	a)nqrw/peios	a-p---nn-
τἀνθρώπεια	ta)nqrw/peia	ἀνθρώπειος	a)nqrw/peios	a-p---nv-
τἀνθρώπεια	ta)nqrw/peia	ἀνθρώπειος	a)nqrw/peios	a-p---na-
τἀπό	ta)po/	ἀπό	a)po/	r--------
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-p---nn-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-p---nv-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-p---na-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-d---fn-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-d---fv-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-d---fa-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-s---fn-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-s---fv-
τἄμ’	ta)/m'	ἁμόσ1	a(mo/s1	a-p---nn-
τἄμ’	ta)/m'	ἁμόσ1	a(mo/s1	a-p---nv-
τἄμ’	ta)/m'	ἁμόσ1	a(mo/s1	a-p---na-
τἄμ’	ta)/m'	ἁμόσ1	a(mo/s1	a-d---fn-
τἄμ’	ta)/m'	ἁμόσ1	a(mo/s1	a-d---fv-
τἄμ’	ta)/m'	ἁμόσ1	a(mo/s1	a-d---fa-
τἄμ’	ta)/m'	ἁμόσ1	a(mo/s1	a-s---fn-
τἄμ’	ta)/m'	ἁμόσ1	a(mo/s1	a-s---fv-
τἄμ’	ta)/m'	ἁμόσ1	a(mo/s1	a-s---mv-
τἄμ’	ta)/m'	ἁμόσ1	a(mo/s1	a-p---fn-
τἄμ’	ta)/m'	ἁμόσ1	a(mo/s1	a-p---fv-
τἄμ’	ta)/m'	ἄμη	a)/mh	n-p---fn-
τἄμ’	ta)/m'	ἄμη	a)/mh	n-p---fv-
τἄμ’	ta)/m'	ἄμη	a)/mh	n-s---fd-
τἄμ’	ta)/m'	ἄμπ	a)/mp	n-s---nn-
τἄμ’	ta)/m'	ἄμπ	a)/mp	n-s---nv-
τἄμ’	ta)/m'	ἄμπ	a)/mp	n-s---na-
τἄμ’	ta)/m'	ἀμίς	a)mi/s	n-s---fv-
τἄμ’	ta)/m'	ἐγώ	e)gw/	p-s---ma-
τἄμ’	ta)/m'	ἐγώ	e)gw/	p-s---fa-
τἄμ’	ta)/m'	ἐμός	e)mo/s	a-p---nn-
τἄμ’	ta)/m'	ἐμός	e)mo/s	a-p---nv-
τἄμ’	ta)/m'	ἐμός	e)mo/s	a-p---na-
τἄμ’	ta)/m'	ἐμός	e)mo/s	a-d---fn-
τἄμ’	ta)/m'	ἐμός	e)mo/s	a-d---fv-
τἄμ’	ta)/m'	ἐμός	e)mo/s	a-d---fa-
τἄμ’	ta)/m'	ἐμός	e)mo/s	a-s---fn-
τἄμ’	ta)/m'	ἐμός	e)mo/s	a-s---fv-
τἄμ’	ta)/m'	ἐμός	e)mo/s	a-s---mv-
τἄμ’	ta)/m'	ἐμός	e)mo/s	a-p---fn-
τἄμ’	ta)/m'	ἐμός	e)mo/s	a-p---fv-
τἄμ’	ta)/m'	ἡμός	h(mo/s	a-p---nn-
τἄμ’	ta)/m'	ἡμός	h(mo/s	a-p---nv-
τἄμ’	ta)/m'	ἡμός	h(mo/s	a-p---na-
τἄμ’	ta)/m'	ἡμός	h(mo/s	a-d---fn-
τἄμ’	ta)/m'	ἡμός	h(mo/s	a-d---fv-
τἄμ’	ta)/m'	ἡμός	h(mo/s	a-d---fa-
τἄμ’	ta)/m'	ἡμός	h(mo/s	a-s---fn-
τἄμ’	ta)/m'	ἡμός	h(mo/s	a-s---fv-
τἄμ’	ta)/m'	ἡμός	h(mo/s	a-s---mv-
τἄμ’	ta)/m'	ἡμός	h(mo/s	a-p---fn-
τἄμ’	ta)/m'	ἡμός	h(mo/s	a-p---fv-
τἄν	ta)/n	ἄν1	a)/n1	g--------
τἄν	ta)/n	ἄν2	a)/n2	c--------
τἄν	ta)/n	ἀνά	a)na/	r--------
τἄν	ta)/n	ἐάν	e)a/n	c--------
τἄν	ta)/n	ἐν	e)n	r--------
τἄν	ta)/n	εἰμί	ei)mi/	v3piia---
τἄν	ta)/n	εἰς	ei)s	r--------
τἄπη	ta)/ph	ἔπος	e)/pos	n-p---nn-
τἄπη	ta)/ph	ἔπος	e)/pos	n-p---nv-
τἄπη	ta)/ph	ἔπος	e)/pos	n-p---na-
τἄπη	ta)/ph	ἔπος	e)/pos	n-d---nn-
τἄπη	ta)/ph	ἔπος	e)/pos	n-d---nv-
τἄπη	ta)/ph	ἔπος	e)/pos	n-d---na-
τἄργα	ta)/rga	ἔργον	e)/rgon	n-p---nn-
τἄργα	ta)/rga	ἔργον	e)/rgon	n-p---nv-
τἄργα	ta)/rga	ἔργον	e)/rgon	n-p---na-
τά	ta/	ὁ	o(	l-p---na-
τά	ta/	ὁ	o(	l-p---nn-
τά	ta/	ὁ	o(	l-p---nv-
τά	ta/	ὁ	o(	l-p---na-
τά	ta/	ὁ	o(	l-d---fa-
τά	ta/	ὁ	o(	l-d---fn-
τά	ta/	ὁ	o(	l-d---fv-
τά	ta/	ὁ	o(	l-d---fa-
τά	ta/	τίς	ti/s	n-p---nn-
τά	ta/	τίς	ti/s	n-p---nv-
τά	ta/	τίς	ti/s	n-p---na-
τάδε	ta/de	ὅδε	o(/de	n-p---na-
τάδε	ta/de	ὅδε	o(/de	n-p---nn-
τάδε	ta/de	ὅδε	o(/de	n-d---fa-
τάδε	ta/de	ὅδε	o(/de	n-d---fn-
τάδε	ta/de	ὅδε	o(/de	n-d---fv-
τάλαινα	ta/laina	τάλας	ta/las	a-s---fn-
τάλαινα	ta/laina	τάλας	ta/las	a-s---fv-
τάλαιναν	ta/lainan	τάλας	ta/las	a-s---fa-
τάλαιν’	ta/lain'	τάλας	ta/las	a-s---fn-
τάλαιν’	ta/lain'	τάλας	ta/las	a-s---fv-
τάλαιν’	ta/lain'	τάλας	ta/las	a-p---fn-
τάλαιν’	ta/lain'	τάλας	ta/las	a-p---fv-
τάλας	ta/las	τάλας	ta/las	a-s---mn-
τάν	ta/n	ὁ	o(	l-s---fa-
τάξιν	ta/cin	τάξις	ta/cis	n-s---fa-
τάς	ta/s	ὁ	o(	l-p---fa-
τάσδε	ta/sde	ὅδε	o(/de	n-p---fa-
τάσδε	ta/sde	τάσσω	ta/ssw	v2spma---
τάσδε	ta/sde	τάσσω	ta/ssw	v3siia---
τάσδ’	ta/sd'	ὅδε	o(/de	n-p---fa-
τάσδ’	ta/sd'	τάσσω	ta/ssw	v2spma---
τάσδ’	ta/sd'	τάσσω	ta/ssw	v3siia---
τάφον	ta/fon	τάφοσ1	ta/fos1	n-s---ma-
τάφον	ta/fon	τέθηπα	te/qhpa	v3paia---
τάφον	ta/fon	τέθηπα	te/qhpa	v1saia---
τάφου	ta/fou	τάφοσ1	ta/fos1	n-s---mg-
τάφου	ta/fou	τέθηπα	te/qhpa	v2saim---
τάφρων	ta/frwn	τάφρος	ta/fros	n-p---fg-
τάφῳ	ta/fw|	τάφοσ1	ta/fos1	n-s---md-
τάχα	ta/xa	τάχα	ta/xa	d--------
τάχα	ta/xa	τάχος	ta/xos	n-p---nn-
τάχα	ta/xa	τάχος	ta/xos	n-p---nv-
τάχα	ta/xa	τάχος	ta/xos	n-p---na-
τάχει	ta/xei	τάχος	ta/xos	n-d---nn-
τάχει	ta/xei	τάχος	ta/xos	n-d---nv-
τάχει	ta/xei	τάχος	ta/xos	n-d---na-
τάχει	ta/xei	τάχος	ta/xos	n-s---nd-
τάχει	ta/xei	τάχος	ta/xos	n-s---nd-
τάχος	ta/xos	τάχος	ta/xos	n-s---nn-
τάχος	ta/xos	τάχος	ta/xos	n-s---nv-
τάχος	ta/xos	τάχος	ta/xos	n-s---na-
τάχους	ta/xous	τάχος	ta/xos	n-s---ng-
τάχ’	ta/x'	τάχα	ta/xa	d--------
τέθνηκεν	te/qnhken	θνήσκω	qnh/skw	v3sria---
τέθνηκεν	te/qnhken	θνήσκω	qnh/skw	v3plia---
τέκνον	te/knon	τέκνον	te/knon	n-s---nn-
τέκνον	te/knon	τέκνον	te/knon	n-s---nv-
τέκνον	te/knon	τέκνον	te/knon	n-s---na-
τέκνου	te/knou	τέκνον	te/knon	n-s---ng-
τέκνου	te/knou	τεκνόω	tekno/w	v2spma---
τέκνου	te/knou	τεκνόω	tekno/w	v3siia---
τέκνων	te/knwn	τέκνον	te/knon	n-p---ng-
τέκνων	te/knwn	τεκνόω	tekno/w	v3piia---
τέκνων	te/knwn	τεκνόω	tekno/w	v1siia---
τέλει	te/lei	τέλος	te/los	n-d---nn-
τέλει	te/lei	τέλος	te/los	n-d---nv-
τέλει	te/lei	τέλος	te/los	n-d---na-
τέλει	te/lei	τέλος	te/los	n-s---nd-
τέλει	te/lei	τέλος	te/los	n-s---nd-
τέλει	te/lei	τελέω	tele/w	v2spma---
τέλει	te/lei	τελέω	tele/w	v3siia---
τέλος	te/los	τέλος	te/los	n-s---nn-
τέλος	te/los	τέλος	te/los	n-s---nv-
τέλος	te/los	τέλος	te/los	n-s---na-
τέμνω	te/mnw	τέμνω	te/mnw	v1spsa---
τέμνω	te/mnw	τέμνω	te/mnw	v1spia---
τέρμ’	te/rm'	τέρμα	te/rma	n-s---nn-
τέρμ’	te/rm'	τέρμα	te/rma	n-s---nv-
τέρμ’	te/rm'	τέρμα	te/rma	n-s---na-
τέρπειν	te/rpein	τέρπω	te/rpw	v--pna---
τέρψιν	te/ryin	τέρψις	te/ryis	n-s---fa-
τέρψις	te/ryis	τέρψις	te/ryis	n-p---fa-
τέρψις	te/ryis	τέρψις	te/ryis	n-s---fn-
τέχνας	te/xnas	τέχνη	te/xnh	n-p---fa-
τέχνας	te/xnas	τέχνη	te/xnh	n-s---fg-
τέχνην	te/xnhn	τέχνη	te/xnh	n-s---fa-
τέχνῃ	te/xnh|	τέχνη	te/xnh	n-s---fd-
τέως	te/ws	τέος	te/os	n-p---ma-
τέως	te/ws	τέως	te/ws	d--------
τήν	th/n	ὁ	o(	l-s---fa-
τήνδε	th/nde	ὅδε	o(/de	n-s---fa-
τήνδ’	th/nd'	ὅδε	o(/de	n-s---fa-
τί	ti/	τίς	ti/s	n-s---nn-
τί	ti/	τίς	ti/s	n-s---nv-
τί	ti/	τίς	ti/s	n-s---na-
τί	ti/	τις	tis	p-s---nn-
τί	ti/	τις	tis	p-s---nv-
τί	ti/	τις	tis	p-s---na-
τίθει	ti/qei	τίθημι	ti/qhmi	v2spma---
τίθει	ti/qei	τίθημι	ti/qhmi	v2spma---
τίθει	ti/qei	τίθημι	ti/qhmi	v3siia---
τίθει	ti/qei	τίθημι	ti/qhmi	v3siia---
τίκτουσ’	ti/ktous'	τίκτω	ti/ktw	v-sppafn-
τίκτουσ’	ti/ktous'	τίκτω	ti/ktw	v-sppafv-
τίκτουσ’	ti/ktous'	τίκτω	ti/ktw	v-pppamd-
τίκτουσ’	ti/ktous'	τίκτω	ti/ktw	v-pppand-
τίκτουσ’	ti/ktous'	τίκτω	ti/ktw	v3ppia---
τίκτουσ’	ti/ktous'	τίκτω	ti/ktw	v-pppafn-
τίκτουσ’	ti/ktous'	τίκτω	ti/ktw	v-pppafv-
τίνος	ti/nos	τίς	ti/s	n-s----g-
τίνος	ti/nos	τις	tis	p-s----g-
τίς	ti/s	τίς	ti/s	n-s---mn-
τίς	ti/s	τίς	ti/s	n-s---fn-
τίς	ti/s	τις	tis	p-s---mn-
τίς	ti/s	τις	tis	p-s---fn-
τίσει	ti/sei	τίνω	ti/nw	v3sasa---
τίσει	ti/sei	τίνω	ti/nw	v2sfim---
τίσει	ti/sei	τίνω	ti/nw	v3sfia---
τίσει	ti/sei	τίσις	ti/sis	n-d---fn-
τίσει	ti/sei	τίσις	ti/sis	n-d---fv-
τίσει	ti/sei	τίσις	ti/sis	n-d---fa-
τίσει	ti/sei	τίσις	ti/sis	n-s---fd-
τίσει	ti/sei	τίσις	ti/sis	n-s---fd-
τίσει	ti/sei	τίω	ti/w	v2sfim---
τίσει	ti/sei	τίω	ti/w	v3sfia---
τίσει	ti/sei	τίζω	ti/zw	v3sasa---
τίσει	ti/sei	τίζω	ti/zw	v2sfim---
τίσει	ti/sei	τίζω	ti/zw	v3sfia---
τό	to/	ὁ	o(	l-s---nn-
τό	to/	ὁ	o(	l-s---nv-
τό	to/	ὁ	o(	l-s---na-
τόδε	to/de	ὅδε	o(/de	n-s---nn-
τόδε	to/de	ὅδε	o(/de	n-s---nv-
τόδε	to/de	ὅδε	o(/de	n-s---na-
τόδ’	to/d'	ὅδε	o(/de	n-s---nn-
τόδ’	to/d'	ὅδε	o(/de	n-s---nv-
τόδ’	to/d'	ὅδε	o(/de	n-s---na-
τόλμαις	to/lmais	τόλμα	to/lma	n-p---fd-
τόλμης	to/lmhs	τόλμα	to/lma	n-s---fg-
τόλμης	to/lmhs	τολμάω	tolma/w	v2spia---
τόλμης	to/lmhs	τολμάω	tolma/w	v2siia---
τόν	to/n	ὁ	o(	l-s---ma-
τόνδε	to/nde	ὅδε	o(/de	n-s---ma-
τόνδε	to/nde	ὅδε	o(/de	n-s---na-
τόπον	to/pon	τόπος	to/pos	n-s---ma-
τόπος	to/pos	τόπος	to/pos	n-s---mn-
τόσσον	to/sson	τόσος	to/sos	a-s---ma-
τόσσον	to/sson	τόσος	to/sos	a-s---nn-
τόσσον	to/sson	τόσος	to/sos	a-s---nv-
τόσσον	to/sson	τόσος	to/sos	a-s---na-
τόσ’	to/s'	τόσος	to/sos	a-p---nn-
τόσ’	to/s'	τόσος	to/sos	a-p---nv-
τόσ’	to/s'	τόσος	to/sos	a-p---na-
τόσ’	to/s'	τόσος	to/sos	a-s---mv-
τόσ’	to/s'	τόσος	to/sos	a-p---fn-
τόσ’	to/s'	τόσος	to/sos	a-p---fv-
τόσ’	to/s'	τόσος	to/sos	a-s---fd-
τότε	to/te	τότε	to/te	d--------
τότ’	to/t'	τότε	to/te	d--------
τύραννον	tu/rannon	τύραννος	tu/rannos	n-s---ma-
τύχας	tu/xas	τύχη	tu/xh	n-p---fa-
τύχας	tu/xas	τύχη	tu/xh	n-s---fg-
τύχην	tu/xhn	τύχη	tu/xh	n-s---fa-
τύχης	tu/xhs	τύχη	tu/xh	n-s---fg-
τύχῃ	tu/xh|	τύχη	tu/xh	n-s---fd-
τύχῃ	tu/xh|	τυγχάνω	tugxa/nw	v2sase---
τύχῃ	tu/xh|	τυγχάνω	tugxa/nw	v3sasa---
τώς	tw/s	ὁ	o(	l-p---ma-
τώς	tw/s	τώς	tw/s	d--------
τᾶς	ta=s	ὁ	o(	l-s---fg-
τᾷδ’	ta=|d'	ὅδε	o(/de	n-s---fd-
