Αἰγίσθου	*ai)gi/sqou	Αἴγισθος	*ai)/gisqos	n-s---mg-
Χαίρετ’	*xai/ret'	χαίρω	xai/rw	v2ppia---
Χαίρετ’	*xai/ret'	χαίρω	xai/rw	v3spie---
Χαίρετ’	*xai/ret'	χαίρω	xai/rw	v3siie---
Χαίρετ’	*xai/ret'	χαίρω	xai/rw	v2piia---
αἰεί	ai)ei/	ἀεί	a)ei/	d--------
αἰθαλώσῃ	ai)qalw/sh|	αἰθάλωσις	ai)qa/lwsis	n-s---fd-
αἰθαλώσῃ	ai)qalw/sh|	αἰθαλόω	ai)qalo/w	v2sasm---
αἰθαλώσῃ	ai)qalw/sh|	αἰθαλόω	ai)qalo/w	v3sasa---
αἰθαλώσῃ	ai)qalw/sh|	αἰθαλόω	ai)qalo/w	v2sfim---
αἰθερίας	ai)qeri/as	αἰθέριος	ai)qe/rios	a-p---fa-
αἰθερίας	ai)qeri/as	αἰθέριος	ai)qe/rios	a-s---fg-
αἰθέριοι	ai)qe/rioi	αἰθέριος	ai)qe/rios	a-p---mn-
αἰθέριοι	ai)qe/rioi	αἰθέριος	ai)qe/rios	a-p---mv-
αἰθέριοι	ai)qe/rioi	αἰθέριος	ai)qe/rios	n-p---mn-
αἰθέριοι	ai)qe/rioi	αἰθέριος	ai)qe/rios	n-p---mv-
αἰθέριοι	ai)qe/rioi	αἰθέριος	ai)qe/rios	n-p---fn-
αἰθέριοι	ai)qe/rioi	αἰθέριος	ai)qe/rios	n-p---fv-
αἰθέρος	ai)qe/ros	αἰθήρ	ai)qh/r	n-s---mg-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	n-s---ma-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	n-s---md-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	n-d---mn-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	n-d---mv-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	n-d---ma-
αἰνεῖν	ai)nei=n	αἰνέω	ai)ne/w	v--pna---
αἰνίξομαι	ai)ni/comai	αἰνίσσομαι	ai)ni/ssomai	v1sase---
αἰνίξομαι	ai)ni/comai	αἰνίσσομαι	ai)ni/ssomai	v1sfie---
αἰνίξομαι	ai)ni/comai	αἰνίζομαι	ai)ni/zomai	v1sase---
αἰνίξομαι	ai)ni/comai	αἰνίζομαι	ai)ni/zomai	v1sfie---
αἰνίξομαι	ai)ni/comai	αἰνίζω	ai)ni/zw	v1sasm---
αἰνίξομαι	ai)ni/comai	αἰνίζω	ai)ni/zw	v1sfim---
αἰνῶ	ai)nw=	αἰνέω	ai)ne/w	v1spsa---
αἰνῶ	ai)nw=	αἰνέω	ai)ne/w	v1spia---
αἰνῶ	ai)nw=	αἰνός	ai)no/s	a-s---mg-
αἰνῶ	ai)nw=	αἰνός	ai)no/s	a-s---ng-
αἰρέτω	ai)re/tw	αἴρω	ai)/rw	v3spma---
αἰσθοίμην	ai)sqoi/mhn	αἰσθάνομαι	ai)sqa/nomai	v1saom---
αἰσθοίμην	ai)sqoi/mhn	αἰσθάνομαι	ai)sqa/nomai	v1spoe---
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---ma-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---nn-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---nv-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	a-s---na-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---ma-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---fa-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---nn-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---nv-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	n-s---na-
αἰσχρῶς	ai)sxrw=s	αἰσχρός	ai)sxro/s	x--------
αἰσχρῶς	ai)sxrw=s	αἰσχρός	ai)sxro/s	x--------
αἰσχύνομαι	ai)sxu/nomai	αἰσχύνω	ai)sxu/nw	v1sasm---
αἰσχύνομαι	ai)sxu/nomai	αἰσχύνω	ai)sxu/nw	v1spie---
αἰτούμεθα	ai)tou/meqa	αἰτέω	ai)te/w	v1ppie---
αἰτούμεθα	ai)tou/meqa	αἰτέω	ai)te/w	v1piie---
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-d---fn-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-d---fv-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-d---fa-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-s---fn-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-s---fv-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-d---fn-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-d---fv-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-d---fa-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-s---fn-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-s---fv-
αἰτίαν	ai)ti/an	αἴτιος	ai)/tios	a-s---fa-
αἰτίαν	ai)ti/an	αἰτία	ai)ti/a	n-s---fa-
αἰχμάλωτόν	ai)xma/lwto/n	αἰχμάλωτος	ai)xma/lwtos	n-s---ma-
αἰχμάλωτόν	ai)xma/lwto/n	αἰχμάλωτος	ai)xma/lwtos	n-s---fa-
αἰχμάλωτόν	ai)xma/lwto/n	αἰχμάλωτος	ai)xma/lwtos	n-s---nn-
αἰχμάλωτόν	ai)xma/lwto/n	αἰχμάλωτος	ai)xma/lwtos	n-s---nv-
αἰχμάλωτόν	ai)xma/lwto/n	αἰχμάλωτος	ai)xma/lwtos	n-s---na-
αἱ	ai(	ὁ	o(	l-p---fn-
αἱ	ai(	ὁ	o(	l-p---fv-
αἱμάτων	ai(ma/twn	αἷμα	ai(=ma	n-p---ng-
αἱμάτων	ai(ma/twn	αἱματάω	ai(mata/w	v3piia---
αἱμάτων	ai(ma/twn	αἱματάω	ai(mata/w	v1siia---
αἴρει	ai)/rei	αἴρω	ai)/rw	v2spie---
αἴρει	ai)/rei	αἴρω	ai)/rw	v3spia---
αἴρεσθ’	ai)/resq'	αἴρω	ai)/rw	v2ppme---
αἴρεσθ’	ai)/resq'	αἴρω	ai)/rw	v2ppie---
αἴρεσθ’	ai)/resq'	αἴρω	ai)/rw	v--pne---
αἴρεσθ’	ai)/resq'	αἴρω	ai)/rw	v2piie---
αἴρεται	ai)/retai	αἴρω	ai)/rw	v3spie---
αἴσθησις	ai)/sqhsis	αἴσθησις	ai)/sqhsis	n-s---fn-
αἴσθοιτ’	ai)/sqoit'	αἰσθάνομαι	ai)sqa/nomai	v3saom---
αἴσθοιτ’	ai)/sqoit'	αἰσθάνομαι	ai)sqa/nomai	v3spoe---
αἴτιοι	ai)/tioi	αἴτιος	ai)/tios	a-p---mn-
αἴτιοι	ai)/tioi	αἴτιος	ai)/tios	a-p---mv-
αἴτιοι	ai)/tioi	αἴτιος	ai)/tios	n-p---mn-
αἴτιοι	ai)/tioi	αἴτιος	ai)/tios	n-p---mv-
αἴτιοι	ai)/tioi	αἴτιος	ai)/tios	n-p---fn-
αἴτιοι	ai)/tioi	αἴτιος	ai)/tios	n-p---fv-
αἵ	ai(/	ὁ	o(	l-p---fn-
αἵ	ai(/	ὁ	o(	l-p---fv-
αἵ	ai(/	ὅς	o(/s	p-p---fn-
αἵδε	ai(/de	ὅδε	o(/de	n-p---fn-
αἵδ’	ai(/d'	ὅδε	o(/de	n-p---fn-
αἵμασι	ai(/masi	αἷμα	ai(=ma	n-p---nd-
αἵματος	ai(/matos	αἷμα	ai(=ma	n-s---ng-
αἶ	ai)=	εἰ	ei)	c--------
αἶαν	ai)=an	αἶα	ai)=a	n-s---fa-
αἶνον	ai)=non	αἶνος	ai)=nos	n-s---ma-
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---nn-
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---nv-
αἷμα	ai(=ma	αἷμα	ai(=ma	n-s---na-
αἷμά	ai(=ma/	αἷμα	ai(=ma	n-s---nn-
αἷμά	ai(=ma/	αἷμα	ai(=ma	n-s---nv-
αἷμά	ai(=ma/	αἷμα	ai(=ma	n-s---na-
αἷμ’	ai(=m'	αἷμα	ai(=ma	n-s---nn-
αἷμ’	ai(=m'	αἷμα	ai(=ma	n-s---nv-
αἷμ’	ai(=m'	αἷμα	ai(=ma	n-s---na-
αὐθάδης	au)qa/dhs	αὐθάδης	au)qa/dhs	n-p---ma-
αὐθάδης	au)qa/dhs	αὐθάδης	au)qa/dhs	n-p---fa-
αὐθάδης	au)qa/dhs	αὐθάδης	au)qa/dhs	n-p---mn-
αὐθάδης	au)qa/dhs	αὐθάδης	au)qa/dhs	n-p---mv-
αὐθάδης	au)qa/dhs	αὐθάδης	au)qa/dhs	n-p---fn-
αὐθάδης	au)qa/dhs	αὐθάδης	au)qa/dhs	n-p---fv-
αὐθάδης	au)qa/dhs	αὐθάδης	au)qa/dhs	n-s---mn-
αὐθάδης	au)qa/dhs	αὐθάδης	au)qa/dhs	n-s---fn-
αὐλάν	au)la/n	αὐλή	au)lh/	n-s---fa-
αὐλίζομαι	au)li/zomai	αὐλίζομαι	au)li/zomai	v1spie---
αὐτούς	au)tou/s	αὐτός	au)to/s	n-p---ma-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	n-p---nd-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	n-p---md-
αὐτοῦ	au)tou=	αὐτός	au)to/s	n-s---ng-
αὐτοῦ	au)tou=	αὐτός	au)to/s	n-s---mg-
αὐτοῦ	au)tou=	αὐτοῦ	au)tou=	d--------
αὐτά	au)ta/	αὐτός	au)to/s	n-p---nn-
αὐτά	au)ta/	αὐτός	au)to/s	n-p---nv-
αὐτά	au)ta/	αὐτός	au)to/s	n-p---na-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fn-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fv-
αὐτά	au)ta/	αὐτός	au)to/s	n-d---fa-
αὐτά	au)ta/	αὐτός	au)to/s	n-s---fn-
αὐτά	au)ta/	αὐτός	au)to/s	n-s---fv-
αὐτάς	au)ta/s	αὐτός	au)to/s	n-p---fa-
αὐτή	au)th/	αὐτός	au)to/s	n-s---fn-
αὐτή	au)th/	αὐτός	au)to/s	n-s---fv-
αὐτήν	au)th/n	αὐτός	au)to/s	n-s---fa-
αὐτό	au)to/	αὐτός	au)to/s	n-s---nn-
αὐτό	au)to/	αὐτός	au)to/s	n-s---nv-
αὐτό	au)to/	αὐτός	au)to/s	n-s---na-
αὐτόν	au)to/n	αὐτός	au)to/s	n-s---ma-
αὐτός	au)to/s	αὐτός	au)to/s	n-s---mn-
αὐτόχειρ	au)to/xeir	αὐτόχειρ	au)to/xeir	n-s---mn-
αὐτόχειρ	au)to/xeir	αὐτόχειρ	au)to/xeir	n-s---fn-
αὐτῆς	au)th=s	αὐτός	au)to/s	n-s---fg-
αὐτῇ	au)th=|	αὐτός	au)to/s	n-s---fd-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---ng-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---fg-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---mg-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---nd-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---md-
αὐχέν’	au)xe/n'	αὐχήν	au)xh/n	n-s---ma-
αὐχέν’	au)xe/n'	αὐχήν	au)xh/n	n-s---md-
αὐχέν’	au)xe/n'	αὐχήν	au)xh/n	n-d---mn-
αὐχέν’	au)xe/n'	αὐχήν	au)xh/n	n-d---mv-
αὐχέν’	au)xe/n'	αὐχήν	au)xh/n	n-d---ma-
αὑτόν	au(to/n	ἑαυτοῦ	e(autou=	n-s---ma-
αὑτῆς	au(th=s	ἑαυτοῦ	e(autou=	n-s---fg-
αὔραν	au)/ran	αὔρα	au)/ra	n-s---fa-
αὖ	au)=	αὗ	au(=	x--------
αὖ	au)=	αὖ	au)=	d--------
αὖραι	au)=rai	αὔρα	au)/ra	n-p---fn-
αὖραι	au)=rai	αὔρα	au)/ra	n-p---fv-
βαρβάρων	barba/rwn	βάρβαρος	ba/rbaros	n-p---mg-
βαρβάρων	barba/rwn	βάρβαρος	ba/rbaros	n-p---fg-
βαρβάρων	barba/rwn	βάρβαρος	ba/rbaros	n-p---ng-
βαρβάρων	barba/rwn	βαρβαρόομαι	barbaro/omai	v3piia---
βαρβάρων	barba/rwn	βαρβαρόομαι	barbaro/omai	v1siia---
βαρβάρων	barba/rwn	βαρβαρόω	barbaro/w	v3piia---
βαρβάρων	barba/rwn	βαρβαρόω	barbaro/w	v1siia---
βαρείας	barei/as	βαρύς	baru/s	a-p---fa-
βαρείας	barei/as	βαρύς	baru/s	a-s---fg-
βαρύς	baru/s	βαρύς	baru/s	a-s---mn-
βασιλείᾳ	basilei/a|	βασίλεια	basi/leia	n-s---fd-
βασιλείᾳ	basilei/a|	βασίλειος	basi/leios	a-s---fd-
βασιλείᾳ	basilei/a|	βασιλεία	basilei/a	n-s---fd-
βασιλεύει	basileu/ei	βασιλεύω	basileu/w	v2spie---
βασιλεύει	basileu/ei	βασιλεύω	basileu/w	v3spia---
βασιλικούς	basilikou/s	βασιλικός	basiliko/s	a-p---ma-
βασιλικῶν	basilikw=n	βασιλικός	basiliko/s	a-p---fg-
βασιλικῶν	basilikw=n	βασιλικός	basiliko/s	a-p---mg-
βασιλικῶν	basilikw=n	βασιλικός	basiliko/s	a-p---ng-
βασιλέα	basile/a	βασιλεύς	basileu/s	n-s---ma-
βασιλῆες	basilh=es	βασιλεύς	basileu/s	n-p---mn-
βασιλῆες	basilh=es	βασιλεύς	basileu/s	n-p---mn-
βασιλῆες	basilh=es	βασιλεύς	basileu/s	n-p---mv-
βαστάζουσ’	basta/zous'	βαστάζω	basta/zw	v-sppafn-
βαστάζουσ’	basta/zous'	βαστάζω	basta/zw	v-sppafv-
βαστάζουσ’	basta/zous'	βαστάζω	basta/zw	v-pppamd-
βαστάζουσ’	basta/zous'	βαστάζω	basta/zw	v-pppand-
βαστάζουσ’	basta/zous'	βαστάζω	basta/zw	v3ppia---
βαστάζουσ’	basta/zous'	βαστάζω	basta/zw	v-pppafn-
βαστάζουσ’	basta/zous'	βαστάζω	basta/zw	v-pppafv-
βασίλεια	basi/leia	βασίλεια	basi/leia	n-s---fn-
βασίλεια	basi/leia	βασίλεια	basi/leia	n-s---fv-
βασίλεια	basi/leia	βασίλειον	basi/leion	n-p---nn-
βασίλεια	basi/leia	βασίλειον	basi/leion	n-p---nv-
βασίλεια	basi/leia	βασίλειον	basi/leion	n-p---na-
βασίλεια	basi/leia	βασίλειος	basi/leios	a-p---nn-
βασίλεια	basi/leia	βασίλειος	basi/leios	a-p---nv-
βασίλεια	basi/leia	βασίλειος	basi/leios	a-p---na-
βασίλεια	basi/leia	βασίλειος	basi/leios	n-p---nn-
βασίλεια	basi/leia	βασίλειος	basi/leios	n-p---nv-
βασίλεια	basi/leia	βασίλειος	basi/leios	n-p---na-
βαίνουσι	bai/nousi	βαίνω	bai/nw	v-pppamd-
βαίνουσι	bai/nousi	βαίνω	bai/nw	v-pppand-
βαίνουσι	bai/nousi	βαίνω	bai/nw	v3ppia---
βαίνουσιν	bai/nousin	βαίνω	bai/nw	v-pppamd-
βαίνουσιν	bai/nousin	βαίνω	bai/nw	v-pppand-
βαίνουσιν	bai/nousin	βαίνω	bai/nw	v3ppia---
βαίνω	bai/nw	βαίνω	bai/nw	v1spsa---
βαίνω	bai/nw	βαίνω	bai/nw	v1spia---
βαίνων	bai/nwn	βαίνω	bai/nw	v-sppamn-
βεβαία	bebai/a	βέβαιος	be/baios	a-d---fn-
βεβαία	bebai/a	βέβαιος	be/baios	a-d---fv-
βεβαία	bebai/a	βέβαιος	be/baios	a-d---fa-
βεβαία	bebai/a	βέβαιος	be/baios	a-s---fn-
βεβαία	bebai/a	βέβαιος	be/baios	a-s---fv-
βεβώς	bebw/s	βαίνω	bai/nw	v-srpamn-
βεβώς	bebw/s	βαίνω	bai/nw	v-srpamv-
βεβώς	bebw/s	βαίνω	bai/nw	v-srpamn-
βεβῶτος	bebw=tos	βαίνω	bai/nw	v-srpamg-
βεβῶτος	bebw=tos	βαίνω	bai/nw	v-srpang-
βελτίους	belti/ous	βελτίων	belti/wn	a-p---mn-
βελτίους	belti/ous	βελτίων	belti/wn	a-p---ma-
βελτίους	belti/ous	βελτίων	belti/wn	a-p---fn-
βελτίους	belti/ous	βελτίων	belti/wn	a-p---fa-
βελτίους	belti/ous	βελτίων	belti/wn	a-p---ma-
βελτίους	belti/ous	βελτίων	belti/wn	a-p---fa-
βελτίους	belti/ous	βελτιόω	beltio/w	v2siia---
βιότῳ	bio/tw|	βίοτος	bi/otos	n-s---md-
βλάπτῃ	bla/pth|	βλάπτω	bla/ptw	v2spse---
βλάπτῃ	bla/pth|	βλάπτω	bla/ptw	v2spie---
βλάπτῃ	bla/pth|	βλάπτω	bla/ptw	v3spsa---
βλέπων	ble/pwn	βλέπω	ble/pw	v-sppamn-
βλέφαρον	ble/faron	βλέφαρον	ble/faron	n-s---nn-
βλέφαρον	ble/faron	βλέφαρον	ble/faron	n-s---nv-
βλέφαρον	ble/faron	βλέφαρον	ble/faron	n-s---na-
βλέψον	ble/yon	βλέπω	ble/pw	v2sama---
βοηδρόμους	bohdro/mous	βοήδρομος	boh/dromos	n-p---ma-
βοηδρόμους	bohdro/mous	βοήδρομος	boh/dromos	n-p---fa-
βοηδρόμους	bohdro/mous	βοηδρόμος	bohdro/mos	n-p---ma-
βοηδρόμους	bohdro/mous	βοηδρόμος	bohdro/mos	n-p---fa-
βορᾶς	bora=s	βορά	bora/	n-s---fg-
βορᾶς	bora=s	βοράω	bora/w	v2spia---
βορᾶς	bora=s	βοράζω	bora/zw	v2sfia---
βορᾶς	bora=s	βορός	boro/s	a-s---fg-
βοσκημάτων	boskhma/twn	βόσκημα	bo/skhma	n-p---ng-
βοστρύχους	bostru/xous	βόστρυχος	bo/struxos	n-p---ma-
βοστρύχων	bostru/xwn	βόστρυχος	bo/struxos	n-p---mg-
βοστρύχων	bostru/xwn	βόστρυχος	bo/struxos	n-p---ng-
βουθυτεῖν	bouqutei=n	βουθυτέω	bouqute/w	v--pna---
βουθυτῶν	bouqutw=n	βουθύτης	bouqu/ths	n-p---mg-
βουθυτῶν	bouqutw=n	βουθυτέω	bouqute/w	v-sppamn-
βουλευμάτων	bouleuma/twn	βούλευμα	bou/leuma	n-p---ng-
βουλεύματα	bouleu/mata	βούλευμα	bou/leuma	n-p---nn-
βουλεύματα	bouleu/mata	βούλευμα	bou/leuma	n-p---nv-
βουλεύματα	bouleu/mata	βούλευμα	bou/leuma	n-p---na-
βουλεύσαντος	bouleu/santos	βουλεύω	bouleu/w	v-sapamg-
βουλεύσαντος	bouleu/santos	βουλεύω	bouleu/w	v-sapang-
βουλᾶς	boula=s	βουλεύς	bouleu/s	n-p---ma-
βουλᾶς	boula=s	βουλή	boulh/	n-s---fg-
βουσφαγεῖν	bousfagei=n	βουσφαγέω	bousfage/w	v--pna---
βουφορβός	bouforbo/s	βουφορβός	bouforbo/s	n-s---mn-
βουφορβός	bouforbo/s	βουφορβός	bouforbo/s	n-s---fn-
βοά	boa/	βοή	boh/	n-d---fn-
βοά	boa/	βοή	boh/	n-d---fv-
βοά	boa/	βοή	boh/	n-d---fa-
βοά	boa/	βοή	boh/	n-s---fn-
βοά	boa/	βοή	boh/	n-s---fv-
βοάν	boa/n	βοή	boh/	n-s---fa-
βούλεται	bou/letai	βούλομαι	bou/lomai	v3spie---
βούλευσον	bou/leuson	βουλεύω	bouleu/w	v2sama---
βούλομαι	bou/lomai	βούλομαι	bou/lomai	v1spie---
βούλῃ	bou/lh|	βούλομαι	bou/lomai	v2spse---
βούλῃ	bou/lh|	βούλομαι	bou/lomai	v2spie---
βοῆς	boh=s	βόειος	bo/eios	a-s---fg-
βοῆς	boh=s	βοάω	boa/w	v2spia---
βοῆς	boh=s	βοάω	boa/w	v2spia---
βοῆς	boh=s	βοείη	boei/h	n-s---fg-
βοῆς	boh=s	βοεύς	boeu/s	n-p---mn-
βοῆς	boh=s	βοεύς	boeu/s	n-p---mn-
βοῆς	boh=s	βοεύς	boeu/s	n-p---mv-
βοῆς	boh=s	βοή	boh/	n-s---fg-
βοῦς	bou=s	βοῦς	bou=s	n-p---ma-
βοῦς	bou=s	βοῦς	bou=s	n-p---fa-
βοῦς	bou=s	βοῦς	bou=s	n-p---mn-
βοῦς	bou=s	βοῦς	bou=s	n-p---mv-
βοῦς	bou=s	βοῦς	bou=s	n-p---fn-
βοῦς	bou=s	βοῦς	bou=s	n-p---fv-
βοῦς	bou=s	βοῦς	bou=s	n-s---mn-
βοῦς	bou=s	βοῦς	bou=s	n-s---mv-
βοῦς	bou=s	βοῦς	bou=s	n-s---fn-
βοῦς	bou=s	βοῦς	bou=s	n-s---fv-
βραχίων	braxi/wn	βράχεα	bra/xea	n-p---ng-
βραχίων	braxi/wn	βραχίων	braxi/wn	n-s---mn-
βραχίων	braxi/wn	βραχίων	braxi/wn	n-s---mv-
βραχίων	braxi/wn	βραχύς	braxu/s	a-p---mg-
βραχίων	braxi/wn	βραχύς	braxu/s	a-p---ng-
βραχίων	braxi/wn	βραχύς	braxu/s	a-s---mn-
βραχίων	braxi/wn	βραχύς	braxu/s	a-s---fn-
βραχίων	braxi/wn	βραχύς	braxu/s	a-s---mn-
βραχίων	braxi/wn	βραχύς	braxu/s	a-s---fn-
βραχύν	braxu/n	βραχύς	braxu/s	a-s---ma-
βρεχθείς	brexqei/s	βρέχω	bre/xw	v-sappmn-
βρεχθείς	brexqei/s	βρέχω	bre/xw	v-sappmv-
βροντή	bronth/	βροντή	bronth/	n-s---fn-
βροντή	bronth/	βροντή	bronth/	n-s---fv-
βροτείῳ	brotei/w|	βρότειος	bro/teios	a-s---md-
βροτείῳ	brotei/w|	βρότειος	bro/teios	a-s---nd-
βροτείῳ	brotei/w|	βρότειος	bro/teios	n-s---md-
βροτείῳ	brotei/w|	βρότειος	bro/teios	n-s---fd-
βροτείῳ	brotei/w|	βρότειος	bro/teios	n-s---nd-
βροτούς	brotou/s	βροτός	broto/s	n-p---ma-
βροτοῖσι	brotoi=si	βροτός	broto/s	n-p---md-
βροτοῖσιν	brotoi=sin	βροτός	broto/s	n-p---md-
βροτῶν	brotw=n	βροτός	broto/s	n-p---mg-
βρέτας	bre/tas	βρέτας	bre/tas	n-s---nn-
βρέτας	bre/tas	βρέτας	bre/tas	n-s---nv-
βρέτας	bre/tas	βρέτας	bre/tas	n-s---na-
βρέφος	bre/fos	βρέφος	bre/fos	n-s---nn-
βρέφος	bre/fos	βρέφος	bre/fos	n-s---nv-
βρέφος	bre/fos	βρέφος	bre/fos	n-s---na-
βρόχων	bro/xwn	βρόχος	bro/xos	n-p---mg-
βωμούς	bwmou/s	βωμός	bwmo/s	n-p---ma-
βωμόν	bwmo/n	βωμός	bwmo/s	n-s---ma-
βωμῶν	bwmw=n	βωμός	bwmo/s	n-p---mg-
βάθροις	ba/qrois	βάθρον	ba/qron	n-p---nd-
βάθρων	ba/qrwn	βάθρον	ba/qron	n-p---ng-
βάλε	ba/le	βάλλω	ba/llw	v2sama---
βάλε	ba/le	βάλλω	ba/llw	v3saia---
βάλλουσ’	ba/llous'	βάλλω	ba/llw	v-sppafn-
βάλλουσ’	ba/llous'	βάλλω	ba/llw	v-sppafv-
βάλλουσ’	ba/llous'	βάλλω	ba/llw	v-pppamd-
βάλλουσ’	ba/llous'	βάλλω	ba/llw	v-pppand-
βάλλουσ’	ba/llous'	βάλλω	ba/llw	v3ppia---
βάλλουσ’	ba/llous'	βάλλω	ba/llw	v-pppafn-
βάλλουσ’	ba/llous'	βάλλω	ba/llw	v-pppafv-
βάλῃ	ba/lh|	βάλλω	ba/llw	v2sase---
βάλῃ	ba/lh|	βάλλω	ba/llw	v3sasa---
βάλῃ	ba/lh|	βάλλω	ba/llw	v2sasm---
βάλῃ	ba/lh|	βάλλω	ba/llw	v3sasa---
βάρος	ba/ros	βάρος	ba/ros	n-s---nn-
βάρος	ba/ros	βάρος	ba/ros	n-s---nv-
βάρος	ba/ros	βάρος	ba/ros	n-s---na-
βάσιν	ba/sin	βάσις	ba/sis	n-s---fa-
βέβαια	be/baia	βέβαιος	be/baios	a-p---nn-
βέβαια	be/baia	βέβαιος	be/baios	a-p---nv-
βέβαια	be/baia	βέβαιος	be/baios	a-p---na-
βέβαια	be/baia	βέβαιος	be/baios	n-p---nn-
βέβαια	be/baia	βέβαιος	be/baios	n-p---nv-
βέβαια	be/baia	βέβαιος	be/baios	n-p---na-
βέβαιος	be/baios	βέβαιος	be/baios	a-s---mn-
βέβαιος	be/baios	βέβαιος	be/baios	n-s---mn-
βέβαιος	be/baios	βέβαιος	be/baios	n-s---fn-
βέβριθ’	be/briq'	βρίθω	bri/qw	v1sria---
βέβριθ’	be/briq'	βρίθω	bri/qw	v2srma---
βέβριθ’	be/briq'	βρίθω	bri/qw	v3sria---
βέλη	be/lh	βέλος	be/los	n-p---nn-
βέλη	be/lh	βέλος	be/los	n-p---nv-
βέλη	be/lh	βέλος	be/los	n-p---na-
βέλη	be/lh	βέλος	be/los	n-d---nn-
βέλη	be/lh	βέλος	be/los	n-d---nv-
βέλη	be/lh	βέλος	be/los	n-d---na-
βέλος	be/los	βέλος	be/los	n-s---nn-
βέλος	be/los	βέλος	be/los	n-s---nv-
βέλος	be/los	βέλος	be/los	n-s---na-
βέλους	be/lous	βέλος	be/los	n-s---ng-
βίον	bi/on	βίος	bi/os	n-s---ma-
βίον	bi/on	βιόω	bio/w	v3paia---
βίου	bi/ou	βίος	bi/os	n-s---mg-
βίου	bi/ou	βιόω	bio/w	v2spma---
βίου	bi/ou	βιόω	bio/w	v2siie---
βίου	bi/ou	βιόω	bio/w	v3siia---
βόλον	bo/lon	βόλος	bo/los	n-s---ma-
βύρσαν	bu/rsan	βύρσα	bu/rsa	n-s---fa-
βᾶσ’	ba=s'	βάζω	ba/zw	v-sfpafn-
βᾶσ’	ba=s'	βάζω	ba/zw	v-sfpafv-
βᾶσ’	ba=s'	βάζω	ba/zw	v-pfpamd-
βᾶσ’	ba=s'	βάζω	ba/zw	v-pfpand-
βᾶσ’	ba=s'	βάζω	ba/zw	v-pfpafn-
βᾶσ’	ba=s'	βάζω	ba/zw	v-pfpafv-
βᾶσ’	ba=s'	βαίνω	bai/nw	v-sapafn-
βᾶσ’	ba=s'	βαίνω	bai/nw	v-sapafv-
βᾶσ’	ba=s'	βαίνω	bai/nw	v-papamd-
βᾶσ’	ba=s'	βαίνω	bai/nw	v-papand-
βᾶσ’	ba=s'	βαίνω	bai/nw	v-papafn-
βᾶσ’	ba=s'	βαίνω	bai/nw	v-papafv-
βᾶσ’	ba=s'	βαίνω	bai/nw	v--ana---
βᾶσ’	ba=s'	βαίνω	bai/nw	v1saia---
βᾶσ’	ba=s'	βαίνω	bai/nw	v3saia---
βῆμ’	bh=m'	βῆμα	bh=ma	n-s---nn-
βῆμ’	bh=m'	βῆμα	bh=ma	n-s---nv-
βῆμ’	bh=m'	βῆμα	bh=ma	n-s---na-
γαλακτοπότας	galaktopo/tas	γαλακτοπότης	galaktopo/ths	n-p---ma-
γαλακτοπότας	galaktopo/tas	γαλακτοπότης	galaktopo/ths	n-s---mn-
γαμεῖ	gamei=	γαμέω	game/w	v2sfim---
