Αἰσχύλον	*ai)sxu/lon	Αἰσχύλος	*ai)sxu/los	n-s---ma-
Παιάν	*paia/n	Παιάν	*paia/n	n-s---mn-
Παιάν	*paia/n	Παιάν	*paia/n	n-s---mv-
Παιάν	*paia/n	Παιάν	*paia/n	n-s---mn-
Παιάν	*paia/n	Παιάν	*paia/n	n-s---mv-
Παιώνια	*paiw/nia	Παιώνια	*paiw/nia	n-p---nn-
Παιώνια	*paiw/nia	Παιώνια	*paiw/nia	n-p---nv-
Παιώνια	*paiw/nia	Παιώνια	*paiw/nia	n-p---na-
Παιώνια	*paiw/nia	Παιώνιον	*paiw/nion	n-p---nn-
Παιώνια	*paiw/nia	Παιώνιον	*paiw/nion	n-p---nv-
Παιώνια	*paiw/nia	Παιώνιον	*paiw/nion	n-p---na-
Παιώνια	*paiw/nia	Παιώνιοσ1	*paiw/nios1	a-p---nn-
Παιώνια	*paiw/nia	Παιώνιοσ1	*paiw/nios1	a-p---nv-
Παιώνια	*paiw/nia	Παιώνιοσ1	*paiw/nios1	a-p---na-
Παιώνια	*paiw/nia	παιώνιος	paiw/nios	a-p---nn-
Παιώνια	*paiw/nia	παιώνιος	paiw/nios	a-p---nv-
Παιώνια	*paiw/nia	παιώνιος	paiw/nios	a-p---na-
Πανουργιππαρχίδας	*panourgipparxi/das	πανουργιππαρχίδης	panourgipparxi/dhs	n-p---ma-
Πανουργιππαρχίδας	*panourgipparxi/das	πανουργιππαρχίδης	panourgipparxi/dhs	n-s---mn-
Παρνήθιοι	*parnh/qioi	Πάρνης	*pa/rnhs	a-p---mn-
Παρνήθιοι	*parnh/qioi	Πάρνης	*pa/rnhs	a-p---mv-
Παρνήθιοι	*parnh/qioi	Παρνήθιος	*parnh/qios	a-p---mn-
Παρνήθιοι	*parnh/qioi	Παρνήθιος	*parnh/qios	a-p---mv-
Παύσων	*pau/swn	Παύσων	*pau/swn	n-s---mn-
Παύσων	*pau/swn	Παύσων	*pau/swn	n-s---mv-
Παύσων	*pau/swn	παύω	pau/w	v-sfpamn-
Πελοποννησίοις	*peloponnhsi/ois	Πελοποννήσιοι	*peloponnh/sioi	n-p---md-
Πελοποννησίοις	*peloponnhsi/ois	Πελοποννήσιος	*peloponnh/sios	a-p---md-
Πελοποννησίοις	*peloponnhsi/ois	Πελοποννήσιος	*peloponnh/sios	a-p---nd-
Περικλέης	*perikle/hs	Περικλῆς	*periklh=s	n-s---mn-
Πιττάλου	*pitta/lou	Πίτταλος	*pi/ttalos	n-s---mg-
Ποσειδῶ	*poseidw=	Ποσειδῶν	*poseidw=n	n-s---ma-
Ποσειδῶν	*poseidw=n	Ποσειδῶν	*poseidw=n	n-s---mn-
Ποτειδᾶν	*poteida=n	Ποσειδῶν-πλ	*poseidw=n-pl	n-s---mn-
Ποτειδᾶν	*poteida=n	Ποσειδῶν-πλ	*poseidw=n-pl	n-s---mv-
Πρινίδης	*prini/dhs	Πρινίδης	*prini/dhs	n-s---mn-
Πρέπις	*pre/pis	Πρέπις	*pre/pis	n-s---fn-
Πόλεμον	*po/lemon	Πολέμων	*pole/mwn	n-s---mv-
Πόλεμον	*po/lemon	πόλεμος	po/lemos	n-s---ma-
Σαρδιανικόν	*sardianiko/n	Σάρδεις	*sa/rdeis	a-s---ma-
Σαρδιανικόν	*sardianiko/n	Σάρδεις	*sa/rdeis	a-s---nn-
Σαρδιανικόν	*sardianiko/n	Σάρδεις	*sa/rdeis	a-s---nv-
Σαρδιανικόν	*sardianiko/n	Σάρδεις	*sa/rdeis	a-s---na-
Σαρδιανικόν	*sardianiko/n	Σαρδιανικός	*sardianiko/s	a-s---ma-
Σαρδιανικόν	*sardianiko/n	Σαρδιανικός	*sardianiko/s	a-s---nn-
Σαρδιανικόν	*sardianiko/n	Σαρδιανικός	*sardianiko/s	a-s---nv-
Σαρδιανικόν	*sardianiko/n	Σαρδιανικός	*sardianiko/s	a-s---na-
Σεριφίων	*serifi/wn	Σερίφιος	*seri/fios	a-p---fg-
Σεριφίων	*serifi/wn	Σερίφιος	*seri/fios	a-p---mg-
Σεριφίων	*serifi/wn	Σερίφιος	*seri/fios	a-p---ng-
Σιβυρτίου	*siburti/ou	Σιβύρτιος	*sibu/rtios	n-s---mg-
Σισύφου	*sisu/fou	Σίσυφος	*si/sufos	n-s---mg-
Σιτάλκους	*sita/lkous	Σιτάλκης	*sita/lkhs	n-s---mg-
Σκυθῶν	*skuqw=n	Σκύθης	*sku/qhs	n-p---mg-
Στρυμοδώρου	*strumodw/rou	Στρυμόδωρος	*strumo/dwros	n-s---mg-
Στράτων	*stra/twn	Στράτος	*stra/tos	n-p---mg-
Στράτων	*stra/twn	Στράτων	*stra/twn	n-s---mn-
Στράτων	*stra/twn	Στράτων	*stra/twn	n-s---mv-
Στράτων	*stra/twn	στρατάω#	strata/w%2	v3piia---
Στράτων	*stra/twn	στρατάω#	strata/w%2	v1siia---
Ταινάρῳ	*taina/rw|	Ταίναρον	*tai/naron	n-s---nd-
Ταινάρῳ	*taina/rw|	Ταίναρος	*tai/naros	n-s---fd-
Ταινάρῳ	*taina/rw|	Ταίναρος	*tai/naros	n-s---nd-
Τηλέφου	*thle/fou	Τήλεφος	*th/lefos	n-s---mg-
Τηλέφῳ	*thle/fw|	Τήλεφος	*th/lefos	n-s---md-
Τιθωνόν	*tiqwno/n	Τιθωνός	*tiqwno/s	n-s---ma-
Τραγασαίου	*tragasai/ou	Τραγασαῖος	*tragasai=os	a-s---mg-
Τραγασαίου	*tragasai/ou	Τραγασαῖος	*tragasai=os	a-s---ng-
Τραγασαῖα	*tragasai=a	Τραγασαῖος	*tragasai=os	a-p---nn-
Τραγασαῖα	*tragasai=a	Τραγασαῖος	*tragasai=os	a-p---nv-
Τραγασαῖα	*tragasai=a	Τραγασαῖος	*tragasai=os	a-p---na-
Τριπτολέμου	*triptole/mou	Τριπτόλεμος	*tripto/lemos	n-s---mg-
Τριπτόλεμε	*tripto/leme	Τριπτόλεμος	*tripto/lemos	n-s---mv-
Τήλεφον	*th/lefon	Τήλεφος	*th/lefos	n-s---ma-
Φαιναρέτην	*fainare/thn	Φαιναρέτη	*fainare/th	n-s---fa-
Φαληρικάς	*falhrika/s	Φαληρικός	*falhriko/s	a-p---fa-
Φαληρικάς	*falhrika/s	φαληρικός	falhriko/s	a-p---fa-
Φαλῆς	*falh=s	Φαλής	*falh/s	n-p---ma-
Φαλῆς	*falh=s	Φαλής	*falh/s	n-p---mn-
Φαλῆς	*falh=s	Φαλής	*falh/s	n-p---mv-
Φαλῆς	*falh=s	φαλός	falo/s	a-s---fg-
Φασιανός	*fasiano/s	Φασιανός	*fasiano/s	n-s---mn-
Φασιανός	*fasiano/s	Φασιανός	*fasiano/s	n-s---fn-
Φασιανός	*fasiano/s	φασιανός	fasiano/s	n-s---mn-
Φασιανός	*fasiano/s	φασιανός	fasiano/s	n-s---fn-
Φαΰλλῳ	*fau+/llw|	Φάϋλλος	*fa/u+llos	n-s---md-
Φελλέως	*felle/ws	φελλεύς	felleu/s	n-s---mg-
Φελλέως	*felle/ws	φελλεύς	felleu/s	n-s---mg-
Φελλέως	*felle/ws	φελλεύς	felleu/s	n-s---mn-
Φιλοκτήτου	*filokth/tou	Φιλοκτήτης	*filokth/ths	n-s---mg-
Φοίνικος	*foi/nikos	Φοῖνιξ	*foi=nic	n-s---mg-
Φοίνικος	*foi/nikos	Φοῖνιξ	*foi=nic	n-s---fg-
Φοίνικος	*foi/nikos	Φοῖνιξ	*foi=nic	n-s---mg-
Φοίνικος	*foi/nikos	φοῖνιξ	foi=nic	n-s---mg-
Φυλασίου	*fulasi/ou	φυλάσιος	fula/sios	n-s---mg-
Φυλῆς	*fulh=s	Φυλή	*fulh/	n-s---fg-
Φυλῆς	*fulh=s	φυλάζω	fula/zw	v2sfia---
Φυλῆς	*fulh=s	φυλή	fulh/	n-s---fg-
Χαῖρις	*xai=ris	Χαίρις	*xai/ris	n-s---mn-
Χολαργέων	*xolarge/wn	χολαργεύς	xolargeu/s	n-p---mg-
Χολαργέων	*xolarge/wn	χολαργεύς	xolargeu/s	n-p---mg-
Χουσί	*xousi/	χοῦσ1	xou=s1	n-p---md-
Χοᾶς	*xoa=s	χοή	xoh/	n-s---fg-
Χάονας	*xa/onas	Χάων-πλ	*xa/wn-pl	n-p---ma-
Χάονας	*xa/onas	Χάων-πλ	*xa/wn-pl	n-p---fa-
Χάονας	*xa/onas	Χάων-πλ	*xa/wn-pl	n-p---ma-
Χάοσιν	*xa/osin	Χάος	*xa/os	n-p----d-
Χάρητι	*xa/rhti	Χάρης	*xa/rhs	n-s----d-
Χάρητι	*xa/rhti	χαίρω	xai/rw	v2samp---
Χάρισι	*xa/risi	Χάρις	*xa/ris	n-p---fd-
Χάρισι	*xa/risi	χάρις	xa/ris	n-p---fd-
Χύτρους	*xu/trous	Χύτροι	*xu/troi	n-p---ma-
Χύτρους	*xu/trous	Χύτρος	*xu/tros	n-p---ma-
Χύτρους	*xu/trous	χύτρος	xu/tros	n-p---ma-
Ψευδαρτάβα	*yeudarta/ba	Ψευδαρτάβης	*yeudarta/bhs	n-d---mn-
Ψευδαρτάβα	*yeudarta/ba	Ψευδαρτάβης	*yeudarta/bhs	n-d---mv-
Ψευδαρτάβα	*yeudarta/ba	Ψευδαρτάβης	*yeudarta/bhs	n-d---ma-
Ψευδαρτάβα	*yeudarta/ba	Ψευδαρτάβης	*yeudarta/bhs	n-s---mv-
Ψευδαρτάβα	*yeudarta/ba	Ψευδαρτάβης	*yeudarta/bhs	n-s---mg-
Ψευδαρτάβα	*yeudarta/ba	Ψευδαρτάβης	*yeudarta/bhs	n-s---mn-
Ψευδαρτάβαν	*yeudarta/ban	Ψευδαρτάβης	*yeudarta/bhs	n-s---ma-
Ψευδαρτάβαν	*yeudarta/ban	Ψευδαρτάβης	*yeudarta/bhs	n-s---ma-
αἰ	ai)	εἰ	ei)	c--------
αἰακτόν	ai)akto/n	αἰακτός	ai)akto/s	a-s---ma-
αἰακτόν	ai)akto/n	αἰακτός	ai)akto/s	a-s---nn-
αἰακτόν	ai)akto/n	αἰακτός	ai)akto/s	a-s---nv-
αἰακτόν	ai)akto/n	αἰακτός	ai)akto/s	a-s---na-
αἰαῖ	ai)ai=	αἰαῖ	ai)ai=	x--------
αἰβοῖ	ai)boi=	αἰβοῖ	ai)boi=	x--------
αἰελούρως	ai)elou/rws	αἴλουρος	ai)/louros	n-p---ma-
αἰελούρως	ai)elou/rws	αἴλουρος	ai)/louros	n-p---fa-
αἰελούρως	ai)elou/rws	αἰέλουρος	ai)e/louros	n-p---ma-
αἰσθάνει	ai)sqa/nei	αἰσθάνομαι	ai)sqa/nomai	v2spim---
αἰτεῖται	ai)tei=tai	αἰτέω	ai)te/w	v3spie---
αἰτιώμεθα	ai)tiw/meqa	αἰτέω	ai)te/w	v1ppse---
αἰτιώμεθα	ai)tiw/meqa	αἰτιάομαι	ai)tia/omai	v1ppse---
αἰτιώμεθα	ai)tiw/meqa	αἰτιάομαι	ai)tia/omai	v1ppie---
αἰτιώμεθα	ai)tiw/meqa	αἰτιάομαι	ai)tia/omai	v1ppse---
αἰτιώμεθα	ai)tiw/meqa	αἰτιάομαι	ai)tia/omai	v1piie---
αἰτήσαιμ’	ai)th/saim'	αἰτέω	ai)te/w	v1saoa---
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-d---fn-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-d---fv-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-d---fa-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-s---fn-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	a-s---fv-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-d---fn-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-d---fv-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-d---fa-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-s---fn-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	n-s---fv-
αἰτίας	ai)ti/as	αἴτιος	ai)/tios	a-p---fa-
αἰτίας	ai)ti/as	αἴτιος	ai)/tios	a-s---fg-
αἰτίας	ai)ti/as	αἰτία	ai)ti/a	n-p---fa-
αἰτίας	ai)ti/as	αἰτία	ai)ti/a	n-s---fg-
αἰτίους	ai)ti/ous	αἴτιος	ai)/tios	a-p---ma-
αἰτίους	ai)ti/ous	αἴτιος	ai)/tios	n-p---ma-
αἰτίους	ai)ti/ous	αἴτιος	ai)/tios	n-p---fa-
αἱ	ai(	ὁ	o(	l-p---fn-
αἱ	ai(	ὁ	o(	l-p---fv-
αἱρεῖ	ai(rei=	αἱρέω	ai(re/w	v2spie---
αἱρεῖ	ai(rei=	αἱρέω	ai(re/w	v3spia---
αἴ	ai)/	αἴ	ai)/	x--------
αἴ	ai)/	εἰ	ei)	c--------
αἴκα	ai)/ka	ἐάν	e)a/n	c--------
αἴπερ	ai)/per	αἴ	ai)/	x--------
αἴπερ	ai)/per	εἰ	ei)	c--------
αἴρου	ai)/rou	αἴρω	ai)/rw	v2spme---
αἴρου	ai)/rou	αἴρω	ai)/rw	v2siie---
αἴτιον	ai)/tion	αἴτιος	ai)/tios	a-s---ma-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	a-s---nn-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	a-s---nv-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	a-s---na-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	n-s---ma-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	n-s---fa-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	n-s---nn-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	n-s---nv-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	n-s---na-
αἴτιον	ai)/tion	αἰτέω	ai)te/w	v3piia---
αἴτιον	ai)/tion	αἰτέω	ai)te/w	v1siia---
αἴτιος	ai)/tios	αἴτιος	ai)/tios	a-s---mn-
αἴτιος	ai)/tios	αἴτιος	ai)/tios	n-s---mn-
αἴτιος	ai)/tios	αἴτιος	ai)/tios	n-s---fn-
αὐθημερόν	au)qhmero/n	αὐθήμερος	au)qh/meros	d--------
αὐληταί	au)lhtai/	αὐλητής	au)lhth/s	n-p---mn-
αὐληταί	au)lhtai/	αὐλητής	au)lhth/s	n-p---mv-
αὐλητρίδων	au)lhtri/dwn	αὐλητρίς	au)lhtri/s	n-p---fg-
αὐλός	au)lo/s	αὐλός	au)lo/s	n-s---mn-
αὐλῶν	au)lw=n	αὐλέω	au)le/w	v-sppamn-
αὐλῶν	au)lw=n	αὐλή	au)lh/	n-p---fg-
αὐλῶν	au)lw=n	αὐλός	au)lo/s	n-p---mg-
αὐτοί	au)toi/	αὐτός	au)to/s	n-p---mn-
αὐτοί	au)toi/	αὐτός	au)to/s	n-p---mv-
αὐτούς	au)tou/s	αὐτός	au)to/s	n-p---ma-
αὐτοῖσιν	au)toi=sin	αὐτός	au)to/s	n-p---nd-
αὐτοῖσιν	au)toi=sin	αὐτός	au)to/s	n-p---md-
αὐτοῖσί	au)toi=si/	αὐτός	au)to/s	n-p---nd-
αὐτοῖσί	au)toi=si/	αὐτός	au)to/s	n-p---md-
αὐτοῦ	au)tou=	αὐτός	au)to/s	n-s---ng-
αὐτοῦ	au)tou=	αὐτός	au)to/s	n-s---mg-
αὐτοῦ	au)tou=	αὐτοῦ	au)tou=	d--------
αὐτήν	au)th/n	αὐτός	au)to/s	n-s---fa-
αὐτίκ’	au)ti/k'	αὐτίκα	au)ti/ka	d--------
αὐτόθεν	au)to/qen	αὐτόθεν	au)to/qen	d--------
αὐτόματα	au)to/mata	αὐτόματος	au)to/matos	a-p---nn-
αὐτόματα	au)to/mata	αὐτόματος	au)to/matos	a-p---nv-
αὐτόματα	au)to/mata	αὐτόματος	au)to/matos	a-p---na-
αὐτόματα	au)to/mata	αὐτόματος	au)to/matos	n-p---nn-
αὐτόματα	au)to/mata	αὐτόματος	au)to/matos	n-p---nv-
αὐτόματα	au)to/mata	αὐτόματος	au)to/matos	n-p---na-
αὐτόν	au)to/n	αὐτός	au)to/s	n-s---ma-
αὐτός	au)to/s	αὐτός	au)to/s	n-s---mn-
αὐτᾶν	au)ta=n	αὐτός	au)to/s	n-p---mg-
αὐτᾶν	au)ta=n	αὐτός	au)to/s	n-p---fg-
αὐτῆς	au)th=s	αὐτός	au)to/s	n-s---fg-
αὐτῇ	au)th=|	αὐτός	au)to/s	n-s---fd-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---ng-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---fg-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---mg-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---nd-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---md-
αὐχένα	au)xe/na	αὐχήν	au)xh/n	n-s---ma-
αὑταιί	au(taii/	οὗτος	ou(=tos	n-p---fn-
αὑτηγί	au(thgi/	οὗτος	ou(=tos	n-s---fn-
αὑτηί	au(thi/	οὗτος	ou(=tos	n-s---fn-
αὑτῷ	au(tw=|	ἑαυτοῦ	e(autou=	n-s---nd-
αὑτῷ	au(tw=|	ἑαυτοῦ	e(autou=	n-s---md-
αὔξεται	au)/cetai	αὐξάνω	au)ca/nw	v3spie---
αὕτη	au(/th	οὗτος	ou(=tos	n-s---fn-
αὕτη	au(/th	οὗτος	ou(=tos	n-s---fv-
αὖ	au)=	αὗ	au(=	x--------
αὖ	au)=	αὖ	au)=	d--------
αὖθις	au)=qis	αὖθις	au)=qis	d--------
αὗται	au(=tai	οὗτος	ou(=tos	n-p---fn-
αὗται	au(=tai	οὗτος	ou(=tos	n-p---fv-
βαβαιάξ	babaia/c	βαβαί	babai/	x--------
βαβαί	babai/	βαβαί	babai/	x--------
βαδιστέ’	badiste/'	βαδιστέον	badiste/on	n-p---nn-
βαδιστέ’	badiste/'	βαδιστέον	badiste/on	n-p---nv-
βαδιστέ’	badiste/'	βαδιστέον	badiste/on	n-p---na-
βαδιστέ’	badiste/'	βαδιστέον	badiste/on	n-s---mv-
βαδιστέ’	badiste/'	βαδιστέον	badiste/on	n-p---fn-
βαδιστέ’	badiste/'	βαδιστέον	badiste/on	n-p---fv-
βαδιστέ’	badiste/'	βαδιστέον	badiste/on	n-s---fd-
βαδιστέ’	badiste/'	βαδιστέος	badiste/os	n-p---nn-
βαδιστέ’	badiste/'	βαδιστέος	badiste/os	n-p---nv-
βαδιστέ’	badiste/'	βαδιστέος	badiste/os	n-p---na-
βαδιστέ’	badiste/'	βαδιστέος	badiste/os	n-s---mv-
βαδιστέ’	badiste/'	βαδιστέος	badiste/os	n-s---fv-
βαδιστέ’	badiste/'	βαδιστής	badisth/s	n-s---ma-
βαδίζων	badi/zwn	βαδίζω	badi/zw	v-sppamn-
βαιά	baia/	βαιός	baio/s	a-p---nn-
βαιά	baia/	βαιός	baio/s	a-p---nv-
βαιά	baia/	βαιός	baio/s	a-p---na-
βαιά	baia/	βαιός	baio/s	a-d---fn-
βαιά	baia/	βαιός	baio/s	a-d---fv-
βαιά	baia/	βαιός	baio/s	a-d---fa-
βαιά	baia/	βαιός	baio/s	a-s---fn-
βαιά	baia/	βαιός	baio/s	a-s---fv-
βακτηρία	bakthri/a	βακτηρία	bakthri/a	n-d---fn-
βακτηρία	bakthri/a	βακτηρία	bakthri/a	n-d---fv-
βακτηρία	bakthri/a	βακτηρία	bakthri/a	n-d---fa-
βακτηρία	bakthri/a	βακτηρία	bakthri/a	n-s---fn-
βακτηρία	bakthri/a	βακτηρία	bakthri/a	n-s---fv-
βακτηρίου	bakthri/ou	βακτήριον	bakth/rion	n-s---ng-
βαλεῖν	balei=n	βάλλω	ba/llw	v--ana---
βαλεῖν	balei=n	βάλλω	ba/llw	v--fna---
βαλεῖς	balei=s	βάλλω	ba/llw	v2sfia---
βαλληνάδε	ballhna/de	βαλληνάδε	ballhna/de	d--------
βαρβάρων	barba/rwn	βάρβαρος	ba/rbaros	n-p---mg-
βαρβάρων	barba/rwn	βάρβαρος	ba/rbaros	n-p---fg-
βαρβάρων	barba/rwn	βάρβαρος	ba/rbaros	n-p---ng-
βαρβάρων	barba/rwn	βαρβαρόομαι	barbaro/omai	v3piia---
βαρβάρων	barba/rwn	βαρβαρόομαι	barbaro/omai	v1siia---
βαρβάρων	barba/rwn	βαρβαρόω	barbaro/w	v3piia---
βαρβάρων	barba/rwn	βαρβαρόω	barbaro/w	v1siia---
βαρείας	barei/as	βαρύς	baru/s	a-p---fa-
βαρείας	barei/as	βαρύς	baru/s	a-s---fg-
βαρύνεται	baru/netai	βαρύνω	baru/nw	v3spie---
βαρύνεται	baru/netai	βαρύνω	baru/nw	v3sasm---
βασανιῶ	basaniw=	βασανίζω	basani/zw	v1sfia---
βασανίζων	basani/zwn	βασανίζω	basani/zw	v-sppamn-
βασιλεύς	basileu/s	βασιλεύς	basileu/s	n-s---mn-
βασιλέα	basile/a	βασιλεύς	basileu/s	n-s---ma-
βασιλέως	basile/ws	βασιλεύς	basileu/s	n-s---mg-
βασιλέως	basile/ws	βασιλεύς	basileu/s	n-s---mg-
βασιλέως	basile/ws	βασιλεύς	basileu/s	n-s---mn-
βασίλει’	basi/lei'	βασίλεια	basi/leia	n-s---fn-
βασίλει’	basi/lei'	βασίλεια	basi/leia	n-s---fv-
βασίλει’	basi/lei'	βασίλεια	basi/leia	n-p---fn-
βασίλει’	basi/lei'	βασίλεια	basi/leia	n-p---fv-
βασίλει’	basi/lei'	βασίλειον	basi/leion	n-p---nn-
βασίλει’	basi/lei'	βασίλειον	basi/leion	n-p---nv-
βασίλει’	basi/lei'	βασίλειον	basi/leion	n-p---na-
βασίλει’	basi/lei'	βασίλειος	basi/leios	a-p---nn-
βασίλει’	basi/lei'	βασίλειος	basi/leios	a-p---nv-
βασίλει’	basi/lei'	βασίλειος	basi/leios	a-p---na-
βασίλει’	basi/lei'	βασίλειος	basi/leios	n-p---nn-
βασίλει’	basi/lei'	βασίλειος	basi/leios	n-p---nv-
βασίλει’	basi/lei'	βασίλειος	basi/leios	n-p---na-
βασίλει’	basi/lei'	βασίλειος	basi/leios	a-s---mv-
βασίλει’	basi/lei'	βασίλειος	basi/leios	n-s---mv-
βασίλει’	basi/lei'	βασίλειος	basi/leios	n-s---fv-
βασίλει’	basi/lei'	βασίλειος	basi/leios	a-p---fn-
βασίλει’	basi/lei'	βασίλειος	basi/leios	a-p---fv-
βαῖν’	bai=n'	βαίνω	bai/nw	v2spma---
βαῖν’	bai=n'	βαίνω	bai/nw	v3siia---
βδελυρός	bdeluro/s	βδελυρός	bdeluro/s	a-s---mn-
βδελυττόμενος	bdelutto/menos	βδελύσσομαι	bdelu/ssomai	v-sppemn-
βδελύττομαι	bdelu/ttomai	βδελύσσομαι	bdelu/ssomai	v1spie---
βδεῖν	bdei=n	βδέω	bde/w	v--pna---
βεβυσμένον	bebusme/non	βύω	bu/w	v-srpema-
βεβυσμένον	bebusme/non	βύω	bu/w	v-srpenn-
βεβυσμένον	bebusme/non	βύω	bu/w	v-srpenv-
βεβυσμένον	bebusme/non	βύω	bu/w	v-srpena-
βεβυσμένον	bebusme/non	βύζω	bu/zw	v-srpema-
βεβυσμένον	bebusme/non	βύζω	bu/zw	v-srpenn-
βεβυσμένον	bebusme/non	βύζω	bu/zw	v-srpenv-
βεβυσμένον	bebusme/non	βύζω	bu/zw	v-srpena-
βελτίονες	belti/ones	βελτίων	belti/wn	a-p---mn-
βελτίονες	belti/ones	βελτίων	belti/wn	a-p---mv-
βελτίονες	belti/ones	βελτίων	belti/wn	a-p---fn-
βελτίονες	belti/ones	βελτίων	belti/wn	a-p---fv-
βελτίους	belti/ous	βελτίων	belti/wn	a-p---mn-
βελτίους	belti/ous	βελτίων	belti/wn	a-p---ma-
βελτίους	belti/ous	βελτίων	belti/wn	a-p---fn-
βελτίους	belti/ous	βελτίων	belti/wn	a-p---fa-
βελτίους	belti/ous	βελτίων	belti/wn	a-p---ma-
βελτίους	belti/ous	βελτίων	belti/wn	a-p---fa-
βελτίους	belti/ous	βελτιόω	beltio/w	v2siia---
βινοίη	binoi/h	βινέω	bine/w	v3spoa---
βλέπειν	ble/pein	βλέπω	ble/pw	v--pna---
βλέπεις	ble/peis	βλέπω	ble/pw	v2spia---
βλέπουσα	ble/pousa	βλέπω	ble/pw	v-sppafn-
βλέπουσα	ble/pousa	βλέπω	ble/pw	v-sppafv-
βλέπουσιν	ble/pousin	βλέπω	ble/pw	v-pppamd-
βλέπουσιν	ble/pousin	βλέπω	ble/pw	v-pppand-
βλέπουσιν	ble/pousin	βλέπω	ble/pw	v3ppia---
βλέπων	ble/pwn	βλέπω	ble/pw	v-sppamn-
βοηθεῖν	bohqei=n	βοηθέω	bohqe/w	v--pna---
βοηθησάτω	bohqhsa/tw	βοηθέω	bohqe/w	v3sama---
βοηθήσειν	bohqh/sein	βοηθέω	bohqe/w	v--fna---
βοιδίοιν	boidi/oin	βοίδιον	boi/dion	n-d---ng-
βοιδίοιν	boidi/oin	βοίδιον	boi/dion	n-d---nd-
βολίτοις	boli/tois	βόλιτον	bo/liton	n-p---md-
βολίτοις	boli/tois	βόλιτον	bo/liton	n-p---nd-
βολίτοις	boli/tois	βόλιτος	bo/litos	n-p---md-
βομβαύλιοι	bombau/lioi	βομβαύλιος	bombau/lios	n-p---mn-
βομβαύλιοι	bombau/lioi	βομβαύλιος	bombau/lios	n-p---mv-
βορέαν	bore/an	Βορέας	*bore/as	n-s---ma-
βοσκήματε	boskh/mate	βόσκημα	bo/skhma	n-d---nn-
βοσκήματε	boskh/mate	βόσκημα	bo/skhma	n-d---nv-
βοσκήματε	boskh/mate	βόσκημα	bo/skhma	n-d---na-
βουλευτήριον	bouleuth/rion	βουλευτήριον	bouleuth/rion	n-s---nn-
βουλευτήριον	bouleuth/rion	βουλευτήριον	bouleuth/rion	n-s---nv-
βουλευτήριον	bouleuth/rion	βουλευτήριον	bouleuth/rion	n-s---na-
βουλευτήριον	bouleuth/rion	βουλευτήριος	bouleuth/rios	n-s---ma-
βουλευτήριον	bouleuth/rion	βουλευτήριος	bouleuth/rios	n-s---fa-
βουλευτήριον	bouleuth/rion	βουλευτήριος	bouleuth/rios	n-s---nn-
βουλευτήριον	bouleuth/rion	βουλευτήριος	bouleuth/rios	n-s---nv-
βουλευτήριον	bouleuth/rion	βουλευτήριος	bouleuth/rios	n-s---na-
βουλεύματος	bouleu/matos	βούλευμα	bou/leuma	n-s---ng-
