Αἴας	*ai)/as	Αἴας	*ai)/as	urn:cite2:hmt:lsj.chicago_md:n2112	n-s---mn-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-s---na-
αἰσχρός	ai)sxro/s	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-s---mn-
αἰσχρός	ai)sxro/s	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-s---mn-
αἰσχρός	ai)sxro/s	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-s---fn-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---fg-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---mg-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---ng-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-p---mg-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-p---fg-
αἰσχρῶν	ai)sxrw=n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-p---ng-
αἰσχρῶς	ai)sxrw=s	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	x--------
αἰσχρῶς	ai)sxrw=s	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	x--------
αἰσχύνην	ai)sxu/nhn	αἰσχύνη	ai)sxu/nh	urn:cite2:hmt:lsj.chicago_md:n2739	n-s---fa-
αἰσχύνην	ai)sxu/nhn	αἰσχύνω	ai)sxu/nw	urn:cite2:hmt:lsj.chicago_md:n2749	v--pna---
αἰσχύνοιτ’	ai)sxu/noit'	αἰσχύνω	ai)sxu/nw	urn:cite2:hmt:lsj.chicago_md:n2749	v3spoe---
αἰσχύνοιτ’	ai)sxu/noit'	αἰσχύνω	ai)sxu/nw	urn:cite2:hmt:lsj.chicago_md:n2749	v2ppoa---
αἰτιῶμαι	ai)tiw=mai	αἰτιάομαι	ai)tia/omai	urn:cite2:hmt:lsj.chicago_md:n2767	v1spse---
αἰτιῶμαι	ai)tiw=mai	αἰτιάομαι	ai)tia/omai	urn:cite2:hmt:lsj.chicago_md:n2767	v1spie---
αἰτιῶμαι	ai)tiw=mai	αἰτιάομαι	ai)tia/omai	urn:cite2:hmt:lsj.chicago_md:n2767	v1spse---
αἰτουμένῳ	ai)toume/nw|	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v-sppemd-
αἰτουμένῳ	ai)toume/nw|	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v-sppend-
αἰτίαν	ai)ti/an	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---fa-
αἰτίαν	ai)ti/an	αἰτία	ai)ti/a	urn:cite2:hmt:lsj.chicago_md:n2764	n-s---fa-
αἰχμήν	ai)xmh/n	αἰχμή	ai)xmh/	urn:cite2:hmt:lsj.chicago_md:n2801	n-s---fa-
αἰέν	ai)e/n	ἀεί	a)ei/	urn:cite2:hmt:lsj.chicago_md:n1564	d--------
αἰόλας	ai)o/las	αἰόλος	ai)o/los	urn:cite2:hmt:lsj.chicago_md:n2609	a-p---fa-
αἰόλας	ai)o/las	αἰόλος	ai)o/los	urn:cite2:hmt:lsj.chicago_md:n2609	a-s---fg-
αἰών	ai)w/n	αἰών	ai)w/n	urn:cite2:hmt:lsj.chicago_md:n2815	n-s---mn-
αἰών	ai)w/n	αἰών	ai)w/n	urn:cite2:hmt:lsj.chicago_md:n2815	n-s---mv-
αἱ	ai(	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fn-
αἱ	ai(	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fv-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	a-s---ma-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	a-s---nn-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	a-s---nv-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	a-s---na-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	n-s---ma-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	n-s---fa-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	n-s---nn-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	n-s---nv-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	n-s---na-
αἱμορραγής	ai(morragh/s	αἱμορραγής	ai(morragh/s	urn:cite2:hmt:lsj.chicago_md:n2464	n-s---mn-
αἱμορραγής	ai(morragh/s	αἱμορραγής	ai(morragh/s	urn:cite2:hmt:lsj.chicago_md:n2464	n-s---fn-
αἱμάδα	ai(ma/da	αἱμάς	ai(ma/s	urn:cite2:hmt:lsj.chicago_md:n2404	n-s---fa-
αἱμάξω	ai(ma/cw	αἱμάσσω	ai(ma/ssw	urn:cite2:hmt:lsj.chicago_md:n2408	v1sasa---
αἱμάξω	ai(ma/cw	αἱμάσσω	ai(ma/ssw	urn:cite2:hmt:lsj.chicago_md:n2408	v1sfia---
αἱμάξω	ai(ma/cw	αἱμάσσω	ai(ma/ssw	urn:cite2:hmt:lsj.chicago_md:n2408	v2saim---
αἱρεῖ	ai(rei=	αἱρέω	ai(re/w	urn:cite2:hmt:lsj.chicago_md:n2654	v2spie---
αἱρεῖ	ai(rei=	αἱρέω	ai(re/w	urn:cite2:hmt:lsj.chicago_md:n2654	v3spia---
αἱρήσειν	ai(rh/sein	αἱρέω	ai(re/w	urn:cite2:hmt:lsj.chicago_md:n2654	v--fna---
αἱρήσοιμ’	ai(rh/soim'	αἱρέω	ai(re/w	urn:cite2:hmt:lsj.chicago_md:n2654	v1sfoa---
αἴγλαν	ai)/glan	αἴγλη	ai)/glh	urn:cite2:hmt:lsj.chicago_md:n2181	n-s---fa-
αἴθειν	ai)/qein	αἴθω	ai)/qw	urn:cite2:hmt:lsj.chicago_md:n2361	v--pna---
αἴρων	ai)/rwn	αἴρω	ai)/rw	urn:cite2:hmt:lsj.chicago_md:n2660	v-sppamn-
αἴρῃ	ai)/rh|	αἴρω	ai)/rw	urn:cite2:hmt:lsj.chicago_md:n2660	v2spse---
αἴρῃ	ai)/rh|	αἴρω	ai)/rw	urn:cite2:hmt:lsj.chicago_md:n2660	v2spie---
αἴρῃ	ai)/rh|	αἴρω	ai)/rw	urn:cite2:hmt:lsj.chicago_md:n2660	v3spsa---
αἴρῃ	ai)/rh|	αἶρα	ai)=ra	urn:cite2:hmt:lsj.chicago_md:n2639	n-s---fd-
αἴσχιστος	ai)/sxistos	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-s---mn-
αἴσχιστ’	ai)/sxist'	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---nn-
αἴσχιστ’	ai)/sxist'	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---nv-
αἴσχιστ’	ai)/sxist'	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---na-
αἴσχιστ’	ai)/sxist'	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-s---mv-
αἴσχιστ’	ai)/sxist'	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---fn-
αἴσχιστ’	ai)/sxist'	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---fv-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---ma-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---nn-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---nv-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---na-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---ma-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---fa-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---nn-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---nv-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---na-
αἴτιον	ai)/tion	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v3piia---
αἴτιον	ai)/tion	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v1siia---
αἴτιος	ai)/tios	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---mn-
αἴτιος	ai)/tios	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---mn-
αἴτιος	ai)/tios	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---fn-
αἶα	ai)=a	αἶα	ai)=a	urn:cite2:hmt:lsj.chicago_md:n2100	n-s---fn-
αἶα	ai)=a	αἶα	ai)=a	urn:cite2:hmt:lsj.chicago_md:n2101	n-s---fn-
αἶα	ai)=a	αἶα	ai)=a	urn:cite2:hmt:lsj.chicago_md:n2102	n-s---fn-
αἶα	ai)=a	αἶα	ai)=a	urn:cite2:hmt:lsj.chicago_md:n2100	n-s---fv-
αἶα	ai)=a	αἶα	ai)=a	urn:cite2:hmt:lsj.chicago_md:n2101	n-s---fv-
αἶα	ai)=a	αἶα	ai)=a	urn:cite2:hmt:lsj.chicago_md:n2102	n-s---fv-
αἶνον	ai)=non	αἶνος	ai)=nos	urn:cite2:hmt:lsj.chicago_md:n2564	n-s---ma-
αἶρε	ai)=re	αἴρω	ai)/rw	urn:cite2:hmt:lsj.chicago_md:n2660	v2spma---
αἶρε	ai)=re	αἴρω	ai)/rw	urn:cite2:hmt:lsj.chicago_md:n2660	v3siia---
αἷμα	ai(=ma	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nn-
αἷμα	ai(=ma	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nv-
αἷμα	ai(=ma	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---na-
αὐανοῦμαι	au)anou=mai	αὐαίνω	au)ai/nw	urn:cite2:hmt:lsj.chicago_md:n17309	v1sfim---
αὐγαῖς	au)gai=s	αὐγή	au)gh/	urn:cite2:hmt:lsj.chicago_md:n17325	n-p---fd-
αὐγάζων	au)ga/zwn	αὐγάζω	au)ga/zw	urn:cite2:hmt:lsj.chicago_md:n17317	v-sppamn-
αὐδωμένου	au)dwme/nou	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v-sppemg-
αὐδωμένου	au)dwme/nou	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v-sppeng-
αὐδωμένου	au)dwme/nou	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v-sppemg-
αὐδωμένου	au)dwme/nou	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v-sppeng-
αὐδωμένου	au)dwme/nou	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v-sfpmmg-
αὐδωμένου	au)dwme/nou	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v-sfpmng-
αὐδά	au)da/	αὐδή	au)dh/	urn:cite2:hmt:lsj.chicago_md:n17336	n-d---fn-
αὐδά	au)da/	αὐδή	au)dh/	urn:cite2:hmt:lsj.chicago_md:n17336	n-d---fv-
αὐδά	au)da/	αὐδή	au)dh/	urn:cite2:hmt:lsj.chicago_md:n17336	n-d---fa-
αὐδά	au)da/	αὐδή	au)dh/	urn:cite2:hmt:lsj.chicago_md:n17336	n-s---fn-
αὐδά	au)da/	αὐδή	au)dh/	urn:cite2:hmt:lsj.chicago_md:n17336	n-s---fv-
αὐδήν	au)dh/n	αὐδή	au)dh/	urn:cite2:hmt:lsj.chicago_md:n17336	n-s---fa-
αὐδᾶσθαι	au)da=sqai	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v--pne---
αὐδᾶσθαι	au)da=sqai	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v--rne---
αὐδᾶσθαι	au)da=sqai	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v--pne---
αὐδᾶσθαι	au)da=sqai	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v--rne---
αὐδᾶσθαι	au)da=sqai	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v--fnm---
αὐδᾷς	au)da=|s	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2spsa---
αὐδᾷς	au)da=|s	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2spia---
αὐδᾷς	au)da=|s	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v2sfia---
αὐδῶμαι	au)dw=mai	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v1spse---
αὐδῶμαι	au)dw=mai	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v1spie---
αὐδῶμαι	au)dw=mai	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v1spse---
αὐδῶμαι	au)dw=mai	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v1spse---
αὐδῶμαι	au)dw=mai	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v1spie---
αὐδῶμαι	au)dw=mai	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v1spse---
αὐδῶμαι	au)dw=mai	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v1sfim---
αὐλάν	au)la/n	αὐλή	au)lh/	urn:cite2:hmt:lsj.chicago_md:n17412	n-s---fa-
αὐλάς	au)la/s	αὐλή	au)lh/	urn:cite2:hmt:lsj.chicago_md:n17412	n-p---fa-
αὐλίου	au)li/ou	αὔλιον	au)/lion	urn:cite2:hmt:lsj.chicago_md:n17433	n-s---ng-
αὐλίου	au)li/ou	αὔλιος	au)/lios	urn:cite2:hmt:lsj.chicago_md:n17434	a-s---mg-
αὐλίου	au)li/ou	αὔλιος	au)/lios	urn:cite2:hmt:lsj.chicago_md:n17434	a-s---ng-
αὐλίων	au)li/wn	αὔλιον	au)/lion	urn:cite2:hmt:lsj.chicago_md:n17433	n-p---ng-
αὐλίων	au)li/wn	αὔλιος	au)/lios	urn:cite2:hmt:lsj.chicago_md:n17434	a-p---fg-
αὐλίων	au)li/wn	αὔλιος	au)/lios	urn:cite2:hmt:lsj.chicago_md:n17434	a-p---mg-
αὐλίων	au)li/wn	αὔλιος	au)/lios	urn:cite2:hmt:lsj.chicago_md:n17434	a-p---ng-
αὐλίων	au)li/wn	αὐλέω	au)le/w	urn:cite2:hmt:lsj.chicago_md:n17411	v-sppamn-
αὐλίῳ	au)li/w|	αὔλιον	au)/lion	urn:cite2:hmt:lsj.chicago_md:n17433	n-s---nd-
αὐλίῳ	au)li/w|	αὔλιος	au)/lios	urn:cite2:hmt:lsj.chicago_md:n17434	a-s---md-
αὐλίῳ	au)li/w|	αὔλιος	au)/lios	urn:cite2:hmt:lsj.chicago_md:n17434	a-s---nd-
αὐτούς	au)tou/s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---ma-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---nd-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---md-
αὐτοῖσι	au)toi=si	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---nd-
αὐτοῖσι	au)toi=si	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---md-
αὐτοῦ	au)tou=	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---ng-
αὐτοῦ	au)tou=	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---mg-
αὐτοῦ	au)tou=	αὐτοῦ	au)tou=	urn:cite2:hmt:lsj.chicago_md:n17975	d--------
αὐτά	au)ta/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---nn-
αὐτά	au)ta/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---nv-
αὐτά	au)ta/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---na-
αὐτά	au)ta/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-d---fn-
αὐτά	au)ta/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-d---fv-
αὐτά	au)ta/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-d---fa-
αὐτά	au)ta/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---fn-
αὐτά	au)ta/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---fv-
αὐτάγγελος	au)ta/ggelos	αὐτάγγελος	au)ta/ggelos	urn:cite2:hmt:lsj.chicago_md:n17542	n-s---mn-
αὐτήν	au)th/n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---fa-
αὐτίκα	au)ti/ka	αὐτίκα	au)ti/ka	urn:cite2:hmt:lsj.chicago_md:n17595	d--------
αὐτίχ’	au)ti/x'	αὐτίκα	au)ti/ka	urn:cite2:hmt:lsj.chicago_md:n17595	d--------
αὐτό	au)to/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---nn-
αὐτό	au)to/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---nv-
αὐτό	au)to/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---na-
αὐτόν	au)to/n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---ma-
αὐτόξυλόν	au)to/culo/n	αὐτόξυλος	au)to/culos	urn:cite2:hmt:lsj.chicago_md:n17841	n-s---ma-
αὐτόξυλόν	au)to/culo/n	αὐτόξυλος	au)to/culos	urn:cite2:hmt:lsj.chicago_md:n17841	n-s---fa-
αὐτόξυλόν	au)to/culo/n	αὐτόξυλος	au)to/culos	urn:cite2:hmt:lsj.chicago_md:n17841	n-s---nn-
αὐτόξυλόν	au)to/culo/n	αὐτόξυλος	au)to/culos	urn:cite2:hmt:lsj.chicago_md:n17841	n-s---nv-
αὐτόξυλόν	au)to/culo/n	αὐτόξυλος	au)to/culos	urn:cite2:hmt:lsj.chicago_md:n17841	n-s---na-
αὐτός	au)to/s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---mn-
αὐτόστολον	au)to/stolon	αὐτόστολος	au)to/stolos	urn:cite2:hmt:lsj.chicago_md:n17932	n-s---ma-
αὐτόστολον	au)to/stolon	αὐτόστολος	au)to/stolos	urn:cite2:hmt:lsj.chicago_md:n17932	n-s---fa-
αὐτόστολον	au)to/stolon	αὐτόστολος	au)to/stolos	urn:cite2:hmt:lsj.chicago_md:n17932	n-s---nn-
αὐτόστολον	au)to/stolon	αὐτόστολος	au)to/stolos	urn:cite2:hmt:lsj.chicago_md:n17932	n-s---nv-
αὐτόστολον	au)to/stolon	αὐτόστολος	au)to/stolos	urn:cite2:hmt:lsj.chicago_md:n17932	n-s---na-
αὐτῶν	au)tw=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---ng-
αὐτῶν	au)tw=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---fg-
αὐτῶν	au)tw=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---mg-
αὐτῷ	au)tw=|	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---nd-
αὐτῷ	au)tw=|	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---md-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---ng-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---mg-
αὑτός	au(to/s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---mn-
αὔλιον	au)/lion	αὔλιον	au)/lion	urn:cite2:hmt:lsj.chicago_md:n17433	n-s---nn-
αὔλιον	au)/lion	αὔλιον	au)/lion	urn:cite2:hmt:lsj.chicago_md:n17433	n-s---nv-
αὔλιον	au)/lion	αὔλιον	au)/lion	urn:cite2:hmt:lsj.chicago_md:n17433	n-s---na-
αὔλιον	au)/lion	αὔλιος	au)/lios	urn:cite2:hmt:lsj.chicago_md:n17434	a-s---ma-
αὔλιον	au)/lion	αὔλιος	au)/lios	urn:cite2:hmt:lsj.chicago_md:n17434	a-s---nn-
αὔλιον	au)/lion	αὔλιος	au)/lios	urn:cite2:hmt:lsj.chicago_md:n17434	a-s---nv-
αὔλιον	au)/lion	αὔλιος	au)/lios	urn:cite2:hmt:lsj.chicago_md:n17434	a-s---na-
αὔλιον	au)/lion	αὐλέω	au)le/w	urn:cite2:hmt:lsj.chicago_md:n17411	v3piia---
αὔλιον	au)/lion	αὐλέω	au)le/w	urn:cite2:hmt:lsj.chicago_md:n17411	v1siia---
αὔλιον	au)/lion	αὐλέω	au)le/w	urn:cite2:hmt:lsj.chicago_md:n17411	v3piia---
αὔλιον	au)/lion	αὐλέω	au)le/w	urn:cite2:hmt:lsj.chicago_md:n17411	v1siia---
αὔραις	au)/rais	αὔρα	au)/ra	urn:cite2:hmt:lsj.chicago_md:n17518	n-p---fd-
αὕτη	au(/th	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-s---fn-
αὕτη	au(/th	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-s---fv-
αὖ	au)=	αὗ	au(=	urn:cite2:hmt:lsj.chicago_md:n17306	x--------
αὖ	au)=	αὖ	au)=	urn:cite2:hmt:lsj.chicago_md:n17306	d--------
αὖθις	au)=qis	αὖθις	au)=qis	urn:cite2:hmt:lsj.chicago_md:n17381	d--------
βαιά	baia/	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-p---nn-
βαιά	baia/	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-p---nv-
βαιά	baia/	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-p---na-
βαιά	baia/	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-d---fn-
βαιά	baia/	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-d---fv-
βαιά	baia/	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-d---fa-
βαιά	baia/	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-s---fn-
βαιά	baia/	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-s---fv-
βαιάν	baia/n	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-s---fa-
βαιόν	baio/n	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-s---ma-
βαιόν	baio/n	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-s---nn-
βαιόν	baio/n	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-s---nv-
βαιόν	baio/n	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-s---na-
βαιᾷ	baia=|	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-s---fd-
βαλεῖς	balei=s	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v2sfia---
βαρείας	barei/as	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-p---fa-
βαρείας	barei/as	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-s---fg-
βαρείᾳ	barei/a|	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-s---fd-
βαρεῖα	barei=a	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-s---fn-
βαρεῖα	barei=a	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-s---fv-
βαρεῖαν	barei=an	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-s---fa-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	urn:cite2:hmt:lsj.chicago_md:n19396	n-s---ma-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	urn:cite2:hmt:lsj.chicago_md:n19396	n-s---fa-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	urn:cite2:hmt:lsj.chicago_md:n19396	n-s---md-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	urn:cite2:hmt:lsj.chicago_md:n19396	n-s---fd-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	urn:cite2:hmt:lsj.chicago_md:n19396	n-d---mn-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	urn:cite2:hmt:lsj.chicago_md:n19396	n-d---mv-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	urn:cite2:hmt:lsj.chicago_md:n19396	n-d---ma-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	urn:cite2:hmt:lsj.chicago_md:n19396	n-d---fn-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	urn:cite2:hmt:lsj.chicago_md:n19396	n-d---fv-
βαρυβρῶτ’	barubrw=t'	βαρυβρώς	barubrw/s	urn:cite2:hmt:lsj.chicago_md:n19396	n-d---fa-
βαρυνθῶσιν	barunqw=sin	βαρύνω	baru/nw	urn:cite2:hmt:lsj.chicago_md:n19452	v3pasp---
