Αἴας	*ai)/as	Αἴας	*ai)/as	n-s---mn-
προσφιλῆ	prosfilh=	προσφιλής	prosfilh/s	n-p---nv-
προσφιλῆ	prosfilh=	προσφιλής	prosfilh/s	n-p---na-
προσφιλῆ	prosfilh=	προσφιλής	prosfilh/s	n-d---mn-
προσφιλῆ	prosfilh=	προσφιλής	prosfilh/s	n-d---mv-
προσφιλῆ	prosfilh=	προσφιλής	prosfilh/s	n-d---ma-
προσφιλῆ	prosfilh=	προσφιλής	prosfilh/s	n-d---fn-
προσφιλῆ	prosfilh=	προσφιλής	prosfilh/s	n-d---fv-
προσφιλῆ	prosfilh=	προσφιλής	prosfilh/s	n-d---fa-
προσφιλῆ	prosfilh=	προσφιλής	prosfilh/s	n-d---nn-
προσφιλῆ	prosfilh=	προσφιλής	prosfilh/s	n-d---nv-
προσφιλῆ	prosfilh=	προσφιλής	prosfilh/s	n-d---na-
προσφιλῆ	prosfilh=	προσφιλής	prosfilh/s	n-s---ma-
προσφιλῆ	prosfilh=	προσφιλής	prosfilh/s	n-s---fa-
προσφωνεῖ	prosfwnei=	προσφωνέω	prosfwne/w	v2spie---
προσφωνεῖ	prosfwnei=	προσφωνέω	prosfwne/w	v3spia---
προσφωνεῖ	prosfwnei=	προσφωνέω	prosfwne/w	v2spie---
προσφωνεῖ	prosfwnei=	προσφωνέω	prosfwne/w	v3spia---
προσφέρων	prosfe/rwn	προσφέρω	prosfe/rw	v-sppamn-
προσχρῄζομεν	prosxrh/|zomen	προσχρῄζω	prosxrh/|zw	v1ppia---
προσχρῄζομεν	prosxrh/|zomen	προσχρῄζω	prosxrh/|zw	v1piia---
προσχωρεῖν	prosxwrei=n	προσχωρέω	prosxwre/w	v--pna---
προσχωρεῖν	prosxwrei=n	προσχωρέω	prosxwre/w	v--pna---
προσψαύσητ’	prosyau/sht'	προσψαύω	prosyau/w	v2pasa---
προσψαύσητ’	prosyau/sht'	προσψαύω	prosyau/w	v3sasm---
προσωφέλησιν	proswfe/lhsin	προσωφέλησις	proswfe/lhsis	n-s---fa-
προσέδοσαν	prose/dosan	προσδίδωμι	prosdi/dwmi	v3paia---
προσέδοσαν	prose/dosan	προσδίδωμι	prosdi/dwmi	v3paia---
προσέρπει	prose/rpei	προσέρπω	prose/rpw	v2spie---
προσέρπει	prose/rpei	προσέρπω	prose/rpw	v3spia---
προσέρχεται	prose/rxetai	προσέρχομαι	prose/rxomai	v3spie---
προσέσχε	prose/sxe	προσέχω	prose/xw	v3saia---
προσέσχες	prose/sxes	προσέχω	prose/xw	v2saia---
προσήγαγεν	prosh/gagen	προσάγω	prosa/gw	v3saia---
προσήγορος	prosh/goros	προσήγορος	prosh/goros	n-s---mn-
προσήγορος	prosh/goros	προσήγορος	prosh/goros	n-s---fn-
προσήκετε	prosh/kete	προσήκω	prosh/kw	v2piia---
προσήκετε	prosh/kete	προσήκω	prosh/kw	v2ppma---
προσήκετε	prosh/kete	προσήκω	prosh/kw	v2ppia---
προσήκετε	prosh/kete	προσήκω	prosh/kw	v2piia---
προσᾴδεθ’	prosa/|deq'	προσᾴδω	prosa/|dw	v3siie---
προσᾴδεθ’	prosa/|deq'	προσᾴδω	prosa/|dw	v2piia---
προσᾴδεθ’	prosa/|deq'	προσᾴδω	prosa/|dw	v2ppma---
προσᾴδεθ’	prosa/|deq'	προσᾴδω	prosa/|dw	v2ppia---
προσᾴδεθ’	prosa/|deq'	προσᾴδω	prosa/|dw	v3spie---
προσᾴδεθ’	prosa/|deq'	προσᾴδω	prosa/|dw	v3siie---
προσᾴδεθ’	prosa/|deq'	προσᾴδω	prosa/|dw	v2piia---
προσῆν	prosh=n	πρόσειμι1	pro/seimi1	v1siia---
προσῆν	prosh=n	πρόσειμι1	pro/seimi1	v3piia---
προσῆν	prosh=n	πρόσειμι1	pro/seimi1	v3siia---
προσῇ	prosh=|	πρόσειμι1	pro/seimi1	v3spsa---
προσῇ	prosh=|	προσίημι	prosi/hmi	v3sasa---
προσῇ	prosh=|	προσίημι	prosi/hmi	v3sasa---
προτείνων	protei/nwn	προτείνω	protei/nw	v-sppamn-
προυβάλου	prouba/lou	προβάλλω	proba/llw	v2saim---
προυδίδαξεν	proudi/dacen	προδιδάσκω	prodida/skw	v3saia---
προυφάνη	proufa/nh	πρό-ὑφανάω	pro/-u(fana/w	v3siia---
προυφάνη	proufa/nh	πρό-ὑφανάω	pro/-u(fana/w	v2spma---
προυφάνη	proufa/nh	πρό-ὑφανάω	pro/-u(fana/w	v3siia---
προυφάνη	proufa/nh	πρό-ὑφανάω	pro/-u(fana/w	v2spma---
προυφάνη	proufa/nh	πρό-ὑφανάω	pro/-u(fana/w	v3siia---
προχωρῶν	proxwrw=n	προχωρέω	proxwre/w	v-sppamn-
προχωρῶν	proxwrw=n	προχωρέω	proxwre/w	v-sppamn-
προύβαινέ	prou/baine/	προβαίνω	probai/nw	v3siia---
προύμαθον	prou/maqon	προμανθάνω	promanqa/nw	v3paia---
προύμαθον	prou/maqon	προμανθάνω	promanqa/nw	v1saia---
προύφαινες	prou/faines	πρό-ὑφαίνω	pro/-u(fai/nw	v2siia---
προύφαινες	prou/faines	πρό-ὑφαίνω	pro/-u(fai/nw	v2siia---
προύχει	prou/xei	πρό-ὑσσω	pro/-u(ssw	v3slia---
πρωτογόνων	prwtogo/nwn	πρωτόγονον	prwto/gonon	n-p---ng-
πρωτογόνων	prwtogo/nwn	πρωτόγονος	prwto/gonos	n-p---mg-
πρωτογόνων	prwtogo/nwn	πρωτόγονος	prwto/gonos	n-p---fg-
πρωτογόνων	prwtogo/nwn	πρωτόγονος	prwto/gonos	n-p---ng-
πράγματος	pra/gmatos	πρᾶγμα	pra=gma	n-s---ng-
πράξεις	pra/ceis	πράσσω	pra/ssw	v2sasa---
πράξεις	pra/ceis	πράσσω	pra/ssw	v2sasa---
πράξεις	pra/ceis	πράσσω	pra/ssw	v2sfia---
πράξεις	pra/ceis	πρᾶξις	pra=cis	n-p---fn-
πράξεις	pra/ceis	πρᾶξις	pra=cis	n-p---fv-
πράξεις	pra/ceis	πρᾶξις	pra=cis	n-p---fn-
πράξεις	pra/ceis	πρᾶξις	pra=cis	n-p---fa-
πράσσει	pra/ssei	πράσσω	pra/ssw	v2spie---
πράσσει	pra/ssei	πράσσω	pra/ssw	v3spia---
πράσσειν	pra/ssein	πράσσω	pra/ssw	v--pna---
πράσσων	pra/sswn	πράσσω	pra/ssw	v-sppamn-
πρέπει	pre/pei	πρέπω	pre/pw	v2spie---
πρέπει	pre/pei	πρέπω	pre/pw	v3spia---
πρέπον	pre/pon	πρέπω	pre/pw	v-sppamv-
πρέπον	pre/pon	πρέπω	pre/pw	v-sppann-
πρέπον	pre/pon	πρέπω	pre/pw	v-sppanv-
πρέπον	pre/pon	πρέπω	pre/pw	v-sppana-
πρέπον	pre/pon	πρέπω	pre/pw	v3piia---
πρέπον	pre/pon	πρέπω	pre/pw	v1siia---
πρέπον	pre/pon	πρέπων	pre/pwn	n-s---mv-
πρέσβυν	pre/sbun	πρέσβυς	pre/sbus	n-s---ma-
πρέσβυς	pre/sbus	πρέσβυς	pre/sbus	n-s---mn-
πρίν	pri/n	πρίν	pri/n	d--------
πρό	pro/	πρό	pro/	r--------
πρόβλημα	pro/blhma	πρόβλημα	pro/blhma	n-s---nn-
πρόβλημα	pro/blhma	πρόβλημα	pro/blhma	n-s---nv-
πρόβλημα	pro/blhma	πρόβλημα	pro/blhma	n-s---na-
πρός	pro/s	πρός	pro/s	r--------
πρόσθε	pro/sqe	πρόσθεν	pro/sqen	d--------
πρόσθεν	pro/sqen	πρόσθεν	pro/sqen	d--------
πρόσθ’	pro/sq'	πρόσθεν	pro/sqen	d--------
πρόσθ’	pro/sq'	πρόσθεν	pro/sqen	d--------
πρόσθ’	pro/sq'	πρόσθη	pro/sqh	n-p---fn-
πρόσθ’	pro/sq'	πρόσθη	pro/sqh	n-p---fv-
πρόσθ’	pro/sq'	πρόσθη	pro/sqh	n-s---fd-
πρόσθ’	pro/sq'	προστάς	prosta/s	n-s---fv-
πρόσκυσον	pro/skuson	προσκυνέω	proskune/w	v2sama---
πρόσλευσσε	pro/sleusse	προσλεύσσω	prosleu/ssw	v2spma---
πρόσλευσσε	pro/sleusse	προσλεύσσω	prosleu/ssw	v2spma---
πρόσλευσσε	pro/sleusse	προσλεύσσω	prosleu/ssw	v3siia---
πρόσλευσσε	pro/sleusse	προσλεύσσω	prosleu/ssw	v3siia---
πρόσουρος	pro/souros	πρόσουρος	pro/souros	n-s---mn-
πρόσουρος	pro/souros	πρόσουρος	pro/souros	n-s---fn-
πρόστροπον	pro/stropon	πρόστροπος	pro/stropos	n-s---ma-
πρόστροπον	pro/stropon	πρόστροπος	pro/stropos	n-s---fa-
πρόστροπον	pro/stropon	πρόστροπος	pro/stropos	n-s---nn-
πρόστροπον	pro/stropon	πρόστροπος	pro/stropos	n-s---nv-
πρόστροπον	pro/stropon	πρόστροπος	pro/stropos	n-s---na-
πρόσφερε	pro/sfere	προσφέρω	prosfe/rw	v2spma---
πρόσφερε	pro/sfere	προσφέρω	prosfe/rw	v3siia---
πρόσφθεγμα	pro/sfqegma	πρόσφθεγμα	pro/sfqegma	n-s---nn-
πρόσφθεγμα	pro/sfqegma	πρόσφθεγμα	pro/sfqegma	n-s---nv-
πρόσφθεγμα	pro/sfqegma	πρόσφθεγμα	pro/sfqegma	n-s---na-
πρότεινε	pro/teine	προτείνω	protei/nw	v2spma---
πρότεινε	pro/teine	προτείνω	protei/nw	v3saia---
πρότεινε	pro/teine	προτείνω	protei/nw	v3siia---
πρότερον	pro/teron	πρότερος	pro/teros	a-s---ma-
πρότερον	pro/teron	πρότερος	pro/teros	a-s---nn-
πρότερον	pro/teron	πρότερος	pro/teros	a-s---nv-
πρότερον	pro/teron	πρότερος	pro/teros	a-s---na-
πρόφασις	pro/fasis	πρόφασις	pro/fasis	n-s---fn-
πρόχειρον	pro/xeiron	πρόχειρον	pro/xeiron	n-s---nn-
πρόχειρον	pro/xeiron	πρόχειρον	pro/xeiron	n-s---nv-
πρόχειρον	pro/xeiron	πρόχειρον	pro/xeiron	n-s---na-
πρόχειρον	pro/xeiron	πρόχειρος	pro/xeiros	n-s---ma-
πρόχειρον	pro/xeiron	πρόχειρος	pro/xeiros	n-s---fa-
πρόχειρον	pro/xeiron	πρόχειρος	pro/xeiros	n-s---nn-
πρόχειρον	pro/xeiron	πρόχειρος	pro/xeiros	n-s---nv-
πρόχειρον	pro/xeiron	πρόχειρος	pro/xeiros	n-s---na-
πρύμνην	pru/mnhn	πρύμνα	pru/mna	n-s---fa-
πρώτου	prw/tou	πρότερος	pro/teros	a-s---mg-
πρώτου	prw/tou	πρότερος	pro/teros	a-s---ng-
πρώτου	prw/tou	πρῶτος	prw=tos	a-s---mg-
πρώτου	prw/tou	πρῶτος	prw=tos	a-s---ng-
πρώτους	prw/tous	πρότερος	pro/teros	a-p---ma-
πρώτους	prw/tous	πρῶτος	prw=tos	a-p---ma-
πρᾶγμα	pra=gma	πρᾶγμα	pra=gma	n-s---nn-
πρᾶγμα	pra=gma	πρᾶγμα	pra=gma	n-s---nv-
πρᾶγμα	pra=gma	πρᾶγμα	pra=gma	n-s---na-
πρᾶγμ’	pra=gm'	πρᾶγμα	pra=gma	n-s---nn-
πρᾶγμ’	pra=gm'	πρᾶγμα	pra=gma	n-s---nv-
πρᾶγμ’	pra=gm'	πρᾶγμα	pra=gma	n-s---na-
πρᾶξον	pra=con	πράσσω	pra/ssw	v2sama---
πρᾶξον	pra=con	πράσσω	pra/ssw	v-sfpamv-
πρᾶξον	pra=con	πράσσω	pra/ssw	v-sfpann-
πρᾶξον	pra=con	πράσσω	pra/ssw	v-sfpanv-
πρᾶξον	pra=con	πράσσω	pra/ssw	v-sfpana-
πρῴρας	prw/|ras	πρῷρα	prw=|ra	n-p---fa-
πρῴρας	prw/|ras	πρῷρα	prw=|ra	n-s---fg-
πρῴρας	prw/|ras	πρῷρα	prw=|ra	n-p---fa-
πρῴρας	prw/|ras	πρῷρα	prw=|ra	n-s---fg-
πρῶτα	prw=ta	πρότερος	pro/teros	a-p---nn-
πρῶτα	prw=ta	πρότερος	pro/teros	a-p---nv-
πρῶτα	prw=ta	πρότερος	pro/teros	a-p---na-
πρῶτα	prw=ta	πρῶτος	prw=tos	a-p---nn-
πρῶτα	prw=ta	πρῶτος	prw=tos	a-p---nv-
πρῶτα	prw=ta	πρῶτος	prw=tos	a-p---na-
πρῶτον	prw=ton	πρότερος	pro/teros	a-s---ma-
πρῶτον	prw=ton	πρότερος	pro/teros	a-s---nn-
πρῶτον	prw=ton	πρότερος	pro/teros	a-s---nv-
πρῶτον	prw=ton	πρότερος	pro/teros	a-s---na-
πρῶτον	prw=ton	πρῶτος	prw=tos	a-s---ma-
πρῶτον	prw=ton	πρῶτος	prw=tos	a-s---nn-
πρῶτον	prw=ton	πρῶτος	prw=tos	a-s---nv-
πρῶτον	prw=ton	πρῶτος	prw=tos	a-s---na-
πρῶτος	prw=tos	πρότερος	pro/teros	a-s---mn-
πρῶτος	prw=tos	πρῶτος	prw=tos	a-s---mn-
πρῷραν	prw=|ran	πρῷρα	prw=|ra	n-s---fa-
πταναί	ptanai/	πτηνός	pthno/s	a-p---fn-
πταναί	ptanai/	πτηνός	pthno/s	a-p---fv-
πτανοῖς	ptanoi=s	πτηνός	pthno/s	a-p---md-
πτανοῖς	ptanoi=s	πτηνός	pthno/s	a-p---nd-
πτανοῖς	ptanoi=s	πτηνός	pthno/s	n-p---md-
πτανοῖς	ptanoi=s	πτηνός	pthno/s	n-p---fd-
πτανοῖς	ptanoi=s	πτηνός	pthno/s	n-p---nd-
πτανῶν	ptanw=n	πτηνός	pthno/s	a-p---fg-
πτανῶν	ptanw=n	πτηνός	pthno/s	a-p---mg-
πτανῶν	ptanw=n	πτηνός	pthno/s	a-p---ng-
πτανῶν	ptanw=n	πτηνός	pthno/s	n-p---mg-
πτανῶν	ptanw=n	πτηνός	pthno/s	n-p---fg-
πτανῶν	ptanw=n	πτηνός	pthno/s	n-p---ng-
πταίων	ptai/wn	πταίω	ptai/w	v-sppamn-
πτηνοῖς	pthnoi=s	πτηνός	pthno/s	a-p---md-
πτηνοῖς	pthnoi=s	πτηνός	pthno/s	a-p---nd-
πτηνοῖς	pthnoi=s	πτηνός	pthno/s	n-p---md-
πτηνοῖς	pthnoi=s	πτηνός	pthno/s	n-p---fd-
πτηνοῖς	pthnoi=s	πτηνός	pthno/s	n-p---nd-
πτηνόν	pthno/n	πτηνός	pthno/s	a-s---ma-
πτηνόν	pthno/n	πτηνός	pthno/s	a-s---nn-
πτηνόν	pthno/n	πτηνός	pthno/s	a-s---nv-
πτηνόν	pthno/n	πτηνός	pthno/s	a-s---na-
πτηνόν	pthno/n	πτηνός	pthno/s	n-s---ma-
πτηνόν	pthno/n	πτηνός	pthno/s	n-s---fa-
πτηνόν	pthno/n	πτηνός	pthno/s	n-s---nn-
πτηνόν	pthno/n	πτηνός	pthno/s	n-s---nv-
πτηνόν	pthno/n	πτηνός	pthno/s	n-s---na-
πτωκάδες	ptwka/des	πτωκάς	ptwka/s	n-p---fn-
πτωκάδες	ptwka/des	πτωκάς	ptwka/s	n-p---fv-
πυκινοῖς	pukinoi=s	πυκινός	pukino/s	a-p---md-
πυκινοῖς	pukinoi=s	πυκινός	pukino/s	a-p---nd-
πυκινοῖς	pukinoi=s	πυκνός	pukno/s	a-p---md-
πυκινοῖς	pukinoi=s	πυκνός	pukno/s	a-p---nd-
πυρεῖ’	purei='	πυρεῖον	purei=on	n-p---nn-
πυρεῖ’	purei='	πυρεῖον	purei=on	n-p---nv-
πυρεῖ’	purei='	πυρεῖον	purei=on	n-p---na-
πυρφόρος	purfo/ros	πυρφόρος	purfo/ros	n-s---mn-
πυρφόρος	purfo/ros	πυρφόρος	purfo/ros	n-s---fn-
πυράν	pura/n	πυρή	purh/	n-s---fa-
πυρί	puri/	πῦρ	pu=r	n-s---nd-
πυρός	puro/s	πῦρ	pu=r	n-s---ng-
πυρός	puro/s	πυρός	puro/s	n-s---mn-
πω	pw	πω	pw	g--------
πως	pws	πως	pws	g--------
πάγου	pa/gou	πάγος	pa/gos	n-s---mg-
πάγου	pa/gou	πᾶγος	pa=gos	n-s---mg-
πάθη	pa/qh	πάθη	pa/qh	n-s---fn-
πάθη	pa/qh	πάθη	pa/qh	n-s---fv-
πάθη	pa/qh	πάθος	pa/qos	n-p---nn-
πάθη	pa/qh	πάθος	pa/qos	n-p---nv-
πάθη	pa/qh	πάθος	pa/qos	n-p---na-
πάθη	pa/qh	πάθος	pa/qos	n-d---nn-
πάθη	pa/qh	πάθος	pa/qos	n-d---nv-
πάθη	pa/qh	πάθος	pa/qos	n-d---na-
πάθημ’	pa/qhm'	πάθημα	pa/qhma	n-s---nn-
πάθημ’	pa/qhm'	πάθημα	pa/qhma	n-s---nv-
πάθημ’	pa/qhm'	πάθημα	pa/qhma	n-s---na-
πάθους	pa/qous	πάθος	pa/qos	n-s---ng-
πάλαι	pa/lai	πάλα	pa/la	n-p---fn-
πάλαι	pa/lai	πάλα	pa/la	n-p---fv-
πάλαι	pa/lai	πάλα	pa/la	n-s---fd-
πάλαι	pa/lai	πάλαι	pa/lai	d--------
πάλαι	pa/lai	πάλη	pa/lh	n-p---fn-
πάλαι	pa/lai	πάλη	pa/lh	n-p---fv-
πάλαι	pa/lai	πάλη	pa/lh	n-s---fd-
πάλαι	pa/lai	πάλλω	pa/llw	v3saoa---
πάλιν	pa/lin	πάλιν	pa/lin	d--------
πάλλων	pa/llwn	πάλλω	pa/llw	v-sppamn-
πάνθ’	pa/nq'	πάντῃ	pa/nth|	d--------
πάνθ’	pa/nq'	πᾶς	pa=s	n-s---ma-
πάνθ’	pa/nq'	πᾶς	pa=s	n-p---nn-
πάνθ’	pa/nq'	πᾶς	pa=s	n-p---nv-
πάνθ’	pa/nq'	πᾶς	pa=s	n-p---na-
πάντα	pa/nta	πᾶς	pa=s	n-s---ma-
πάντα	pa/nta	πᾶς	pa=s	n-p---nn-
πάντα	pa/nta	πᾶς	pa=s	n-p---nv-
πάντα	pa/nta	πᾶς	pa=s	n-p---na-
πάντας	pa/ntas	πᾶς	pa=s	n-p---ma-
πάντες	pa/ntes	πᾶς	pa=s	n-p---mn-
πάντες	pa/ntes	πᾶς	pa=s	n-p---mv-
πάντων	pa/ntwn	πᾶς	pa=s	n-p---mg-
πάντων	pa/ntwn	πᾶς	pa=s	n-p---ng-
πάνυ	pa/nu	πάνυ	pa/nu	d--------
πάρει	pa/rei	πάρειμι2	pa/reimi2	v2spia---
πάρει	pa/rei	πῆρος	ph=ros	n-d---nn-
πάρει	pa/rei	πῆρος	ph=ros	n-d---nv-
πάρει	pa/rei	πῆρος	ph=ros	n-d---na-
πάρει	pa/rei	πῆρος	ph=ros	n-s---nd-
πάρει	pa/rei	πῆρος	ph=ros	n-s---nd-
πάρειμί	pa/reimi/	πάρειμι1	pa/reimi1	v1spia---
πάρειμί	pa/reimi/	πάρειμι2	pa/reimi2	v1spia---
πάρες	pa/res	παρίημι	pari/hmi	v2sama---
πάρεσθ’	pa/resq'	πάρειμι1	pa/reimi1	v3spia---
πάρεσθ’	pa/resq'	πάρειμι1	pa/reimi1	v2ppia---
πάρεσθ’	pa/resq'	πάρειμι1	pa/reimi1	v3sfim---
πάρεσθ’	pa/resq'	παρίημι	pari/hmi	v2pamm---
πάρεσθ’	pa/resq'	παρίημι	pari/hmi	v2paim---
πάρεστε	pa/reste	πάρειμι1	pa/reimi1	v2ppia---
πάρεστι	pa/resti	πάρειμι1	pa/reimi1	v3spia---
πάρεστιν	pa/restin	πάρειμι1	pa/reimi1	v3spia---
πάρεστί	pa/resti/	πάρειμι1	pa/reimi1	v3spia---
πάρος	pa/ros	πάρος	pa/ros	d--------
πάρος	pa/ros	πάρος	pa/ros	r--------
πάσας	pa/sas	πάσσω	pa/ssw	v-sapamn-
πάσας	pa/sas	πάσσω	pa/ssw	v-sapamv-
πάσας	pa/sas	πάσσω	pa/ssw	v2saia---
πάσας	pa/sas	πᾶς	pa=s	n-p---fa-
πάσας	pa/sas	πᾶς	pa=s	n-s---fg-
πάσας	pa/sas	πᾶς	pa=s	n-p---fa-
πάσχειν	pa/sxein	πάσχω	pa/sxw	v--pna---
πάσχετ’	pa/sxet'	πάσχω	pa/sxw	v2ppma---
πάσχετ’	pa/sxet'	πάσχω	pa/sxw	v2ppia---
πάσχετ’	pa/sxet'	πάσχω	pa/sxw	v3spie---
πάσχετ’	pa/sxet'	πάσχω	pa/sxw	v3siie---
πάσχετ’	pa/sxet'	πάσχω	pa/sxw	v2piia---
πάσᾳ	pa/sa|	πάσσω	pa/ssw	v2samm---
πάσᾳ	pa/sa|	πάσσω	pa/ssw	v--ana---
πάσᾳ	pa/sa|	πᾶς	pa=s	n-s---fd-
πάσᾳ	pa/sa|	πᾶς	pa=s	n-p---fn-
πάσᾳ	pa/sa|	πᾶς	pa=s	n-p---fv-
πάσᾳ	pa/sa|	πατέομαι	pate/omai	v2samm---
πάταξον	pa/tacon	πατάσσω	pata/ssw	v2sama---
πάτρας	pa/tras	φράτρα	fra/tra	n-p---fa-
πάτρας	pa/tras	φράτρα	fra/tra	n-s---fg-
πάτρας	pa/tras	πάτρα	pa/tra	n-p---fa-
πάτρας	pa/tras	πάτρα	pa/tra	n-s---fg-
πάτρας	pa/tras	πάτρη	pa/trh	n-p---fa-
πάτρας	pa/tras	πάτρη	pa/trh	n-s---fg-
πάτρια	pa/tria	πάτριος	pa/trios	a-p---nn-
πάτρια	pa/tria	πάτριος	pa/trios	a-p---nv-
πάτρια	pa/tria	πάτριος	pa/trios	a-p---na-
πάτρια	pa/tria	πάτριος	pa/trios	n-p---nn-
πάτρια	pa/tria	πάτριος	pa/trios	n-p---nv-
πάτρια	pa/tria	πάτριος	pa/trios	n-p---na-
πέδον	pe/don	πέδον	pe/don	n-s---nn-
πέδον	pe/don	πέδον	pe/don	n-s---nv-
πέδον	pe/don	πέδον	pe/don	n-s---na-
πέλαγος	pe/lagos	πέλαγος	pe/lagos	n-s---nn-
πέλαγος	pe/lagos	πέλαγος	pe/lagos	n-s---nv-
πέλαγος	pe/lagos	πέλαγος	pe/lagos	n-s---na-
πέλας	pe/las	πέλας	pe/las	d--------
πέλας	pe/las	πελάω	pela/w	v2siia---
πέλασσον	pe/lasson	πελάζω	pela/zw	v2sama---
πέλειαι	pe/leiai	πέλεια	pe/leia	n-p---fn-
πέλειαι	pe/leiai	πέλεια	pe/leia	n-p---fv-
πέμπε	pe/mpe	πέμπω	pe/mpw	v2spma---
πέμπε	pe/mpe	πέμπω	pe/mpw	v3siia---
πέμπε	pe/mpe	πέντε	pe/nte	m--------
πέμπει	pe/mpei	πέμπω	pe/mpw	v2spie---
πέμπει	pe/mpei	πέμπω	pe/mpw	v3spia---
πέμπειν	pe/mpein	πέμπω	pe/mpw	v--pna---
πέμποντες	pe/mpontes	πέμπω	pe/mpw	v-pppamn-
πέμποντες	pe/mpontes	πέμπω	pe/mpw	v-pppamv-
πέμπω	pe/mpw	πέμπω	pe/mpw	v1spsa---
πέμπω	pe/mpw	πέμπω	pe/mpw	v1spia---
πέμπων	pe/mpwn	πέμπω	pe/mpw	v-sppamn-
πέμψαντά	pe/myanta/	πέμπω	pe/mpw	v-papann-
πέμψαντά	pe/myanta/	πέμπω	pe/mpw	v-papanv-
πέμψαντά	pe/myanta/	πέμπω	pe/mpw	v-papana-
πέμψαντά	pe/myanta/	πέμπω	pe/mpw	v-sapama-
πέμψας	pe/myas	πέμπω	pe/mpw	v-sapamn-
πέμψας	pe/myas	πέμπω	pe/mpw	v-sapamv-
πέμψας	pe/myas	πέμπω	pe/mpw	v2saia---
πέμψεις	pe/myeis	πέμπω	pe/mpw	v2sasa---
