Αἰσχύνης	*ai)sxu/nhs	αἰσχύνη	ai)sxu/nh	n-s---fg-
αὐτάδελφον	au)ta/delfon	αὐτάδελφος	au)ta/delfos	n-s---nn-
αὐτάδελφον	au)ta/delfon	αὐτάδελφος	au)ta/delfos	n-s---nv-
αὐτάδελφον	au)ta/delfon	αὐτάδελφος	au)ta/delfos	n-s---na-
αὐτή	au)th/	αὐτός	au)to/s	n-s---fn-
αὐτή	au)th/	αὐτός	au)to/s	n-s---fv-
αὐτόβουλος	au)to/boulos	αὐτόβουλος	au)to/boulos	n-s---mn-
αὐτόβουλος	au)to/boulos	αὐτόβουλος	au)to/boulos	n-s---fn-
αὐτόδηλα	au)to/dhla	αὐτόδηλος	au)to/dhlos	n-p---nn-
αὐτόδηλα	au)to/dhla	αὐτόδηλος	au)to/dhlos	n-p---nv-
αὐτόδηλα	au)to/dhla	αὐτόδηλος	au)to/dhlos	n-p---na-
αὐτόν	au)to/n	αὐτός	au)to/s	n-s---ma-
αὐτός	au)to/s	αὐτός	au)to/s	n-s---mn-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---ng-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---fg-
αὐτῶν	au)tw=n	αὐτός	au)to/s	n-p---mg-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---nd-
αὐτῷ	au)tw=|	αὐτός	au)to/s	n-s---md-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	n-s---ng-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	n-s---mg-
αὑτᾶς	au(ta=s	ἑαυτοῦ	e(autou=	n-s---fg-
αὑτᾷ	au(ta=|	ἑαυτοῦ	e(autou=	n-s---fd-
αὑτῇ	au(th=|	ἑαυτοῦ	e(autou=	n-s---fd-
αὑτῶν	au(tw=n	ἑαυτοῦ	e(autou=	n-p---ng-
αὑτῶν	au(tw=n	ἑαυτοῦ	e(autou=	n-p---fg-
αὑτῶν	au(tw=n	ἑαυτοῦ	e(autou=	n-p---mg-
αὑτῷ	au(tw=|	ἑαυτοῦ	e(autou=	n-s---nd-
αὑτῷ	au(tw=|	ἑαυτοῦ	e(autou=	n-s---md-
αὔειν	au)/ein	αὔω1	au)/w1	v--pna---
αὔειν	au)/ein	αὔω2	au)/w2	v--pna---
αὖ	au)=	αὗ	au(=	x--------
αὖ	au)=	αὖ	au)=	d--------
αὖθις	au)=qis	αὖθις	au)=qis	d--------
αὖθ’	au)=q'	αὖθι	au)=qi	d--------
αὖθ’	au)=q'	αὖτε	au)=te	d--------
αὖτε	au)=te	αὖτε	au)=te	d--------
βαθεῖαν	baqei=an	βαθύς	baqu/s	a-s---fa-
βαθυκόλπων	baquko/lpwn	βαθύκολπος	baqu/kolpos	n-p---mg-
βαθυκόλπων	baquko/lpwn	βαθύκολπος	baqu/kolpos	n-p---fg-
βαθυκόλπων	baquko/lpwn	βαθύκολπος	baqu/kolpos	n-p---ng-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	n-p---nn-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	n-p---nv-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	n-p---na-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	n-s---ma-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	n-s---fa-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	n-s----d-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	n-d----n-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	n-d----v-
βαθύχθον’	baqu/xqon'	βαθύχθων	baqu/xqwn	n-d----a-
βακχᾷ	bakxa=|	Βακχάω	*bakxa/w	v2spse---
βακχᾷ	bakxa=|	Βακχάω	*bakxa/w	v2spie---
βακχᾷ	bakxa=|	Βακχάω	*bakxa/w	v3spsa---
βακχᾷ	bakxa=|	Βακχάω	*bakxa/w	v3spia---
βαλεῖν	balei=n	βάλλω	ba/llw	v--ana---
βαλεῖν	balei=n	βάλλω	ba/llw	v--fna---
βαλών	balw/n	βάλλω	ba/llw	v-sapamn-
βαλῶ	balw=	βάλλω	ba/llw	v1sfia---
βαλῶ	balw=	βηλός	bhlo/s	n-s---mg-
βαρείας	barei/as	βαρύς	baru/s	a-p---fa-
βαρείας	barei/as	βαρύς	baru/s	a-s---fg-
βαρεῖαι	barei=ai	βαρέω	bare/w	v2spie---
βαρεῖαι	barei=ai	βαρύς	baru/s	a-p---fn-
βαρεῖαι	barei=ai	βαρύς	baru/s	a-p---fv-
βαρυδότειρα	barudo/teira	βαρυδότειρα	barudo/teira	n-s---fn-
βαρυδότειρα	barudo/teira	βαρυδότειρα	barudo/teira	n-s---fv-
βαρέα	bare/a	βαρύς	baru/s	a-p---nn-
βαρέα	bare/a	βαρύς	baru/s	a-p---nv-
βαρέα	bare/a	βαρύς	baru/s	a-p---na-
βαρέα	bare/a	βαρύς	baru/s	a-d---fn-
βαρέα	bare/a	βαρύς	baru/s	a-d---fv-
βαρέα	bare/a	βαρύς	baru/s	a-d---fa-
βαρέα	bare/a	βαρύς	baru/s	a-s---fn-
βαρέα	bare/a	βαρύς	baru/s	a-s---fv-
βασιλεῦσι	basileu=si	βασιλεύς	basileu/s	n-p---md-
βασιλέες	basile/es	βασιλεύς	basileu/s	n-p---mn-
βασιλέες	basile/es	βασιλεύς	basileu/s	n-p---mn-
βασιλέες	basile/es	βασιλεύς	basileu/s	n-p---mv-
βασιλέοιν	basile/oin	βασιλεύς	basileu/s	n-d---mg-
βασιλέοιν	basile/oin	βασιλεύς	basileu/s	n-d---md-
βιάζεσθαι	bia/zesqai	βιάζω	bia/zw	v--pne---
βλαστημόν	blasthmo/n	βλαστημός	blasthmo/s	n-s---ma-
βλαστάνει	blasta/nei	βλαστάνω	blasta/nw	v2spie---
βλαστάνει	blasta/nei	βλαστάνω	blasta/nw	v3spia---
βλαχαί	blaxai/	βληχή	blhxh/	n-p---fn-
βλαχαί	blaxai/	βληχή	blhxh/	n-p---fv-
βλαψίφρονος	blayi/fronos	βλαψίφρων	blayi/frwn	n-s----g-
βλάβην	bla/bhn	βλάβη	bla/bh	n-s---fa-
βλάβην	bla/bhn	βλάβος	bla/bos	n-s---na-
βλάβην	bla/bhn	βλάπτω	bla/ptw	v3paip---
βλάβην	bla/bhn	βλάπτω	bla/ptw	v1saip---
βλάστημα	bla/sthma	βλάστημα	bla/sthma	n-s---nn-
βλάστημα	bla/sthma	βλάστημα	bla/sthma	n-s---nv-
βλάστημα	bla/sthma	βλάστημα	bla/sthma	n-s---na-
βλέπων	ble/pwn	βλέπω	ble/pw	v-sppamn-
βλέφαρα	ble/fara	βλέφαρον	ble/faron	n-p---nn-
βλέφαρα	ble/fara	βλέφαρον	ble/faron	n-p---nv-
βλέφαρα	ble/fara	βλέφαρον	ble/faron	n-p---na-
βολάς	bola/s	βολή	bolh/	n-p---fa-
βοτήρ	both/r	βοτήρ	both/r	n-s---mn-
βουλαί	boulai/	βουλή	boulh/	n-p---fn-
βουλαί	boulai/	βουλή	boulh/	n-p---fv-
βουλευτήριον	bouleuth/rion	βουλευτήριον	bouleuth/rion	n-s---nn-
βουλευτήριον	bouleuth/rion	βουλευτήριον	bouleuth/rion	n-s---nv-
βουλευτήριον	bouleuth/rion	βουλευτήριον	bouleuth/rion	n-s---na-
βουλευτήριον	bouleuth/rion	βουλευτήριος	bouleuth/rios	n-s---ma-
βουλευτήριον	bouleuth/rion	βουλευτήριος	bouleuth/rios	n-s---fa-
βουλευτήριον	bouleuth/rion	βουλευτήριος	bouleuth/rios	n-s---nn-
βουλευτήριον	bouleuth/rion	βουλευτήριος	bouleuth/rios	n-s---nv-
βουλευτήριον	bouleuth/rion	βουλευτήριος	bouleuth/rios	n-s---na-
βουλευέτω	bouleue/tw	βουλεύω	bouleu/w	v3spma---
βουλεύειν	bouleu/ein	βουλεύω	bouleu/w	v--pna---
βουλεύματα	bouleu/mata	βούλευμα	bou/leuma	n-p---nn-
βουλεύματα	bouleu/mata	βούλευμα	bou/leuma	n-p---nv-
βουλεύματα	bouleu/mata	βούλευμα	bou/leuma	n-p---na-
βουλεύου	bouleu/ou	βουλεύω	bouleu/w	v2spme---
βουλεύου	bouleu/ou	βουλεύω	bouleu/w	v2siie---
βουλεύσεται	bouleu/setai	βουλεύω	bouleu/w	v3sasm---
βουλεύσεται	bouleu/setai	βουλεύω	bouleu/w	v3sfim---
βοάν	boa/n	βοή	boh/	n-s---fa-
βοήν	boh/n	βοή	boh/	n-s---fa-
βοᾷ	boa=|	βοάω	boa/w	v2spse---
βοᾷ	boa=|	βοάω	boa/w	v2spie---
βοᾷ	boa=|	βοάω	boa/w	v3spsa---
βοᾷ	boa=|	βοάω	boa/w	v3spia---
βοᾷ	boa=|	βοείη	boei/h	n-s---fd-
βοᾷ	boa=|	βοή	boh/	n-s---fd-
βοῆς	boh=s	βόειος	bo/eios	a-s---fg-
βοῆς	boh=s	βοάω	boa/w	v2spia---
βοῆς	boh=s	βοάω	boa/w	v2spia---
βοῆς	boh=s	βοείη	boei/h	n-s---fg-
βοῆς	boh=s	βοεύς	boeu/s	n-p---mn-
βοῆς	boh=s	βοεύς	boeu/s	n-p---mn-
βοῆς	boh=s	βοεύς	boeu/s	n-p---mv-
βοῆς	boh=s	βοή	boh/	n-s---fg-
βοῇ	boh=|	βόειος	bo/eios	a-s---fd-
βοῇ	boh=|	βοάω	boa/w	v2spse---
βοῇ	boh=|	βοάω	boa/w	v2spie---
βοῇ	boh=|	βοάω	boa/w	v3spsa---
βοῇ	boh=|	βοάω	boa/w	v3spia---
βοῇ	boh=|	βοάω	boa/w	v2spse---
βοῇ	boh=|	βοάω	boa/w	v2spie---
βοῇ	boh=|	βοάω	boa/w	v3spsa---
βοῇ	boh=|	βοείη	boei/h	n-s---fd-
βοῇ	boh=|	βοεύς	boeu/s	n-s---md-
βοῇ	boh=|	βοή	boh/	n-s---fd-
βραδύνεται	bradu/netai	βραδύνω	bradu/nw	v3spie---
βραδύνεται	bradu/netai	βραδύνω	bradu/nw	v3sasm---
βρετέων	brete/wn	βρέτας	bre/tas	n-p---ng-
βρετέων	brete/wn	βρέτος	bre/tos	n-p---ng-
βριθομένων	briqome/nwn	βρίθω	bri/qw	v-pppefg-
βριθομένων	briqome/nwn	βρίθω	bri/qw	v-pppemg-
βριθομένων	briqome/nwn	βρίθω	bri/qw	v-pppeng-
βροτούς	brotou/s	βροτός	broto/s	n-p---ma-
βροτοῖς	brotoi=s	βροτός	broto/s	n-p---md-
βροτῶν	brotw=n	βροτός	broto/s	n-p---mg-
βρέμει	bre/mei	βρέμω	bre/mw	v2spie---
βρέμει	bre/mei	βρέμω	bre/mw	v3spia---
βρέμονται	bre/montai	βρέμω	bre/mw	v3ppie---
βρέτη	bre/th	βρέτας	bre/tas	n-p---nn-
βρέτη	bre/th	βρέτας	bre/tas	n-p---nv-
βρέτη	bre/th	βρέτας	bre/tas	n-p---na-
βρέτη	bre/th	βρέτος	bre/tos	n-p---nn-
βρέτη	bre/th	βρέτος	bre/tos	n-p---nv-
βρέτη	bre/th	βρέτος	bre/tos	n-p---na-
βρέτη	bre/th	βρέτος	bre/tos	n-d---nn-
βρέτη	bre/th	βρέτος	bre/tos	n-d---nv-
βρέτη	bre/th	βρέτος	bre/tos	n-d---na-
βρόμον	bro/mon	βρόμος	bro/mos	n-s---ma-
βρόμος	bro/mos	βρόμος	bro/mos	n-s---mn-
βυσσίνου	bussi/nou	βύσσινος	bu/ssinos	a-s---mg-
βυσσίνου	bussi/nou	βύσσινος	bu/ssinos	a-s---ng-
βωμοῖσι	bwmoi=si	βωμός	bwmo/s	n-p---md-
βάζει	ba/zei	βάζω	ba/zw	v2spie---
βάζει	ba/zei	βάζω	ba/zw	v3spia---
βάζουσιν	ba/zousin	βάζω	ba/zw	v-pppamd-
βάζουσιν	ba/zousin	βάζω	ba/zw	v-pppand-
βάζουσιν	ba/zousin	βάζω	ba/zw	v3ppia---
βάρβαρον	ba/rbaron	βάρβαρος	ba/rbaros	n-s---ma-
βάρβαρον	ba/rbaron	βάρβαρος	ba/rbaros	n-s---fa-
βάρβαρον	ba/rbaron	βάρβαρος	ba/rbaros	n-s---nn-
βάρβαρον	ba/rbaron	βάρβαρος	ba/rbaros	n-s---nv-
βάρβαρον	ba/rbaron	βάρβαρος	ba/rbaros	n-s---na-
βέλη	be/lh	βέλος	be/los	n-p---nn-
βέλη	be/lh	βέλος	be/los	n-p---nv-
βέλη	be/lh	βέλος	be/los	n-p---na-
βέλη	be/lh	βέλος	be/los	n-d---nn-
βέλη	be/lh	βέλος	be/los	n-d---nv-
βέλη	be/lh	βέλος	be/los	n-d---na-
βέλος	be/los	βέλος	be/los	n-s---nn-
βέλος	be/los	βέλος	be/los	n-s---nv-
βέλος	be/los	βέλος	be/los	n-s---na-
βέλτερα	be/ltera	βέλτερος	be/lteros	a-p---nn-
βέλτερα	be/ltera	βέλτερος	be/lteros	a-p---nv-
βέλτερα	be/ltera	βέλτερος	be/lteros	a-p---na-
βία	bi/a	βία	bi/a	n-d---fn-
βία	bi/a	βία	bi/a	n-d---fv-
βία	bi/a	βία	bi/a	n-d---fa-
βία	bi/a	βία	bi/a	n-s---fn-
βία	bi/a	βία	bi/a	n-s---fv-
βία	bi/a	βιάω	bia/w	v2spma---
βία	bi/a	βιάω	bia/w	v3siia---
βίαν	bi/an	βία	bi/a	n-s---fa-
βίαν	bi/an	βιάω	bia/w	v3piia---
βίαν	bi/an	βιάω	bia/w	v1siia---
βίαν	bi/an	βιάω	bia/w	v3piia---
βίαν	bi/an	βιάω	bia/w	v1siia---
βίον	bi/on	βίος	bi/os	n-s---ma-
βίον	bi/on	βιόω	bio/w	v3paia---
βίᾳ	bi/a|	βία	bi/a	n-p---fn-
βίᾳ	bi/a|	βία	bi/a	n-p---fv-
βίᾳ	bi/a|	βία	bi/a	n-s---fd-
βόσκεται	bo/sketai	βόσκω	bo/skw	v3sfim---
βόσκεται	bo/sketai	βόσκω	bo/skw	v3spie---
γαιάοχος	gaia/oxos	γαιήοχος	gaih/oxos	n-s---mn-
γαιάοχος	gaia/oxos	γαιήοχος	gaih/oxos	n-s---fn-
γαίας	gai/as	γαῖα	gai=a	n-p---fa-
γαίας	gai/as	γαῖα	gai=a	n-s---fg-
γαίας	gai/as	γαῖα	gai=a	n-p---fa-
γαίας	gai/as	γαῖα	gai=a	n-s---fg-
γαίᾳ	gai/a|	γαῖα	gai=a	n-s---fd-
γαίᾳ	gai/a|	γαῖα	gai=a	n-s---fd-
γαΐα	gai+/a	γαῖα	gai=a	n-d---fn-
γαΐα	gai+/a	γαῖα	gai=a	n-d---fv-
γαΐα	gai+/a	γαῖα	gai=a	n-d---fa-
γαΐα	gai+/a	γαῖα	gai=a	n-s---fn-
γαΐα	gai+/a	γαῖα	gai=a	n-s---fv-
γαΐα	gai+/a	γαῖα	gai=a	n-d---fn-
γαΐα	gai+/a	γαῖα	gai=a	n-d---fv-
γαΐα	gai+/a	γαῖα	gai=a	n-d---fa-
γαῖα	gai=a	γαῖα	gai=a	n-s---fn-
γαῖα	gai=a	γαῖα	gai=a	n-s---fv-
γαῖ’	gai='	γαῖα	gai=a	n-s---fn-
γαῖ’	gai='	γαῖα	gai=a	n-s---fv-
γαῖ’	gai='	γαῖα	gai=a	n-p---fn-
γαῖ’	gai='	γαῖα	gai=a	n-p---fv-
γαῖ’	gai='	γαῖα	gai=a	n-p---fn-
γαῖ’	gai='	γαῖα	gai=a	n-p---fv-
γε	ge	γε	ge	g--------
γεγωνά	gegwna/	γεγωνός	gegwno/s	n-p---nn-
γεγωνά	gegwna/	γεγωνός	gegwno/s	n-p---nv-
γεγωνά	gegwna/	γεγωνός	gegwno/s	n-p---na-
γεγόναμεν	gego/namen	γίγνομαι	gi/gnomai	v1pria---
γενεθλίους	geneqli/ous	γενέθλιος	gene/qlios	n-p---ma-
γενεθλίους	geneqli/ous	γενέθλιος	gene/qlios	n-p---fa-
γενεάν	genea/n	γενεά	genea/	n-s---fa-
γενείου	genei/ou	γένειον	ge/neion	n-s---ng-
γενεᾷ	genea=|	γενεά	genea/	n-s---fd-
γενοῦ	genou=	γίγνομαι	gi/gnomai	v2samm---
γενέσθαι	gene/sqai	γίγνομαι	gi/gnomai	v--anm---
γενήσεται	genh/setai	γίγνομαι	gi/gnomai	v3sfim---
γενύων	genu/wn	γένυς	ge/nus	n-p---fg-
γείτονας	gei/tonas	γείτων	gei/twn	n-p---ma-
γείτονας	gei/tonas	γείτων	gei/twn	n-p---fa-
γείτονες	gei/tones	γείτων	gei/twn	n-p---mn-
γείτονες	gei/tones	γείτων	gei/twn	n-p---mv-
γείτονες	gei/tones	γείτων	gei/twn	n-p---fn-
γείτονες	gei/tones	γείτων	gei/twn	n-p---fv-
γείτων	gei/twn	γείτων	gei/twn	n-s---mn-
γείτων	gei/twn	γείτων	gei/twn	n-s---mv-
γείτων	gei/twn	γείτων	gei/twn	n-s---fn-
γείτων	gei/twn	γείτων	gei/twn	n-s---fv-
γλῶσσαν	glw=ssan	γλῶσσα	glw=ssa	n-s---fa-
γλῶσσ’	glw=ss'	γλάζω	gla/zw	v-pfpamd-
γλῶσσ’	glw=ss'	γλάζω	gla/zw	v-pfpand-
γλῶσσ’	glw=ss'	γλῶσσα	glw=ssa	n-s---fn-
γλῶσσ’	glw=ss'	γλῶσσα	glw=ssa	n-s---fv-
γλῶσσ’	glw=ss'	γλῶσσα	glw=ssa	n-p---fn-
γλῶσσ’	glw=ss'	γλῶσσα	glw=ssa	n-p---fv-
γλῶσσ’	glw=ss'	γλῶσσα	glw=ssa	n-p---fn-
γλῶσσ’	glw=ss'	γλῶσσα	glw=ssa	n-p---fv-
γνῶθι	gnw=qi	γιγνώσκω	gignw/skw	v2sama---
γοργόν	gorgo/n	γοργός	gorgo/s	a-s---ma-
γοργόν	gorgo/n	γοργός	gorgo/s	a-s---nn-
γοργόν	gorgo/n	γοργός	gorgo/s	a-s---nv-
γοργόν	gorgo/n	γοργός	gorgo/s	a-s---na-
γραμμάτων	gramma/twn	γράμμα	gra/mma	n-p---ng-
γράμμασιν	gra/mmasin	γράμμα	gra/mma	n-p---nd-
γράμματα	gra/mmata	γράμμα	gra/mma	n-p---nn-
γράμματα	gra/mmata	γράμμα	gra/mma	n-p---nv-
γράμματα	gra/mmata	γράμμα	gra/mma	n-p---na-
γυμνωθέν	gumnwqe/n	γυμνόω	gumno/w	v-sappnn-
γυμνωθέν	gumnwqe/n	γυμνόω	gumno/w	v-sappnv-
γυμνωθέν	gumnwqe/n	γυμνόω	gumno/w	v-sappna-
γυμνόν	gumno/n	γυμνός	gumno/s	a-s---ma-
γυμνόν	gumno/n	γυμνός	gumno/s	a-s---nn-
γυμνόν	gumno/n	γυμνός	gumno/s	a-s---nv-
γυμνόν	gumno/n	γυμνός	gumno/s	a-s---na-
γυναικείῳ	gunaikei/w|	γυναικεῖος	gunaikei=os	a-s---md-
γυναικείῳ	gunaikei/w|	γυναικεῖος	gunaikei=os	a-s---nd-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppamv-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppann-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppanv-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppana-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v-sppamn-
γυναικῶν	gunaikw=n	γυναικόω	gunaiko/w	v--pna---
γυναικῶν	gunaikw=n	γυνή	gunh/	n-p---fg-
γυναιξί	gunaici/	γυνή	gunh/	n-p---fd-
γυνή	gunh/	γυνή	gunh/	n-s---fn-
γάμων	ga/mwn	γάμος	ga/mos	n-p---mg-
γάρ	ga/r	γάρ	ga/r	g--------
γένει	ge/nei	γένος	ge/nos	n-d---nn-
γένει	ge/nei	γένος	ge/nos	n-d---nv-
γένει	ge/nei	γένος	ge/nos	n-d---na-
γένει	ge/nei	γένος	ge/nos	n-s---nd-
γένει	ge/nei	γένος	ge/nos	n-s---nd-
γένεος	ge/neos	γένος	ge/nos	n-s---ng-
γένεσθε	ge/nesqe	γίγνομαι	gi/gnomai	v2pamm---
γένεσθε	ge/nesqe	γίγνομαι	gi/gnomai	v2paim---
γένοισθε	ge/noisqe	γίγνομαι	gi/gnomai	v2paom---
γένοιτο	ge/noito	γίγνομαι	gi/gnomai	v3saom---
γένοιτ’	ge/noit'	γίγνομαι	gi/gnomai	v3saom---
γένος	ge/nos	γένος	ge/nos	n-s---nn-
γένος	ge/nos	γένος	ge/nos	n-s---nv-
γένος	ge/nos	γένος	ge/nos	n-s---na-
γένους	ge/nous	γένος	ge/nos	n-s---ng-
γένωμαι	ge/nwmai	γίγνομαι	gi/gnomai	v1sasm---
γένῃ	ge/nh|	γίγνομαι	gi/gnomai	v2sasm---
γέροντα	ge/ronta	γέρων	ge/rwn	n-s---ma-
γίγας	gi/gas	γίγας	gi/gas	n-s---mn-
γίγνεται	gi/gnetai	γίγνομαι	gi/gnomai	v3spie---
γόμφοις	go/mfois	γόμφος	go/mfos	n-p---md-
γόοισι	go/oisi	γόος	go/os	n-p---md-
γόος	go/os	γόος	go/os	n-s---mn-
γόων	go/wn	γόος	go/os	n-p---mg-
γόων	go/wn	γοάω	goa/w	v3piia---
γόων	go/wn	γοάω	goa/w	v1siia---
γᾶς	ga=s	Γαῖα	*gai=a	n-p---fa-
γᾶς	ga=s	Γαῖα	*gai=a	n-s---fg-
γᾶς	ga=s	γῆ	gh=	n-p---fa-
γᾶς	ga=s	γῆ	gh=	n-s---fg-
γᾷ	ga=|	Γαῖα	*gai=a	n-s---fd-
γᾷ	ga=|	γῆ	gh=	n-s---fd-
γῆθεν	gh=qen	γῆθεν	gh=qen	d--------
γῆν	gh=n	Γαῖα	*gai=a	n-s---fa-
γῆν	gh=n	γῆ	gh=	n-s---fa-
γῆρας	gh=ras	γῆρας	gh=ras	n-s---nn-
γῆρας	gh=ras	γῆρας	gh=ras	n-s---nv-
γῆρας	gh=ras	γῆρας	gh=ras	n-s---na-
γῆς	gh=s	Γαῖα	*gai=a	n-s---fg-
γῆς	gh=s	γῆ	gh=	n-s---fg-
δαιμονῶντες	daimonw=ntes	δαιμονάω	daimona/w	v-pppamn-
δαιμονῶντες	daimonw=ntes	δαιμονάω	daimona/w	v-pppamv-
δαιμόνιοι	daimo/nioi	δαιμόνιος	daimo/nios	a-p---mn-
δαιμόνιοι	daimo/nioi	δαιμόνιος	daimo/nios	a-p---mv-
δαιμόνιοι	daimo/nioi	δαιμόνιος	daimo/nios	n-p---mn-
δαιμόνιοι	daimo/nioi	δαιμόνιος	daimo/nios	n-p---mv-
δαιμόνιοι	daimo/nioi	δαιμόνιος	daimo/nios	n-p---fn-
δαιμόνιοι	daimo/nioi	δαιμόνιος	daimo/nios	n-p---fv-
δαιμόνων	daimo/nwn	δαίμων	dai/mwn	n-p---mg-
δαιμόνων	daimo/nwn	δαίμων	dai/mwn	n-p---fg-
δαιμόνων	daimo/nwn	δαιμονάω	daimona/w	v3piia---
δαιμόνων	daimo/nwn	δαιμονάω	daimona/w	v1siia---
δακρυχέων	dakruxe/wn	δακρυχέων	dakruxe/wn	v-sppamn-
δακρύεσθαι	dakru/esqai	δακρύω	dakru/w	v--pne---
δαμασθῇ	damasqh=|	δαμάζω	dama/zw	v3sasp---
δαροβίοισι	darobi/oisi	δηρόβιος	dhro/bios	n-p---md-
δαροβίοισι	darobi/oisi	δηρόβιος	dhro/bios	n-p---fd-
δαροβίοισι	darobi/oisi	δηρόβιος	dhro/bios	n-p---nd-
δατητάς	dathta/s	δατητής	dathth/s	n-p---ma-
δατητάς	dathta/s	δατητής	dathth/s	n-s---mn-
δατήριοι	dath/rioi	δατήριος	dath/rios	a-p---mn-
δατήριοι	dath/rioi	δατήριος	dath/rios	a-p---mv-
δαϊκτήρ	dai+kth/r	δαικτήρ	daikth/r	n-s---mn-
δαϊόφρων	dai+o/frwn	δαιόφρων	daio/frwn	n-s---mn-
δαϊόφρων	dai+o/frwn	δαιόφρων	daio/frwn	n-s---mv-
δαϊόφρων	dai+o/frwn	δαιόφρων	daio/frwn	n-s---fn-
δαϊόφρων	dai+o/frwn	δαιόφρων	daio/frwn	n-s---fv-
δαίμονας	dai/monas	δαίμων	dai/mwn	n-p---ma-
δαίμονας	dai/monas	δαίμων	dai/mwn	n-p---fa-
δαίμονες	dai/mones	δαίμων	dai/mwn	n-p---mn-
δαίμονες	dai/mones	δαίμων	dai/mwn	n-p---mv-
δαίμονες	dai/mones	δαίμων	dai/mwn	n-p---fn-
δαίμονες	dai/mones	δαίμων	dai/mwn	n-p---fv-
δαίμονος	dai/monos	δαίμων	dai/mwn	n-s---mg-
δαίμονος	dai/monos	δαίμων	dai/mwn	n-s---fg-
δαίμων	dai/mwn	δαίμων	dai/mwn	n-s---mn-
δαίμων	dai/mwn	δαίμων	dai/mwn	n-s---mv-
δαίμων	dai/mwn	δαίμων	dai/mwn	n-s---fn-
δαίμων	dai/mwn	δαίμων	dai/mwn	n-s---fv-
δαΐ	dai+/	δαί	dai/	g--------
δαΐ	dai+/	δαίσ1	dai/s1	n-s---fv-
δαΐ	dai+/	δαίσ1	dai/s1	n-s---fv-
δαΐων	dai+/wn	δάιος	da/ios	a-p---fg-
δαΐων	dai+/wn	δάιος	da/ios	a-p---mg-
δαΐων	dai+/wn	δάιος	da/ios	a-p---ng-
δαΐων	dai+/wn	δάος	da/os	n-p---ng-
δαΐων	dai+/wn	δαίω1	dai/w1	v-sppamn-
δαΐων	dai+/wn	δαίω2	dai/w2	v-sppamn-
δαΐων	dai+/wn	δᾳόω	da|o/w	v3piia---
δαΐων	dai+/wn	δᾳόω	da|o/w	v1siia---
δαΐῳ	dai+/w|	δάιος	da/ios	a-s---md-
δαΐῳ	dai+/w|	δάιος	da/ios	a-s---nd-
δαῖμον	dai=mon	δαίμων	dai/mwn	n-s---mv-
δαῖμον	dai=mon	δαίμων	dai/mwn	n-s---fv-
δεδορκότων	dedorko/twn	δέρκομαι	de/rkomai	v-prpamg-
δεδορκότων	dedorko/twn	δέρκομαι	de/rkomai	v-prpang-
δεινόν	deino/n	δεινός	deino/s	a-s---ma-
δεινόν	deino/n	δεινός	deino/s	a-s---nn-
δεινόν	deino/n	δεινός	deino/s	a-s---nv-
δεινόν	deino/n	δεινός	deino/s	a-s---na-
δεινός	deino/s	δεινός	deino/s	a-s---mn-
δεσπότης	despo/ths	δεσπότης	despo/ths	n-s---mn-
δεσπότης	despo/ths	δεσποτέω	despote/w	v2siia---
δείν’	dei/n'	δεινός	deino/s	a-p---nn-
δείν’	dei/n'	δεινός	deino/s	a-p---nv-
δείν’	dei/n'	δεινός	deino/s	a-p---na-
δείν’	dei/n'	δεινός	deino/s	a-d---fn-
δείν’	dei/n'	δεινός	deino/s	a-d---fv-
δείν’	dei/n'	δεινός	deino/s	a-d---fa-
δείν’	dei/n'	δεινός	deino/s	a-s---fn-
δείν’	dei/n'	δεινός	deino/s	a-s---fv-
δείν’	dei/n'	δεινός	deino/s	a-s---mv-
δείν’	dei/n'	δεινός	deino/s	a-p---fn-
