Αἴτησόν	*ai)/thso/n	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v2sama---
Σαλώμη	*salw/mh	σαλώμη	salw/mh	urn:cite2:hmt:lsj.chicago_md:n93178	n-s---fn-
Σαλώμη	*salw/mh	σαλώμη	salw/mh	urn:cite2:hmt:lsj.chicago_md:n93178	n-s---fv-
Σιδῶνα	*sidw=na	Σιδών	*sidw/n	urn:cite2:hmt:lsj.chicago_md:n94083	n-s---fa-
Σιδῶνος	*sidw=nos	Σιδών	*sidw/n	urn:cite2:hmt:lsj.chicago_md:n94083	n-s---fg-
Σιώπα	*siw/pa	σιωπάω	siwpa/w	urn:cite2:hmt:lsj.chicago_md:n94473	v2spma---
Σιώπα	*siw/pa	σιωπάω	siwpa/w	urn:cite2:hmt:lsj.chicago_md:n94473	v3siia---
Σοί	*soi/	σός	so/s	urn:cite2:hmt:lsj.chicago_md:n95610	a-p---mn-
Σοί	*soi/	σός	so/s	urn:cite2:hmt:lsj.chicago_md:n95610	a-p---mv-
Σοί	*soi/	σύ	su/	urn:cite2:hmt:lsj.chicago_md:n97456	p-s----d-
Σοί	*soi/	σύ	su/	urn:cite2:hmt:lsj.chicago_md:n97456	p-s----d-
Σπλαγχνίζομαι	*splagxni/zomai	σπλαγχνίζω	splagxni/zw	urn:cite2:hmt:lsj.chicago_md:n95957	v1spie---
Σταύρωσον	*stau/rwson	σταυρόω	stauro/w	urn:cite2:hmt:lsj.chicago_md:n96300	v2sama---
Σίμων	*si/mwn	Σίμων	*si/mwn	urn:cite2:hmt:lsj.chicago_md:n94196	n-s---mn-
Σίμων	*si/mwn	Σίμων	*si/mwn	urn:cite2:hmt:lsj.chicago_md:n94196	n-s---mv-
Σίμων	*si/mwn	Σῖμος	*si=mos	urn:cite2:hmt:lsj.chicago_md:n94185	n-p---mg-
Σίμων	*si/mwn	Σῖμος	*si=mos	urn:cite2:hmt:lsj.chicago_md:n94186	n-p---mg-
Σίμων	*si/mwn	σιμόω	simo/w	urn:cite2:hmt:lsj.chicago_md:n94191	v3piia---
Σίμων	*si/mwn	σιμόω	simo/w	urn:cite2:hmt:lsj.chicago_md:n94191	v1siia---
Σίμωνα	*si/mwna	Σίμων	*si/mwn	urn:cite2:hmt:lsj.chicago_md:n94196	n-s---ma-
Σίμωνι	*si/mwni	Σίμων	*si/mwn	urn:cite2:hmt:lsj.chicago_md:n94196	n-s---md-
Σίμωνος	*si/mwnos	Σίμων	*si/mwn	urn:cite2:hmt:lsj.chicago_md:n94196	n-s---mg-
Σύ	*su/	σύ	su/	urn:cite2:hmt:lsj.chicago_md:n97456	p-s----n-
Τιμαίου	*timai/ou	Τίμαιος	*ti/maios	urn:cite2:hmt:lsj.chicago_md:n103961	n-s---mg-
Τιμαίου	*timai/ou	τιμαῖος	timai=os	urn:cite2:hmt:lsj.chicago_md:n103961	n-s---mg-
Τιμαίου	*timai/ou	τιμαῖος	timai=os	urn:cite2:hmt:lsj.chicago_md:n103961	n-s---fg-
Τιμαίου	*timai/ou	τιμαῖος	timai=os	urn:cite2:hmt:lsj.chicago_md:n103961	n-s---ng-
Τοῦτο	*tou=to	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-s---nn-
Τοῦτο	*tou=to	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-s---nv-
Τοῦτο	*tou=to	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-s---na-
Τοῦτό	*tou=to/	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-s---nn-
Τοῦτό	*tou=to/	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-s---nv-
Τοῦτό	*tou=to/	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-s---na-
Τά	*ta/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---na-
Τά	*ta/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---nn-
Τά	*ta/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---nv-
Τά	*ta/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---na-
Τά	*ta/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-d---fa-
Τά	*ta/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-d---fn-
Τά	*ta/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-d---fv-
Τά	*ta/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-d---fa-
Τά	*ta/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-p---nn-
Τά	*ta/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-p---nv-
Τά	*ta/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-p---na-
Τέκνα	*te/kna	τέκνον	te/knon	urn:cite2:hmt:lsj.chicago_md:n102869	n-p---nn-
Τέκνα	*te/kna	τέκνον	te/knon	urn:cite2:hmt:lsj.chicago_md:n102869	n-p---nv-
Τέκνα	*te/kna	τέκνον	te/knon	urn:cite2:hmt:lsj.chicago_md:n102869	n-p---na-
Τέκνον	*te/knon	τέκνον	te/knon	urn:cite2:hmt:lsj.chicago_md:n102869	n-s---nn-
Τέκνον	*te/knon	τέκνον	te/knon	urn:cite2:hmt:lsj.chicago_md:n102869	n-s---nv-
Τέκνον	*te/knon	τέκνον	te/knon	urn:cite2:hmt:lsj.chicago_md:n102869	n-s---na-
Τήν	*th/n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---fa-
Τί	*ti/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---nn-
Τί	*ti/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---nv-
Τί	*ti/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---na-
Τί	*ti/	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s---nn-
Τί	*ti/	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s---nv-
Τί	*ti/	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s---na-
Τίμα	*ti/ma	τιμάω	tima/w	urn:cite2:hmt:lsj.chicago_md:n103972	v2spma---
Τίμα	*ti/ma	τιμάω	tima/w	urn:cite2:hmt:lsj.chicago_md:n103972	v3siia---
Τίνα	*ti/na	Τίνα	*ti/na	urn:cite2:hmt:lsj.chicago_md:n104027	n-d---fn-
Τίνα	*ti/na	Τίνα	*ti/na	urn:cite2:hmt:lsj.chicago_md:n104027	n-d---fv-
Τίνα	*ti/na	Τίνα	*ti/na	urn:cite2:hmt:lsj.chicago_md:n104027	n-d---fa-
Τίνα	*ti/na	Τίνα	*ti/na	urn:cite2:hmt:lsj.chicago_md:n104027	n-s---fn-
Τίνα	*ti/na	Τίνα	*ti/na	urn:cite2:hmt:lsj.chicago_md:n104027	n-s---fv-
Τίνα	*ti/na	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---ma-
Τίνα	*ti/na	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---fa-
Τίνα	*ti/na	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-p---nn-
Τίνα	*ti/na	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-p---nv-
Τίνα	*ti/na	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-p---na-
Τίνα	*ti/na	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s---ma-
Τίνα	*ti/na	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s---fa-
Τίνα	*ti/na	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-p---nn-
Τίνα	*ti/na	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-p---nv-
Τίνα	*ti/na	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-p---na-
Τίνος	*ti/nos	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s----g-
Τίνος	*ti/nos	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s----g-
Τίς	*ti/s	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---mn-
Τίς	*ti/s	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---fn-
Τίς	*ti/s	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s---mn-
Τίς	*ti/s	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s---fn-
Τό	*to/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---nn-
Τό	*to/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---nv-
Τό	*to/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---na-
Τόπος	*to/pos	τόπος	to/pos	urn:cite2:hmt:lsj.chicago_md:n104355	n-s---mn-
Τύρον	*tu/ron	Τύρος	*tu/ros	urn:cite2:hmt:lsj.chicago_md:n106023	n-s---fa-
Τύρου	*tu/rou	Τύρος	*tu/ros	urn:cite2:hmt:lsj.chicago_md:n106023	n-s---fg-
Υἱοί	*ui(oi/	υἱός	ui(o/s	urn:cite2:hmt:lsj.chicago_md:n106566	n-p---mn-
Υἱοί	*ui(oi/	υἱός	ui(o/s	urn:cite2:hmt:lsj.chicago_md:n106566	n-p---mv-
Υἱοί	*ui(oi/	υἱόω	ui(o/w	urn:cite2:hmt:lsj.chicago_md:n106567	v2spse---
Υἱοί	*ui(oi/	υἱόω	ui(o/w	urn:cite2:hmt:lsj.chicago_md:n106567	v2spie---
Υἱοί	*ui(oi/	υἱόω	ui(o/w	urn:cite2:hmt:lsj.chicago_md:n106567	v3spsa---
Υἱέ	*ui(e/	υἱός	ui(o/s	urn:cite2:hmt:lsj.chicago_md:n106566	n-s---mv-
Φιλίππου	*fili/ppou	Φίλιππος	*fi/lippos	urn:cite2:hmt:lsj.chicago_md:n111042	n-s---mg-
Φιλίππου	*fili/ppou	φίλιππος	fi/lippos	urn:cite2:hmt:lsj.chicago_md:n111042	n-s---mg-
Φιλίππου	*fili/ppou	φίλιππος	fi/lippos	urn:cite2:hmt:lsj.chicago_md:n111042	n-s---fg-
Φιλίππου	*fili/ppou	φίλιππος	fi/lippos	urn:cite2:hmt:lsj.chicago_md:n111042	n-s---ng-
Φιμώθητι	*fimw/qhti	φιμόω	fimo/w	urn:cite2:hmt:lsj.chicago_md:n111662	v2samp---
Φωνή	*fwnh/	φωνή	fwnh/	urn:cite2:hmt:lsj.chicago_md:n112833	n-s---fn-
Φωνή	*fwnh/	φωνή	fwnh/	urn:cite2:hmt:lsj.chicago_md:n112833	n-s---fv-
Φωνήσατε	*fwnh/sate	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v2pama---
Φωνήσατε	*fwnh/sate	φωνέω	fwne/w	urn:cite2:hmt:lsj.chicago_md:n112832	v2paia---
Φίλιππον	*fi/lippon	Φίλιππος	*fi/lippos	urn:cite2:hmt:lsj.chicago_md:n111042	n-s---ma-
Φίλιππον	*fi/lippon	φίλιππος	fi/lippos	urn:cite2:hmt:lsj.chicago_md:n111042	n-s---ma-
Φίλιππον	*fi/lippon	φίλιππος	fi/lippos	urn:cite2:hmt:lsj.chicago_md:n111042	n-s---fa-
Φίλιππον	*fi/lippon	φίλιππος	fi/lippos	urn:cite2:hmt:lsj.chicago_md:n111042	n-s---nn-
Φίλιππον	*fi/lippon	φίλιππος	fi/lippos	urn:cite2:hmt:lsj.chicago_md:n111042	n-s---nv-
Φίλιππον	*fi/lippon	φίλιππος	fi/lippos	urn:cite2:hmt:lsj.chicago_md:n111042	n-s---na-
Χαῖρε	*xai=re	χαίρω	xai/rw	urn:cite2:hmt:lsj.chicago_md:n112934	v2spma---
Χαῖρε	*xai=re	χαίρω	xai/rw	urn:cite2:hmt:lsj.chicago_md:n112934	v3siia---
Χριστοῦ	*xristou=	Χριστός	*xristo/s	urn:cite2:hmt:lsj.chicago_md:n114725	n-s---mg-
Χριστοῦ	*xristou=	χριστός	xristo/s	urn:cite2:hmt:lsj.chicago_md:n114725	a-s---mg-
Χριστοῦ	*xristou=	χριστός	xristo/s	urn:cite2:hmt:lsj.chicago_md:n114725	a-s---ng-
Χριστοῦ	*xristou=	χριστός	xristo/s	urn:cite2:hmt:lsj.chicago_md:n114725	n-s---mg-
Χριστόν	*xristo/n	Χριστός	*xristo/s	urn:cite2:hmt:lsj.chicago_md:n114725	n-s---ma-
Χριστόν	*xristo/n	χριστός	xristo/s	urn:cite2:hmt:lsj.chicago_md:n114725	a-s---ma-
Χριστόν	*xristo/n	χριστός	xristo/s	urn:cite2:hmt:lsj.chicago_md:n114725	a-s---nn-
Χριστόν	*xristo/n	χριστός	xristo/s	urn:cite2:hmt:lsj.chicago_md:n114725	a-s---nv-
Χριστόν	*xristo/n	χριστός	xristo/s	urn:cite2:hmt:lsj.chicago_md:n114725	a-s---na-
Χριστόν	*xristo/n	χριστός	xristo/s	urn:cite2:hmt:lsj.chicago_md:n114725	n-s---ma-
αἰρόμενον	ai)ro/menon	αἴρω	ai)/rw	urn:cite2:hmt:lsj.chicago_md:n2660	v-sppema-
αἰρόμενον	ai)ro/menon	αἴρω	ai)/rw	urn:cite2:hmt:lsj.chicago_md:n2660	v-sppenn-
αἰρόμενον	ai)ro/menon	αἴρω	ai)/rw	urn:cite2:hmt:lsj.chicago_md:n2660	v-sppenv-
αἰρόμενον	ai)ro/menon	αἴρω	ai)/rw	urn:cite2:hmt:lsj.chicago_md:n2660	v-sppena-
αἰτεῖσθαι	ai)tei=sqai	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v--pne---
αἰτεῖσθε	ai)tei=sqe	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v2ppme---
αἰτεῖσθε	ai)tei=sqe	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v2ppoe---
αἰτεῖσθε	ai)tei=sqe	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v2ppie---
αἰτεῖσθε	ai)tei=sqe	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v2piie---
αἰτήσωμαι	ai)th/swmai	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v1sasm---
αἰτήσωμέν	ai)th/swme/n	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v1pasa---
αἰτήσῃς	ai)th/sh|s	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v2sasa---
αἰτίας	ai)ti/as	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-p---fa-
αἰτίας	ai)ti/as	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---fg-
αἰτίας	ai)ti/as	αἰτία	ai)ti/a	urn:cite2:hmt:lsj.chicago_md:n2764	n-p---fa-
αἰτίας	ai)ti/as	αἰτία	ai)ti/a	urn:cite2:hmt:lsj.chicago_md:n2764	n-s---fg-
αἰωνίου	ai)wni/ou	αἰώνιος	ai)w/nios	urn:cite2:hmt:lsj.chicago_md:n2817	a-s---mg-
αἰωνίου	ai)wni/ou	αἰώνιος	ai)w/nios	urn:cite2:hmt:lsj.chicago_md:n2817	a-s---ng-
αἰωνίου	ai)wni/ou	αἰώνιος	ai)w/nios	urn:cite2:hmt:lsj.chicago_md:n2817	n-s---mg-
αἰωνίου	ai)wni/ou	αἰώνιος	ai)w/nios	urn:cite2:hmt:lsj.chicago_md:n2817	n-s---fg-
αἰωνίου	ai)wni/ou	αἰώνιος	ai)w/nios	urn:cite2:hmt:lsj.chicago_md:n2817	n-s---ng-
αἰώνιον	ai)w/nion	αἰώνιος	ai)w/nios	urn:cite2:hmt:lsj.chicago_md:n2817	a-s---ma-
αἰώνιον	ai)w/nion	αἰώνιος	ai)w/nios	urn:cite2:hmt:lsj.chicago_md:n2817	a-s---nn-
αἰώνιον	ai)w/nion	αἰώνιος	ai)w/nios	urn:cite2:hmt:lsj.chicago_md:n2817	a-s---nv-
αἰώνιον	ai)w/nion	αἰώνιος	ai)w/nios	urn:cite2:hmt:lsj.chicago_md:n2817	a-s---na-
αἰώνιον	ai)w/nion	αἰώνιος	ai)w/nios	urn:cite2:hmt:lsj.chicago_md:n2817	n-s---ma-
αἰώνιον	ai)w/nion	αἰώνιος	ai)w/nios	urn:cite2:hmt:lsj.chicago_md:n2817	n-s---fa-
αἰώνιον	ai)w/nion	αἰώνιος	ai)w/nios	urn:cite2:hmt:lsj.chicago_md:n2817	n-s---nn-
αἰώνιον	ai)w/nion	αἰώνιος	ai)w/nios	urn:cite2:hmt:lsj.chicago_md:n2817	n-s---nv-
αἰώνιον	ai)w/nion	αἰώνιος	ai)w/nios	urn:cite2:hmt:lsj.chicago_md:n2817	n-s---na-
αἰῶνα	ai)w=na	αἰών	ai)w/n	urn:cite2:hmt:lsj.chicago_md:n2815	n-s---ma-
αἰῶνι	ai)w=ni	αἰών	ai)w/n	urn:cite2:hmt:lsj.chicago_md:n2815	n-s---md-
αἰῶνος	ai)w=nos	αἰών	ai)w/n	urn:cite2:hmt:lsj.chicago_md:n2815	n-s---mg-
αἱ	ai(	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fn-
αἱ	ai(	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fv-
αἴρει	ai)/rei	αἴρω	ai)/rw	urn:cite2:hmt:lsj.chicago_md:n2660	v2spie---
αἴρει	ai)/rei	αἴρω	ai)/rw	urn:cite2:hmt:lsj.chicago_md:n2660	v3spia---
αἴρωσιν	ai)/rwsin	αἴρω	ai)/rw	urn:cite2:hmt:lsj.chicago_md:n2660	v3ppsa---
αἵ	ai(/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fn-
αἵ	ai(/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fv-
αἵ	ai(/	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75512	p-p---fn-
αἵ	ai(/	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75513	p-p---fn-
αἵματος	ai(/matos	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---ng-
αἷμά	ai(=ma/	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nn-
αἷμά	ai(=ma/	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nv-
αἷμά	ai(=ma/	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---na-
αἷς	ai(=s	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75512	p-p---fd-
αἷς	ai(=s	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75513	p-p---fd-
αὐλήν	au)lh/n	αὐλή	au)lh/	urn:cite2:hmt:lsj.chicago_md:n17412	n-s---fa-
αὐλῆς	au)lh=s	αὐλέω	au)le/w	urn:cite2:hmt:lsj.chicago_md:n17411	v2spia---
αὐλῆς	au)lh=s	αὐλή	au)lh/	urn:cite2:hmt:lsj.chicago_md:n17412	n-s---fg-
αὐλῇ	au)lh=|	αὐλέω	au)le/w	urn:cite2:hmt:lsj.chicago_md:n17411	v2spse---
αὐλῇ	au)lh=|	αὐλέω	au)le/w	urn:cite2:hmt:lsj.chicago_md:n17411	v2spie---
αὐλῇ	au)lh=|	αὐλέω	au)le/w	urn:cite2:hmt:lsj.chicago_md:n17411	v3spsa---
αὐλῇ	au)lh=|	αὐλή	au)lh/	urn:cite2:hmt:lsj.chicago_md:n17412	n-s---fd-
αὐξανόμενα	au)cano/mena	αὐξάνω	au)ca/nw	urn:cite2:hmt:lsj.chicago_md:n17478	v-pppenn-
αὐξανόμενα	au)cano/mena	αὐξάνω	au)ca/nw	urn:cite2:hmt:lsj.chicago_md:n17478	v-pppenv-
αὐξανόμενα	au)cano/mena	αὐξάνω	au)ca/nw	urn:cite2:hmt:lsj.chicago_md:n17478	v-pppena-
αὐταῖς	au)tai=s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---fd-
αὐτομάτη	au)toma/th	αὐτόματος	au)to/matos	urn:cite2:hmt:lsj.chicago_md:n17807	a-s---fn-
αὐτομάτη	au)toma/th	αὐτόματος	au)to/matos	urn:cite2:hmt:lsj.chicago_md:n17807	a-s---fv-
αὐτομάτη	au)toma/th	αὐτοματέω	au)tomate/w	urn:cite2:hmt:lsj.chicago_md:n17802	v3siia---
αὐτομάτη	au)toma/th	αὐτοματέω	au)tomate/w	urn:cite2:hmt:lsj.chicago_md:n17802	v2spma---
αὐτομάτη	au)toma/th	αὐτοματέω	au)tomate/w	urn:cite2:hmt:lsj.chicago_md:n17802	v3siia---
αὐτοί	au)toi/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---mn-
αὐτοί	au)toi/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---mv-
αὐτούς	au)tou/s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---ma-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---nd-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---md-
αὐτοῦ	au)tou=	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---ng-
αὐτοῦ	au)tou=	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---mg-
αὐτοῦ	au)tou=	αὐτοῦ	au)tou=	urn:cite2:hmt:lsj.chicago_md:n17975	d--------
αὐτά	au)ta/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---nn-
αὐτά	au)ta/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---nv-
αὐτά	au)ta/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---na-
αὐτά	au)ta/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-d---fn-
αὐτά	au)ta/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-d---fv-
αὐτά	au)ta/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-d---fa-
αὐτά	au)ta/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---fn-
αὐτά	au)ta/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---fv-
αὐτάς	au)ta/s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---fa-
αὐτή	au)th/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---fn-
αὐτή	au)th/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---fv-
αὐτήν	au)th/n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---fa-
αὐτό	au)to/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---nn-
αὐτό	au)to/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---nv-
αὐτό	au)to/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---na-
αὐτόν	au)to/n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---ma-
αὐτός	au)to/s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---mn-
αὐτῆς	au)th=s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---fg-
αὐτῇ	au)th=|	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---fd-
αὐτῶν	au)tw=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---ng-
αὐτῶν	au)tw=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---fg-
αὐτῶν	au)tw=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---mg-
αὐτῷ	au)tw=|	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---nd-
αὐτῷ	au)tw=|	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---md-
αὕτη	au(/th	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-s---fn-
αὕτη	au(/th	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-s---fv-
βαλεῖν	balei=n	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v--ana---
βαλεῖν	balei=n	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v--fna---
βαλλόντων	ballo/ntwn	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v-pppamg-
βαλλόντων	ballo/ntwn	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v-pppang-
βαλλόντων	ballo/ntwn	βάλλω	ba/llw	urn:cite2:hmt:lsj.chicago_md:n19282	v3ppma---
βαπτισθείς	baptisqei/s	βαπτίζω	bapti/zw	urn:cite2:hmt:lsj.chicago_md:n19318	v-sappmn-
βαπτισθείς	baptisqei/s	βαπτίζω	bapti/zw	urn:cite2:hmt:lsj.chicago_md:n19318	v-sappmv-
βαπτισθήσεσθε	baptisqh/sesqe	βαπτίζω	bapti/zw	urn:cite2:hmt:lsj.chicago_md:n19318	v2pfip---
βαπτισθῆναι	baptisqh=nai	βαπτίζω	bapti/zw	urn:cite2:hmt:lsj.chicago_md:n19318	v--anp---
βαπτισμούς	baptismou/s	βαπτισμός	baptismo/s	urn:cite2:hmt:lsj.chicago_md:n19322	n-p---ma-
βαπτιστοῦ	baptistou=	βαπτιστής	baptisth/s	urn:cite2:hmt:lsj.chicago_md:n19324	n-s---mg-
βαπτιστήν	baptisth/n	βαπτιστής	baptisth/s	urn:cite2:hmt:lsj.chicago_md:n19324	n-s---ma-
βαπτίζομαι	bapti/zomai	βαπτίζω	bapti/zw	urn:cite2:hmt:lsj.chicago_md:n19318	v1spie---
βαπτίζοντος	bapti/zontos	βαπτίζω	bapti/zw	urn:cite2:hmt:lsj.chicago_md:n19318	v-sppamg-
βαπτίζοντος	bapti/zontos	βαπτίζω	bapti/zw	urn:cite2:hmt:lsj.chicago_md:n19318	v-sppang-
βαπτίζων	bapti/zwn	βαπτίζω	bapti/zw	urn:cite2:hmt:lsj.chicago_md:n19318	v-sppamn-
βαπτίσει	bapti/sei	βάπτισις	ba/ptisis	urn:cite2:hmt:lsj.chicago_md:n19320	n-d---fn-
βαπτίσει	bapti/sei	βάπτισις	ba/ptisis	urn:cite2:hmt:lsj.chicago_md:n19320	n-d---fv-
βαπτίσει	bapti/sei	βάπτισις	ba/ptisis	urn:cite2:hmt:lsj.chicago_md:n19320	n-d---fa-
βαπτίσει	bapti/sei	βάπτισις	ba/ptisis	urn:cite2:hmt:lsj.chicago_md:n19320	n-s---fd-
βαπτίσει	bapti/sei	βάπτισις	ba/ptisis	urn:cite2:hmt:lsj.chicago_md:n19320	n-s---fd-
