Θεσμοφορίοις	*qesmofori/ois	θεσμοφόριον	qesmofo/rion	n-p---nd-
ἀπιοῦσα	a)piou=sa	ἄπειμι2	a)/peimi2	v-sppafv-
ἀπιέναι	a)pie/nai	ἄπειμι2	a)/peimi2	v--pna---
ἀπιέναι	a)pie/nai	ἀφίημι	a)fi/hmi	v--pna---
ἀπιών	a)piw/n	ἄπειμι1	a)/peimi1	v-sppamn-
ἀπιών	a)piw/n	ἄπειμι2	a)/peimi2	v-sppamn-
ἀποδέδοται	a)pode/dotai	ἀποδίδωμι	a)podi/dwmi	v3srie---
ἀποθανοῦσα	a)poqanou=sa	ἀποθνήσκω	a)poqnh/skw	v-sapafn-
ἀποθανοῦσα	a)poqanou=sa	ἀποθνήσκω	a)poqnh/skw	v-sapafv-
ἀποθάνῃ	a)poqa/nh|	ἀποθνήσκω	a)poqnh/skw	v2sase---
ἀποθάνῃ	a)poqa/nh|	ἀποθνήσκω	a)poqnh/skw	v3sasa---
ἀποκτενῶ	a)poktenw=	ἀποκτείνω	a)poktei/nw	v1sfia---
ἀποκτείνειν	a)poktei/nein	ἀποκτείνω	a)poktei/nw	v--pna---
ἀποκτεῖναι	a)poktei=nai	ἀποκτείνω	a)poktei/nw	v--ana---
ἀπολελειμμένου	a)poleleimme/nou	ἀπολιμπάνω	a)polimpa/nw	v-srpemg-
ἀπολελειμμένου	a)poleleimme/nou	ἀπολιμπάνω	a)polimpa/nw	v-srpeng-
ἀπολέσαι	a)pole/sai	ἀπόλλυμι	a)po/llumi	v--ana---
ἀπολέσαι	a)pole/sai	ἀπόλλυμι	a)po/llumi	v3saoa---
ἀπορῶμεν	a)porw=men	ἀφοράω	a)fora/w	v1ppsa---
ἀπορῶμεν	a)porw=men	ἀφοράω	a)fora/w	v1ppia---
ἀπορῶμεν	a)porw=men	ἀφοράω	a)fora/w	v1ppsa---
ἀπορῶμεν	a)porw=men	ἀφοράω	a)fora/w	v1piia---
ἀπορῶμεν	a)porw=men	ἀπορέω	a)pore/w	v1ppsa---
ἀπορῶμεν	a)porw=men	ἀπορραίνω	a)porrai/nw	v1pfia---
ἀποσβεσθῆναι	a)posbesqh=nai	ἀποσβέννυμι	a)posbe/nnumi	v--anp---
ἀποτίνειν	a)poti/nein	ἀποτίνω	a)poti/nw	v--pna---
ἀποτίνειν	a)poti/nein	ἀποτίνω	a)poti/nw	v--pna---
ἀπροσδοκήτως	a)prosdokh/tws	ἀπροσδόκητος	a)prosdo/khtos	x--------
ἀπροσδοκήτως	a)prosdokh/tws	ἀπροσδόκητος	a)prosdo/khtos	n-p---ma-
ἀπροσδοκήτως	a)prosdokh/tws	ἀπροσδόκητος	a)prosdo/khtos	n-p---fa-
ἀπήντησα	a)ph/nthsa	ἀπαντάω	a)panta/w	v1saia---
ἀπώλεσεν	a)pw/lesen	ἀπόλλυμι	a)po/llumi	v3saia---
ἀπῄει	a)ph/|ei	ἄπειμι2	a)/peimi2	v3siia---
ἀργύριον	a)rgu/rion	ἀργύριον	a)rgu/rion	n-s---nn-
ἀργύριον	a)rgu/rion	ἀργύριον	a)rgu/rion	n-s---nv-
ἀργύριον	a)rgu/rion	ἀργύριον	a)rgu/rion	n-s---na-
ἀρχῆς	a)rxh=s	ἀρχή	a)rxh/	n-s---fg-
ἀσθενεστάτοις	a)sqenesta/tois	ἀσθενής	a)sqenh/s	a-p---mds
ἀσθενεστάτοις	a)sqenesta/tois	ἀσθενής	a)sqenh/s	a-p---nds
ἀσμένη	a)sme/nh	ἄσμενος	a)/smenos	a-s---fn-
ἀσμένη	a)sme/nh	ἄσμενος	a)/smenos	a-s---fv-
ἀσμένη	a)sme/nh	ἀσμενέω	a)smene/w	v3siia---
ἀσμένη	a)sme/nh	ἀσμενέω	a)smene/w	v2spma---
ἀσμένη	a)sme/nh	ἀσμενέω	a)smene/w	v3siia---
ἀσφαλέστατα	a)sfale/stata	ἀσφαλής	a)sfalh/s	a-------s
ἀσφαλέστατα	a)sfale/stata	ἀσφαλής	a)sfalh/s	a-p---nns
ἀσφαλέστατα	a)sfale/stata	ἀσφαλής	a)sfalh/s	a-p---nvs
ἀσφαλέστατα	a)sfale/stata	ἀσφαλής	a)sfalh/s	a-p---nas
ἀφείς	a)fei/s	ἀφίημι	a)fi/hmi	v-sapamn-
ἀφείς	a)fei/s	ἀφίημι	a)fi/hmi	v-sapamv-
ἀφιγμένος	a)figme/nos	ἀφίζω	a)fi/zw	v-srpemn-
ἀφιγμένος	a)figme/nos	ἀφικνέομαι	a)fikne/omai	v-srpemn-
ἀφικνοῦμαι	a)fiknou=mai	ἀφικνέομαι	a)fikne/omai	v1spie---
ἀφικνοῦμαι	a)fiknou=mai	ἀφικνέομαι	a)fikne/omai	v1spie---
ἁμαρτημάτων	a(marthma/twn	ἁμάρτημα	a(ma/rthma	n-p---ng-
ἁμαρτάνειν	a(marta/nein	ἁμαρτάνω	a(marta/nw	v--pna---
ἁμάρτημα	a(ma/rthma	ἁμάρτημα	a(ma/rthma	n-s---nn-
ἁμάρτημα	a(ma/rthma	ἁμάρτημα	a(ma/rthma	n-s---nv-
ἁμάρτημα	a(ma/rthma	ἁμάρτημα	a(ma/rthma	n-s---na-
ἁπάντων	a(pa/ntwn	ἅπας	a(/pas	a-p---mg-
ἁπάντων	a(pa/ntwn	ἅπας	a(/pas	a-p---ng-
ἁπάσης	a(pa/shs	ἅπας	a(/pas	a-s---fg-
ἁπάσῃ	a(pa/sh|	ἅπας	a(/pas	a-s---fd-
ἄδειαν	a)/deian	ἄδεια	a)/deia	n-s---fa-
ἄλλας	a)/llas	ἄλλος	a)/llos	n-p---fa-
ἄλλας	a)/llas	ἄλλος	a)/llos	n-s---fg-
ἄλλη	a)/llh	ἄλλος	a)/llos	n-s---fn-
ἄλλη	a)/llh	ἄλλος	a)/llos	n-s---fv-
ἄλλο	a)/llo	ἄλλος	a)/llos	n-s---nn-
ἄλλο	a)/llo	ἄλλος	a)/llos	n-s---nv-
ἄλλο	a)/llo	ἄλλος	a)/llos	n-s---na-
ἄλλον	a)/llon	ἄλλος	a)/llos	n-s---ma-
ἄλλου	a)/llou	ἄλλος	a)/llos	n-s---ng-
ἄλλου	a)/llou	ἄλλος	a)/llos	n-s---mg-
ἄλλου	a)/llou	ἄλλου	a)/llou	d--------
ἄλλους	a)/llous	ἄλλος	a)/llos	n-p---ma-
ἄλλων	a)/llwn	ἄλλος	a)/llos	n-p---ng-
ἄλλων	a)/llwn	ἄλλος	a)/llos	n-p---fg-
ἄλλων	a)/llwn	ἄλλος	a)/llos	n-p---mg-
ἄν	a)/n	ἄν1	a)/n1	g--------
ἄν	a)/n	ἄν2	a)/n2	c--------
ἄν	a)/n	ἀνά	a)na/	r--------
ἄν	a)/n	ἐάν	e)a/n	c--------
ἄνδρες	a)/ndres	ἀνήρ	a)nh/r	n-p---mn-
ἄνδρες	a)/ndres	ἀνήρ	a)nh/r	n-p---mv-
ἄνθρωποι	a)/nqrwpoi	ἄνθρωπος	a)/nqrwpos	n-p---mn-
ἄνθρωποι	a)/nqrwpoi	ἄνθρωπος	a)/nqrwpos	n-p---mv-
ἄνθρωπον	a)/nqrwpon	ἄνθρωπος	a)/nqrwpos	n-s---ma-
ἄνθρωπος	a)/nqrwpos	ἄνθρωπος	a)/nqrwpos	n-s---mn-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---mn-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---mv-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---ma-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---fn-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---fv-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---fa-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---nn-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---nv-
ἄνω	a)/nw	ἄνοος	a)/noos	n-d---na-
ἄνω	a)/nw	ἄνω1	a)/nw1	v1spsa---
ἄνω	a)/nw	ἄνω1	a)/nw1	v1spia---
ἄνω	a)/nw	ἄνω2	a)/nw2	d--------
ἄσμενος	a)/smenos	ἄσμενος	a)/smenos	a-s---mn-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-p---nn-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-p---nv-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-p---na-
ἅπαντα	a(/panta	ἅπας	a(/pas	a-s---ma-
ἅπαντας	a(/pantas	ἅπας	a(/pas	a-p---ma-
ἅπαντες	a(/pantes	ἅπας	a(/pas	a-p---mn-
ἅπαντες	a(/pantes	ἅπας	a(/pas	a-p---mv-
ἅψεται	a(/yetai	ἅπτω	a(/ptw	v3sasm---
ἅψεται	a(/yetai	ἅπτω	a(/ptw	v3sfim---
ἅψεται	a(/yetai	ἅπτω	a(/ptw	v3stie---
ἆθλα	a)=qla	ἆθλον	a)=qlon	n-p---nn-
ἆθλα	a)=qla	ἆθλον	a)=qlon	n-p---nv-
ἆθλα	a)=qla	ἆθλον	a)=qlon	n-p---na-
Ἀθηναῖοι	*)aqhnai=oi	Ἀθηναῖος	*)aqhnai=os	a-p---mn-
Ἀθηναῖοι	*)aqhnai=oi	Ἀθηναῖος	*)aqhnai=os	a-p---mv-
Ἀρείου	*)arei/ou	Ἄρειας	*)/areias	n-s---mg-
Ἀρείου	*)arei/ou	Ἄρειος	*)/areios	n-s---mg-
Ἀρείου	*)arei/ou	Ἄρειος	*)/areios	n-s---fg-
Ἀρείου	*)arei/ou	Ἄρειος	*)/areios	n-s---ng-
Ἀρείου	*)arei/ou	Ἄρειος	*)/areios	n-s---mg-
Ἀρείου	*)arei/ou	Ἀρεῖος	*)arei=os	n-s---mg-
Ἀρείου	*)arei/ou	ἄρειος	a)/reios	a-s---mg-
Ἀρείου	*)arei/ou	ἄρειος	a)/reios	a-s---ng-
Ἀρείου	*)arei/ou	ἄρειος	a)/reios	a-s---mg-
Ἀρείου	*)arei/ou	ἄρειος	a)/reios	a-s---ng-
Ἀρείου	*)arei/ou	ἄρειος	a)/reios	n-s---mg-
Ἀρείου	*)arei/ou	ἄρειος	a)/reios	n-s---fg-
Ἀρείου	*)arei/ou	ἄρειος	a)/reios	n-s---ng-
Ἁρμόδιον	*(armo/dion	Ἁρμόδιος	*(armo/dios	n-s---ma-
Ἁρμόδιον	*(armo/dion	ἁρμόδιος	a(rmo/dios	a-s---ma-
Ἁρμόδιον	*(armo/dion	ἁρμόδιος	a(rmo/dios	a-s---nn-
Ἁρμόδιον	*(armo/dion	ἁρμόδιος	a(rmo/dios	a-s---nv-
Ἁρμόδιον	*(armo/dion	ἁρμόδιος	a(rmo/dios	a-s---na-
ἐβάδιζον	e)ba/dizon	βαδίζω	badi/zw	v3piia---
ἐβάδιζον	e)ba/dizon	βαδίζω	badi/zw	v1siia---
ἐβόα	e)bo/a	βοάω	boa/w	v3siia---
ἐγγυτάτω	e)gguta/tw	ἐγγύς	e)ggu/s	d--------
ἐγγυτάτω	e)gguta/tw	ἐγγύτατος	e)ggu/tatos	a-d---mn-
ἐγγυτάτω	e)gguta/tw	ἐγγύτατος	e)ggu/tatos	a-d---mv-
ἐγγυτάτω	e)gguta/tw	ἐγγύτατος	e)ggu/tatos	a-d---ma-
ἐγγυτάτω	e)gguta/tw	ἐγγύτατος	e)ggu/tatos	a-d---nn-
ἐγγυτάτω	e)gguta/tw	ἐγγύτατος	e)ggu/tatos	a-d---nv-
ἐγγυτάτω	e)gguta/tw	ἐγγύτατος	e)ggu/tatos	a-d---na-
ἐγγυτάτω	e)gguta/tw	ἐγγύτατος	e)ggu/tatos	a-s---mg-
ἐγγυτάτω	e)gguta/tw	ἐγγύτατος	e)ggu/tatos	a-s---ng-
ἐγγυτάτω	e)gguta/tw	ἐγγύτερος	e)ggu/teros	n-d---mn-
ἐγγυτάτω	e)gguta/tw	ἐγγύτερος	e)ggu/teros	n-d---mv-
ἐγγυτάτω	e)gguta/tw	ἐγγύτερος	e)ggu/teros	n-d---ma-
ἐγγυτάτω	e)gguta/tw	ἐγγύτερος	e)ggu/teros	n-d---fn-
ἐγγυτάτω	e)gguta/tw	ἐγγύτερος	e)ggu/teros	n-d---fv-
ἐγγυτάτω	e)gguta/tw	ἐγγύτερος	e)ggu/teros	n-d---fa-
ἐγγυτάτω	e)gguta/tw	ἐγγύτερος	e)ggu/teros	n-d---nn-
ἐγγυτάτω	e)gguta/tw	ἐγγύτερος	e)ggu/teros	n-d---nv-
ἐγγυτάτω	e)gguta/tw	ἐγγύτερος	e)ggu/teros	n-d---na-
ἐγγυτάτω	e)gguta/tw	ἐγγύτερος	e)ggu/teros	n-s---mg-
ἐγγυτάτω	e)gguta/tw	ἐγγύτερος	e)ggu/teros	n-s---fg-
ἐγγυτάτω	e)gguta/tw	ἐγγύτερος	e)ggu/teros	n-s---ng-
ἐγγύς	e)ggu/s	ἐγγύς	e)ggu/s	d--------
ἐγγύτατα	e)ggu/tata	ἐγγύς	e)ggu/s	d--------
ἐγγύτατα	e)ggu/tata	ἐγγύτατος	e)ggu/tatos	a-p---nn-
ἐγγύτατα	e)ggu/tata	ἐγγύτατος	e)ggu/tatos	a-p---nv-
ἐγγύτατα	e)ggu/tata	ἐγγύτατος	e)ggu/tatos	a-p---na-
ἐγγύτατα	e)ggu/tata	ἐγγύτερος	e)ggu/teros	n-p---nn-
ἐγγύτατα	e)ggu/tata	ἐγγύτερος	e)ggu/teros	n-p---nv-
ἐγγύτατα	e)ggu/tata	ἐγγύτερος	e)ggu/teros	n-p---na-
ἐγνωκέναι	e)gnwke/nai	γιγνώσκω	gignw/skw	v--rna---
ἐγνωσμένα	e)gnwsme/na	γιγνώσκω	gignw/skw	v-prpenn-
ἐγνωσμένα	e)gnwsme/na	γιγνώσκω	gignw/skw	v-prpenv-
ἐγνωσμένα	e)gnwsme/na	γιγνώσκω	gignw/skw	v-prpena-
ἐγνωσμένα	e)gnwsme/na	γιγνώσκω	gignw/skw	v-drpefn-
ἐγνωσμένα	e)gnwsme/na	γιγνώσκω	gignw/skw	v-drpefv-
ἐγνωσμένα	e)gnwsme/na	γιγνώσκω	gignw/skw	v-drpefa-
ἐγνωσμένα	e)gnwsme/na	γιγνώσκω	gignw/skw	v-srpefn-
ἐγνωσμένα	e)gnwsme/na	γιγνώσκω	gignw/skw	v-srpefv-
ἐγράψατο	e)gra/yato	γράφω	gra/fw	v3saim---
ἐγέλων	e)ge/lwn	γελάω	gela/w	v3piia---
ἐγέλων	e)ge/lwn	γελάω	gela/w	v1siia---
ἐγένετο	e)ge/neto	γίγνομαι	gi/gnomai	v3saim---
ἐγίγνετο	e)gi/gneto	γίγνομαι	gi/gnomai	v3siie---
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---mn-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---mv-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---fn-
ἐγώ	e)gw/	ἐγώ	e)gw/	p-s---fv-
ἐδειπνοῦμεν	e)deipnou=men	δειπνέω	deipne/w	v1piia---
ἐδικάζετο	e)dika/zeto	δικάζω	dika/zw	v3siie---
ἐδυσκόλαινεν	e)dusko/lainen	δυσκολαίνω	duskolai/nw	v3siia---
ἐδύνατο	e)du/nato	δύναμαι	du/namai	v3siie---
ἐθέλῃ	e)qe/lh|	ἐθέλω	e)qe/lw	v2spse---
ἐθέλῃ	e)qe/lh|	ἐθέλω	e)qe/lw	v2spie---
ἐθέλῃ	e)qe/lh|	ἐθέλω	e)qe/lw	v3spsa---
ἐθήλαζεν	e)qh/lazen	θηλάζω	qhla/zw	v3siia---
ἐκ	e)k	ἐκ	e)k	r--------
ἐκβάλλειν	e)kba/llein	ἐκβάλλω	e)kba/llw	v--pna---
ἐκείναις	e)kei/nais	ἐκεῖνος	e)kei=nos	n-p---fd-
ἐκείνη	e)kei/nh	ἐκεῖνος	e)kei=nos	n-s---fn-
ἐκείνη	e)kei/nh	ἐκεῖνος	e)kei=nos	n-s---fv-
ἐκείνην	e)kei/nhn	ἐκεῖνος	e)kei=nos	n-s---fa-
ἐκείνοις	e)kei/nois	ἐκεῖνος	e)kei=nos	n-p---nd-
ἐκείνοις	e)kei/nois	ἐκεῖνος	e)kei=nos	n-p---md-
ἐκείνου	e)kei/nou	ἐκεῖνος	e)kei=nos	n-s---ng-
ἐκείνου	e)kei/nou	ἐκεῖνος	e)kei=nos	n-s---mg-
ἐκείνου	e)kei/nou	κενόω	keno/w	v3siia---
ἐκείνῃ	e)kei/nh|	ἐκεῖνος	e)kei=nos	n-s---fd-
ἐκείνῳ	e)kei/nw|	ἐκεῖνος	e)kei=nos	n-s---nd-
ἐκείνῳ	e)kei/nw|	ἐκεῖνος	e)kei=nos	n-s---md-
ἐκεῖνον	e)kei=non	ἐκεῖνος	e)kei=nos	n-s---ma-
ἐκεῖνος	e)kei=nos	ἐκεῖνος	e)kei=nos	n-s---mn-
ἐκινδύνευον	e)kindu/neuon	κινδυνεύω	kinduneu/w	v3piia---
ἐκινδύνευον	e)kindu/neuon	κινδυνεύω	kinduneu/w	v1siia---
ἐκφοράν	e)kfora/n	ἐκφορά	e)kfora/	n-s---fa-
ἐκάθευδον	e)ka/qeudon	κατά-καθεύδω	kata/-kaqeu/dw	v3piia---
ἐκάθευδον	e)ka/qeudon	κατά-καθεύδω	kata/-kaqeu/dw	v1siia---
ἐκέλευεν	e)ke/leuen	κελεύω	keleu/w	v3siia---
ἐκέλευον	e)ke/leuon	κελεύω	keleu/w	v3piia---
ἐκέλευον	e)ke/leuon	κελεύω	keleu/w	v1siia---
ἐκέλευσα	e)ke/leusa	κελεύω	keleu/w	v1saia---
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	a-s---ma-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	a-s---nn-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	a-s---nv-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	a-s---na-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---ma-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---fa-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---nn-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---nv-
ἐλεύθερον	e)leu/qeron	ἐλεύθερος	e)leu/qeros	n-s---na-
ἐλθόντες	e)lqo/ntes	ἔρχομαι	e)/rxomai	v-papamn-
ἐλθόντες	e)lqo/ntes	ἔρχομαι	e)/rxomai	v-papamv-
ἐλθών	e)lqw/n	ἔρχομαι	e)/rxomai	v-sapamn-
ἐλάμβανον	e)la/mbanon	λαμβάνω	lamba/nw	v3piia---
ἐλάμβανον	e)la/mbanon	λαμβάνω	lamba/nw	v1siia---
ἐλάττονος	e)la/ttonos	ἐλάσσων	e)la/sswn	a-s----g-
ἐμαυτοῦ	e)mautou=	ἐμαυτοῦ	e)mautou=	p-s---mg-
ἐμαυτοῦ	e)mautou=	ἐμαυτοῦ	e)mautou=	p-s---ng-
ἐμαυτόν	e)mauto/n	ἐμαυτοῦ	e)mautou=	p-s---ma-
ἐμαυτόν	e)mauto/n	ἐμαυτοῦ	e)mautou=	p-s---na-
ἐμαυτῷ	e)mautw=|	ἐμαυτοῦ	e)mautou=	p-s---md-
ἐμαυτῷ	e)mautw=|	ἐμαυτοῦ	e)mautou=	p-s---nd-
ἐμνήσθην	e)mnh/sqhn	μιμνήσκω	mimnh/skw	v3paip---
ἐμνήσθην	e)mnh/sqhn	μιμνήσκω	mimnh/skw	v1saip---
ἐμνήσθην	e)mnh/sqhn	μνάομαι	mna/omai	v3diie---
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---md-
ἐμοί	e)moi/	ἐγώ	e)gw/	p-s---fd-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mn-
ἐμοί	e)moi/	ἐμός	e)mo/s	a-p---mv-
ἐμοίχευεν	e)moi/xeuen	μοιχεύω	moixeu/w	v3siia---
ἐμούς	e)mou/s	ἐμός	e)mo/s	a-p---ma-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	p-s---mg-
ἐμοῦ	e)mou=	ἐγώ	e)gw/	p-s---fg-
ἐμοῦ	e)mou=	ἐμέω	e)me/w	v2spme---
ἐμοῦ	e)mou=	ἐμέω	e)me/w	v2siie---
ἐμοῦ	e)mou=	ἐμός	e)mo/s	a-s---mg-
ἐμοῦ	e)mou=	ἐμός	e)mo/s	a-s---ng-
ἐμπεσεῖν	e)mpesei=n	ἐμπίτνω	e)mpi/tnw	v--ana---
ἐμέ	e)me/	ἐγώ	e)gw/	p-s---ma-
ἐμέ	e)me/	ἐγώ	e)gw/	p-s---fa-
ἐμέ	e)me/	ἐμός	e)mo/s	a-s---mv-
ἐμή	e)mh/	ἐμός	e)mo/s	a-s---fn-
ἐμή	e)mh/	ἐμός	e)mo/s	a-s---fv-
ἐμήν	e)mh/n	ἐμός	e)mo/s	a-s---fa-
ἐμῆς	e)mh=s	ἐμέω	e)me/w	v2sfia---
ἐμῆς	e)mh=s	ἐμέω	e)me/w	v2spia---
ἐμῆς	e)mh=s	ἐμός	e)mo/s	a-s---fg-
ἐν	e)n	ἐν	e)n	r--------
ἐν	e)n	εἰς	ei)s	r--------
ἐνεδρεύεσθαι	e)nedreu/esqai	ἐνεδρεύω	e)nedreu/w	v--pne---
ἐνθυμούμενος	e)nqumou/menos	ἐνθυμέομαι	e)nqume/omai	v-sppemn-
ἐνθυμούμενος	e)nqumou/menos	ἐνθυμέομαι	e)nqume/omai	v-sppemn-
ἐνθυμήθητε	e)nqumh/qhte	ἐνθυμέομαι	e)nqume/omai	v2paie---
ἐνθυμήθητε	e)nqumh/qhte	ἐνθυμέομαι	e)nqume/omai	v2paip---
ἐνταῦθα	e)ntau=qa	ἐνταῦθα	e)ntau=qa	d--------
ἐνάψασθαι	e)na/yasqai	ἐνάπτω	e)na/ptw	v--anm---
ἐνέχεσθαι	e)ne/xesqai	ἐνέχω	e)ne/xw	v--pne---
ἐξ	e)c	ἐκ	e)k	r--------
ἐξαλεῖψαι	e)calei=yai	ἐξαλείφω	e)calei/fw	v--ana---
ἐξαμαρτάνειν	e)camarta/nein	ἐξαμαρτάνω	e)camarta/nw	v--pna---
ἐξαμαρτήσονται	e)camarth/sontai	ἐξαμαρτάνω	e)camarta/nw	v3pfim---
ἐξελθών	e)celqw/n	ἐξέρχομαι	e)ce/rxomai	v-sapamn-
ἐξεπλάγη	e)cepla/gh	ἐκπλήσσω	e)kplh/ssw	v3saip---
ἐξεπλάγη	e)cepla/gh	ἐκπλήσσω	e)kplh/ssw	v3saip---
ἐξευρεῖν	e)ceurei=n	ἐξευρίσκω	e)ceuri/skw	v--ana---
ἐξηῦρεν	e)chu=ren	ἐξευρίσκω	e)ceuri/skw	v3saia---
ἐξέρχομαι	e)ce/rxomai	ἐξέρχομαι	e)ce/rxomai	v1spie---
ἐξόν	e)co/n	ἔξεστι	e)/cesti	v-sppamv-
ἐξόν	e)co/n	ἔξεστι	e)/cesti	v-sppann-
ἐξόν	e)co/n	ἔξεστι	e)/cesti	v-sppanv-
ἐξόν	e)co/n	ἔξεστι	e)/cesti	v-sppana-
ἐπαρεῖτε	e)parei=te	ἐπαίρω	e)pai/rw	v2pfia---
ἐπαρεῖτε	e)parei=te	πάρειμι1	pa/reimi1	v2ppoa---
ἐπαρεῖτε	e)parei=te	παρίημι	pari/hmi	v2paoa---
ἐπαρεῖτε	e)parei=te	παρίημι	pari/hmi	v2paoa---
ἐπεβούλευον	e)pebou/leuon	ἐπιβουλεύω	e)pibouleu/w	v3piia---
ἐπεβούλευον	e)pebou/leuon	ἐπιβουλεύω	e)pibouleu/w	v1siia---
ἐπεγείρασά	e)pegei/rasa/	ἐπεγείρω	e)pegei/rw	v-sapafn-
ἐπεγείρασά	e)pegei/rasa/	ἐπεγείρω	e)pegei/rw	v-sapafv-
ἐπεθύμουν	e)pequ/moun	ἐπιθυμέω	e)piqume/w	v3piia---
ἐπεθύμουν	e)pequ/moun	ἐπιθυμέω	e)piqume/w	v1siia---
ἐπειδή	e)peidh/	ἐπεί	e)pei/	c--------
ἐπειθόμην	e)peiqo/mhn	πείθω	pei/qw	v1siie---
ἐπεχείρησεν	e)pexei/rhsen	ἐπιχειρέω	e)pixeire/w	v3saia---
ἐπιβουλεύουσι	e)pibouleu/ousi	ἐπιβουλεύω	e)pibouleu/w	v-pppamd-
ἐπιβουλεύουσι	e)pibouleu/ousi	ἐπιβουλεύω	e)pibouleu/w	v-pppand-
ἐπιβουλεύουσι	e)pibouleu/ousi	ἐπιβουλεύω	e)pibouleu/w	v3ppia---
ἐπιβουλεύουσι	e)pibouleu/ousi	ἐπιβουλεύω	e)pibouleu/w	v-pppamd-
ἐπιβουλεύουσι	e)pibouleu/ousi	ἐπιβουλεύω	e)pibouleu/w	v-pppand-
ἐπιβουλεύουσι	e)pibouleu/ousi	ἐπιβουλεύω	e)pibouleu/w	v3ppia---
ἐπιδείξω	e)pidei/cw	ἐπιδείκνυμι	e)pidei/knumi	v1sasa---
ἐπιδείξω	e)pidei/cw	ἐπιδείκνυμι	e)pidei/knumi	v1sfia---
ἐπιδείξω	e)pidei/cw	ἐπιδείκνυμι	e)pidei/knumi	v2saim---
ἐπιδεῖξαι	e)pidei=cai	ἐπιδείκνυμι	e)pidei/knumi	v--ana---
ἐπιδημοῦντας	e)pidhmou=ntas	ἐπιδημέω	e)pidhme/w	v-pppama-
ἐπιδημοῦντας	e)pidhmou=ntas	ἐπιδημέω	e)pidhme/w	v-pppama-
ἐπιμελεῖσθαι	e)pimelei=sqai	ἐπιμελέομαι	e)pimele/omai	v--pne---
ἐπιτηδευόντων	e)pithdeuo/ntwn	ἐπιτηδεύω	e)pithdeu/w	v-pppamg-
ἐπιτηδευόντων	e)pithdeuo/ntwn	ἐπιτηδεύω	e)pithdeu/w	v-pppang-
ἐπιτηδευόντων	e)pithdeuo/ntwn	ἐπιτηδεύω	e)pithdeu/w	v3ppma---
ἐπιτηδείοις	e)pithdei/ois	ἐπιτήδειος	e)pith/deios	a-p---md-
ἐπιτηδείοις	e)pithdei/ois	ἐπιτήδειος	e)pith/deios	a-p---nd-
ἐπιτηδείων	e)pithdei/wn	ἐπιτήδειος	e)pith/deios	a-p---fg-
ἐπιτηδείων	e)pithdei/wn	ἐπιτήδειος	e)pith/deios	a-p---mg-
ἐπιτηδείων	e)pithdei/wn	ἐπιτήδειος	e)pith/deios	a-p---ng-
ἐπιτηδεύουσιν	e)pithdeu/ousin	ἐπιτηδεύω	e)pithdeu/w	v-pppamd-
ἐπιτηδεύουσιν	e)pithdeu/ousin	ἐπιτηδεύω	e)pithdeu/w	v-pppand-
ἐπιτηδεύουσιν	e)pithdeu/ousin	ἐπιτηδεύω	e)pithdeu/w	v3ppia---
ἐπιτηροῦσα	e)pithrou=sa	ἐπιτηρέω	e)pithre/w	v-sppafn-
ἐπιτηροῦσα	e)pithrou=sa	ἐπιτηρέω	e)pithre/w	v-sppafv-
ἐπιτηροῦσα	e)pithrou=sa	ἐπιτηρέω	e)pithre/w	v-sppafn-
ἐπιτηροῦσα	e)pithrou=sa	ἐπιτηρέω	e)pithre/w	v-sppafv-
ἐπιτηρῶν	e)pithrw=n	ἐπιτηρέω	e)pithre/w	v-sppamn-
ἐπιτηρῶν	e)pithrw=n	ἐπιτηρέω	e)pithre/w	v-sppamn-
ἐπιτήδειος	e)pith/deios	ἐπιτήδειος	e)pith/deios	a-s---mn-
ἐποιούμην	e)poiou/mhn	ποιέω	poie/w	v1siie---
