Αὐλίδι	*au)li/di	Αὐλίς	*au)li/s	n-s---fd-
πάγχρυσον	pa/gxruson	πάγχρυσος	pa/gxrusos	n-s---nv-
πάγχρυσον	pa/gxruson	πάγχρυσος	pa/gxrusos	n-s---na-
πάγχρυσον	pa/gxruson	παγχρύσεος	pagxru/seos	n-s---ma-
πάγχρυσον	pa/gxruson	παγχρύσεος	pagxru/seos	n-s---fa-
πάγχρυσον	pa/gxruson	παγχρύσεος	pagxru/seos	n-s---nn-
πάγχρυσον	pa/gxruson	παγχρύσεος	pagxru/seos	n-s---nv-
πάγχρυσον	pa/gxruson	παγχρύσεος	pagxru/seos	n-s---na-
πάθῃ	pa/qh|	πάθη	pa/qh	n-s---fd-
πάθῃ	pa/qh|	πάσχω	pa/sxw	v2sase---
πάθῃ	pa/qh|	πάσχω	pa/sxw	v3sasa---
πάλιν	pa/lin	πάλιν	pa/lin	d--------
πάλλων	pa/llwn	πάλλω	pa/llw	v-sppamn-
πάνθ’	pa/nq'	πάντῃ	pa/nth|	d--------
πάνθ’	pa/nq'	πᾶς	pa=s	n-s---ma-
πάνθ’	pa/nq'	πᾶς	pa=s	n-p---nn-
πάνθ’	pa/nq'	πᾶς	pa=s	n-p---nv-
πάνθ’	pa/nq'	πᾶς	pa=s	n-p---na-
πάντα	pa/nta	πᾶς	pa=s	n-s---ma-
πάντα	pa/nta	πᾶς	pa=s	n-p---nn-
πάντα	pa/nta	πᾶς	pa=s	n-p---nv-
πάντα	pa/nta	πᾶς	pa=s	n-p---na-
πάντες	pa/ntes	πᾶς	pa=s	n-p---mn-
πάντες	pa/ntes	πᾶς	pa=s	n-p---mv-
πάρειμι	pa/reimi	πάρειμι1	pa/reimi1	v1spia---
πάρειμι	pa/reimi	πάρειμι2	pa/reimi2	v1spia---
πάρεισιν	pa/reisin	πάρειμι1	pa/reimi1	v3ppia---
πάρεισιν	pa/reisin	πάρειμι2	pa/reimi2	v3spia---
πάροιθ’	pa/roiq'	πάροιθε	pa/roiqe	r--------
πάροιθ’	pa/roiq'	παρίημι	pari/hmi	v3saom---
πάροιθ’	pa/roiq'	παρόω	paro/w	v2ppoa---
πάρος	pa/ros	πάρος	pa/ros	d--------
πάρος	pa/ros	πάρος	pa/ros	r--------
πάσας	pa/sas	πάσσω	pa/ssw	v-sapamn-
πάσας	pa/sas	πάσσω	pa/ssw	v-sapamv-
πάσας	pa/sas	πάσσω	pa/ssw	v2saia---
πάσας	pa/sas	πᾶς	pa=s	n-p---fa-
πάσας	pa/sas	πᾶς	pa=s	n-s---fg-
πάσας	pa/sas	πᾶς	pa=s	n-p---fa-
πάσης	pa/shs	πᾶς	pa=s	n-s---fg-
πάσης	pa/shs	πᾶσις	pa=sis	n-p---fn-
πάσης	pa/shs	πᾶσις	pa=sis	n-p---fv-
πάτερ	pa/ter	πατήρ	path/r	n-s---mv-
πάτραν	pa/tran	φράτρα	fra/tra	n-s---fa-
πάτραν	pa/tran	πάτρα	pa/tra	n-s---fa-
πάτραν	pa/tran	πάτρη	pa/trh	n-s---fa-
πάτρας	pa/tras	φράτρα	fra/tra	n-p---fa-
πάτρας	pa/tras	φράτρα	fra/tra	n-s---fg-
πάτρας	pa/tras	πάτρα	pa/tra	n-p---fa-
πάτρας	pa/tras	πάτρα	pa/tra	n-s---fg-
πάτρας	pa/tras	πάτρη	pa/trh	n-p---fa-
πάτρας	pa/tras	πάτρη	pa/trh	n-s---fg-
πέδον	pe/don	πέδον	pe/don	n-s---nn-
πέδον	pe/don	πέδον	pe/don	n-s---nv-
πέδον	pe/don	πέδον	pe/don	n-s---na-
πέλαγος	pe/lagos	πέλαγος	pe/lagos	n-s---nn-
πέλαγος	pe/lagos	πέλαγος	pe/lagos	n-s---nv-
πέλαγος	pe/lagos	πέλαγος	pe/lagos	n-s---na-
πέλας	pe/las	πέλας	pe/las	d--------
πέλας	pe/las	πελάω	pela/w	v2siia---
πέμπω	pe/mpw	πέμπω	pe/mpw	v1spsa---
πέμπω	pe/mpw	πέμπω	pe/mpw	v1spia---
πέμψαι	pe/myai	πέμπω	pe/mpw	v2samm---
πέμψαι	pe/myai	πέμπω	pe/mpw	v--ana---
πέμψαι	pe/myai	πέμπω	pe/mpw	v3saoa---
πέμψας	pe/myas	πέμπω	pe/mpw	v-sapamn-
πέμψας	pe/myas	πέμπω	pe/mpw	v-sapamv-
πέμψας	pe/myas	πέμπω	pe/mpw	v2saia---
πέμψασά	pe/myasa/	πέμπω	pe/mpw	v-sapafn-
πέμψασά	pe/myasa/	πέμπω	pe/mpw	v-sapafv-
πέμψει	pe/myei	πέμπω	pe/mpw	v3sasa---
πέμψει	pe/myei	πέμπω	pe/mpw	v2sfim---
πέμψει	pe/myei	πέμπω	pe/mpw	v3sfia---
πέμψει	pe/myei	πέμψις	pe/myis	n-d---fn-
πέμψει	pe/myei	πέμψις	pe/myis	n-d---fv-
πέμψει	pe/myei	πέμψις	pe/myis	n-d---fa-
πέμψει	pe/myei	πέμψις	pe/myis	n-s---fd-
πέμψει	pe/myei	πέμψις	pe/myis	n-s---fd-
πέμψειε	pe/myeie	πέμπω	pe/mpw	v3saoa---
πέμψομεν	pe/myomen	πέμπω	pe/mpw	v1pasa---
πέμψομεν	pe/myomen	πέμπω	pe/mpw	v1pfia---
πέμψον	pe/myon	πέμπω	pe/mpw	v2sama---
πέμψον	pe/myon	πέμπω	pe/mpw	v-sfpamv-
πέμψον	pe/myon	πέμπω	pe/mpw	v-sfpann-
πέμψον	pe/myon	πέμπω	pe/mpw	v-sfpanv-
πέμψον	pe/myon	πέμπω	pe/mpw	v-sfpana-
πέμψω	pe/myw	πέμπω	pe/mpw	v1sasa---
πέμψω	pe/myw	πέμπω	pe/mpw	v2saim---
πέμψω	pe/myw	πέμπω	pe/mpw	v1sfia---
πέπλοις	pe/plois	πέπλος	pe/plos	n-p---md-
πέπλοις	pe/plois	πέπλος	pe/plos	n-p---nd-
πέπλοις	pe/plois	πεπλος	peplos	n-p---md-
πέπλοις	pe/plois	πεπλος	peplos	n-p---fd-
πέπλοις	pe/plois	πεπλος	peplos	n-p---nd-
πέπλοισιν	pe/ploisin	πέπλος	pe/plos	n-p---md-
πέπλοισιν	pe/ploisin	πέπλος	pe/plos	n-p---nd-
πέπλοισιν	pe/ploisin	πεπλος	peplos	n-p---md-
πέπλοισιν	pe/ploisin	πεπλος	peplos	n-p---fd-
πέπλοισιν	pe/ploisin	πεπλος	peplos	n-p---nd-
πέπλον	pe/plon	πέπλος	pe/plos	n-s---ma-
πέπλον	pe/plon	πεπλος	peplos	n-s---ma-
πέπλον	pe/plon	πεπλος	peplos	n-s---fa-
πέπλον	pe/plon	πεπλος	peplos	n-s---nn-
πέπλον	pe/plon	πεπλος	peplos	n-s---nv-
πέπλον	pe/plon	πεπλος	peplos	n-s---na-
πέπλων	pe/plwn	πέπλος	pe/plos	n-p---mg-
πέπλων	pe/plwn	πέπλος	pe/plos	n-p---ng-
πέπλων	pe/plwn	πεπλος	peplos	n-p---mg-
πέπλων	pe/plwn	πεπλος	peplos	n-p---fg-
πέπλων	pe/plwn	πεπλος	peplos	n-p---ng-
πέπονθας	pe/ponqas	πάσχω	pa/sxw	v2sria---
πέρα	pe/ra	πέρα	pe/ra	d--------
πέρα	pe/ra	πέρα	pe/ra	n-d---fn-
πέρα	pe/ra	πέρα	pe/ra	n-d---fv-
πέρα	pe/ra	πέρα	pe/ra	n-d---fa-
πέρα	pe/ra	πέρα	pe/ra	n-s---fn-
πέρα	pe/ra	πέρα	pe/ra	n-s---fv-
πέρα	pe/ra	περάω1	pera/w1	v2spma---
πέρα	pe/ra	περάω1	pera/w1	v3siia---
πέρα	pe/ra	περάω2	pera/w2	v2spma---
πέρα	pe/ra	περάω2	pera/w2	v3siia---
πέραινε	pe/raine	περαίνω	perai/nw	v2spma---
πέραινε	pe/raine	περαίνω	perai/nw	v3siia---
πέσημα	pe/shma	πέσημα	pe/shma	n-s---nn-
πέσημα	pe/shma	πέσημα	pe/shma	n-s---nv-
πέσημα	pe/shma	πέσημα	pe/shma	n-s---na-
πέσοι	pe/soi	πίπτω	pi/ptw	v3saoa---
πέσοιεν	pe/soien	πίπτω	pi/ptw	v3paoa---
πέσῃ	pe/sh|	πίπτω	pi/ptw	v3sasa---
πέτραν	pe/tran	πέτρα	pe/tra	n-s---fa-
πέτρας	pe/tras	πέτρα	pe/tra	n-p---fa-
πέτρας	pe/tras	πέτρα	pe/tra	n-s---fg-
πέτρινον	pe/trinon	πέτρινος	pe/trinos	a-s---ma-
πέτρινον	pe/trinon	πέτρινος	pe/trinos	a-s---nn-
πέτρινον	pe/trinon	πέτρινος	pe/trinos	a-s---nv-
πέτρινον	pe/trinon	πέτρινος	pe/trinos	a-s---na-
πέτροις	pe/trois	πέτρος	pe/tros	n-p---md-
πέτροισι	pe/troisi	πέτρος	pe/tros	n-p---md-
πέτρους	pe/trous	πέτρος	pe/tros	n-p---ma-
πέτρους	pe/trous	πετρόω	petro/w	v2siia---
πέφυκας	pe/fukas	φύω	fu/w	v2sria---
πέφυκας	pe/fukas	φύζω	fu/zw	v2sria---
πέφυκε	pe/fuke	φύω	fu/w	v2srma---
πέφυκε	pe/fuke	φύω	fu/w	v3sria---
πέφυκε	pe/fuke	φύζω	fu/zw	v2srma---
πέφυκε	pe/fuke	φύζω	fu/zw	v3sria---
πήμασιν	ph/masin	πῆμα	ph=ma	n-p---nd-
πήξωμεν	ph/cwmen	πήγνυμι	ph/gnumi	v1pasa---
πήξωμεν	ph/cwmen	πήσσω	ph/ssw	v1pasa---
πίπτει	pi/ptei	πίπτω	pi/ptw	v2spie---
πίπτει	pi/ptei	πίπτω	pi/ptw	v3spia---
πίπτοντα	pi/ptonta	πίπτω	pi/ptw	v-pppann-
πίπτοντα	pi/ptonta	πίπτω	pi/ptw	v-pppanv-
πίπτοντα	pi/ptonta	πίπτω	pi/ptw	v-pppana-
πίπτοντα	pi/ptonta	πίπτω	pi/ptw	v-sppama-
πίτνοντα	pi/tnonta	πίπτω	pi/ptw	v-pppann-
πίτνοντα	pi/tnonta	πίπτω	pi/ptw	v-pppanv-
πίτνοντα	pi/tnonta	πίπτω	pi/ptw	v-pppana-
πίτνοντα	pi/tnonta	πίπτω	pi/ptw	v-sppama-
πίτυλον	pi/tulon	πίτυλος	pi/tulos	n-s---ma-
πίτυλος	pi/tulos	πίτυλος	pi/tulos	n-s---mn-
πόδα	po/da	πούς	pou/s	n-s---ma-
πόδ’	po/d'	πούς	pou/s	n-s---ma-
πόδ’	po/d'	πούς	pou/s	n-d---mn-
πόδ’	po/d'	πούς	pou/s	n-d---mv-
πόδ’	po/d'	πούς	pou/s	n-d---ma-
πόθεν	po/qen	πίνω	pi/nw	v3paip---
πόθεν	po/qen	πόθεν	po/qen	d--------
πόθεν	po/qen	ποθεν	poqen	g--------
πόλει	po/lei	πόλις	po/lis	n-d---fn-
πόλει	po/lei	πόλις	po/lis	n-d---fv-
πόλει	po/lei	πόλις	po/lis	n-d---fa-
πόλει	po/lei	πόλις	po/lis	n-s---fd-
πόλει	po/lei	πόλις	po/lis	n-s---fd-
πόλει	po/lei	πολέω	pole/w	v2spma---
πόλει	po/lei	πολέω	pole/w	v3siia---
πόλεις	po/leis	πόλις	po/lis	n-p---fn-
πόλεις	po/leis	πόλις	po/lis	n-p---fv-
πόλεις	po/leis	πόλις	po/lis	n-p---fn-
πόλεις	po/leis	πόλις	po/lis	n-p---fa-
πόλεις	po/leis	πόλις	po/lis	n-p---fn-
πόλεις	po/leis	πολέω	pole/w	v2siia---
πόλεις	po/leis	πολύς	polu/s	n-p---mn-
πόλεις	po/leis	πολύς	polu/s	n-p---ma-
πόλεως	po/lews	πόλις	po/lis	n-s---fg-
πόλιν	po/lin	πόλις	po/lis	n-s---fa-
πόλις	po/lis	πόλις	po/lis	n-p---fa-
πόλις	po/lis	πόλις	po/lis	n-s---fn-
πόλισμ’	po/lism'	πόλισμα	po/lisma	n-s---nn-
πόλισμ’	po/lism'	πόλισμα	po/lisma	n-s---nv-
πόλισμ’	po/lism'	πόλισμα	po/lisma	n-s---na-
πόνημα	po/nhma	πόνημα	po/nhma	n-s---nn-
πόνημα	po/nhma	πόνημα	po/nhma	n-s---nv-
πόνημα	po/nhma	πόνημα	po/nhma	n-s---na-
πόνοις	po/nois	πόνος	po/nos	n-p---md-
πόνον	po/non	πόνος	po/nos	n-s---ma-
πόνου	po/nou	πόνος	po/nos	n-s---mg-
πόνους	po/nous	πόνος	po/nos	n-p---ma-
πόντια	po/ntia	πόντιος	po/ntios	a-p---nn-
πόντια	po/ntia	πόντιος	po/ntios	a-p---nv-
πόντια	po/ntia	πόντιος	po/ntios	a-p---na-
πόντια	po/ntia	πόντιος	po/ntios	n-p---nn-
πόντια	po/ntia	πόντιος	po/ntios	n-p---nv-
πόντια	po/ntia	πόντιος	po/ntios	n-p---na-
πόντον	po/nton	πόντος	po/ntos	n-s---ma-
πόντος	po/ntos	πόντος	po/ntos	n-s---mn-
πόντου	po/ntou	πόντος	po/ntos	n-s---mg-
πόντου	po/ntou	ποντίζω	ponti/zw	v2spma---
πόντου	po/ntou	ποντίζω	ponti/zw	v3siia---
πόντου	po/ntou	ποντόω	ponto/w	v2spma---
πόντου	po/ntou	ποντόω	ponto/w	v3siia---
πόντῳ	po/ntw|	πόντος	po/ntos	n-s---md-
πόνων	po/nwn	πόνος	po/nos	n-p---mg-
πόρον	po/ron	πόρος	po/ros	n-s---ma-
πόρον	po/ron	πόρω	po/rw	v3paia---
πόρον	po/ron	πόρω	po/rw	v1saia---
πόρου	po/rou	πόρος	po/ros	n-s---mg-
πόρου	po/rou	πορόω	poro/w	v2spma---
πόρου	po/rou	πορόω	poro/w	v3siia---
πόσιν	po/sin	πόσισ1	po/sis1	n-s---ma-
πόσιν	po/sin	πόσισ2	po/sis2	n-s---fa-
πόσις	po/sis	πόσισ1	po/sis1	n-p---ma-
πόσις	po/sis	πόσισ1	po/sis1	n-s---mn-
πόσις	po/sis	πόσισ2	po/sis2	n-p---fa-
πόσις	po/sis	πόσισ2	po/sis2	n-s---fn-
πότερα	po/tera	πότερος	po/teros	a-p---nn-
πότερα	po/tera	πότερος	po/teros	a-p---nv-
πότερα	po/tera	πότερος	po/teros	a-p---na-
πότερον	po/teron	πότερος	po/teros	a-s---ma-
πότερον	po/teron	πότερος	po/teros	a-s---nn-
πότερον	po/teron	πότερος	po/teros	a-s---nv-
πότερον	po/teron	πότερος	po/teros	a-s---na-
πότερος	po/teros	πότερος	po/teros	a-s---mn-
πότμον	po/tmon	πότμος	po/tmos	n-s---ma-
πότνι’	po/tni'	πότνια	po/tnia	n-s---fn-
πότνι’	po/tni'	πότνια	po/tnia	n-s---fv-
πότνι’	po/tni'	πότνια	po/tnia	n-p---fn-
πότνι’	po/tni'	πότνια	po/tnia	n-p---fv-
πύλαις	pu/lais	πύλη	pu/lh	n-p---fd-
πύλας	pu/las	πύλη	pu/lh	n-p---fa-
πύλας	pu/las	πύλη	pu/lh	n-s---fg-
πύργους	pu/rgous	πύργος	pu/rgos	n-p---ma-
πύργους	pu/rgous	πυργόω	purgo/w	v2siia---
πύργων	pu/rgwn	πύργος	pu/rgos	n-p---mg-
πύργων	pu/rgwn	πυργόω	purgo/w	v3piia---
πύργων	pu/rgwn	πυργόω	purgo/w	v1siia---
πώλοις	pw/lois	πῶλος	pw=los	n-p---md-
πώλοις	pw/lois	πῶλος	pw=los	n-p---fd-
πώματός	pw/mato/s	πῶμα1	pw=ma1	n-s---ng-
πώματός	pw/mato/s	πῶμα2	pw=ma2	n-s---ng-
πώποτε	pw/pote	πώποτε	pw/pote	d--------
πᾶν	pa=n	πᾶς	pa=s	n-s---ma-
πᾶν	pa=n	πᾶς	pa=s	n-s---nn-
πᾶν	pa=n	πᾶς	pa=s	n-s---nv-
πᾶν	pa=n	πᾶς	pa=s	n-s---na-
πᾶς	pa=s	πᾶς	pa=s	n-s---mn-
πᾶς	pa=s	πᾶς	pa=s	n-s---mv-
πᾶσα	pa=sa	πᾶς	pa=s	n-s---fn-
πᾶσα	pa=sa	πᾶς	pa=s	n-s---fv-
πᾶσι	pa=si	πᾶς	pa=s	n-p---md-
πᾶσι	pa=si	πᾶς	pa=s	n-p---nd-
πᾶσι	pa=si	πᾶσις	pa=sis	n-s---fv-
πᾶσιν	pa=sin	πᾶς	pa=s	n-p---md-
πᾶσιν	pa=sin	πᾶς	pa=s	n-p---nd-
πᾶσιν	pa=sin	πᾶσις	pa=sis	n-s---fa-
πᾶσάν	pa=sa/n	πᾶς	pa=s	n-s---fa-
πῦρ	pu=r	πῦρ	pu=r	n-s---nn-
πῦρ	pu=r	πῦρ	pu=r	n-s---nv-
πῦρ	pu=r	πῦρ	pu=r	n-s---na-
πῶς	pw=s	πῶς	pw=s	x--------
πῶς	pw=s	πῶσ2	pw=s2	d--------
πῶς	pw=s	πως	pws	g--------
σαυτοῦ	sautou=	σαυτοῦ	sautou=	p-s---mg-
σαυτοῦ	sautou=	σαυτοῦ	sautou=	p-s---ng-
σαυτοῦ	sautou=	σαυτοῦ	sautou=	n-s---ng-
σαυτοῦ	sautou=	σαυτοῦ	sautou=	n-s---mg-
σαφής	safh/s	σαφής	safh/s	n-s---mn-
σαφής	safh/s	σαφής	safh/s	n-s---fn-
σαφῶς	safw=s	σαφής	safh/s	x--------
σαῖς	sai=s	σός	so/s	a-p---fd-
σε	se	σύ	su/	p-s----a-
σεβόμεθ’	sebo/meq'	σέβομαι	se/bomai	v1ppie---
σεβόμεθ’	sebo/meq'	σέβομαι	se/bomai	v1piie---
σεισθῆναι	seisqh=nai	σείω	sei/w	v--anp---
σεισμός	seismo/s	σεισμός	seismo/s	n-s---mn-
σεμνά	semna/	σεμνόν	semno/n	n-p---nn-
σεμνά	semna/	σεμνόν	semno/n	n-p---nv-
σεμνά	semna/	σεμνόν	semno/n	n-p---na-
σεμνά	semna/	σεμνός	semno/s	a-p---nn-
σεμνά	semna/	σεμνός	semno/s	a-p---nv-
σεμνά	semna/	σεμνός	semno/s	a-p---na-
σεμνά	semna/	σεμνός	semno/s	a-d---fn-
σεμνά	semna/	σεμνός	semno/s	a-d---fv-
σεμνά	semna/	σεμνός	semno/s	a-d---fa-
σεμνά	semna/	σεμνός	semno/s	a-s---fn-
σεμνά	semna/	σεμνός	semno/s	a-s---fv-
σεμνάς	semna/s	σεμνός	semno/s	a-p---fa-
σεμνή	semnh/	σεμνός	semno/s	a-s---fn-
σεμνή	semnh/	σεμνός	semno/s	a-s---fv-
σεμνόν	semno/n	σεμνόν	semno/n	n-s---nn-
σεμνόν	semno/n	σεμνόν	semno/n	n-s---nv-
σεμνόν	semno/n	σεμνόν	semno/n	n-s---na-
σεμνόν	semno/n	σεμνός	semno/s	a-s---ma-
σεμνόν	semno/n	σεμνός	semno/s	a-s---nn-
σεμνόν	semno/n	σεμνός	semno/s	a-s---nv-
σεμνόν	semno/n	σεμνός	semno/s	a-s---na-
σεμνός	semno/s	σεμνός	semno/s	a-s---mn-
σεσῷσθαί	sesw=|sqai/	σώζω	sw/zw	v--rne---
σημανεῖ	shmanei=	σημαίνω	shmai/nw	v2sfim---
σημανεῖ	shmanei=	σημαίνω	shmai/nw	v3sfia---
σημανῶ	shmanw=	σημαίνω	shmai/nw	v1sfia---
σημανῶν	shmanw=n	σημαίνω	shmai/nw	v-sfpamn-
σημαίνειν	shmai/nein	σημαίνω	shmai/nw	v--pna---
σημαίνω	shmai/nw	σημαίνω	shmai/nw	v1spsa---
σημαίνω	shmai/nw	σημαίνω	shmai/nw	v1spia---
σημάντροισιν	shma/ntroisin	σήμαντρον	sh/mantron	n-p---nd-
σημήναθ’	shmh/naq'	σημαίνω	shmai/nw	v2pama---
σημήναθ’	shmh/naq'	σημαίνω	shmai/nw	v3saim---
σημήναθ’	shmh/naq'	σημαίνω	shmai/nw	v2paia---
σθένειν	sqe/nein	σθένω	sqe/nw	v--pna---
σθένοντας	sqe/nontas	σθένω	sqe/nw	v-pppama-
σιγηθήσεται	sighqh/setai	σιγάω	siga/w	v3sfip---
σιγήσαθ’	sigh/saq'	σιγάω	siga/w	v2pama---
σιγήσαθ’	sigh/saq'	σιγάω	siga/w	v3saim---
σιγήσαθ’	sigh/saq'	σιγάω	siga/w	v2paia---
σιγώμενον	sigw/menon	σιγάω	siga/w	v-sppema-
σιγώμενον	sigw/menon	σιγάω	siga/w	v-sppenn-
σιγώμενον	sigw/menon	σιγάω	siga/w	v-sppenv-
σιγώμενον	sigw/menon	σιγάω	siga/w	v-sppena-
σιγώμενον	sigw/menon	σιγάζω	siga/zw	v-sfpmma-
σιγώμενον	sigw/menon	σιγάζω	siga/zw	v-sfpmnn-
σιγώμενον	sigw/menon	σιγάζω	siga/zw	v-sfpmnv-
σιγώμενον	sigw/menon	σιγάζω	siga/zw	v-sfpmna-
σιγᾶτε	siga=te	σιγάω	siga/w	v2ppma---
σιγᾶτε	siga=te	σιγάω	siga/w	v2ppsa---
σιγᾶτε	siga=te	σιγάω	siga/w	v2ppia---
σιγᾶτε	siga=te	σιγάω	siga/w	v2piia---
σιγᾶτε	siga=te	σιγάζω	siga/zw	v2pfia---
σιγῇ	sigh=|	σιγάω	siga/w	v2spse---
σιγῇ	sigh=|	σιγάω	siga/w	v2spie---
σιγῇ	sigh=|	σιγάω	siga/w	v3spsa---
σιγῇ	sigh=|	σιγάω	siga/w	v3spia---
σιγῇ	sigh=|	σιγάω	siga/w	v2spse---
σιγῇ	sigh=|	σιγάω	siga/w	v2spie---
σιγῇ	sigh=|	σιγάω	siga/w	v3spsa---
σιγῇ	sigh=|	σιγάζω	siga/zw	v2sfim---
σιγῇ	sigh=|	σιγάζω	siga/zw	v3sfia---
σιγῇ	sigh=|	σιγή	sigh/	n-s---fd-
σιγῶ	sigw=	σιγάω	siga/w	v2spme---
σιγῶ	sigw=	σιγάω	siga/w	v1spsa---
σιγῶ	sigw=	σιγάω	siga/w	v1spia---
σιγῶ	sigw=	σιγάω	siga/w	v1spsa---
σιγῶ	sigw=	σιγάω	siga/w	v1spia---
σιγῶ	sigw=	σιγάω	siga/w	v2siie---
σιγῶ	sigw=	σιγάζω	siga/zw	v1sfia---
σιγῶμεν	sigw=men	σιγάω	siga/w	v1ppsa---
σιγῶμεν	sigw=men	σιγάω	siga/w	v1ppia---
σιγῶμεν	sigw=men	σιγάω	siga/w	v1ppsa---
σιγῶμεν	sigw=men	σιγάω	siga/w	v1piia---
σιγῶμεν	sigw=men	σιγάζω	siga/zw	v1pfia---
σιγῶσα	sigw=sa	σιγάω	siga/w	v-sppafn-
σιγῶσα	sigw=sa	σιγάω	siga/w	v-sppafv-
σιγῶσα	sigw=sa	σιγάζω	siga/zw	v-sfpafn-
σιγῶσα	sigw=sa	σιγάζω	siga/zw	v-sfpafv-
σιδήρῳ	sidh/rw|	σίδηρον	si/dhron	n-s---nd-
σιδήρῳ	sidh/rw|	σίδηρος	si/dhros	n-s---md-
σκαλμῶν	skalmw=n	σκάλμη	ska/lmh	n-p---fg-
σκαλμῶν	skalmw=n	σκαλμός	skalmo/s	n-p---mg-
σκηπτοῦχον	skhptou=xon	σκηπτοῦχος	skhptou=xos	n-s---ma-
σκηπτοῦχον	skhptou=xon	σκηπτοῦχος	skhptou=xos	n-s---fa-
σκηπτοῦχον	skhptou=xon	σκηπτοῦχος	skhptou=xos	n-s---nn-
σκηπτοῦχον	skhptou=xon	σκηπτοῦχος	skhptou=xos	n-s---nv-
σκηπτοῦχον	skhptou=xon	σκηπτοῦχος	skhptou=xos	n-s---na-
σκιερᾷ	skiera=|	σκιερός	skiero/s	a-s---fd-
σκοπεῖν	skopei=n	σκοπάω	skopa/w	v--pna---
σκοπεῖν	skopei=n	σκοπέω	skope/w	v--pna---
σκοποῦμαι	skopou=mai	σκοπάω	skopa/w	v1spie---
σκοποῦμαι	skopou=mai	σκοπέω	skope/w	v1spie---
σκάφει	ska/fei	σκάφοσ2	ska/fos2	n-d---nn-
σκάφει	ska/fei	σκάφοσ2	ska/fos2	n-d---nv-
σκάφει	ska/fei	σκάφοσ2	ska/fos2	n-d---na-
σκάφει	ska/fei	σκάφοσ2	ska/fos2	n-s---nd-
σκάφει	ska/fei	σκάφοσ2	ska/fos2	n-s---nd-
σκάφος	ska/fos	σκάφοσ1	ska/fos1	n-s---mn-
σκάφος	ska/fos	σκάφοσ2	ska/fos2	n-s---nn-
σκάφος	ska/fos	σκάφοσ2	ska/fos2	n-s---nv-
σκάφος	ska/fos	σκάφοσ2	ska/fos2	n-s---na-
σκήπτρων	skh/ptrwn	σκῆπτρον	skh=ptron	n-p---ng-
σκόλοψι	sko/loyi	σκόλοψ	sko/loy	n-p---md-
σκότον	sko/ton	σκότος	sko/tos	n-s---ma-
σκῆψιν	skh=yin	σκῆψις	skh=yis	n-s---fa-
σκῦλ’	sku=l'	σκύλλω	sku/llw	v2samm---
σκῦλ’	sku=l'	σκύλλω	sku/llw	v--ana---
σκῦλ’	sku=l'	σκύλλω	sku/llw	v1saia---
σκῦλ’	sku=l'	σκύλλω	sku/llw	v3saia---
σκῦλ’	sku=l'	σκῦλον	sku=lon	n-p---nn-
σκῦλ’	sku=l'	σκῦλον	sku=lon	n-p---nv-
σκῦλ’	sku=l'	σκῦλον	sku=lon	n-p---na-
σοι	soi	σύ	su/	p-s----d-
σοφοί	sofoi/	σοφός	sofo/s	a-p---mn-
σοφοί	sofoi/	σοφός	sofo/s	a-p---mv-
σοφοί	sofoi/	σοφόω	sofo/w	v2spse---
σοφοί	sofoi/	σοφόω	sofo/w	v2spie---
σοφοί	sofoi/	σοφόω	sofo/w	v3spsa---
σοφήν	sofh/n	σοφός	sofo/s	a-s---fa-
