Αὐλίδι	*au)li/di	Αὐλίς	*au)li/s	urn:cite2:hmt:lsj.chicago_md:n17435	n-s---fd-
Τροίαν	*troi/an	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-s---fa-
Τροίας	*troi/as	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-p---fa-
Τροίας	*troi/as	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-p---fa-
Τροίας	*troi/as	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-s---fg-
Τροίας	*troi/as	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-s---fg-
Τροίας	*troi/as	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-p---fa-
Τροίας	*troi/as	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-p---fa-
Τροίας	*troi/as	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105483	n-s---fg-
Τροίας	*troi/as	Τροία	*troi/a	urn:cite2:hmt:lsj.chicago_md:n105484	n-s---fg-
Τρῳάδα	*trw|a/da	Τρῳάς	*trw|a/s	urn:cite2:hmt:lsj.chicago_md:n105774	n-s---fa-
Τίνι	*ti/ni	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s----d-
Τίνι	*ti/ni	τις	tis	urn:cite2:hmt:lsj.chicago_md:n104051	p-s----d-
Φοίβου	*foi/bou	Φοῖβος	*foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	n-s---mg-
Φοίβου	*foi/bou	φοῖβος	foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	a-s---mg-
Φοίβου	*foi/bou	φοῖβος	foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	a-s---ng-
Φοῖβε	*foi=be	Φοῖβος	*foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	n-s---mv-
Φοῖβε	*foi=be	φοῖβος	foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	a-s---mv-
Φοῖβον	*foi=bon	Φοῖβος	*foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	n-s---ma-
Φοῖβον	*foi=bon	φοῖβος	foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	a-s---ma-
Φοῖβον	*foi=bon	φοῖβος	foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	a-s---nn-
Φοῖβον	*foi=bon	φοῖβος	foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	a-s---nv-
Φοῖβον	*foi=bon	φοῖβος	foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	a-s---na-
Φοῖβος	*foi=bos	Φοῖβος	*foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	n-s---mn-
Φοῖβος	*foi=bos	φοῖβος	foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	a-s---mn-
Φοῖβός	*foi=bo/s	Φοῖβος	*foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	n-s---mn-
Φοῖβός	*foi=bo/s	φοῖβος	foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	a-s---mn-
Φωκεύς	*fwkeu/s	Φωκεύς	*fwkeu/s	urn:cite2:hmt:lsj.chicago_md:n112804	n-s---mn-
Φωκεύς	*fwkeu/s	φωκεύς	fwkeu/s	urn:cite2:hmt:lsj.chicago_md:n112804	n-s---mn-
Φωκέων	*fwke/wn	Φωκεύς	*fwkeu/s	urn:cite2:hmt:lsj.chicago_md:n112804	n-p---mg-
Φωκέων	*fwke/wn	Φωκεύς	*fwkeu/s	urn:cite2:hmt:lsj.chicago_md:n112804	n-p---mg-
Φωκέων	*fwke/wn	φώκη	fw/kh	urn:cite2:hmt:lsj.chicago_md:n112805	n-p---fg-
Φωκέων	*fwke/wn	φωκεύς	fwkeu/s	urn:cite2:hmt:lsj.chicago_md:n112804	n-p---mg-
Φωκέων	*fwke/wn	φωκεύς	fwkeu/s	urn:cite2:hmt:lsj.chicago_md:n112804	n-p---mg-
Χθόνιον	*xqo/nion	Χθόνιος	*xqo/nios	urn:cite2:hmt:lsj.chicago_md:n113956	n-s---ma-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	urn:cite2:hmt:lsj.chicago_md:n113956	a-s---ma-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	urn:cite2:hmt:lsj.chicago_md:n113956	a-s---nn-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	urn:cite2:hmt:lsj.chicago_md:n113956	a-s---nv-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	urn:cite2:hmt:lsj.chicago_md:n113956	a-s---na-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	urn:cite2:hmt:lsj.chicago_md:n113956	n-s---ma-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	urn:cite2:hmt:lsj.chicago_md:n113956	n-s---fa-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	urn:cite2:hmt:lsj.chicago_md:n113956	n-s---nn-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	urn:cite2:hmt:lsj.chicago_md:n113956	n-s---nv-
Χθόνιον	*xqo/nion	χθόνιος	xqo/nios	urn:cite2:hmt:lsj.chicago_md:n113956	n-s---na-
Χθών	*xqw/n	Χθών	*xqw/n	urn:cite2:hmt:lsj.chicago_md:n113963	n-s---fn-
Χθών	*xqw/n	Χθών	*xqw/n	urn:cite2:hmt:lsj.chicago_md:n113963	n-s---fv-
Χθών	*xqw/n	χθών	xqw/n	urn:cite2:hmt:lsj.chicago_md:n113963	n-s---fn-
Χθών	*xqw/n	χθών	xqw/n	urn:cite2:hmt:lsj.chicago_md:n113963	n-s---fv-
αἰαζόντων	ai)azo/ntwn	αἰάζω	ai)a/zw	urn:cite2:hmt:lsj.chicago_md:n2104	v-pppamg-
αἰαζόντων	ai)azo/ntwn	αἰάζω	ai)a/zw	urn:cite2:hmt:lsj.chicago_md:n2104	v-pppang-
αἰαζόντων	ai)azo/ntwn	αἰάζω	ai)a/zw	urn:cite2:hmt:lsj.chicago_md:n2104	v3ppma---
αἰαῖ	ai)ai=	αἰαῖ	ai)ai=	urn:cite2:hmt:lsj.chicago_md:n2105	x--------
αἰγιαλόν	ai)gialo/n	αἰγιαλός	ai)gialo/s	urn:cite2:hmt:lsj.chicago_md:n2139	n-s---ma-
αἰδοῖ	ai)doi=	αἰδώ	ai)dw/	urn:cite2:hmt:lsj.chicago_md:n2268	n-s---fd-
αἰδοῖ	ai)doi=	αἰδώς	ai)dw/s	urn:cite2:hmt:lsj.chicago_md:n2271	n-s---fv-
αἰδοῖ	ai)doi=	αἰδώς	ai)dw/s	urn:cite2:hmt:lsj.chicago_md:n2271	n-s---fd-
αἰδοῖ	ai)doi=	αἰδώς	ai)dw/s	urn:cite2:hmt:lsj.chicago_md:n2271	n-s---fd-
αἰδοῦς	ai)dou=s	αἰδώ	ai)dw/	urn:cite2:hmt:lsj.chicago_md:n2268	n-p---fn-
αἰδοῦς	ai)dou=s	αἰδώ	ai)dw/	urn:cite2:hmt:lsj.chicago_md:n2268	n-p---fv-
αἰδοῦς	ai)dou=s	αἰδώ	ai)dw/	urn:cite2:hmt:lsj.chicago_md:n2268	n-s---fg-
αἰδοῦς	ai)dou=s	αἰδώς	ai)dw/s	urn:cite2:hmt:lsj.chicago_md:n2271	n-p---fn-
αἰδοῦς	ai)dou=s	αἰδώς	ai)dw/s	urn:cite2:hmt:lsj.chicago_md:n2271	n-p---fv-
αἰδοῦς	ai)dou=s	αἰδώς	ai)dw/s	urn:cite2:hmt:lsj.chicago_md:n2271	n-s---fg-
αἰδῶ	ai)dw=	αἰδώ	ai)dw/	urn:cite2:hmt:lsj.chicago_md:n2268	n-d---fn-
αἰδῶ	ai)dw=	αἰδώ	ai)dw/	urn:cite2:hmt:lsj.chicago_md:n2268	n-d---fv-
αἰδῶ	ai)dw=	αἰδώ	ai)dw/	urn:cite2:hmt:lsj.chicago_md:n2268	n-d---fa-
αἰδῶ	ai)dw=	αἰδώ	ai)dw/	urn:cite2:hmt:lsj.chicago_md:n2268	n-s---fa-
αἰδῶ	ai)dw=	αἰδώς	ai)dw/s	urn:cite2:hmt:lsj.chicago_md:n2271	n-d---fn-
αἰδῶ	ai)dw=	αἰδώς	ai)dw/s	urn:cite2:hmt:lsj.chicago_md:n2271	n-d---fv-
αἰδῶ	ai)dw=	αἰδώς	ai)dw/s	urn:cite2:hmt:lsj.chicago_md:n2271	n-d---fa-
αἰδῶ	ai)dw=	αἰδώς	ai)dw/s	urn:cite2:hmt:lsj.chicago_md:n2271	n-s---fa-
αἰθέρα	ai)qe/ra	αἰθήρ	ai)qh/r	urn:cite2:hmt:lsj.chicago_md:n2324	n-s---ma-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	urn:cite2:hmt:lsj.chicago_md:n2324	n-s---ma-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	urn:cite2:hmt:lsj.chicago_md:n2324	n-s---md-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	urn:cite2:hmt:lsj.chicago_md:n2324	n-d---mn-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	urn:cite2:hmt:lsj.chicago_md:n2324	n-d---mv-
αἰθέρ’	ai)qe/r'	αἰθήρ	ai)qh/r	urn:cite2:hmt:lsj.chicago_md:n2324	n-d---ma-
αἰνουσῶν	ai)nousw=n	αἰνέω	ai)ne/w	urn:cite2:hmt:lsj.chicago_md:n2515	v-pppafg-
αἰνῶ	ai)nw=	αἰνέω	ai)ne/w	urn:cite2:hmt:lsj.chicago_md:n2515	v1spsa---
αἰνῶ	ai)nw=	αἰνέω	ai)ne/w	urn:cite2:hmt:lsj.chicago_md:n2515	v1spia---
αἰνῶ	ai)nw=	αἰνός	ai)no/s	urn:cite2:hmt:lsj.chicago_md:n2565	a-s---mg-
αἰνῶ	ai)nw=	αἰνός	ai)no/s	urn:cite2:hmt:lsj.chicago_md:n2565	a-s---ng-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---nn-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---nv-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-p---na-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-d---fn-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-d---fv-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-d---fa-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-s---fn-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-s---fv-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-p---nn-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-p---nv-
αἰσχρά	ai)sxra/	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-p---na-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-s---ma-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-s---nn-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-s---nv-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-s---na-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-s---ma-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-s---fa-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-s---nn-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-s---nv-
αἰσχρόν	ai)sxro/n	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	n-s---na-
αἰσχύνης	ai)sxu/nhs	αἰσχύνη	ai)sxu/nh	urn:cite2:hmt:lsj.chicago_md:n2739	n-s---fg-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-d---fn-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-d---fv-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-d---fa-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---fn-
αἰτία	ai)ti/a	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---fv-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	urn:cite2:hmt:lsj.chicago_md:n2764	n-d---fn-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	urn:cite2:hmt:lsj.chicago_md:n2764	n-d---fv-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	urn:cite2:hmt:lsj.chicago_md:n2764	n-d---fa-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	urn:cite2:hmt:lsj.chicago_md:n2764	n-s---fn-
αἰτία	ai)ti/a	αἰτία	ai)ti/a	urn:cite2:hmt:lsj.chicago_md:n2764	n-s---fv-
αἰτίαν	ai)ti/an	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---fa-
αἰτίαν	ai)ti/an	αἰτία	ai)ti/a	urn:cite2:hmt:lsj.chicago_md:n2764	n-s---fa-
αἰτίας	ai)ti/as	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-p---fa-
αἰτίας	ai)ti/as	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---fg-
αἰτίας	ai)ti/as	αἰτία	ai)ti/a	urn:cite2:hmt:lsj.chicago_md:n2764	n-p---fa-
αἰτίας	ai)ti/as	αἰτία	ai)ti/a	urn:cite2:hmt:lsj.chicago_md:n2764	n-s---fg-
αἰχμάλωτος	ai)xma/lwtos	αἰχμάλωτος	ai)xma/lwtos	urn:cite2:hmt:lsj.chicago_md:n2800	n-s---mn-
αἰχμάλωτος	ai)xma/lwtos	αἰχμάλωτος	ai)xma/lwtos	urn:cite2:hmt:lsj.chicago_md:n2800	n-s---fn-
αἰών	ai)w/n	αἰών	ai)w/n	urn:cite2:hmt:lsj.chicago_md:n2815	n-s---mn-
αἰών	ai)w/n	αἰών	ai)w/n	urn:cite2:hmt:lsj.chicago_md:n2815	n-s---mv-
αἱ	ai(	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fn-
αἱ	ai(	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fv-
αἱμακταῖς	ai(maktai=s	αἱμακτός	ai(makto/s	urn:cite2:hmt:lsj.chicago_md:n2397	a-p---fd-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	a-p---nn-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	a-p---nv-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	a-p---na-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	a-d---fn-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	a-d---fv-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	a-d---fa-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	a-s---fn-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	a-s---fv-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	n-p---nn-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	n-p---nv-
αἱματηρά	ai(mathra/	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	n-p---na-
αἱματηράν	ai(mathra/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	a-s---fa-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	a-s---ma-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	a-s---nn-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	a-s---nv-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	a-s---na-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	n-s---ma-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	n-s---fa-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	n-s---nn-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	n-s---nv-
αἱματηρόν	ai(mathro/n	αἱματηρός	ai(mathro/s	urn:cite2:hmt:lsj.chicago_md:n2412	n-s---na-
αἱμάσσουσ’	ai(ma/ssous'	αἱμάσσω	ai(ma/ssw	urn:cite2:hmt:lsj.chicago_md:n2408	v-sppafn-
αἱμάσσουσ’	ai(ma/ssous'	αἱμάσσω	ai(ma/ssw	urn:cite2:hmt:lsj.chicago_md:n2408	v-sppafv-
αἱμάσσουσ’	ai(ma/ssous'	αἱμάσσω	ai(ma/ssw	urn:cite2:hmt:lsj.chicago_md:n2408	v-pppamd-
αἱμάσσουσ’	ai(ma/ssous'	αἱμάσσω	ai(ma/ssw	urn:cite2:hmt:lsj.chicago_md:n2408	v-pppand-
αἱμάσσουσ’	ai(ma/ssous'	αἱμάσσω	ai(ma/ssw	urn:cite2:hmt:lsj.chicago_md:n2408	v3ppia---
αἱμάσσουσ’	ai(ma/ssous'	αἱμάσσω	ai(ma/ssw	urn:cite2:hmt:lsj.chicago_md:n2408	v-pppafn-
αἱμάσσουσ’	ai(ma/ssous'	αἱμάσσω	ai(ma/ssw	urn:cite2:hmt:lsj.chicago_md:n2408	v-pppafv-
αἱμάτων	ai(ma/twn	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-p---ng-
αἱμάτων	ai(ma/twn	αἱματάω	ai(mata/w	urn:cite2:hmt:lsj.chicago_md:n2409	v3piia---
αἱμάτων	ai(ma/twn	αἱματάω	ai(mata/w	urn:cite2:hmt:lsj.chicago_md:n2409	v1siia---
αἱμόρραντον	ai(mo/rranton	αἱμόρραντος	ai(mo/rrantos	urn:cite2:hmt:lsj.chicago_md:n2468	n-s---ma-
αἱμόρραντον	ai(mo/rranton	αἱμόρραντος	ai(mo/rrantos	urn:cite2:hmt:lsj.chicago_md:n2468	n-s---fa-
αἱμόρραντον	ai(mo/rranton	αἱμόρραντος	ai(mo/rrantos	urn:cite2:hmt:lsj.chicago_md:n2468	n-s---nn-
αἱμόρραντον	ai(mo/rranton	αἱμόρραντος	ai(mo/rrantos	urn:cite2:hmt:lsj.chicago_md:n2468	n-s---nv-
αἱμόρραντον	ai(mo/rranton	αἱμόρραντος	ai(mo/rrantos	urn:cite2:hmt:lsj.chicago_md:n2468	n-s---na-
αἱρήσομαι	ai(rh/somai	αἱρέω	ai(re/w	urn:cite2:hmt:lsj.chicago_md:n2654	v1sasm---
αἱρήσομαι	ai(rh/somai	αἱρέω	ai(re/w	urn:cite2:hmt:lsj.chicago_md:n2654	v1sfim---
αἴσχιστον	ai)/sxiston	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-s---ma-
αἴσχιστον	ai)/sxiston	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-s---nn-
αἴσχιστον	ai)/sxiston	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-s---nv-
αἴσχιστον	ai)/sxiston	αἰσχρός	ai)sxro/s	urn:cite2:hmt:lsj.chicago_md:n2731	a-s---na-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---ma-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---nn-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---nv-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	a-s---na-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---ma-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---fa-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---nn-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---nv-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---na-
αἴτιον	ai)/tion	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v3piia---
αἴτιον	ai)/tion	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v1siia---
αἵ	ai(/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fn-
αἵ	ai(/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fv-
αἵ	ai(/	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75512	p-p---fn-
αἵ	ai(/	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75513	p-p---fn-
αἵδε	ai(/de	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-p---fn-
αἵδ’	ai(/d'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-p---fn-
αἵματι	ai(/mati	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nd-
αἵματος	ai(/matos	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---ng-
αἶαν	ai)=an	αἶα	ai)=a	urn:cite2:hmt:lsj.chicago_md:n2100	n-s---fa-
αἶαν	ai)=an	αἶα	ai)=a	urn:cite2:hmt:lsj.chicago_md:n2101	n-s---fa-
αἶαν	ai)=an	αἶα	ai)=a	urn:cite2:hmt:lsj.chicago_md:n2102	n-s---fa-
αἷμα	ai(=ma	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nn-
αἷμα	ai(=ma	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nv-
αἷμα	ai(=ma	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---na-
αἷμά	ai(=ma/	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nn-
αἷμά	ai(=ma/	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nv-
αἷμά	ai(=ma/	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---na-
αἷμ’	ai(=m'	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nn-
αἷμ’	ai(=m'	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nv-
αἷμ’	ai(=m'	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---na-
αὐγᾶς	au)ga=s	αὐγάζω	au)ga/zw	urn:cite2:hmt:lsj.chicago_md:n17317	v2sfia---
αὐγᾶς	au)ga=s	αὐγή	au)gh/	urn:cite2:hmt:lsj.chicago_md:n17325	n-s---fg-
αὐγᾶς	au)ga=s	αὐγής	au)gh/s	urn:cite2:hmt:lsj.chicago_md:n17327	n-p---ma-
αὐγᾶς	au)ga=s	αὐγής	au)gh/s	urn:cite2:hmt:lsj.chicago_md:n17327	n-p---fa-
αὐδάν	au)da/n	αὐδή	au)dh/	urn:cite2:hmt:lsj.chicago_md:n17336	n-s---fa-
αὐδήν	au)dh/n	αὐδή	au)dh/	urn:cite2:hmt:lsj.chicago_md:n17336	n-s---fa-
αὐδῶ	au)dw=	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v2siie---
αὐδῶ	au)dw=	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v2spme---
αὐδῶ	au)dw=	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v2siie---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2siie---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2spme---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v1spsa---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v1spia---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v1spsa---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v1spia---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2siie---
αὐδῶ	au)dw=	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v1sfia---
αὐλεῖται	au)lei=tai	αὐλέω	au)le/w	urn:cite2:hmt:lsj.chicago_md:n17411	v3spie---
αὐλεῖται	au)lei=tai	αὐλείτης	au)lei/ths	urn:cite2:hmt:lsj.chicago_md:n17410	n-p---mn-
αὐλεῖται	au)lei=tai	αὐλείτης	au)lei/ths	urn:cite2:hmt:lsj.chicago_md:n17410	n-p---mv-
αὐλάν	au)la/n	αὐλή	au)lh/	urn:cite2:hmt:lsj.chicago_md:n17412	n-s---fa-
αὐτοί	au)toi/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---mn-
αὐτοί	au)toi/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---mv-
