form	token_urn	expanded_form
ταῦτʼ ἀφαιρεῖσθαι πάλιν πειράσεταί	urn:cts:greekLit:tlg0019.tlg009.fu.sp:600.1.text	
ταῦτʼ ἐγὼ μαρτύρομαι	urn:cts:greekLit:tlg0019.tlg009.fu.sp:528.2.text	
ταῦτα γὰρ ἄνδρας χρὴ ποιητὰς ἀσκεῖν. σκέψαι γὰρ ἀπʼ ἀρχῆς	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1030.1.text	
τινʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:170.1.text.token.3	
τινʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:911.1.text.token.5	
τινʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:912.1.text.token.2	
τος δʼ ἅτʼ ὢν αὐτὸς πανοῦργος	urn:cts:greekLit:tlg0019.tlg009.fu.sp:546.1.text	
τοτὲ μέν γε βοῦς, νυνὶ δʼ ὀρεύς, τοτὲ δʼ αὖ γυνὴ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:290.1.text	
τουτουμενὶ Φορμίσιος Μεγαίνετός θʼ ὁ Μανῆς,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:965.1.text	
τουτὶ παρʼ ὑμῶν λαμβάνω.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:252.1.text	
τούτοις αὐδῶ καὖθις ἀπαυδῶ καὖθις τὸ τρίτον μάλʼ ἀπαυδῶ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:369.1.text	
τούτοις ἀπιστήσαιμεν, οἷς δʼ οὐ χρώμεθα,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1447.1.text	
τούτοισι χρησαίμεσθʼ, ἴσως σωθεῖμεν ἄν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1448.1.text	
τούτῳ δὲ συντέθνηκεν, ὥσθʼ ἕξει λέγειν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:869.1.text	
τοὐρεβίνθου ʼδραττόμην, οὗ-	urn:cts:greekLit:tlg0019.tlg009.fu.sp:545.1.text	
τοὺς ἀνοήτους· πολλοὶ δʼ εἰσίν·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1503.1.text	
τοὺς ἕπτʼ ἐπὶ Θήβας·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1021.3.text	
τοῖς πονηροῖς δʼ ἥδεται;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1456.2.text	
τοῖς ἀνθρώποις φαίνοιντʼ εἶναι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1064.1.text	
τοῦδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1035.1.text.token.8	
τοῦθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:27.1.text.token.4	
τοῦθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:75.1.text.token.7	
τοῦθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:748.2.text.token.2	
τοῦθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1112.1.text.token.3	
τοῦθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1173.2.text.token.1	
τοῦθʼ ἕτερον αὖθις λέγει,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1173.2.text	
τοῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:74.1.text.token.8	
τοῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:168.1.text.token.6	
τοῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:318.1.text.token.1	
τοῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:805.2.text.token.1	
τοῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:916.1.text.token.9	
τοῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:978.1.text.token.4	
τοῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:979.1.text.token.6	
τοῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1010.2.text.token.1	
τοῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1025.1.text.token.10	
τοῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1026.1.text.token.5	
τοῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1057.1.text.token.6	
τοῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1064.2.text.token.1	
τοῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1139.1.text.token.3	
τοῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1246.1.text.token.4	
τοῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1296.1.text.token.4	
τοῦτʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1341.1.text.token.1	
τοῦτʼ οὖν εἰ μὴ πεποίηκας,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1010.2.text	
τοῦτʼ οὖν ἔβλαψά τι δράσας;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1064.2.text	
τοῦτʼ ἐκεῖνʼ· ἰὼ ξύνοικοι,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1341.1.text	
τοῦτʼ ἔστʼ ἐκεῖνʼ ὦ δέσποθʼ· οἱ μεμυημένοι	urn:cts:greekLit:tlg0019.tlg009.fu.sp:318.1.text	
τοῦτʼ ἦν δύσκολον·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:805.2.text	
τοῦτο δὲ φύλαξαι· πάνυ γάρ ἐστʼ ἤδη χολή.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:4.1.text	
τοῦτό γʼ ἧττον θατέρου.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:300.2.text	
τράπεζʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:518.1.text.token.4	
τόδε δʼ Ἀρχενόμῳ·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1507.1.text	
τόθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:111.1.text.token.2	
τόθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:133.1.text.token.4	
τόνδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:326.1.text.token.2	
τότε μʼ ἄγειν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:169.2.text	
τύχοιμʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:945.1.text.token.6	
τἀναντίʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1450.1.text.token.1	
τἀναντίʼ ἂν πράττοντες οὐ σῳζοίμεθʼ ἄν;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1450.1.text	
τἀπόρρητʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:362.1.text.token.8	
τἄλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:809.1.text.token.3	
τἄρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:656.1.text.token.2	
τὰ δʼ ὄντα πίστʼ ἄπιστα.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1444.1.text	
τὰ δείνʼ ἔφασκʼ ἐκεῖνος.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:279.1.text	
τὰ κῶλά τʼ ἀμπάλλετε κυκλούμενοι τὴν οἰκίαν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1358.1.text	
τὰ μὲν μέλη σου ταῦτα· βούλομαι δʼ ἔτι	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1329.1.text	
τὰς κυνίσκας ἔχουσʼ ἐλθέτω διὰ δόμων πανταχῇ,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1360.1.text	
τὴν πόλιν καὶ ταῦτʼ ἔχοντες κυμάτων ἐν ἀγκάλαις,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:704.1.text	
τὸ δʼ ἐπὶ σεμνοῖσιν λόγοισι	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1496.1.text	
τὸ δὲ μὴ πατάξαι σʼ ἐξελεγχθέντʼ ἄντικρυς,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:741.1.text	
τὸ δὲ προσδοκῆσαί σʼ οὐκ ἀνόητον καὶ κενὸν	urn:cts:greekLit:tlg0019.tlg009.fu.sp:530.1.text	
τὸ κράνος πρῶτον περιδησάμενος τὸν λόφον ἤμελλʼ ἐπιδήσειν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1038.1.text	
τὸ ληκύθιον γὰρ τοῦτʼ ἐπὶ τοῖς προλόγοισί σου	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1246.1.text	
τὸ συγκλινές τʼ ἐπʼ Αἴαντι,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1293.1.text	
τὸ χρῆμʼ ἄρʼ ἔσται;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:795.1.text	
τὸ ῥῆμʼ ἕκαστον, ἀλλὰ σὺν τοῖσιν θεοῖς	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1199.1.text	
τὸν Κλεισθένους δʼ ἀκούω	urn:cts:greekLit:tlg0019.tlg009.fu.sp:426.1.text	
τὸν δʼ ἀνασπῶντʼ αὐτοπρέμνοις	urn:cts:greekLit:tlg0019.tlg009.fu.sp:903.1.text	
τὸν μὲν γὰρ ἡγοῦμαι σοφὸν τῷ δʼ ἥδομαι.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1413.1.text	
τῆσδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:36.1.text.token.4	
τῶν πολεμίων ἢ δώδεκʼ ἢ τρεῖς καὶ δέκα.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:50.1.text	
τῶν πολιτῶν θʼ οὓς μὲν ἴσμεν εὐγενεῖς καὶ σώφρονας	urn:cts:greekLit:tlg0019.tlg009.fu.sp:727.1.text	
τῶν ἐκφερομένων, ὅστις ἐπὶ τοῦτʼ ἔρχεται.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:168.1.text	
τῷδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1134.1.text.token.3	
τῷδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1229.1.text.token.3	
φέρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:291.2.text.token.4	
φέρε δὴ τίνʼ αὐτῶν σοι φράσω πρώτην; τίνα;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:120.1.text	
φέρε δὴ ταχέως αὔτʼ· οὐ γὰρ ἀλλὰ πειστέον·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:498.1.text	
φέρε νυν ἐγὼ τὰ στρώματʼ αἴρωμαι ταδί.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:502.1.text	
φέρουσʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1351.1.text.token.1	
φέρουσʼ ἀποδοίμαν·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1351.1.text	
φήμʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:632.3.text.token.1	
φήμʼ ἐγώ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:632.3.text	
φήσʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:382.1.text.token.2	
φίλταθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:503.1.text.token.2	
φαίδιμʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:992.1.text.token.4	
φαίνοιντʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1064.1.text.token.3	
φεύγων δʼ ἀνὴρ “ἥκει” τε καὶ “κατέρχεται.”	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1165.1.text	
φθεγξόμεσθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:242.1.text.token.1	
φθεγξόμεσθʼ, εἰ δή ποτʼ εὐηλίοις	urn:cts:greekLit:tlg0019.tlg009.fu.sp:242.1.text	
φθεγξώμεθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:213.1.text.token.1	
φθεγξώμεθʼ, εὔγηρυν ἐμὰν ἀοιδάν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:213.1.text	
φιλοτιμότεραι Κλεοφῶντος, ἐφʼ οὗ δὴ χείλεσιν ἀμφιλάλοις	urn:cts:greekLit:tlg0019.tlg009.fu.sp:678.1.text	
φράζʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1508.1.text.token.2	
φράσαιμʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1461.1.text.token.2	
φράσουσʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:161.1.text.token.3	
φρίξας δʼ αὐτοκόμου λοφιᾶς λασιαύχενα χαίταν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:822.1.text	
φροντίζειν γὰρ ἔγωγʼ ἔχω,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1252.1.text	
φυσῶν τὴν λαμπάδʼ ἔφευγεν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1098.1.text	
χανδάνῃ διʼ ἡμέρας.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:260.1.text	
χαῖρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:184.1.text.token.1	
χαῖρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:184.1.text.token.5	
χαῖρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:184.1.text.token.9	
χαῖρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:272.3.text.token.1	
χαῖρʼ ὦ Χάρων, χαῖρʼ ὦ Χάρων, χαῖρʼ ὦ Χάρων.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:184.1.text	
χαῖρʼ ὦ δέσποτα.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:272.3.text	
χεῖρʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1029.1.text.token.6	
χηστρίδʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:544.1.text.token.1	
χηστρίδʼ εἶτʼ ᾔτησεν ἀμίδʼ, ἐγὼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:544.1.text	
χρήστʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1035.1.text.token.10	
χρησαίμεσθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1448.1.text.token.2	
χρονίους τʼ ἐτῶν παλαιῶν ἐνιαυτοὺς	urn:cts:greekLit:tlg0019.tlg009.fu.sp:347.1.text	
χρόνον ἐνδιατρίψει· ἰδὼν δὲ τάδʼ οὐκ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:713.1.text	
χρώμεθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:725.1.text.token.1	
χρώμεθʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:959.1.text.token.6	
χρώμεθʼ οὐδέν, ἀλλὰ τούτοις τοῖς πονηροῖς χαλκίοις	urn:cts:greekLit:tlg0019.tlg009.fu.sp:725.1.text	
χρῆμʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:795.1.text.token.2	
χωρεῖ κατʼ ἐμὸν τέμενος λαῶν ὄχλος.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:220.1.text	
χωρεῖτε τοίνυν ὦ Διόνυσʼ εἴσω.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1479.1.text	
χἠ Φερρέφατθʼ, ἅτʼ ὄντε κἀκείνω θεώ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:671.1.text	
ἀγώνισμʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:284.1.text.token.3	
ἀδικοῦντʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:617.1.text.token.5	
ἀλκυόνες, αἳ παρʼ ἀενάοις θαλάσσης	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1309.1.text	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:43.1.text.token.6	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:45.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:57.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:58.1.text.token.8	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:108.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:123.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:134.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:136.2.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:174.1.text.token.3	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:192.1.text.token.6	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:202.1.text.token.5	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:226.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:227.1.text.token.4	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:240.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:287.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:292.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:292.1.text.token.7	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:315.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:360.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:378.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:440.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:443.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:481.2.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:482.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:501.1.text.token.3	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:507.1.text.token.5	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:512.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:517.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:525.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:527.2.text.token.4	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:568.2.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:577.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:586.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:601.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:646.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:650.2.text.token.4	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:663.1.text.token.4	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:669.1.text.token.6	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:696.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:753.1.text.token.3	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:779.1.text.token.3	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:788.1.text.token.6	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:812.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:843.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:905.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:928.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:939.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:946.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:949.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:961.1.text.token.7	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:997.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1004.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1011.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1025.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1025.1.text.token.7	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1039.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1043.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1046.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1053.1.text.token.3	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1053.1.text.token.6	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1058.2.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1073.1.text.token.3	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1130.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1130.1.text.token.7	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1136.2.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1161.1.text.token.5	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1180.1.text.token.8	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1215.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1235.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1248.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1298.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1356.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1376.1.text.token.3	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1389.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1397.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1407.1.text.token.7	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1426.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1435.1.text.token.1	
ἀλλʼ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1462.1.text.token.6	
ἀλλʼ εἰσίωμεν· ὡς ὅταν γʼ οἱ δεσπόται	urn:cts:greekLit:tlg0019.tlg009.fu.sp:812.1.text	
ἀλλʼ εἴσιθʼ ἅμʼ ἐμοί.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:512.1.text	
ἀλλʼ εἴσιθʼ, ὡς ὁ μάγειρος ἤδη τὰ τεμάχη	urn:cts:greekLit:tlg0019.tlg009.fu.sp:517.1.text	
ἀλλʼ εἶμʼ ἐπὶ τονδὶ καὶ πατάξω.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:646.1.text	
ἀλλʼ εἶμʼ ἐπὶ τὸν Κλέωνʼ, ὃς αὐτοῦ τήμερον	urn:cts:greekLit:tlg0019.tlg009.fu.sp:577.1.text	
ἀλλʼ οἶσε πρὸς τὴν καρδίαν μου σφογγιάν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:482.1.text	
ἀλλʼ οὐ μὰ Δίʼ οὐ Φαίδρας ἐποίουν πόρνας οὐδὲ Σθενεβοίας,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1043.1.text	
ἀλλʼ οὐδὲ πάντα ταῦτά γʼ ἔστʼ ἀλλʼ ἢ τρία.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1130.1.text	
ἀλλʼ οὐδὲν ἔσται πρᾶγμα· πρὸς γὰρ τουτονὶ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1215.1.text	
ἀλλʼ οὐκέτʼ αὖ γυνή ʼστιν, ἀλλʼ ἤδη κύων.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:292.1.text	
ἀλλʼ οὐχ οἷός τʼ εἴμʼ ἀποσοβῆσαι τὸν γέλων	urn:cts:greekLit:tlg0019.tlg009.fu.sp:45.1.text	
ἀλλʼ οὑξιὼν πρώτιστα μέν μοι τὸ γένος εἶπʼ ἂν εὐθὺς	urn:cts:greekLit:tlg0019.tlg009.fu.sp:946.1.text	
ἀλλʼ οὔ τι χαίρων αὔτʼ ἐρεῖς.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:843.1.text	
ἀλλʼ οὖν ἐγὼ μὲν ἐς τὸ καλὸν ἐκ τοῦ καλοῦ	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1298.1.text	
ἀλλʼ ἀνδρός;	urn:cts:greekLit:tlg0019.tlg009.fu.sp:57.1.text	
ἀλλʼ ἀνεγείρει καὶ ῥιπίζει κερδῶν ἰδίων ἐπιθυμῶν,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:360.1.text	
ἀλλʼ ἀπολέσαιμʼ ἂν ἐγκεφάλου θρίω δύο.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:134.1.text	
ἀλλʼ ἀράμενος οἴσεις πάλιν τὰ στρώματα.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:525.1.text	
ἀλλʼ ἄλλους τοι πολλοὺς ἀγαθούς, ὧν ἦν καὶ Λάμαχος ἥρως·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1039.1.text	
ἀλλʼ ἐκ χρηστῶν καὶ γενναίων μοχθηροτάτους ἀπέδειξας,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1011.1.text	
ἀλλʼ ἐξόλοισθʼ αὐτῷ κοάξ·	urn:cts:greekLit:tlg0019.tlg009.fu.sp:226.1.text	
ἀλλʼ ἐπί τοι σοὶ καὶ τοῖς σοῖσιν πολλὴ πολλοῦ ʼπικαθῆτο,	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1046.1.text	
ἀλλʼ ἐπαινῶ· μόνα γὰρ αὐτὰ νοῦν ἔχοντʼ ἐδράσατε.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:696.1.text	
ἀλλʼ ἐς τὰ μέλη πρὸς τῶν θεῶν αὐτοῦ τραποῦ.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:1248.1.text	
ἀλλʼ ἐστὶν ἐν τῷ πρόσθε.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:287.1.text	
ἀλλʼ ἐχρῆν τι δρᾶν.	urn:cts:greekLit:tlg0019.tlg009.fu.sp:568.2.text	
