’	e)\	- no urn found -	ἒ
Γυμνοπαιδίαι	*gumnopaidi/ai	- no urn found -	Γυμνοπαιδίαι
Γυμνοπαιδίαι	*gumnopaidi/ai	- no urn found -	Γυμνοπαιδίαι
Γυμνοπαιδίαι	*gumnopaidi/ai	- no urn found -	Γυμνοπαιδίαι
Γυμνοπαιδίαι	*gumnopaidi/ai	- no urn found -	Γυμνοπαιδίαι
Γωβρύεω	*gwbru/as	- no urn found -	Γωβρύας
Γωβρύην	*gwbru/as	- no urn found -	Γωβρύας
Γωβρύης	*gwbru/as	- no urn found -	Γωβρύας
Γέλης	*ge/la	- no urn found -	Γέλα
Γέλων	*ge/loi	- no urn found -	Γέλοι
Γέλων	*ge/lwn	- no urn found -	Γέλων
Γέλων	*ge/lwn	- no urn found -	Γέλων
Γέλωνα	*ge/lwn	- no urn found -	Γέλων
Γέλωνι	*ge/lwn	- no urn found -	Γέλων
Γέλωνος	*ge/lwn	- no urn found -	Γέλων
Γέλωνός	*ge/lwn	- no urn found -	Γέλων
Γέλῃ	*ge/la	- no urn found -	Γέλα
Γέργιθας	*ge/rgis	- no urn found -	Γέργις
Γέργις	*ge/rgis	- no urn found -	Γέργις
Γέρεα	*ge/ras	- no urn found -	Γέρας
Γέρεά	*ge/ras	- no urn found -	Γέρας
Γέρροισι	*ge/rros	- no urn found -	Γέρρος
Γέρροισί	*ge/rros	- no urn found -	Γέρρος
Γέρρον	*ge/rros	- no urn found -	Γέρρος
Γέρρος	*ge/rros	- no urn found -	Γέρρος
Γέρρου	*ge/rros	- no urn found -	Γέρρος
Γέται	*ge/tai	- no urn found -	Γέται
Γέται	*ge/tai	- no urn found -	Γέται
Γέτας	*ge/tai	- no urn found -	Γέται
Γέτῃσι	*ge/tai	- no urn found -	Γέται
Γίγωνος	*gi/gwnos	- no urn found -	Γίγωνος
Γίλλον	*gi/llos	- no urn found -	Γίλλος
Γίλλος	*gi/llos	- no urn found -	Γίλλος
Γόννον	*go/nnos	- no urn found -	Γόννος
Γόργον	*go/rgos	- no urn found -	Γόργος
Γόργος	*go/rgos	- no urn found -	Γόργος
Γόργου	*go/rgos	- no urn found -	Γόργος
Γόργῳ	*go/rgos	- no urn found -	Γόργος
Γύγεω	*gu/ghs	- no urn found -	Γύγης
Γύγη	*gu/ghs	- no urn found -	Γύγης
Γύγην	*gu/ghs	- no urn found -	Γύγης
Γύγης	*gu/ghs	- no urn found -	Γύγης
Γύγῃ	*gu/ghs	- no urn found -	Γύγης
Γύζαντες	*guza/nths	- no urn found -	Γυζάντης
Γύνδεω	*gu/ndhs	- no urn found -	Γύνδης
Γύνδην	*gu/ndhs	- no urn found -	Γύνδης
Γύνδης	*gu/ndhs	- no urn found -	Γύνδης
Γύνδῃ	*gu/ndhs	- no urn found -	Γύνδης
Δαδικέων	*dadi/kai	- no urn found -	Δαδίκαι
Δαδίκαι	*dadi/kai	- no urn found -	Δαδίκαι
Δαδίκαι	*dadi/kai	- no urn found -	Δαδίκαι
Δαιδάλου	*dai/dalos	- no urn found -	Δαίδαλος
Δαμασιθύμου	*damasi/qumos	- no urn found -	Δαμασίθυμος
Δαμασίθυμος	*damasi/qumos	- no urn found -	Δαμασίθυμος
Δαμίης	*dami/h	- no urn found -	Δαμίη
Δαναοῦ	*danao/s	- no urn found -	Δαναός
Δαναόν	*danao/s	- no urn found -	Δαναός
Δαρδανέων	*darda/neos	- no urn found -	Δαρδάνεος
Δαρδανέων	*darda/neos	- no urn found -	Δαρδάνεος
Δαρδανέων	*darda/neos	- no urn found -	Δαρδάνεος
Δαρδανέων	*dardaneu/s	- no urn found -	Δαρδανεύς
Δαρδανέων	*dardaneu/s	- no urn found -	Δαρδανεύς
Δαρεῖται	*darei=tai	- no urn found -	Δαρεῖται
Δαρεῖται	*darei=tai	- no urn found -	Δαρεῖται
Δασκυλείου	*daskulei=on	- no urn found -	Δασκυλεῖον
Δασκυλείῳ	*daskulei=on	- no urn found -	Δασκυλεῖον
Δασκύλου	*da/skulos	- no urn found -	Δάσκυλος
Δασκύλου	*dasku/lhs	- no urn found -	Δασκύλης
Δαυλίων	*dau/lios	- no urn found -	Δαύλιος
Δαυρίσην	*dauri/shs	- no urn found -	Δαυρίσης
Δαυρίσης	*dauri/shs	- no urn found -	Δαυρίσης
Δεινομένεος	*deinome/nhs	- no urn found -	Δεινομένης
Δεκελεῆθεν	*dekeleh=qen	- no urn found -	Δεκελεῆθεν
Δεκελεῦσι	*dekeleu/s	- no urn found -	Δεκελεύς
Δεκελέας	*dekeleu/s	- no urn found -	Δεκελεύς
Δεκελέος	*dekeleu/s	- no urn found -	Δεκελεύς
Δεκελέων	*dekeleu/s	- no urn found -	Δεκελεύς
Δεκελέων	*dekeleu/s	- no urn found -	Δεκελεύς
Δελφόν	*delfo/s	- no urn found -	Δελφός
Δερσαῖοι	*dersai=os	- no urn found -	Δερσαῖος
Δερσαῖοι	*dersai=os	- no urn found -	Δερσαῖος
Δευκαλίωνος	*deukali/wn	- no urn found -	Δευκαλίων
Δηιφόνου	*dhi/fonos	- no urn found -	Δηίφονος
Δηιόκην	*dhio/khs	- no urn found -	Δηιόκης
Δηιόκης	*dhio/khs	- no urn found -	Δηιόκης
Δημαρμένου	*dhma/rmenos	- no urn found -	Δημάρμενος
Δημαρήτου	*dhma/rhtos	- no urn found -	Δημάρητος
Δημαρήτῳ	*dhma/rhtos	- no urn found -	Δημάρητος
Δημοκρίτου	*dhmo/kritos	- no urn found -	Δημόκριτος
Δημοκήδεα	*dhmokh/dhs	- no urn found -	Δημοκήδης
Δημοκήδεα	dhmokh/dhs	- no urn found -	δημοκήδης
Δημοκήδεος	*dhmokh/dhs	- no urn found -	Δημοκήδης
Δημοκήδεϊ	*dhmokh/dhs	- no urn found -	Δημοκήδης
Δημοκήδεϊ	*dhmokh/dhs	- no urn found -	Δημοκήδης
Δημοκήδεϊ	*dhmokh/dhs	- no urn found -	Δημοκήδης
Δημοκήδεϊ	*dhmokh/dhs	- no urn found -	Δημοκήδης
Δημοκήδεϊ	*dhmokh/dhs	- no urn found -	Δημοκήδης
Δημοκήδης	*dhmokh/dhs	- no urn found -	Δημοκήδης
Δημοκήδης	*dhmokh/dhs	- no urn found -	Δημοκήδης
Δημοκήδης	*dhmokh/dhs	- no urn found -	Δημοκήδης
Δημοκήδης	*dhmokh/dhs	- no urn found -	Δημοκήδης
Δημοκήδης	dhmokh/dhs	- no urn found -	δημοκήδης
Δημονόου	*dhmo/noos	- no urn found -	Δημόνοος
Δημάρητε	*dhma/rhtos	- no urn found -	Δημάρητος
Δημάρητον	*dhma/rhtos	- no urn found -	Δημάρητος
Δημάρητος	*dhma/rhtos	- no urn found -	Δημάρητος
Δημήτριον	*dhm/htrios	- no urn found -	Δημ́ητριος
Δημόφιλος	*dhmo/filos	- no urn found -	Δημόφιλος
Δημῶναξ	*dhmw/nac	- no urn found -	Δημώναξ
Δημῶναξ	*dhmw/nac	- no urn found -	Δημώναξ
Δηρουσιαῖοι	*dhrousiai=os	- no urn found -	Δηρουσιαῖος
Δηρουσιαῖοι	*dhrousiai=os	- no urn found -	Δηρουσιαῖος
Δηίφονος	*dhi/fonos	- no urn found -	Δηίφονος
Διαδρόμεω	*diadro/mhs	- no urn found -	Διαδρόμης
Διακτορίδης	*diaktori/dhs	- no urn found -	Διακτορίδης
Διδύμοις	*di/duma	- no urn found -	Δίδυμα
Διδύμοισι	*di/duma	- no urn found -	Δίδυμα
Διηνέκεα	*dihne/khs	- no urn found -	Διηνέκης
Διηνέκης	*dihne/khs	- no urn found -	Διηνέκης
Διηνέκης	*dihne/khs	- no urn found -	Διηνέκης
Διηνέκης	*dihne/khs	- no urn found -	Διηνέκης
Διηνέκης	*dihne/khs	- no urn found -	Διηνέκης
Δικτύνης	*di/ktuna	- no urn found -	Δίκτυνα
Δινδυμήνης	*dindumh/nh	- no urn found -	Δινδυμήνη
Διονυσοφάνης	*dionusofa/nhs	- no urn found -	Διονυσοφάνης
Διονυσοφάνης	*dionusofa/nhs	- no urn found -	Διονυσοφάνης
Διονυσοφάνης	*dionusofa/nhs	- no urn found -	Διονυσοφάνης
Διονυσοφάνης	*dionusofa/nhs	- no urn found -	Διονυσοφάνης
Διονυσίῳ	*dionu/sion	- no urn found -	Διονύσιον
Διονυσίῳ	*dionu/sios	- no urn found -	Διονύσιος
Διονυσίῳ	*dionu/sios	- no urn found -	Διονύσιος
Διονυσίῳ	*dionu/sios	- no urn found -	Διονύσιος
Διονύσιος	*dionu/sios	- no urn found -	Διονύσιος
Διονύσιος	*dionu/sios	- no urn found -	Διονύσιος
Διονύσου	*dionu/sos	- no urn found -	Διονύσος
Διονύσῳ	*dionu/sos	- no urn found -	Διονύσος
Διοσκούρους	*dio/skouroi	- no urn found -	Διόσκουροι
Διοσκούρων	*dio/skouroi	- no urn found -	Διόσκουροι
Διπαιεῦσι	*dipaieu/s	- no urn found -	Διπαιεύς
Δολόγκοισι	*do/logkoi	- no urn found -	Δόλογκοι
Δολόγκους	*do/logkoi	- no urn found -	Δόλογκοι
Δορίσκον	*dori/skos	- no urn found -	Δορίσκος
Δορίσκος	*dori/skos	- no urn found -	Δορίσκος
Δορίσκου	*do/riskos	- no urn found -	Δόρισκος
Δορίσκου	*dori/skos	- no urn found -	Δορίσκος
Δορίσκῳ	*do/riskos	- no urn found -	Δόρισκος
Δορίσκῳ	*dori/skos	- no urn found -	Δορίσκος
Δορύσσου	*do/russos	- no urn found -	Δόρυσσος
Δρυμόν	*drumo/s	- no urn found -	Δρυμός
Δρυοπίδα	*druopi/s	- no urn found -	Δρυοπίς
Δρυοπίδος	*druopi/s	- no urn found -	Δρυοπίς
Δρυοπίς	*druopi/s	- no urn found -	Δρυοπίς
Δρυόπων	*dru/oy	- no urn found -	Δρύοψ
Δρυός	*dru/s	- no urn found -	Δρύς
Δρύοπες	*dru/oy	- no urn found -	Δρύοψ
Δρύοπες	*dru/oy	- no urn found -	Δρύοψ
Δυμανάτας	*duma/natai	- no urn found -	Δυμάναται
Δωδωναίους	*dwdwnai=os	- no urn found -	Δωδωναῖος
Δωδωναίων	*dwdwnai=os	- no urn found -	Δωδωναῖος
Δωδωναίων	*dwdwnai=os	- no urn found -	Δωδωναῖος
Δωδωναίων	*dwdwnai=os	- no urn found -	Δωδωναῖος
Δωδωναῖοι	*dwdwnai=os	- no urn found -	Δωδωναῖος
Δωδωναῖοι	*dwdwnai=os	- no urn found -	Δωδωναῖος
Δωδωνίδες	*dwdwni/s-pl	- no urn found -	Δωδωνίσ-πλ
Δωδωνίδες	*dwdwni/s-pl	- no urn found -	Δωδωνίσ-πλ
Δωρησάμενος	dwre/omai	- no urn found -	δωρέομαι
Δωρέεται	dwre/omai	- no urn found -	δωρέομαι
Δάμασος	*da/masos	- no urn found -	Δάμασος
Δάοι	*da/oi	- no urn found -	Δάοι
Δάοι	*da/oi	- no urn found -	Δάοι
Δάτι	*da/tis	- no urn found -	Δάτις
Δάτῳ	*da/ton	- no urn found -	Δάτον
Δάφνις	*da/fnis	- no urn found -	Δάφνις
Δάφνῃσι	*da/fnh	- no urn found -	Δάφνη
Δέκελον	*de/kelos	- no urn found -	Δέκελος
Δέλτα	*de/lta	- no urn found -	Δέλτα
Δήμου	*dh=mos	- no urn found -	Δῆμος
Δήμῳ	*dh=mos	- no urn found -	Δῆμος
Δί’	*di/h	- no urn found -	Δίη
Δί’	*di/on	- no urn found -	Δίον
Δί’	*di/on	- no urn found -	Δίον
Δί’	*di/on	- no urn found -	Δίον
Δία	*di/h	- no urn found -	Δίη
Δία	*di/h	- no urn found -	Δίη
Δία	*di/on	- no urn found -	Δίον
Δία	*di/on	- no urn found -	Δίον
Δία	*di/on	- no urn found -	Δίον
Δίκαιαν	*dikai/a	- no urn found -	Δικαία
Δίκαιος	*di/kaios	- no urn found -	Δίκαιος
Δίκη	*di/kh	- no urn found -	Δίκη
Δίκη	*di/kh	- no urn found -	Δίκη
Δόλογκοι	*do/logkoi	- no urn found -	Δόλογκοι
Δόλογκοι	*do/logkoi	- no urn found -	Δόλογκοι
Δόλοπες	*do/loy	- no urn found -	Δόλοψ
Δόλοπες	*do/loy	- no urn found -	Δόλοψ
Δύμη	*du/mh	- no urn found -	Δύμη
Δύμη	*du/mh	- no urn found -	Δύμη
Δύρας	*du/ras	- no urn found -	Δύρας
Δύρας	*du/ras	- no urn found -	Δύρας
Δύρας	*du/ras	- no urn found -	Δύρας
Δύσωρον	*du/swron	- no urn found -	Δύσωρον
Δύσωρον	*du/swron	- no urn found -	Δύσωρον
Δύσωρον	*du/swron	- no urn found -	Δύσωρον
Δώρου	*dw=ros	- no urn found -	Δῶρος
Δᾶτις	*da/tis	- no urn found -	Δάτις
Δᾶτίν	*da/tis	- no urn found -	Δάτις
Δᾶτίς	*da/tis	- no urn found -	Δάτις
Δῖον	*di=on	- no urn found -	Δῖον
Δῖον	*di=on	- no urn found -	Δῖον
Δῖον	*di=on	- no urn found -	Δῖον
Δῶτος	*dw=tos	- no urn found -	Δῶτος
Εἰρώμου	*ei)/rwmos	- no urn found -	Εἴρωμος
Εἶδον	*ei)=dos	- no urn found -	Εἶδος
Εἶδος	*ei)=dos	- no urn found -	Εἶδος
Εὐαγόρεω	*eu)ago/ras	- no urn found -	Εὐαγόρας
Εὐαλκίδην	*eu)alki/dhs	- no urn found -	Εὐαλκίδης
Εὐαίνετος	*eu)ai/netos	- no urn found -	Εὐαίνετος
Εὐβοεῦσι	*eu)boeu/s	- no urn found -	Εὐβοεύς
Εὐβοϊκά	*eu)boiko/s	- no urn found -	Εὐβοικός
Εὐβοϊκά	*eu)boiko/s	- no urn found -	Εὐβοικός
Εὐβοϊκά	*eu)boiko/s	- no urn found -	Εὐβοικός
Εὐβοϊκά	*eu)boiko/s	- no urn found -	Εὐβοικός
Εὐβοϊκά	*eu)boiko/s	- no urn found -	Εὐβοικός
Εὐβοϊκά	*eu)boiko/s	- no urn found -	Εὐβοικός
Εὐβοϊκά	*eu)boiko/s	- no urn found -	Εὐβοικός
Εὐβοϊκά	*eu)boiko/s	- no urn found -	Εὐβοικός
Εὐβοϊκόν	*eu)boiko/s	- no urn found -	Εὐβοικός
Εὐβοϊκόν	*eu)boiko/s	- no urn found -	Εὐβοικός
Εὐβοϊκόν	*eu)boiko/s	- no urn found -	Εὐβοικός
Εὐβοϊκόν	*eu)boiko/s	- no urn found -	Εὐβοικός
Εὐβοϊκῶν	*eu)boiko/s	- no urn found -	Εὐβοικός
Εὐβοϊκῶν	*eu)boiko/s	- no urn found -	Εὐβοικός
Εὐβοϊκῶν	*eu)boiko/s	- no urn found -	Εὐβοικός
Εὐβοέας	*eu)boeu/s	- no urn found -	Εὐβοεύς
Εὐβοέες	*eu)boeu/s	- no urn found -	Εὐβοεύς
Εὐβοέες	*eu)boeu/s	- no urn found -	Εὐβοεύς
Εὐβοέων	*eu)boeu/s	- no urn found -	Εὐβοεύς
Εὐβοέων	*eu)boeu/s	- no urn found -	Εὐβοεύς
Εὐβοΐδας	*eu)boi/das	- no urn found -	Εὐβοίδας
Εὐβοΐδας	*eu)boiko/s	- no urn found -	Εὐβοικός
Εὐδαίμονος	*eu)dai/mwn	- no urn found -	Εὐδαίμων
Εὐηνίου	*eu)h/nios	- no urn found -	Εὐήνιος
Εὐηνίῳ	*eu)h/nios	- no urn found -	Εὐήνιος
Εὐθοίνου	*eu)/qoinos	- no urn found -	Εὔθοινος
Εὐκλείδῃ	*eu)klei/dhs	- no urn found -	Εὐκλείδης
Εὐμένης	*eu)me/nhs	- no urn found -	Εὐμένης
Εὐμένης	*eu)me/nhs	- no urn found -	Εὐμένης
Εὐμένης	*eu)me/nhs	- no urn found -	Εὐμένης
Εὐμένης	*eu)me/nhs	- no urn found -	Εὐμένης
Εὐμένης	*eu)mene/w	- no urn found -	Εὐμενέω
Εὐνόμου	*eu)/nomos	- no urn found -	Εὔνομος
Εὐξείνου	*eu)/ceinos	- no urn found -	Εὔξεινος
Εὐξείνῳ	*eu)/ceinos	- no urn found -	Εὔξεινος
Εὐρυβιάδεα	*eu)rubia/dhs	- no urn found -	Εὐρυβιάδης
Εὐρυβιάδεω	*eu)rubia/dhs	- no urn found -	Εὐρυβιάδης
Εὐρυβιάδην	*eu)rubia/dhs	- no urn found -	Εὐρυβιάδης
Εὐρυβιάδης	*eu)rubia/dhs	- no urn found -	Εὐρυβιάδης
Εὐρυβιάδῃ	*eu)rubia/dhs	- no urn found -	Εὐρυβιάδης
Εὐρυβάτην	*eu)ruba/ths	- no urn found -	Εὐρυβάτης
Εὐρυβάτης	*eu)ruba/ths	- no urn found -	Εὐρυβάτης
Εὐρυκλείδεω	*eu)ruklei/dhs	- no urn found -	Εὐρυκλείδης
Εὐρυκρατίδεω	*eu)rukrati/dhs	- no urn found -	Εὐρυκρατίδης
Εὐρυκράτεος	*eu)rukra/ths	- no urn found -	Εὐρυκράτης
Εὐρυλέων	*eu)rule/wn	- no urn found -	Εὐρυλέων
Εὐρυμάχου	*eu)ru/maxos	- no urn found -	Εὐρύμαχος
Εὐρυσθένεα	*eu)rusqe/nhs	- no urn found -	Εὐρυσθένης
Εὐρυσθένεος	*eu)rusqe/nhs	- no urn found -	Εὐρυσθένης
Εὐρυσθένεϊ	*eu)rusqe/nhs	- no urn found -	Εὐρυσθένης
Εὐρυσθένεϊ	*eu)rusqe/nhs	- no urn found -	Εὐρυσθένης
Εὐρυσθένεϊ	*eu)rusqe/nhs	- no urn found -	Εὐρυσθένης
Εὐρυσθένεϊ	*eu)rusqe/nhs	- no urn found -	Εὐρυσθένης
Εὐρυσθένεϊ	*eu)rusqe/nhs	- no urn found -	Εὐρυσθένης
Εὐρυσθέος	*eu)rusqeu/s	- no urn found -	Εὐρυσθεύς
Εὐρυφῶντος	*eu)rufw=n	- no urn found -	Εὐρυφῶν
Εὐρυάνακτα	*eu)rua/nac	- no urn found -	Εὐρυάναξ
Εὐρυάναξ	*eu)rua/nac	- no urn found -	Εὐρυάναξ
Εὐρυάναξ	*eu)rua/nac	- no urn found -	Εὐρυάναξ
Εὐρωμέα	*eu)rwmeu/s	- no urn found -	Εὐρωμεύς
Εὐρίπου	*eu)/ripos	- no urn found -	Εὔριπος
Εὐρύμαχον	*eu)ru/maxos	- no urn found -	Εὐρύμαχος
Εὐρύπυλον	*eu)ru/pulos	- no urn found -	Εὐρύπυλος
Εὐρώπη	*eu)rw/phs	- no urn found -	Εὐρώπης
Εὐρώπην	*eu)rw/phs	- no urn found -	Εὐρώπης
Εὐρώπης	*eu)rw/phs	- no urn found -	Εὐρώπης
Εὐρώπῃ	*eu)rw/phs	- no urn found -	Εὐρώπης
Εὐτυχίδεω	*eu)tuxi/dhs	- no urn found -	Εὐτυχίδης
Εὐφημίδης	*eu)fhmi/dhs	- no urn found -	Εὐφημίδης
Εὐφορίωνος	*eu)fori/wn	- no urn found -	Εὐφορίων
Εὐφρήτεω	*eu)frh/ths	- no urn found -	Εὐφρήτης
Εὐφρήτην	*eu)frh/ths	- no urn found -	Εὐφρήτης
Εὐφρήτης	*eu)frh/ths	- no urn found -	Εὐφρήτης
Εὐέλθοντος	*eu)e/lqwn	- no urn found -	Εὐέλθων
Εὐέλθων	*eu)e/lqwn	- no urn found -	Εὐέλθων
Εὐήνιε	*eu)h/nios	- no urn found -	Εὐήνιος
Εὐήνιον	*eu)h/nios	- no urn found -	Εὐήνιος
Εὐήνιος	*eu)h/nios	- no urn found -	Εὐήνιος
