Αἰγύπτιος	*ai)gu/ptios	Αἰγύπτιος	*ai)gu/ptios	a-s---mn-
τρύβλιον	tru/blion	τρύβλιον	tru/blion	n-s---nv-
τρύβλιον	tru/blion	τρύβλιον	tru/blion	n-s---na-
τρῖμμα	tri=mma	τρῖμμα	tri=mma	n-s---nn-
τρῖμμα	tri=mma	τρῖμμα	tri=mma	n-s---nv-
τρῖμμα	tri=mma	τρῖμμα	tri=mma	n-s---na-
τυγχάνει	tugxa/nei	τυγχάνω	tugxa/nw	v2spie---
τυγχάνει	tugxa/nei	τυγχάνω	tugxa/nw	v3spia---
τυπτόμενος	tupto/menos	τύπτω	tu/ptw	v-sppemn-
τυραννίδα	turanni/da	τυραννίς	turanni/s	n-s---fa-
τυραννίδος	turanni/dos	τυραννίς	turanni/s	n-s---fg-
τυράννων	tura/nnwn	τύραννος	tu/rannos	n-p---mg-
τυράννων	tura/nnwn	τύραννος	tu/rannos	n-p---ng-
τυρόκνηστίν	turo/knhsti/n	τυρόκνηστις	turo/knhstis	n-s---fa-
τυρόν	turo/n	τυρός	turo/s	n-s---ma-
τἀκεῖ	ta)kei=	ἀκέομαι	a)ke/omai	v2sfim---
τἀκεῖ	ta)kei=	ἀκέομαι	a)ke/omai	v2spie---
τἀκεῖ	ta)kei=	ἀκέω	a)ke/w	v2spie---
τἀκεῖ	ta)kei=	ἀκέω	a)ke/w	v3spia---
τἀκεῖ	ta)kei=	ἐκεῖ	e)kei=	d--------
τἀκεῖθεν	ta)kei=qen	ἐκεῖθεν	e)kei=qen	d--------
τἀμπόρι’	ta)mpo/ri'	ἐμπόρια	e)mpo/ria	n-p---nn-
τἀμπόρι’	ta)mpo/ri'	ἐμπόρια	e)mpo/ria	n-p---nv-
τἀμπόρι’	ta)mpo/ri'	ἐμπόρια	e)mpo/ria	n-p---na-
τἀμπόρι’	ta)mpo/ri'	ἐμπόριον	e)mpo/rion	n-p---nn-
τἀμπόρι’	ta)mpo/ri'	ἐμπόριον	e)mpo/rion	n-p---nv-
τἀμπόρι’	ta)mpo/ri'	ἐμπόριον	e)mpo/rion	n-p---na-
τἀμπόρι’	ta)mpo/ri'	ἐμπόριος	e)mpo/rios	n-s---mv-
τἀμά	ta)ma/	ἁμόσ1	a(mo/s1	a-p---nn-
τἀμά	ta)ma/	ἁμόσ1	a(mo/s1	a-p---nv-
τἀμά	ta)ma/	ἁμόσ1	a(mo/s1	a-p---na-
τἀμά	ta)ma/	ἁμόσ1	a(mo/s1	a-d---fn-
τἀμά	ta)ma/	ἁμόσ1	a(mo/s1	a-d---fv-
τἀμά	ta)ma/	ἁμόσ1	a(mo/s1	a-d---fa-
τἀμά	ta)ma/	ἁμόσ1	a(mo/s1	a-s---fn-
τἀμά	ta)ma/	ἁμόσ1	a(mo/s1	a-s---fv-
τἀμά	ta)ma/	ἐμός	e)mo/s	a-p---nn-
τἀμά	ta)ma/	ἐμός	e)mo/s	a-p---nv-
τἀμά	ta)ma/	ἐμός	e)mo/s	a-p---na-
τἀμά	ta)ma/	ἐμός	e)mo/s	a-d---fn-
τἀμά	ta)ma/	ἐμός	e)mo/s	a-d---fv-
τἀμά	ta)ma/	ἐμός	e)mo/s	a-d---fa-
τἀμά	ta)ma/	ἐμός	e)mo/s	a-s---fn-
τἀμά	ta)ma/	ἐμός	e)mo/s	a-s---fv-
τἀμά	ta)ma/	ἡμός	h(mo/s	a-p---nn-
τἀμά	ta)ma/	ἡμός	h(mo/s	a-p---nv-
τἀμά	ta)ma/	ἡμός	h(mo/s	a-p---na-
τἀμά	ta)ma/	ἡμός	h(mo/s	a-d---fn-
τἀμά	ta)ma/	ἡμός	h(mo/s	a-d---fv-
τἀμά	ta)ma/	ἡμός	h(mo/s	a-d---fa-
τἀμά	ta)ma/	ἡμός	h(mo/s	a-s---fn-
τἀμά	ta)ma/	ἡμός	h(mo/s	a-s---fv-
τἀναντία	ta)nanti/a	ἐναντίος	e)nanti/os	a-p---nn-
τἀναντία	ta)nanti/a	ἐναντίος	e)nanti/os	a-p---nv-
τἀναντία	ta)nanti/a	ἐναντίος	e)nanti/os	a-p---na-
τἀναντία	ta)nanti/a	ἐναντίος	e)nanti/os	a-d---fn-
τἀναντία	ta)nanti/a	ἐναντίος	e)nanti/os	a-d---fv-
τἀναντία	ta)nanti/a	ἐναντίος	e)nanti/os	a-d---fa-
τἀναντία	ta)nanti/a	ἐναντίος	e)nanti/os	a-s---fn-
τἀναντία	ta)nanti/a	ἐναντίος	e)nanti/os	a-s---fv-
τἀπιδέξια	ta)pide/cia	ἐπιδέξιος	e)pide/cios	n-p---nn-
τἀπιδέξια	ta)pide/cia	ἐπιδέξιος	e)pide/cios	n-p---nv-
τἀπιδέξια	ta)pide/cia	ἐπιδέξιος	e)pide/cios	n-p---na-
τἀπί	ta)pi/	ἐπί	e)pi/	r--------
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-p---nn-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-p---nv-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-p---na-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-d---fn-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-d---fv-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-d---fa-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-s---fn-
τἄλλα	ta)/lla	ἄλλος	a)/llos	n-s---fv-
τἄνω	ta)/nw	ἄνοος	a)/noos	n-d---mn-
τἄνω	ta)/nw	ἄνοος	a)/noos	n-d---mv-
τἄνω	ta)/nw	ἄνοος	a)/noos	n-d---ma-
τἄνω	ta)/nw	ἄνοος	a)/noos	n-d---fn-
τἄνω	ta)/nw	ἄνοος	a)/noos	n-d---fv-
τἄνω	ta)/nw	ἄνοος	a)/noos	n-d---fa-
τἄνω	ta)/nw	ἄνοος	a)/noos	n-d---nn-
τἄνω	ta)/nw	ἄνοος	a)/noos	n-d---nv-
τἄνω	ta)/nw	ἄνοος	a)/noos	n-d---na-
τἄνω	ta)/nw	ἄνω1	a)/nw1	v1spsa---
τἄνω	ta)/nw	ἄνω1	a)/nw1	v1spia---
τἄνω	ta)/nw	ἄνω2	a)/nw2	d--------
τἄρα	ta)/ra	ἄρα	a)/ra	g--------
τἄρα	ta)/ra	ἄρον	a)/ron	n-p---nn-
τἄρα	ta)/ra	ἄρον	a)/ron	n-p---nv-
τἄρα	ta)/ra	ἄρον	a)/ron	n-p---na-
τἄρα	ta)/ra	ἄρος	a)/ros	n-p---nn-
τἄρα	ta)/ra	ἄρος	a)/ros	n-p---nv-
τἄρα	ta)/ra	ἄρος	a)/ros	n-p---na-
τἄρα	ta)/ra	ἔρα	e)/ra	n-d---fn-
τἄρα	ta)/ra	ἔρα	e)/ra	n-d---fv-
τἄρα	ta)/ra	ἔρα	e)/ra	n-d---fa-
τἄρα	ta)/ra	ἔρα	e)/ra	n-s---fn-
τἄρα	ta)/ra	ἔρα	e)/ra	n-s---fv-
τἄρα	ta)/ra	ἔραμαι	e)/ramai	v2spme---
τἄρα	ta)/ra	ἔροσ2	e)/ros2	n-p---nn-
τἄρα	ta)/ra	ἔροσ2	e)/ros2	n-p---nv-
τἄρα	ta)/ra	ἔροσ2	e)/ros2	n-p---na-
τἄρα	ta)/ra	ἐράω1	e)ra/w1	v2spma---
τἄρα	ta)/ra	ἐράω2	e)ra/w2	v2spma---
τἠμῇ	th)mh=|	ἐμέω	e)me/w	v2sfim---
τἠμῇ	th)mh=|	ἐμέω	e)me/w	v2spse---
τἠμῇ	th)mh=|	ἐμέω	e)me/w	v2spie---
τἠμῇ	th)mh=|	ἐμέω	e)me/w	v3spsa---
τἠμῇ	th)mh=|	ἐμός	e)mo/s	a-s---fd-
τὠμώ	tw)mw/	ἁμόσ1	a(mo/s1	a-d---mn-
τὠμώ	tw)mw/	ἁμόσ1	a(mo/s1	a-d---mv-
τὠμώ	tw)mw/	ἁμόσ1	a(mo/s1	a-d---ma-
τὠμώ	tw)mw/	ἁμόσ1	a(mo/s1	a-d---nn-
τὠμώ	tw)mw/	ἁμόσ1	a(mo/s1	a-d---nv-
τὠμώ	tw)mw/	ἁμόσ1	a(mo/s1	a-d---na-
τὠμώ	tw)mw/	ἐμός	e)mo/s	a-d---mn-
τὠμώ	tw)mw/	ἐμός	e)mo/s	a-d---mv-
τὠμώ	tw)mw/	ἐμός	e)mo/s	a-d---ma-
τὠμώ	tw)mw/	ἐμός	e)mo/s	a-d---nn-
τὠμώ	tw)mw/	ἐμός	e)mo/s	a-d---nv-
τὠμώ	tw)mw/	ἐμός	e)mo/s	a-d---na-
τὠμώ	tw)mw/	ἡμός	h(mo/s	a-d---mn-
τὠμώ	tw)mw/	ἡμός	h(mo/s	a-d---mv-
τὠμώ	tw)mw/	ἡμός	h(mo/s	a-d---ma-
τὠμώ	tw)mw/	ἡμός	h(mo/s	a-d---nn-
τὠμώ	tw)mw/	ἡμός	h(mo/s	a-d---nv-
τὠμώ	tw)mw/	ἡμός	h(mo/s	a-d---na-
τὠμώ	tw)mw/	ἡμός	h(mo/s	a-d---mn-
τὠμώ	tw)mw/	ἡμός	h(mo/s	a-d---mv-
τὠμώ	tw)mw/	ἡμός	h(mo/s	a-d---ma-
τὠμώ	tw)mw/	ἡμός	h(mo/s	a-d---nn-
τὠμώ	tw)mw/	ἡμός	h(mo/s	a-d---nv-
τὠμώ	tw)mw/	ἡμός	h(mo/s	a-d---na-
τὠμώ	tw)mw/	ὠμός	w)mo/s	a-d---mn-
τὠμώ	tw)mw/	ὠμός	w)mo/s	a-d---mv-
τὠμώ	tw)mw/	ὠμός	w)mo/s	a-d---ma-
τὠμώ	tw)mw/	ὠμός	w)mo/s	a-d---nn-
τὠμώ	tw)mw/	ὠμός	w)mo/s	a-d---nv-
τὠμώ	tw)mw/	ὠμός	w)mo/s	a-d---na-
τὠφθαλμώ	tw)fqalmw/	ὀφθαλμός	o)fqalmo/s	n-d---mn-
τὠφθαλμώ	tw)fqalmw/	ὀφθαλμός	o)fqalmo/s	n-d---mv-
τὠφθαλμώ	tw)fqalmw/	ὀφθαλμός	o)fqalmo/s	n-d---ma-
τὤρνεα	tw)/rnea	ἔρνος	e)/rnos	n-p---nn-
τὤρνεα	tw)/rnea	ἔρνος	e)/rnos	n-p---nv-
τὤρνεα	tw)/rnea	ἔρνος	e)/rnos	n-p---na-
τὤρνεα	tw)/rnea	ὄρνεον	o)/rneon	n-p---nn-
τὤρνεα	tw)/rnea	ὄρνεον	o)/rneon	n-p---nv-
τὤρνεα	tw)/rnea	ὄρνεον	o)/rneon	n-p---na-
τὤρνεα	tw)/rnea	ὄρνις	o)/rnis	n-s---ma-
τὤρνεα	tw)/rnea	ὄρνις	o)/rnis	n-s---fa-
τά	ta/	ὁ	o(	l-p---na-
τά	ta/	ὁ	o(	l-p---nn-
τά	ta/	ὁ	o(	l-p---nv-
τά	ta/	ὁ	o(	l-p---na-
τά	ta/	ὁ	o(	l-d---fa-
τά	ta/	ὁ	o(	l-d---fn-
τά	ta/	ὁ	o(	l-d---fv-
τά	ta/	ὁ	o(	l-d---fa-
τά	ta/	τίς	ti/s	n-p---nn-
τά	ta/	τίς	ti/s	n-p---nv-
τά	ta/	τίς	ti/s	n-p---na-
τάδε	ta/de	ὅδε	o(/de	n-p---na-
τάδε	ta/de	ὅδε	o(/de	n-p---nn-
τάδε	ta/de	ὅδε	o(/de	n-d---fa-
τάδε	ta/de	ὅδε	o(/de	n-d---fn-
τάδε	ta/de	ὅδε	o(/de	n-d---fv-
τάλαντον	ta/lanton	τάλαντον	ta/lanton	n-s---nn-
τάλαντον	ta/lanton	τάλαντον	ta/lanton	n-s---nv-
τάλαντον	ta/lanton	τάλαντον	ta/lanton	n-s---na-
τάλας	ta/las	τάλας	ta/las	a-s---mn-
τάν	ta/n	ὁ	o(	l-s---fa-
τάνδε	ta/nde	ὅδε	o(/de	n-s---fa-
τάξιν	ta/cin	τάξις	ta/cis	n-s---fa-
τάς	ta/s	ὁ	o(	l-p---fa-
τάσδε	ta/sde	ὅδε	o(/de	n-p---fa-
τάσδε	ta/sde	τάσσω	ta/ssw	v2spma---
τάσδε	ta/sde	τάσσω	ta/ssw	v3siia---
τάχα	ta/xa	τάχα	ta/xa	d--------
τάχα	ta/xa	τάχος	ta/xos	n-p---nn-
τάχα	ta/xa	τάχος	ta/xos	n-p---nv-
τάχα	ta/xa	τάχος	ta/xos	n-p---na-
τάχιστα	ta/xista	τάχιστος	ta/xistos	a-p---nn-
τάχιστα	ta/xista	τάχιστος	ta/xistos	a-p---nv-
τάχιστα	ta/xista	τάχιστος	ta/xistos	a-p---na-
τάχιστα	ta/xista	ταχύς	taxu/s	a-p---nn-
τάχιστα	ta/xista	ταχύς	taxu/s	a-p---nv-
τάχιστα	ta/xista	ταχύς	taxu/s	a-p---na-
τάχιστ’	ta/xist'	τάχιστος	ta/xistos	a-p---nn-
τάχιστ’	ta/xist'	τάχιστος	ta/xistos	a-p---nv-
τάχιστ’	ta/xist'	τάχιστος	ta/xistos	a-p---na-
τάχιστ’	ta/xist'	τάχιστος	ta/xistos	a-s---mv-
τάχιστ’	ta/xist'	τάχιστος	ta/xistos	a-p---fn-
τάχιστ’	ta/xist'	τάχιστος	ta/xistos	a-p---fv-
τάχιστ’	ta/xist'	ταχύς	taxu/s	a-p---nn-
τάχιστ’	ta/xist'	ταχύς	taxu/s	a-p---nv-
τάχιστ’	ta/xist'	ταχύς	taxu/s	a-p---na-
τάχιστ’	ta/xist'	ταχύς	taxu/s	a-s---mv-
τάχιστ’	ta/xist'	ταχύς	taxu/s	a-p---fn-
τάχιστ’	ta/xist'	ταχύς	taxu/s	a-p---fv-
τάχ’	ta/x'	τάχα	ta/xa	d--------
τέ	te/	σύ	su/	p-s----a-
τέ	te/	τε	te	g--------
τέκτονες	te/ktones	τέκτων	te/ktwn	n-p---mn-
τέκτονες	te/ktones	τέκτων	te/ktwn	n-p---mv-
τέκτων	te/ktwn	τέκτων	te/ktwn	n-s---mn-
τέκτων	te/ktwn	τέκτων	te/ktwn	n-s---mv-
τέλμασιν	te/lmasin	τέλμα	te/lma	n-p---nd-
τέμνεται	te/mnetai	τέμνω	te/mnw	v3spie---
τέμνων	te/mnwn	τέμνω	te/mnw	v-sppamn-
τέρας	te/ras	τέρας	te/ras	n-s---nn-
τέρας	te/ras	τέρας	te/ras	n-s---nv-
τέρας	te/ras	τέρας	te/ras	n-s---na-
τέρμασιν	te/rmasin	τέρμα	te/rma	n-p---nd-
τέτρακι	te/traki	τέτραξ	te/trac	n-s---md-
τέτταρα	te/ttara	τέσσαρες	te/ssares	n-p---nn-
τέτταρα	te/ttara	τέσσαρες	te/ssares	n-p---nv-
τέτταρα	te/ttara	τέσσαρες	te/ssares	n-p---na-
τέττιγες	te/ttiges	τέττιξ	te/ttic	n-p---mn-
τέττιγες	te/ttiges	τέττιξ	te/ttic	n-p---mv-
τέχνη	te/xnh	τέχνη	te/xnh	n-s---fn-
τέχνη	te/xnh	τέχνη	te/xnh	n-s---fv-
τέχνης	te/xnhs	τέχνη	te/xnh	n-s---fg-
τέως	te/ws	τέος	te/os	n-p---ma-
τέως	te/ws	τέως	te/ws	d--------
τήμερον	th/meron	σήμερον	sh/meron	d--------
τήν	th/n	ὁ	o(	l-s---fa-
τήνδε	th/nde	ὅδε	o(/de	n-s---fa-
τήνδ’	th/nd'	ὅδε	o(/de	n-s---fa-
τήνελλα	th/nella	τήνελλα	th/nella	x--------
τήνελλα	th/nella	τήνελλα	th/nella	a-p---nn-
τήνελλα	th/nella	τήνελλα	th/nella	a-p---nv-
τήνελλα	th/nella	τήνελλα	th/nella	a-p---na-
τήνελλα	th/nella	τήνελλος	th/nellos	n-p---nn-
τήνελλα	th/nella	τήνελλος	th/nellos	n-p---nv-
τήνελλα	th/nella	τήνελλος	th/nellos	n-p---na-
τί	ti/	τίς	ti/s	n-s---nn-
τί	ti/	τίς	ti/s	n-s---nv-
τί	ti/	τίς	ti/s	n-s---na-
τί	ti/	τις	tis	p-s---nn-
τί	ti/	τις	tis	p-s---nv-
τί	ti/	τις	tis	p-s---na-
τίκτει	ti/ktei	τίκτω	ti/ktw	v2spie---
τίκτει	ti/ktei	τίκτω	ti/ktw	v3spia---
τίλλε	ti/lle	τίλλω	ti/llw	v2spma---
τίλλε	ti/lle	τίλλω	ti/llw	v3siia---
τίλλειν	ti/llein	τίλλω	ti/llw	v--pna---
τίλλεται	ti/lletai	τίλλω	ti/llw	v3spie---
τίνα	ti/na	τίς	ti/s	n-s---ma-
τίνα	ti/na	τίς	ti/s	n-s---fa-
τίνα	ti/na	τίς	ti/s	n-p---nn-
τίνα	ti/na	τίς	ti/s	n-p---nv-
τίνα	ti/na	τίς	ti/s	n-p---na-
τίνα	ti/na	τις	tis	p-s---ma-
τίνα	ti/na	τις	tis	p-s---fa-
τίνα	ti/na	τις	tis	p-p---nn-
τίνα	ti/na	τις	tis	p-p---nv-
τίνα	ti/na	τις	tis	p-p---na-
τίνας	ti/nas	τίς	ti/s	n-p---ma-
τίνας	ti/nas	τίς	ti/s	n-p---fa-
τίνας	ti/nas	τις	tis	p-p---ma-
τίνας	ti/nas	τις	tis	p-p---fa-
τίνες	ti/nes	τίνω	ti/nw	v2spia---
τίνες	ti/nes	τίνω	ti/nw	v2spia---
τίνες	ti/nes	τίνω	ti/nw	v2siia---
τίνες	ti/nes	τίς	ti/s	n-p---mn-
τίνες	ti/nes	τίς	ti/s	n-p---mv-
τίνες	ti/nes	τίς	ti/s	n-p---fn-
τίνες	ti/nes	τίς	ti/s	n-p---fv-
τίνες	ti/nes	τις	tis	p-p---mn-
τίνες	ti/nes	τις	tis	p-p---mv-
τίνες	ti/nes	τις	tis	p-p---fn-
τίνες	ti/nes	τις	tis	p-p---fv-
τίνος	ti/nos	τίς	ti/s	n-s----g-
τίνος	ti/nos	τις	tis	p-s----g-
τίνων	ti/nwn	τίνω	ti/nw	v-sppamn-
τίνων	ti/nwn	τίνω	ti/nw	v-sppamn-
τίνων	ti/nwn	τίς	ti/s	n-p----g-
τίνων	ti/nwn	τις	tis	p-p----g-
τίς	ti/s	τίς	ti/s	n-s---mn-
τίς	ti/s	τίς	ti/s	n-s---fn-
τίς	ti/s	τις	tis	p-s---mn-
τίς	ti/s	τις	tis	p-s---fn-
τό	to/	ὁ	o(	l-s---nn-
τό	to/	ὁ	o(	l-s---nv-
τό	to/	ὁ	o(	l-s---na-
τόδε	to/de	ὅδε	o(/de	n-s---nn-
τόδε	to/de	ὅδε	o(/de	n-s---nv-
τόδε	to/de	ὅδε	o(/de	n-s---na-
τόν	to/n	ὁ	o(	l-s---ma-
τόνδε	to/nde	ὅδε	o(/de	n-s---ma-
τόνδε	to/nde	ὅδε	o(/de	n-s---na-
τόξα	to/ca	τόξον	to/con	n-p---nn-
τόξα	to/ca	τόξον	to/con	n-p---nv-
τόξα	to/ca	τόξον	to/con	n-p---na-
τόξευε	to/ceue	τοξεύω	toceu/w	v2spma---
τόξευε	to/ceue	τοξεύω	toceu/w	v3siia---
τόπον	to/pon	τόπος	to/pos	n-s---ma-
τόπος	to/pos	τόπος	to/pos	n-s---mn-
τόπους	to/pous	τόπος	to/pos	n-p---ma-
τότε	to/te	τότε	to/te	d--------
τότ’	to/t'	τότε	to/te	d--------
τύ	tu/	σύ	su/	p-s----a-
τύ	tu/	σύ	su/	p-s----n-
τύπτε	tu/pte	τύπτω	tu/ptw	v2spma---
τύπτε	tu/pte	τύπτω	tu/ptw	v3siia---
τύπτειν	tu/ptein	τύπτω	tu/ptw	v--pna---
τύπτων	tu/ptwn	τύπτω	tu/ptw	v-sppamn-
τύραννον	tu/rannon	τύραννος	tu/rannos	n-s---ma-
τύχαι	tu/xai	τύχη	tu/xh	n-p---fn-
τύχαι	tu/xai	τύχη	tu/xh	n-p---fv-
τύχαι	tu/xai	τύχη	tu/xh	n-s---fd-
τύχη	tu/xh	τύχη	tu/xh	n-s---fn-
τύχη	tu/xh	τύχη	tu/xh	n-s---fv-
τύχοις	tu/xois	τύχος	tu/xos	n-p---md-
τύχοις	tu/xois	τυγχάνω	tugxa/nw	v2saoa---
τύχἀγαθῇ	tu/xa)gaqh=|	τύχη	tu/xh	d--------
τύχᾳ	tu/xa|	τύχη	tu/xh	n-p---fn-
τύχᾳ	tu/xa|	τύχη	tu/xh	n-p---fv-
τύχᾳ	tu/xa|	τύχη	tu/xh	n-s---fd-
τύχῃ	tu/xh|	τύχη	tu/xh	n-s---fd-
τύχῃ	tu/xh|	τυγχάνω	tugxa/nw	v2sase---
τύχῃ	tu/xh|	τυγχάνω	tugxa/nw	v3sasa---
τύχῃς	tu/xh|s	τύχη	tu/xh	n-p---fd-
τύχῃς	tu/xh|s	τυγχάνω	tugxa/nw	v2sasa---
τώ	tw/	ὁ	o(	l-d---fn-
τώ	tw/	ὁ	o(	l-d---fv-
τώ	tw/	ὁ	o(	l-d---fa-
τώ	tw/	ὁ	o(	l-d---ma-
τώ	tw/	ὁ	o(	l-d---na-
τώ	tw/	ὁ	o(	l-d---mn-
τώ	tw/	ὁ	o(	l-d---mv-
τώ	tw/	ὁ	o(	l-d---ma-
τώ	tw/	ὁ	o(	l-d---nn-
τώ	tw/	ὁ	o(	l-d---nv-
τώ	tw/	ὁ	o(	l-d---na-
τώ	tw/	τῷ	tw=|	d--------
τώδε	tw/de	ὅδε	o(/de	n-d---ma-
τώδε	tw/de	ὅδε	o(/de	n-d---na-
τώδε	tw/de	ὅδε	o(/de	n-d---mn-
τώδε	tw/de	ὅδε	o(/de	n-d---mv-
τώδε	tw/de	ὅδε	o(/de	n-d---nn-
τώδε	tw/de	ὅδε	o(/de	n-d---nv-
τώδ’	tw/d'	ὅδε	o(/de	n-d---ma-
τώδ’	tw/d'	ὅδε	o(/de	n-d---na-
τώδ’	tw/d'	ὅδε	o(/de	n-d---mn-
τώδ’	tw/d'	ὅδε	o(/de	n-d---mv-
τώδ’	tw/d'	ὅδε	o(/de	n-d---nn-
τώδ’	tw/d'	ὅδε	o(/de	n-d---nv-
τᾶν	ta=n	ὁ	o(	l-p---mg-
τᾶν	ta=n	ὁ	o(	l-p---fg-
τᾶν	ta=n	τᾶν	ta=n	x--------
τῆς	th=s	ὁ	o(	l-s---fg-
τῆσδε	th=sde	ὅδε	o(/de	n-s---fg-
τῇ	th=|	ὁ	o(	l-s---fd-
τῇ	th=|	τῇ	th=|	d--------
τῇδε	th=|de	ὅδε	o(/de	n-s---fd-
τῇδε	th=|de	τῇδε	th=|de	d--------
τῳ	tw|	τις	tis	p-s----d-
τῳδεδί	tw|dedi/	ὅδε	o(/de	n-s---md-
τῳδεδί	tw|dedi/	ὅδε	o(/de	n-s---nd-
τῶν	tw=n	ὁ	o(	l-p---fg-
τῶν	tw=n	ὁ	o(	l-p---mg-
τῶν	tw=n	ὁ	o(	l-p---ng-
τῶνδε	tw=nde	ὅδε	o(/de	n-p---fg-
τῶνδε	tw=nde	ὅδε	o(/de	n-p---mg-
τῶνδε	tw=nde	ὅδε	o(/de	n-p---ng-
τῶνδ’	tw=nd'	ὅδε	o(/de	n-p---fg-
τῶνδ’	tw=nd'	ὅδε	o(/de	n-p---mg-
τῶνδ’	tw=nd'	ὅδε	o(/de	n-p---ng-
τῷ	tw=|	ὁ	o(	l-s---md-
τῷ	tw=|	ὁ	o(	l-s---nd-
τῷ	tw=|	τίς	ti/s	n-s----d-
τῷ	tw=|	τις	tis	p-s----d-
τῷ	tw=|	τῷ	tw=|	d--------
τῷδε	tw=|de	ὅδε	o(/de	n-s---md-
τῷδε	tw=|de	ὅδε	o(/de	n-s---nd-
υἱόν	ui(o/n	υἱός	ui(o/s	n-s---ma-
φαγεῖν	fagei=n	ἐσθίω	e)sqi/w	v--ana---
φαληρίδι	falhri/di	φαλαρίς	falari/s	n-s---fd-
φαληρίδι	falhri/di	φαληρίς	falhri/s	n-s---fd-
φανερῶς	fanerw=s	φανερός	fanero/s	x--------
φανερῶς	fanerw=s	φανερός	fanero/s	x--------
φανερῶς	fanerw=s	φανερόω	fanero/w	v2spia---
φανείς	fanei/s	φαίνω	fai/nw	v-sappmn-
φανείς	fanei/s	φαίνω	fai/nw	v-sappmv-
φανοῦνται	fanou=ntai	φαίνω	fai/nw	v3pfim---
φανοῦνται	fanou=ntai	φανάω	fana/w	v3ppie---
φατόν	fato/n	φατός	fato/s	a-s---ma-
φατόν	fato/n	φατός	fato/s	a-s---nn-
φατόν	fato/n	φατός	fato/s	a-s---nv-
φατόν	fato/n	φατός	fato/s	a-s---na-
φατόν	fato/n	φημί	fhmi/	v2dpia---
φατόν	fato/n	φημί	fhmi/	v3dpia---
φατός	fato/s	φατός	fato/s	a-s---mn-
φαίνεται	fai/netai	φαίνω	fai/nw	v3spie---
φαίνεταί	fai/netai/	φαίνω	fai/nw	v3spie---
φαίνομεν	fai/nomen	φαίνω	fai/nw	v1ppia---
φαίνομεν	fai/nomen	φαίνω	fai/nw	v1piia---
φαύλως	fau/lws	φαῦλος	fau=los	x--------
φαύλως	fau/lws	φαῦλος	fau=los	a-p---ma-
φαύλως	fau/lws	φαῦλος	fau=los	x--------
φαύλως	fau/lws	φαῦλος	fau=los	n-p---ma-
φαύλως	fau/lws	φαῦλος	fau=los	n-p---fa-
φαῦλον	fau=lon	φαῦλος	fau=los	a-s---ma-
φαῦλον	fau=lon	φαῦλος	fau=los	a-s---nn-
φαῦλον	fau=lon	φαῦλος	fau=los	a-s---nv-
φαῦλον	fau=lon	φαῦλος	fau=los	a-s---na-
φαῦλον	fau=lon	φαῦλος	fau=los	n-s---ma-
φαῦλον	fau=lon	φαῦλος	fau=los	n-s---fa-
φαῦλον	fau=lon	φαῦλος	fau=los	n-s---nn-
φαῦλον	fau=lon	φαῦλος	fau=los	n-s---nv-
φαῦλον	fau=lon	φαῦλος	fau=los	n-s---na-
φεισόμεσθα	feiso/mesqa	φείδομαι	fei/domai	v1pasm---
φεισόμεσθα	feiso/mesqa	φείδομαι	fei/domai	v1pfim---
φερέτω	fere/tw	φέρω	fe/rw	v3spma---
φευκτέον	feukte/on	φευκτέος	feukte/os	n-s---ma-
φευκτέον	feukte/on	φευκτέος	feukte/os	n-s---fa-
φευκτέον	feukte/on	φευκτέος	feukte/os	n-s---nn-
φευκτέον	feukte/on	φευκτέος	feukte/os	n-s---nv-
φευκτέον	feukte/on	φευκτέος	feukte/os	n-s---na-
φείδου	fei/dou	φείδομαι	fei/domai	v2spme---
φείδου	fei/dou	φείδομαι	fei/domai	v2siie---
φείδου	fei/dou	φειδώ	feidw/	n-d----n-
φείδου	fei/dou	φειδώ	feidw/	n-d----v-
φείδου	fei/dou	φειδώ	feidw/	n-d----a-
φεῦ	feu=	φεῦ	feu=	x--------
φησιν	fhsin	φημί	fhmi/	v3spia---
φησί	fhsi/	φημί	fhmi/	v3spia---
φθαίης	fqai/hs	φθάνω	fqa/nw	v2saoa---
φθείρουσιν	fqei/rousin	φθείρω	fqei/rw	v3pasa---
φθείρουσιν	fqei/rousin	φθείρω	fqei/rw	v-pppamd-
φθείρουσιν	fqei/rousin	φθείρω	fqei/rw	v-pppand-
φθείρουσιν	fqei/rousin	φθείρω	fqei/rw	v3ppia---
φθέγμασιν	fqe/gmasin	φθέγμα	fqe/gma	n-p---nd-
φθέγματος	fqe/gmatos	φθέγμα	fqe/gma	n-s---ng-
φθόγγον	fqo/ggon	φθόγγος	fqo/ggos	n-s---ma-
φθόγγος	fqo/ggos	φθόγγος	fqo/ggos	n-s---mn-
φιλεῖν	filei=n	φιλέω	file/w	v--pna---
φιλορνιθίας	filorniqi/as	φιλορνιθία	filorniqi/a	n-p---fa-
φιλορνιθίας	filorniqi/as	φιλορνιθία	filorniqi/a	n-s---fg-
