Αἰγύπτιος	*ai)gu/ptios	Αἰγύπτιος	*ai)gu/ptios	urn:cite2:hmt:lsj.chicago_md:n2219	a-s---mn-
Νεφελοκοκκυγία	*nefelokokkugi/a	Νεφελοκοκκυγία	*nefelokokkugi/a	urn:cite2:hmt:lsj.chicago_md:n70539	n-s---fv-
Νεφελοκοκκυγία	*nefelokokkugi/a	νεφελοκοκκυγία	nefelokokkugi/a	urn:cite2:hmt:lsj.chicago_md:n70539	n-d---fn-
Νεφελοκοκκυγία	*nefelokokkugi/a	νεφελοκοκκυγία	nefelokokkugi/a	urn:cite2:hmt:lsj.chicago_md:n70539	n-d---fv-
Νεφελοκοκκυγία	*nefelokokkugi/a	νεφελοκοκκυγία	nefelokokkugi/a	urn:cite2:hmt:lsj.chicago_md:n70539	n-d---fa-
Νεφελοκοκκυγία	*nefelokokkugi/a	νεφελοκοκκυγία	nefelokokkugi/a	urn:cite2:hmt:lsj.chicago_md:n70539	n-s---fn-
Νεφελοκοκκυγία	*nefelokokkugi/a	νεφελοκοκκυγία	nefelokokkugi/a	urn:cite2:hmt:lsj.chicago_md:n70539	n-s---fv-
Νεφελοκοκκυγίαν	*nefelokokkugi/an	Νεφελοκοκκυγία	*nefelokokkugi/a	urn:cite2:hmt:lsj.chicago_md:n70539	n-s---fa-
Νεφελοκοκκυγίαν	*nefelokokkugi/an	νεφελοκοκκυγία	nefelokokkugi/a	urn:cite2:hmt:lsj.chicago_md:n70539	n-s---fa-
Νεφελοκοκκυγίας	*nefelokokkugi/as	Νεφελοκοκκυγία	*nefelokokkugi/a	urn:cite2:hmt:lsj.chicago_md:n70539	n-p---fa-
Νεφελοκοκκυγίας	*nefelokokkugi/as	Νεφελοκοκκυγία	*nefelokokkugi/a	urn:cite2:hmt:lsj.chicago_md:n70539	n-s---fg-
Νεφελοκοκκυγίας	*nefelokokkugi/as	νεφελοκοκκυγία	nefelokokkugi/a	urn:cite2:hmt:lsj.chicago_md:n70539	n-p---fa-
Νεφελοκοκκυγίας	*nefelokokkugi/as	νεφελοκοκκυγία	nefelokokkugi/a	urn:cite2:hmt:lsj.chicago_md:n70539	n-s---fg-
Νίκη	*ni/kh	Νίκη	*ni/kh	urn:cite2:hmt:lsj.chicago_md:n70840	n-s---fn-
Νίκη	*ni/kh	Νίκη	*ni/kh	urn:cite2:hmt:lsj.chicago_md:n111343	n-s---fn-
Νίκη	*ni/kh	Νίκη	*ni/kh	urn:cite2:hmt:lsj.chicago_md:n70840	n-s---fv-
Νίκη	*ni/kh	Νίκη	*ni/kh	urn:cite2:hmt:lsj.chicago_md:n111343	n-s---fv-
Νίκη	*ni/kh	νίκη	ni/kh	urn:cite2:hmt:lsj.chicago_md:n70840	n-s---fn-
Νίκη	*ni/kh	νίκη	ni/kh	urn:cite2:hmt:lsj.chicago_md:n111343	n-s---fn-
Νίκη	*ni/kh	νίκη	ni/kh	urn:cite2:hmt:lsj.chicago_md:n70840	n-s---fv-
Νίκη	*ni/kh	νίκη	ni/kh	urn:cite2:hmt:lsj.chicago_md:n111343	n-s---fv-
Νίκη	*ni/kh	νῖκος	ni=kos	urn:cite2:hmt:lsj.chicago_md:n70859	n-p---nn-
Νίκη	*ni/kh	νῖκος	ni=kos	urn:cite2:hmt:lsj.chicago_md:n70859	n-p---nv-
Νίκη	*ni/kh	νῖκος	ni=kos	urn:cite2:hmt:lsj.chicago_md:n70859	n-p---na-
Νίκη	*ni/kh	νῖκος	ni=kos	urn:cite2:hmt:lsj.chicago_md:n70859	n-d---nn-
Νίκη	*ni/kh	νῖκος	ni=kos	urn:cite2:hmt:lsj.chicago_md:n70859	n-d---nv-
Νίκη	*ni/kh	νῖκος	ni=kos	urn:cite2:hmt:lsj.chicago_md:n70859	n-d---na-
Νίκη	*ni/kh	νικάω	nika/w	urn:cite2:hmt:lsj.chicago_md:n70839	v2spma---
Νίκη	*ni/kh	νικάω	nika/w	urn:cite2:hmt:lsj.chicago_md:n70839	v2spma---
Νίκη	*ni/kh	νικάω	nika/w	urn:cite2:hmt:lsj.chicago_md:n70839	v3siia---
Νύξ	*nu/c	Νύξ	*nu/c	urn:cite2:hmt:lsj.chicago_md:n71314	n-s---fn-
Νύξ	*nu/c	Νύξ	*nu/c	urn:cite2:hmt:lsj.chicago_md:n71314	n-s---fv-
Νύξ	*nu/c	νύξ	nu/c	urn:cite2:hmt:lsj.chicago_md:n71314	n-s---fn-
Νύξ	*nu/c	νύξ	nu/c	urn:cite2:hmt:lsj.chicago_md:n71314	n-s---fv-
Ξανθία	*canqi/a	Ξανθίας	*canqi/as	urn:cite2:hmt:lsj.chicago_md:n71433	n-s---mv-
Ξανθία	*canqi/a	Ξανθίας	*canqi/as	urn:cite2:hmt:lsj.chicago_md:n71433	n-s---mv-
Ξανθία	*canqi/a	Ξανθίας	*canqi/as	urn:cite2:hmt:lsj.chicago_md:n71433	n-s---mg-
Ξανθία	*canqi/a	Ξανθίας	*canqi/as	urn:cite2:hmt:lsj.chicago_md:n71433	n-s---mn-
Πανδώρᾳ	*pandw/ra|	πανδώρα	pandw/ra	urn:cite2:hmt:lsj.chicago_md:n77338	n-s---fd-
Πανί	*pani/	Πάν	*pa/n	urn:cite2:hmt:lsj.chicago_md:n77168	n-s---md-
Πανί	*pani/	Πάν	*pa/n	urn:cite2:hmt:lsj.chicago_md:n77169	n-s---md-
Πανί	*pani/	Πᾶν	*pa=n	urn:cite2:hmt:lsj.chicago_md:n77168	n-s---md-
Πανί	*pani/	Πᾶν	*pa=n	urn:cite2:hmt:lsj.chicago_md:n77169	n-s---md-
Πελαργικέ	*pelargike/	Πελαργικός	*pelargiko/s	urn:cite2:hmt:lsj.chicago_md:n80410	a-s---mv-
Πελαργικέ	*pelargike/	πελαργικός	pelargiko/s	urn:cite2:hmt:lsj.chicago_md:n80410	a-s---mv-
Πελαργικόν	*pelargiko/n	Πελαργικός	*pelargiko/s	urn:cite2:hmt:lsj.chicago_md:n80410	a-s---ma-
Πελαργικόν	*pelargiko/n	Πελαργικός	*pelargiko/s	urn:cite2:hmt:lsj.chicago_md:n80410	a-s---nn-
Πελαργικόν	*pelargiko/n	Πελαργικός	*pelargiko/s	urn:cite2:hmt:lsj.chicago_md:n80410	a-s---nv-
Πελαργικόν	*pelargiko/n	Πελαργικός	*pelargiko/s	urn:cite2:hmt:lsj.chicago_md:n80410	a-s---na-
Πελαργικόν	*pelargiko/n	πελαργικός	pelargiko/s	urn:cite2:hmt:lsj.chicago_md:n80410	a-s---ma-
Πελαργικόν	*pelargiko/n	πελαργικός	pelargiko/s	urn:cite2:hmt:lsj.chicago_md:n80410	a-s---nn-
Πελαργικόν	*pelargiko/n	πελαργικός	pelargiko/s	urn:cite2:hmt:lsj.chicago_md:n80410	a-s---nv-
Πελαργικόν	*pelargiko/n	πελαργικός	pelargiko/s	urn:cite2:hmt:lsj.chicago_md:n80410	a-s---na-
Περσικοῦ	*persikou=	Περσικός	*persiko/s	urn:cite2:hmt:lsj.chicago_md:n82670	a-s---mg-
Περσικοῦ	*persikou=	Περσικός	*persiko/s	urn:cite2:hmt:lsj.chicago_md:n82670	a-s---ng-
Περσικοῦ	*persikou=	Περσικός	*persiko/s	urn:cite2:hmt:lsj.chicago_md:n82670	a-s---mg-
Περσικοῦ	*persikou=	Περσικός	*persiko/s	urn:cite2:hmt:lsj.chicago_md:n82670	a-s---ng-
Περσικόν	*persiko/n	Περσικός	*persiko/s	urn:cite2:hmt:lsj.chicago_md:n82670	a-s---ma-
Περσικόν	*persiko/n	Περσικός	*persiko/s	urn:cite2:hmt:lsj.chicago_md:n82670	a-s---nn-
Περσικόν	*persiko/n	Περσικός	*persiko/s	urn:cite2:hmt:lsj.chicago_md:n82670	a-s---nv-
Περσικόν	*persiko/n	Περσικός	*persiko/s	urn:cite2:hmt:lsj.chicago_md:n82670	a-s---na-
Περσικόν	*persiko/n	Περσικός	*persiko/s	urn:cite2:hmt:lsj.chicago_md:n82670	a-s---ma-
Περσικόν	*persiko/n	Περσικός	*persiko/s	urn:cite2:hmt:lsj.chicago_md:n82670	a-s---nn-
Περσικόν	*persiko/n	Περσικός	*persiko/s	urn:cite2:hmt:lsj.chicago_md:n82670	a-s---nv-
Περσικόν	*persiko/n	Περσικός	*persiko/s	urn:cite2:hmt:lsj.chicago_md:n82670	a-s---na-
Περσικός	*persiko/s	Περσικός	*persiko/s	urn:cite2:hmt:lsj.chicago_md:n82670	a-s---mn-
Περσικός	*persiko/s	Περσικός	*persiko/s	urn:cite2:hmt:lsj.chicago_md:n82670	a-s---mn-
Περσῶν	*persw=n	Πέρσης	*pe/rshs	urn:cite2:hmt:lsj.chicago_md:n82665	n-p---mg-
Περσῶν	*persw=n	πέρθω	pe/rqw	urn:cite2:hmt:lsj.chicago_md:n81016	v-sfpamn-
Πινδάρειον	*pinda/reion	Πινδάρειος	*pinda/reios	urn:cite2:hmt:lsj.chicago_md:n83210	a-s---ma-
Πινδάρειον	*pinda/reion	Πινδάρειος	*pinda/reios	urn:cite2:hmt:lsj.chicago_md:n83210	a-s---nn-
Πινδάρειον	*pinda/reion	Πινδάρειος	*pinda/reios	urn:cite2:hmt:lsj.chicago_md:n83210	a-s---nv-
Πινδάρειον	*pinda/reion	Πινδάρειος	*pinda/reios	urn:cite2:hmt:lsj.chicago_md:n83210	a-s---na-
Πολιάδα	*polia/da	Πολιάς	*polia/s	urn:cite2:hmt:lsj.chicago_md:n84458	n-s---fa-
Πολιάδα	*polia/da	Πολιάς	*polia/s	urn:cite2:hmt:lsj.chicago_md:n84459	n-s---fa-
Πολιάδα	*polia/da	πολιάς	polia/s	urn:cite2:hmt:lsj.chicago_md:n84458	n-s---fa-
Πολιάδα	*polia/da	πολιάς	polia/s	urn:cite2:hmt:lsj.chicago_md:n84459	n-s---fa-
Πορφυρίων	*porfuri/wn	Πορφυρίων	*porfuri/wn	urn:cite2:hmt:lsj.chicago_md:n85851	n-s---mn-
Πορφυρίων	*porfuri/wn	Πορφυρίων	*porfuri/wn	urn:cite2:hmt:lsj.chicago_md:n85851	n-s---mv-
Πορφυρίων	*porfuri/wn	πορφύριον	porfu/rion	urn:cite2:hmt:lsj.chicago_md:n85845	n-p---ng-
Πορφυρίων	*porfuri/wn	πορφύρω	porfu/rw	urn:cite2:hmt:lsj.chicago_md:n85873	v-sfpamn-
Πορφυρίων	*porfuri/wn	πορφυρέω	porfure/w	urn:cite2:hmt:lsj.chicago_md:n85842	v-sppamn-
Πορφυρίων	*porfuri/wn	πορφυρίων	porfuri/wn	urn:cite2:hmt:lsj.chicago_md:n85851	n-s---mn-
Πορφυρίων	*porfuri/wn	πορφυρίων	porfuri/wn	urn:cite2:hmt:lsj.chicago_md:n85851	n-s---mv-
Ποσειδῶ	*poseidw=	Ποσειδῶν	*poseidw=n	urn:cite2:hmt:lsj.chicago_md:n85893	n-s---ma-
Ποσειδῶν	*poseidw=n	Ποσειδῶν	*poseidw=n	urn:cite2:hmt:lsj.chicago_md:n85893	n-s---mn-
Ποσειδῶνί	*poseidw=ni/	Ποσειδῶν	*poseidw=n	urn:cite2:hmt:lsj.chicago_md:n85893	n-s---md-
Προδίκῳ	*prodi/kw|	Πρόδικος	*pro/dikos	urn:cite2:hmt:lsj.chicago_md:n87057	n-s---md-
Προδίκῳ	*prodi/kw|	πρόδικος	pro/dikos	urn:cite2:hmt:lsj.chicago_md:n87057	n-s---md-
Προμηθεῦ	*promhqeu=	Προμηθεύς	*promhqeu/s	urn:cite2:hmt:lsj.chicago_md:n88017	n-s---mv-
Προμηθεῦ	*promhqeu=	προμηθέομαι	promhqe/omai	urn:cite2:hmt:lsj.chicago_md:n88015	v2spme---
Προμηθεῦ	*promhqeu=	προμηθέομαι	promhqe/omai	urn:cite2:hmt:lsj.chicago_md:n88015	v2spme---
Προμηθεῦ	*promhqeu=	προμηθέομαι	promhqe/omai	urn:cite2:hmt:lsj.chicago_md:n88015	v2siie---
Προμηθεῦ	*promhqeu=	προμηθέομαι	promhqe/omai	urn:cite2:hmt:lsj.chicago_md:n88015	v2siie---
Προμηθεῦ	*promhqeu=	προμηθεύς	promhqeu/s	urn:cite2:hmt:lsj.chicago_md:n88017	n-s---mv-
Πρίαμός	*pri/amo/s	Πρίαμος	*pri/amos	urn:cite2:hmt:lsj.chicago_md:n86354	n-s---mn-
Πυθιάς	*puqia/s	Πυθιάς	*puqia/s	urn:cite2:hmt:lsj.chicago_md:n91366	n-s---fn-
Πυθιάς	*puqia/s	Πυθιάς	*puqia/s	urn:cite2:hmt:lsj.chicago_md:n91366	n-s---fn-
Πυθίῳ	*puqi/w|	Πύθιον	*pu/qion	urn:cite2:hmt:lsj.chicago_md:n91369	n-s---nd-
Πυθίῳ	*puqi/w|	Πύθιος	*pu/qios	urn:cite2:hmt:lsj.chicago_md:n91372	a-s---md-
Πυθίῳ	*puqi/w|	Πύθιος	*pu/qios	urn:cite2:hmt:lsj.chicago_md:n91372	a-s---nd-
Πυθώδε	*puqw/de	Πυθώδε	*puqw/de	urn:cite2:hmt:lsj.chicago_md:n91393	d--------
Πάραλος	*pa/ralos	Πάραλος	*pa/ralos	urn:cite2:hmt:lsj.chicago_md:n78365	n-s---mn-
Πάραλος	*pa/ralos	πάραλος	pa/ralos	urn:cite2:hmt:lsj.chicago_md:n78365	n-s---mn-
Πάραλος	*pa/ralos	πάραλος	pa/ralos	urn:cite2:hmt:lsj.chicago_md:n78365	n-s---fn-
Πόθος	*po/qos	Πόθος	*po/qos	urn:cite2:hmt:lsj.chicago_md:n84226	n-s---mn-
Πόθος	*po/qos	πόθος	po/qos	urn:cite2:hmt:lsj.chicago_md:n84226	n-s---mn-
Πόσειδον	*po/seidon	Ποσειδῶν	*poseidw=n	urn:cite2:hmt:lsj.chicago_md:n85893	n-s---mv-
Σαβαζίῳ	*sabazi/w|	Σαβάζιος	*saba/zios	urn:cite2:hmt:lsj.chicago_md:n92972	n-s---md-
Σαλαμινία	*salamini/a	Σαλαμίνιος	*salami/nios	urn:cite2:hmt:lsj.chicago_md:n93131	a-d---fn-
Σαλαμινία	*salamini/a	Σαλαμίνιος	*salami/nios	urn:cite2:hmt:lsj.chicago_md:n93131	a-d---fv-
Σαλαμινία	*salamini/a	Σαλαμίνιος	*salami/nios	urn:cite2:hmt:lsj.chicago_md:n93131	a-d---fa-
Σαλαμινία	*salamini/a	Σαλαμίνιος	*salami/nios	urn:cite2:hmt:lsj.chicago_md:n93131	a-s---fn-
Σαλαμινία	*salamini/a	Σαλαμίνιος	*salami/nios	urn:cite2:hmt:lsj.chicago_md:n93131	a-s---fv-
Σεμέλας	*seme/las	Σεμέλη	*seme/lh	urn:cite2:hmt:lsj.chicago_md:n93679	n-s---fg-
Σικυῶνος	*sikuw=nos	Σικυών	*sikuw/n	urn:cite2:hmt:lsj.chicago_md:n94120	n-s---fg-
Σικυῶνος	*sikuw=nos	σικυών	sikuw/n	urn:cite2:hmt:lsj.chicago_md:n94120	n-s---mg-
Σιμωνίδου	*simwni/dou	Σιμωνίδης	*simwni/dhs	urn:cite2:hmt:lsj.chicago_md:n94197	n-s---mg-
Σκιάποσιν	*skia/posin	Σκιάποδες	*skia/podes	urn:cite2:hmt:lsj.chicago_md:n94836	n-p---md-
Σκιάποσιν	*skia/posin	Σκιάποδες	*skia/podes	urn:cite2:hmt:lsj.chicago_md:n94836	n-p---fd-
Σκιάποσιν	*skia/posin	Σκιάποδες	*skia/podes	urn:cite2:hmt:lsj.chicago_md:n94836	n-p---nd-
Σκύθαις	*sku/qais	Σκύθης	*sku/qhs	urn:cite2:hmt:lsj.chicago_md:n95258	n-p---md-
Σοφία	*sofi/a	Σοφία	*sofi/a	urn:cite2:hmt:lsj.chicago_md:n95641	n-s---fn-
Σοφία	*sofi/a	Σοφία	*sofi/a	urn:cite2:hmt:lsj.chicago_md:n95641	n-s---fv-
Σοφία	*sofi/a	σοφία	sofi/a	urn:cite2:hmt:lsj.chicago_md:n95641	n-d---fn-
Σοφία	*sofi/a	σοφία	sofi/a	urn:cite2:hmt:lsj.chicago_md:n95641	n-d---fv-
Σοφία	*sofi/a	σοφία	sofi/a	urn:cite2:hmt:lsj.chicago_md:n95641	n-d---fa-
Σοφία	*sofi/a	σοφία	sofi/a	urn:cite2:hmt:lsj.chicago_md:n95641	n-s---fn-
Σοφία	*sofi/a	σοφία	sofi/a	urn:cite2:hmt:lsj.chicago_md:n95641	n-s---fv-
Σπάρτην	*spa/rthn	Σπάρτη	*spa/rth	urn:cite2:hmt:lsj.chicago_md:n95769	n-s---fa-
Σπάρτην	*spa/rthn	Σπάρτη	*spa/rth	urn:cite2:hmt:lsj.chicago_md:n95770	n-s---fa-
Σπάρτην	*spa/rthn	σπάρτη	spa/rth	urn:cite2:hmt:lsj.chicago_md:n95769	n-s---fa-
Σπάρτην	*spa/rthn	σπάρτη	spa/rth	urn:cite2:hmt:lsj.chicago_md:n95770	n-s---fa-
Στράτων	*stra/twn	Στράτος	*stra/tos	urn:cite2:hmt:lsj.chicago_md:n97150	n-p---mg-
Σωκράτης	*swkra/ths	Σωκράτης	*swkra/ths	urn:cite2:hmt:lsj.chicago_md:n101976	n-p---ma-
Σωκράτης	*swkra/ths	Σωκράτης	*swkra/ths	urn:cite2:hmt:lsj.chicago_md:n101976	n-p---mn-
Σωκράτης	*swkra/ths	Σωκράτης	*swkra/ths	urn:cite2:hmt:lsj.chicago_md:n101976	n-p---mv-
Σωκράτης	*swkra/ths	Σωκράτης	*swkra/ths	urn:cite2:hmt:lsj.chicago_md:n101976	n-s---mn-
Σωκράτης	*swkra/ths	Σωκράτης	*swkra/ths	urn:cite2:hmt:lsj.chicago_md:n101976	n-s---mn-
Σωκράτης	*swkra/ths	Σωκρατέω	*swkrate/w	urn:cite2:hmt:lsj.chicago_md:n101975	v2siia---
Σωκράτης	*swkra/ths	σωκρατέω	swkrate/w	urn:cite2:hmt:lsj.chicago_md:n101975	v2siia---
Σόλωνός	*so/lwno/s	Σόλων	*so/lwn	urn:cite2:hmt:lsj.chicago_md:n95593	n-s---mg-
Τελέας	*tele/as	τέλειος	te/leios	urn:cite2:hmt:lsj.chicago_md:n102930	a-p---fa-
Τελέας	*tele/as	τέλειος	te/leios	urn:cite2:hmt:lsj.chicago_md:n102930	a-s---fg-
Τελέου	*tele/ou	τέλειος	te/leios	urn:cite2:hmt:lsj.chicago_md:n102930	a-s---mg-
Τελέου	*tele/ou	τέλειος	te/leios	urn:cite2:hmt:lsj.chicago_md:n102930	a-s---ng-
Τελέου	*tele/ou	τέλειος	te/leios	urn:cite2:hmt:lsj.chicago_md:n102930	n-s---mg-
Τελέου	*tele/ou	τέλειος	te/leios	urn:cite2:hmt:lsj.chicago_md:n102930	n-s---fg-
Τελέου	*tele/ou	τέλειος	te/leios	urn:cite2:hmt:lsj.chicago_md:n102930	n-s---ng-
Τελέου	*tele/ou	τελειόω	teleio/w	urn:cite2:hmt:lsj.chicago_md:n102936	v2spma---
Τελέου	*tele/ou	τελειόω	teleio/w	urn:cite2:hmt:lsj.chicago_md:n102936	v3siia---
Τιτάνων	*tita/nwn	Τίτανος	*ti/tanos	urn:cite2:hmt:lsj.chicago_md:n104070	n-p---fg-
Τιτάνων	*tita/nwn	Τιτάν	*tita/n	urn:cite2:hmt:lsj.chicago_md:n104056	n-p---mg-
Τιτάνων	*tita/nwn	τίτανος	ti/tanos	urn:cite2:hmt:lsj.chicago_md:n104070	n-p---fg-
Τριβαλλοί	*triballoi/	Τριβαλλοί	*triballoi/	urn:cite2:hmt:lsj.chicago_md:n104816	n-p---mn-
Τριβαλλοί	*triballoi/	Τριβαλλοί	*triballoi/	urn:cite2:hmt:lsj.chicago_md:n104816	n-p---mv-
Τριβαλλῶν	*triballw=n	Τριβαλλοί	*triballoi/	urn:cite2:hmt:lsj.chicago_md:n104816	n-p---mg-
Τάρταρον	*ta/rtaron	Τάρταρος	*ta/rtaros	urn:cite2:hmt:lsj.chicago_md:n102501	n-s---fa-
Τάρταρος	*ta/rtaros	Τάρταρος	*ta/rtaros	urn:cite2:hmt:lsj.chicago_md:n102501	n-s---fn-
Τίμων	*ti/mwn	τῖμος	ti=mos	urn:cite2:hmt:lsj.chicago_md:n104006	n-p---mg-
Τίμων	*ti/mwn	τιμάω	tima/w	urn:cite2:hmt:lsj.chicago_md:n103972	v3piia---
Τίμων	*ti/mwn	τιμάω	tima/w	urn:cite2:hmt:lsj.chicago_md:n103972	v1siia---
Φαναῖσι	*fanai=si	Φάνη	*fa/nh	urn:cite2:hmt:lsj.chicago_md:n110249	n-p---fd-
Φαναῖσι	*fanai=si	φανή	fanh/	urn:cite2:hmt:lsj.chicago_md:n110249	n-p---fd-
Φαναῖσι	*fanai=si	φανόσ1	fano/s	urn:cite2:hmt:lsj.chicago_md:n110257	a-p---fd-
Φαναῖσι	*fanai=si	φανόσ1	fano/s	urn:cite2:hmt:lsj.chicago_md:n110258	a-p---fd-
Φιλήμονος	*filh/monos	Φιλήμων	*filh/mwn	urn:cite2:hmt:lsj.chicago_md:n110999	n-s---mg-
Φιλήμονος	*filh/monos	φιλήμων	filh/mwn	urn:cite2:hmt:lsj.chicago_md:n110999	n-s----g-
Φιλίππων	*fili/ppwn	φίλιππος	fi/lippos	urn:cite2:hmt:lsj.chicago_md:n111042	n-p---mg-
Φιλίππων	*fili/ppwn	φίλιππος	fi/lippos	urn:cite2:hmt:lsj.chicago_md:n111042	n-p---fg-
Φιλίππων	*fili/ppwn	φίλιππος	fi/lippos	urn:cite2:hmt:lsj.chicago_md:n111042	n-p---ng-
Φλέγρας	*fle/gras	φλέγρα	fle/gra	urn:cite2:hmt:lsj.chicago_md:n111743	n-s---fn-
Φοινίκης	*foini/khs	Φοινίκη	*foini/kh	urn:cite2:hmt:lsj.chicago_md:n111949	n-s---fg-
Φοινίκης	*foini/khs	φοινίκη	foini/kh	urn:cite2:hmt:lsj.chicago_md:n111949	n-s---fg-
Φοίνικες	*foi/nikes	Φοῖνιξ	*foi=nic	urn:cite2:hmt:lsj.chicago_md:n112002	n-p---mn-
Φοίνικες	*foi/nikes	Φοῖνιξ	*foi=nic	urn:cite2:hmt:lsj.chicago_md:n112002	n-p---mv-
Φοίνικες	*foi/nikes	Φοῖνιξ	*foi=nic	urn:cite2:hmt:lsj.chicago_md:n112002	n-p---fn-
Φοίνικες	*foi/nikes	Φοῖνιξ	*foi=nic	urn:cite2:hmt:lsj.chicago_md:n112002	n-p---fv-
Φοίνικες	*foi/nikes	Φοῖνιξ	*foi=nic	urn:cite2:hmt:lsj.chicago_md:n112002	n-p---mn-
Φοίνικες	*foi/nikes	Φοῖνιξ	*foi=nic	urn:cite2:hmt:lsj.chicago_md:n112002	n-p---mv-
Φοίνικες	*foi/nikes	φοῖνιξ	foi=nic	urn:cite2:hmt:lsj.chicago_md:n112002	n-p---mn-
Φοίνικες	*foi/nikes	φοῖνιξ	foi=nic	urn:cite2:hmt:lsj.chicago_md:n112002	n-p---mv-
Φοῖβος	*foi=bos	Φοῖβος	*foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	n-s---mn-
Φοῖβος	*foi=bos	φοῖβος	foi=bos	urn:cite2:hmt:lsj.chicago_md:n111928	a-s---mn-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112424	a-p---fg-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	a-p---fg-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112424	a-p---mg-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	a-p---mg-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112424	a-p---ng-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	a-p---ng-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112424	n-p---mg-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	n-p---mg-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112424	n-p---fg-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	n-p---fg-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112424	n-p---ng-
Φρυγίων	*frugi/wn	Φρύγιος	*fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	n-p---ng-
Φρυγίων	*frugi/wn	φρύγιον	fru/gion	urn:cite2:hmt:lsj.chicago_md:n112423	n-p---ng-
Φρυγίων	*frugi/wn	φρύγιος	fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	a-p---fg-
Φρυγίων	*frugi/wn	φρύγιος	fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	a-p---mg-
Φρυγίων	*frugi/wn	φρύγιος	fru/gios	urn:cite2:hmt:lsj.chicago_md:n112425	a-p---ng-
Φρύγα	*fru/ga	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112443	n-s---ma-
Φρύγα	*fru/ga	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112444	n-s---ma-
Φρύγα	*fru/ga	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112443	n-s---fa-
Φρύγα	*fru/ga	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112444	n-s---fa-
Φρύξ	*fru/c	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112443	n-s---mn-
Φρύξ	*fru/c	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112444	n-s---mn-
Φρύξ	*fru/c	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112443	n-s---mv-
Φρύξ	*fru/c	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112444	n-s---mv-
Φρύξ	*fru/c	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112443	n-s---fn-
Φρύξ	*fru/c	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112444	n-s---fn-
Φρύξ	*fru/c	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112443	n-s---fv-
Φρύξ	*fru/c	Φρύξ	*fru/c	urn:cite2:hmt:lsj.chicago_md:n112444	n-s---fv-
Φίλιπποι	*fi/lippoi	φίλιππος	fi/lippos	urn:cite2:hmt:lsj.chicago_md:n111042	n-p---mn-
Φίλιπποι	*fi/lippoi	φίλιππος	fi/lippos	urn:cite2:hmt:lsj.chicago_md:n111042	n-p---mv-
Φίλιπποι	*fi/lippoi	φίλιππος	fi/lippos	urn:cite2:hmt:lsj.chicago_md:n111042	n-p---fn-
Φίλιπποι	*fi/lippoi	φίλιππος	fi/lippos	urn:cite2:hmt:lsj.chicago_md:n111042	n-p---fv-
Χαρίτων	*xari/twn	Χάρις	*xa/ris	urn:cite2:hmt:lsj.chicago_md:n113388	n-p---fg-
Χαρίτων	*xari/twn	χάρις	xa/ris	urn:cite2:hmt:lsj.chicago_md:n113388	n-p---fg-
Χαρίτων	*xari/twn	χάριτος	xa/ritos	urn:cite2:hmt:lsj.chicago_md:n113411	a-p---fg-
Χαρίτων	*xari/twn	χάριτος	xa/ritos	urn:cite2:hmt:lsj.chicago_md:n113411	a-p---mg-
Χαρίτων	*xari/twn	χάριτος	xa/ritos	urn:cite2:hmt:lsj.chicago_md:n113411	a-p---ng-
